timestamp,data_rate,rate_multiplier,rate_rx,rate_tx,rate_txerr,type,mode,flow_control,forwarding,mavlink_v2,ftp,streams,_padding0[0],_padding0[1],_padding0[2],_padding0[3],_padding0[4],heartbeats[0].timestamp,heartbeats[0].system_id,heartbeats[0].component_id,heartbeats[0].type,heartbeats[0].state,heartbeats[0]._padding0[0],heartbeats[0]._padding0[1],heartbeats[0]._padding0[2],heartbeats[0]._padding0[3],heartbeats[1].timestamp,heartbeats[1].system_id,heartbeats[1].component_id,heartbeats[1].type,heartbeats[1].state,heartbeats[1]._padding0[0],heartbeats[1]._padding0[1],heartbeats[1]._padding0[2],heartbeats[1]._padding0[3],heartbeats[2].timestamp,heartbeats[2].system_id,heartbeats[2].component_id,heartbeats[2].type,heartbeats[2].state,heartbeats[2]._padding0[0],heartbeats[2]._padding0[1],heartbeats[2]._padding0[2],heartbeats[2]._padding0[3],heartbeats[3].timestamp,heartbeats[3].system_id,heartbeats[3].component_id,heartbeats[3].type,heartbeats[3].state,heartbeats[3]._padding0[0],heartbeats[3]._padding0[1],heartbeats[3]._padding0[2],heartbeats[3]._padding0[3]
341758232,1200.0,0.62888896,0.041584156,1.1514851,0.0,0,0,1,1,1,1,38,0,0,0,0,0,341749855,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
342748263,1200.0,0.62888896,0.067980826,1.0736972,0.0,0,0,1,1,1,1,38,0,0,0,0,0,342738761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
343818525,1200.0,0.62888896,0.04159165,1.2715162,0.0,0,0,1,1,1,1,38,0,0,0,0,0,343813719,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
344718412,1200.0,0.62888896,0.041995,1.0358768,0.0,0,0,1,1,1,1,38,0,0,0,0,0,344713755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
345748156,1200.0,0.62888896,0.041588068,1.1723875,0.0,0,0,1,1,1,1,38,0,0,0,0,0,345742450,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
346818330,1200.0,0.62888896,0.041586954,1.1277987,0.0,0,0,1,1,1,1,38,0,0,0,0,0,346817891,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
347738185,1200.0,0.62888896,0.041586462,1.0446123,0.0,0,0,1,1,1,1,38,0,0,0,0,0,347732817,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
348748100,1200.0,0.62888896,0.041999873,1.2049963,0.0,0,0,1,1,1,1,38,0,0,0,0,0,348745792,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
349818271,1200.0,0.62888896,0.04158432,1.3336686,0.0,0,0,1,1,1,1,38,0,0,0,0,0,349815754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
350748104,1200.0,0.62888896,0.041584074,0.8841566,0.0,0,0,1,1,1,1,38,0,0,0,0,0,350739805,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
351758136,1200.0,0.62888896,0.04199857,1.2219584,0.0,0,0,1,1,1,1,38,0,0,0,0,0,351749760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
352838208,1200.0,0.62888896,0.067329064,1.0940973,0.0,0,0,1,1,1,1,38,0,0,0,0,0,352828756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353748222,1200.0,0.62888896,0.041997228,1.2149198,0.0,0,0,1,1,1,1,38,0,0,0,0,0,353745802,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
354758210,1200.0,0.62888896,0.04158671,1.0584807,0.0,0,0,1,1,1,1,38,0,0,0,0,0,354752760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
355828105,1200.0,0.62888896,0.041580945,1.1761467,0.0,0,0,1,1,1,1,38,0,0,0,0,0,355824760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356738251,1200.0,0.62888896,0.041587535,1.0515705,0.0,0,0,1,1,1,1,38,0,0,0,0,0,356735756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
357758102,1200.0,0.62888896,0.041584156,1.209901,0.0,0,0,1,1,1,1,38,0,0,0,0,0,357756755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
358828189,1200.0,0.62888896,0.041582674,0.88412684,0.0,0,0,1,1,1,1,38,0,0,0,0,0,358822626,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
359758101,1200.0,0.62888896,0.041998148,1.3449408,0.0,0,0,1,1,1,1,38,0,0,0,0,0,359751797,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
360768474,1200.0,0.62888896,0.041587368,1.1188983,0.0,0,0,1,1,1,1,38,0,0,0,0,0,360760851,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
361828203,1200.0,0.62888896,0.041992564,1.0998052,0.0,0,0,1,1,1,1,38,0,0,0,0,0,361827759,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
362848143,1200.0,0.62888896,0.067331925,1.117908,0.0,0,0,1,1,1,1,38,0,0,0,0,0,362839763,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
363768259,1200.0,0.62888896,0.0419924,1.1577904,0.0,0,0,1,1,1,1,38,0,0,0,0,0,363765426,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
364848103,1200.0,0.62888896,0.041595772,1.0824804,0.0,0,0,1,1,1,1,38,0,0,0,0,0,364842766,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
365848102,1200.0,0.62888896,0.041579504,1.2889646,0.0,0,0,1,1,1,1,38,0,0,0,0,0,365844618,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
366778169,1200.0,0.62888896,0.061393008,0.9149538,0.0,0,0,1,1,1,1,38,0,0,0,0,0,366768988,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
367838182,1200.0,0.62888896,0.021782199,1.336635,0.0,0,0,1,1,1,1,38,0,0,0,0,0,367829803,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
368788144,1200.0,0.62888896,0.04399947,1.1389863,0.0,0,0,1,1,1,1,38,0,0,0,0,0,368781810,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
369919208,1200.0,0.62888896,0.039960478,0.97403663,0.0,0,0,1,1,1,1,38,0,0,0,0,0,369918760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
370849354,1200.0,0.62888896,0.041584156,1.1930692,0.0,0,0,1,1,1,1,38,0,0,0,0,0,370847758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
371859149,1200.0,0.62888896,0.041997477,1.1829289,0.0,0,0,1,1,1,1,38,0,0,0,0,0,371851762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
372929222,1200.0,0.62888896,0.067330666,1.0822414,0.0,0,0,1,1,1,1,38,0,0,0,0,0,372920863,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
373859103,1200.0,0.62888896,0.04199735,1.204924,0.0,0,0,1,1,1,1,38,0,0,0,0,0,373857876,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
374859205,1200.0,0.62888896,0.041585885,1.0416274,0.0,0,0,1,1,1,1,38,0,0,0,0,0,374855758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
375939101,1200.0,0.62888896,0.041583,1.1326418,0.0,0,0,1,1,1,1,38,0,0,0,0,0,375937758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
376849144,1200.0,0.62888896,0.041586258,1.1287699,0.0,0,0,1,1,1,1,38,0,0,0,0,0,376842934,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
377859417,1200.0,0.62888896,0.041997228,1.014933,0.0,0,0,1,1,1,1,38,0,0,0,0,0,377858764,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
378789293,1200.0,0.62888896,0.041997228,1.014933,0.0,0,0,1,1,1,1,38,0,0,0,0,0,378786962,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379869164,1200.0,0.62888896,0.02079103,1.193009,0.0,0,0,1,1,1,1,38,0,0,0,0,0,379859768,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
380869197,1200.0,0.62888896,0.020998929,0.9959492,0.0,0,0,1,1,1,1,38,0,0,0,0,0,380862798,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
381929445,1200.0,0.62888896,0.062376607,1.2297102,0.0,0,0,1,1,1,1,38,0,0,0,0,0,381927763,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
382859249,1200.0,0.62888896,0.062376607,1.2297102,0.0,0,0,1,1,1,1,38,0,0,0,0,0,382856756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
383869111,1200.0,0.62888896,0.08812718,1.0347518,0.0,0,0,1,1,1,1,38,0,0,0,0,0,383866758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
384929100,1200.0,0.62888896,0.020792078,1.0970297,0.0,0,0,1,1,1,1,38,0,0,0,0,0,384926073,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
385859335,1200.0,0.62888896,0.020792078,1.0970297,0.0,0,0,1,1,1,1,38,0,0,0,0,0,385856851,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
386879236,1200.0,0.62888896,0.08399714,1.1719601,0.0,0,0,1,1,1,1,38,0,0,0,0,0,386869754,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
387919103,1200.0,0.62888896,0.032669675,1.208778,0.0,0,0,1,1,1,1,38,0,0,0,0,0,387912250,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
388859176,1200.0,0.62888896,0.032669675,1.208778,0.0,0,0,1,1,1,1,38,0,0,0,0,0,388858819,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
389879101,1200.0,0.62888896,0.06238797,0.9239361,0.0,0,0,1,1,1,1,38,0,0,0,0,0,389873799,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
390939108,1200.0,0.62888896,0.020999916,1.0799956,0.0,0,0,1,1,1,1,38,0,0,0,0,0,390938805,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
391892171,1200.0,0.62888896,0.020999916,1.0799956,0.0,0,0,1,1,1,1,38,0,0,0,0,0,391884922,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
392882235,1200.0,0.62888896,0.062811874,1.1525481,0.0,0,0,1,1,1,1,38,0,0,0,0,0,392877795,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394042103,1200.0,0.62888896,0.020793334,1.1456137,0.0,0,0,1,1,1,1,38,0,0,0,0,0,394032937,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
394962177,1200.0,0.62888896,0.041583084,1.0286863,0.0,0,0,1,1,1,1,38,0,0,0,0,0,394956770,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396022262,1200.0,0.62888896,0.041999955,1.2219987,0.0,0,0,1,1,1,1,38,0,0,0,0,0,396016918,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
396932201,1200.0,0.62888896,0.06299558,0.9649324,0.0,0,0,1,1,1,1,38,0,0,0,0,0,396931761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
397962222,1200.0,0.62888896,0.020790514,1.3127724,0.0,0,0,1,1,1,1,38,0,0,0,0,0,397960858,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
398892224,1200.0,0.62888896,0.020790514,1.3127724,0.0,0,0,1,1,1,1,38,0,0,0,0,0,398885043,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399952109,1200.0,0.62888896,0.041999746,0.9749941,0.0,0,0,1,1,1,1,38,0,0,0,0,0,399942775,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
400972162,1200.0,0.62888896,0.029699586,1.2107532,0.0,0,0,1,1,1,1,38,0,0,0,0,0,400964758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402032102,1200.0,0.62888896,0.032676276,1.1327776,0.0,0,0,1,1,1,1,38,0,0,0,0,0,402024760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
402954166,1200.0,0.62888896,0.032676276,1.1327776,0.0,0,0,1,1,1,1,38,0,0,0,0,0,402946758,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
403974198,1200.0,0.62888896,0.0888243,1.0908422,0.0,0,0,1,1,1,1,38,0,0,0,0,0,403967762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405054231,1200.0,0.62888896,0.020999432,1.1299695,0.0,0,0,1,1,1,1,38,0,0,0,0,0,405048762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
405974101,1200.0,0.62888896,0.020999432,1.1299695,0.0,0,0,1,1,1,1,38,0,0,0,0,0,405968757,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
406974205,1200.0,0.62888896,0.06237741,1.1326946,0.0,0,0,1,1,1,1,38,0,0,0,0,0,406972994,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408024191,1200.0,0.62888896,0.02079457,0.96546215,0.0,0,0,1,1,1,1,38,0,0,0,0,0,408022933,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
408964102,1200.0,0.62888896,0.02079457,0.96546215,0.0,0,0,1,1,1,1,38,0,0,0,0,0,408960755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409984187,1200.0,0.62888896,0.062382907,1.2724133,0.0,0,0,1,1,1,1,38,0,0,0,0,0,409975043,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411034103,1200.0,0.62888896,0.020998256,1.0179155,0.0,0,0,1,1,1,1,38,0,0,0,0,0,411029830,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
411984273,1200.0,0.62888896,0.020998256,1.0179155,0.0,0,0,1,1,1,1,38,0,0,0,0,0,411976775,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
413134410,1200.0,0.62888896,0.020999264,1.1469598,0.0,0,0,1,1,1,1,38,0,0,0,0,0,413133762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414034236,1200.0,0.62888896,0.062993824,1.080894,0.0,0,0,1,1,1,1,38,0,0,0,0,0,414032905,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415064251,1200.0,0.62888896,0.020794157,1.1288257,0.0,0,0,1,1,1,1,38,0,0,0,0,0,415058761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
416154107,1200.0,0.62888896,0.041999873,1.1529965,0.0,0,0,1,1,1,1,38,0,0,0,0,0,416152760,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417054322,1200.0,0.62888896,0.046997882,1.1059502,0.0,0,0,1,1,1,1,38,0,0,0,0,0,417046529,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
418064165,1200.0,0.62888896,0.0366366,1.2634676,0.0,0,0,1,1,1,1,38,0,0,0,0,0,418062755,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419116213,1200.0,0.62888896,0.041914787,0.8911882,0.0,0,0,1,1,1,1,38,0,0,0,0,0,419112791,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
420056129,1200.0,0.62888896,0.041914787,0.8911882,0.0,0,0,1,1,1,1,38,0,0,0,0,0,420048761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421066118,1200.0,0.62888896,0.062376976,1.2920945,0.0,0,0,1,1,1,1,38,0,0,0,0,0,421065803,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
422136107,1200.0,0.62888896,0.046535205,1.1841724,0.0,0,0,1,1,1,1,38,0,0,0,0,0,422126756,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423046183,1200.0,0.62888896,0.046535205,1.1841724,0.0,0,0,1,1,1,1,38,0,0,0,0,0,423045861,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
424076221,1200.0,0.62888896,0.06299118,1.1078448,0.0,0,0,1,1,1,1,38,0,0,0,0,0,424069126,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425136119,1200.0,0.62888896,0.020999957,1.0619978,0.0,0,0,1,1,1,1,38,0,0,0,0,0,425127761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
426066183,1200.0,0.62888896,0.020999957,1.0619978,0.0,0,0,1,1,1,1,38,0,0,0,0,0,426061881,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
427076102,1200.0,0.62888896,0.06237426,1.2484752,0.0,0,0,1,1,1,1,38,0,0,0,0,0,427073962,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
428146147,1200.0,0.62888896,0.020784998,1.313414,0.0,0,0,1,1,1,1,38,0,0,0,0,0,428140761,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
429156275,1200.0,0.62888896,0.041597173,1.1290661,0.0,0,0,1,1,1,1,38,0,0,0,0,0,429153586,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430086109,1200.0,0.62888896,0.041597173,1.1290661,0.0,0,0,1,1,1,1,38,0,0,0,0,0,430080762,255,190,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
