timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
353310082,332948,1,1,1,0,0,0,0,0
353816083,332948,1,1,1,0,0,0,0,0
354324081,332948,1,1,1,0,0,0,0,0
354830165,332948,1,1,1,0,0,0,0,0
355336146,332948,1,1,1,0,0,0,0,0
355842083,332948,1,1,1,0,0,0,0,0
356351564,332948,1,1,1,0,0,0,0,0
356862156,332948,1,1,1,0,0,0,0,0
357371044,332948,1,1,1,0,0,0,0,0
357879088,332948,1,1,1,0,0,0,0,0
358386314,332948,1,1,1,0,0,0,0,0
358892112,332948,1,1,1,0,0,0,0,0
359399103,332948,1,1,1,0,0,0,0,0
359906188,332948,1,1,1,0,0,0,0,0
360413553,332948,1,1,1,0,0,0,0,0
360920271,332948,1,1,1,0,0,0,0,0
361427079,332948,1,1,1,0,0,0,0,0
361933256,332948,1,1,1,0,0,0,0,0
362439700,332948,1,1,1,0,0,0,0,0
362949483,332948,1,1,1,0,0,0,0,0
363449762,332948,1,1,1,0,0,0,0,0
363958170,332948,1,1,1,0,0,0,0,0
364467082,332948,1,1,1,0,0,0,0,0
364976137,332948,1,1,1,0,0,0,0,0
365482144,332948,1,1,1,0,0,0,0,0
365991085,332948,1,1,1,0,0,0,0,0
366497162,332948,1,1,1,0,0,0,0,0
367004978,332948,1,1,1,0,0,0,0,0
367510097,332948,1,1,1,0,0,0,0,0
368018200,332948,1,1,1,0,0,0,0,0
368526081,332948,1,1,1,0,0,0,0,0
369027136,332948,1,1,1,0,0,0,0,0
369537093,332948,1,1,1,0,0,0,0,0
370037117,332948,1,1,1,0,0,0,0,0
370537169,332948,1,1,1,0,0,0,0,0
371048510,332948,1,1,1,0,0,0,0,0
371556118,332948,1,1,1,0,0,0,0,0
372062206,332948,1,1,1,0,0,0,0,0
372569156,332948,1,1,1,0,0,0,0,0
373077141,332948,1,1,1,0,0,0,0,0
373583457,332948,1,1,1,0,0,0,0,0
374090085,332948,1,1,1,0,0,0,0,0
374597114,332948,1,1,1,0,0,0,0,0
375104093,332948,1,1,1,0,0,0,0,0
375610082,332948,1,1,1,0,0,0,0,0
376121082,332948,1,1,1,0,0,0,0,0
376621248,332948,1,1,1,0,0,0,0,0
377129115,332948,1,1,1,0,0,0,0,0
377637420,332948,1,1,1,0,0,0,0,0
378147183,332948,1,1,1,0,0,0,0,0
378654267,332948,1,1,1,0,0,0,0,0
379161111,332948,1,1,1,0,0,0,0,0
379668086,332948,1,1,1,0,0,0,0,0
380175319,332948,1,1,1,0,0,0,0,0
380681119,332948,1,1,1,0,0,0,0,0
381188083,332948,1,1,1,0,0,0,0,0
381696489,332948,1,1,1,0,0,0,0,0
382207114,332948,1,1,1,0,0,0,0,0
382716622,332948,1,1,1,0,0,0,0,0
383223498,332948,1,1,1,0,0,0,0,0
383729084,332948,1,1,1,0,0,0,0,0
384236373,332948,1,1,1,0,0,0,0,0
384745080,332948,1,1,1,0,0,0,0,0
385252009,332948,1,1,1,0,0,0,0,0
385759082,332948,1,1,1,0,0,0,0,0
386265180,332948,1,1,1,0,0,0,0,0
386771204,332948,1,1,1,0,0,0,0,0
387278142,332948,1,1,1,0,0,0,0,0
387788080,332948,1,1,1,0,0,0,0,0
388288174,332948,1,1,1,0,0,0,0,0
388799159,332948,1,1,1,0,0,0,0,0
389307080,332948,1,1,1,0,0,0,0,0
389814110,332948,1,1,1,0,0,0,0,0
390321168,332948,1,1,1,0,0,0,0,0
390827232,332948,1,1,1,0,0,0,0,0
391335179,332948,1,1,1,0,0,0,0,0
391843377,332948,1,1,1,0,0,0,0,0
392350402,332948,1,1,1,0,0,0,0,0
392856240,332948,1,1,1,0,0,0,0,0
393363275,332948,1,1,1,0,0,0,0,0
393873283,332948,1,1,1,0,0,0,0,0
394385499,332948,1,1,1,0,0,0,0,0
394894676,332948,1,1,1,0,0,0,0,0
395401115,332948,1,1,1,0,0,0,0,0
395908112,332948,1,1,1,0,0,0,0,0
396418085,332948,1,1,1,0,0,0,0,0
396925275,332948,1,1,1,0,0,0,0,0
397432083,332948,1,1,1,0,0,0,0,0
397939142,332948,1,1,1,0,0,0,0,0
398448153,332948,1,1,1,0,0,0,0,0
398948717,332948,1,1,1,0,0,0,0,0
399459109,332948,1,1,1,0,0,0,0,0
399970074,332948,1,1,1,0,0,0,0,0
400480142,332948,1,1,1,0,0,0,0,0
400989199,332948,1,1,1,0,0,0,0,0
401496080,332948,1,1,1,0,0,0,0,0
402003503,332948,1,1,1,0,0,0,0,0
402509126,332948,1,1,1,0,0,0,0,0
403017084,332948,1,1,1,0,0,0,0,0
403524080,332948,1,1,1,0,0,0,0,0
404030079,332948,1,1,1,0,0,0,0,0
404538079,332948,1,1,1,0,0,0,0,0
405038130,332948,1,1,1,0,0,0,0,0
405548308,332948,1,1,1,0,0,0,0,0
406057497,332948,1,1,1,0,0,0,0,0
406564098,332948,1,1,1,0,0,0,0,0
407071081,332948,1,1,1,0,0,0,0,0
407581126,332948,1,1,1,0,0,0,0,0
408087079,332948,1,1,1,0,0,0,0,0
408593183,332948,1,1,1,0,0,0,0,0
409100296,332948,1,1,1,0,0,0,0,0
409606437,332948,1,1,1,0,0,0,0,0
410116466,332948,1,1,1,0,0,0,0,0
410625155,332948,1,1,1,0,0,0,0,0
411136206,332948,1,1,1,0,0,0,0,0
411642201,332948,1,1,1,0,0,0,0,0
412149079,332948,1,1,1,0,0,0,0,0
412657078,332948,1,1,1,0,0,0,0,0
413164098,332948,1,1,1,0,0,0,0,0
413670081,332948,1,1,1,0,0,0,0,0
414176082,332948,1,1,1,0,0,0,0,0
414684185,332948,1,1,1,0,0,0,0,0
415193182,332948,1,1,1,0,0,0,0,0
415703241,332948,1,1,1,0,0,0,0,0
416214104,332948,1,1,1,0,0,0,0,0
416723214,332948,1,1,1,0,0,0,0,0
417231328,332948,1,1,1,0,0,0,0,0
417738161,332948,1,1,1,0,0,0,0,0
418244080,332948,1,1,1,0,0,0,0,0
418750081,332948,1,1,1,0,0,0,0,0
419256080,332948,1,1,1,0,0,0,0,0
419762081,332948,1,1,1,0,0,0,0,0
420270079,332948,1,1,1,0,0,0,0,0
420780135,332948,1,1,1,0,0,0,0,0
421288190,332948,1,1,1,0,0,0,0,0
421796121,332948,1,1,1,0,0,0,0,0
422303199,332948,1,1,1,0,0,0,0,0
422810099,332948,1,1,1,0,0,0,0,0
423318081,332948,1,1,1,0,0,0,0,0
423825086,332948,1,1,1,0,0,0,0,0
424334355,332948,1,1,1,0,0,0,0,0
424845185,332948,1,1,1,0,0,0,0,0
425356110,332948,1,1,1,0,0,0,0,0
425866147,332948,1,1,1,0,0,0,0,0
426375089,332948,1,1,1,0,0,0,0,0
426884663,332948,1,1,1,0,0,0,0,0
427394145,332948,1,1,1,0,0,0,0,0
427894344,332948,1,1,1,0,0,0,0,0
428402155,332948,1,1,1,0,0,0,0,0
428909077,332948,1,1,1,0,0,0,0,0
429416191,332948,1,1,1,0,0,0,0,0
429926115,332948,1,1,1,0,0,0,0,0
430435082,332948,1,1,1,0,0,0,0,0
430946080,332948,1,1,1,0,0,0,0,0
431454079,332948,1,1,1,0,0,0,0,0
431960223,332948,1,1,1,0,0,0,0,0
432467175,332948,1,1,1,0,0,0,0,0
432974129,332948,1,1,1,0,0,0,0,0
433480081,332948,1,1,1,0,0,0,0,0
433986118,332948,1,1,1,0,0,0,0,0
434493357,332948,1,1,1,0,0,0,0,0
435003179,332948,1,1,1,0,0,0,0,0
435503314,332948,1,1,1,0,0,0,0,0
436012342,332948,1,1,1,0,0,0,0,0
436518113,332948,1,1,1,0,0,0,0,0
437025083,332948,1,1,1,0,0,0,0,0
437531733,332948,1,1,1,0,0,0,0,0
438037079,332948,1,1,1,0,0,0,0,0
438543339,332948,1,1,1,0,0,0,0,0
439049170,332948,1,1,1,0,0,0,0,0
439558177,332948,1,1,1,0,0,0,0,0
440069120,332948,1,1,1,0,0,0,0,0
440579164,332948,1,1,1,0,0,0,0,0
441089080,332948,1,1,1,0,0,0,0,0
441596283,332948,1,1,1,0,0,0,0,0
442103214,332948,1,1,1,0,0,0,0,0
442609140,332948,1,1,1,0,0,0,0,0
443116081,332948,1,1,1,0,0,0,0,0
443623395,332948,1,1,1,0,0,0,0,0
444129445,332948,1,1,1,0,0,0,0,0
444638154,332948,1,1,1,0,0,0,0,0
445149351,332948,1,1,1,0,0,0,0,0
445660264,332948,1,1,1,0,0,0,0,0
446169265,332948,1,1,1,0,0,0,0,0
446676084,332948,1,1,1,0,0,0,0,0
447183187,332948,1,1,1,0,0,0,0,0
447689082,332948,1,1,1,0,0,0,0,0
448196142,332948,1,1,1,0,0,0,0,0
448707105,332948,1,1,1,0,0,0,0,0
449217226,332948,1,1,1,0,0,0,0,0
449728405,332948,1,1,1,0,0,0,0,0
450228619,332948,1,1,1,0,0,0,0,0
450738193,332948,1,1,1,0,0,0,0,0
451247109,332948,1,1,1,0,0,0,0,0
451756155,332948,1,1,1,0,0,0,0,0
452262082,332948,1,1,1,0,0,0,0,0
452770204,332948,1,1,1,0,0,0,0,0
453276236,332948,1,1,1,0,0,0,0,0
453786084,332948,1,1,1,0,0,0,0,0
454297408,332948,1,1,1,0,0,0,0,0
454804147,332948,1,1,1,0,0,0,0,0
455311143,332948,1,1,1,0,0,0,0,0
455817146,332948,1,1,1,0,0,0,0,0
456324158,332948,1,1,1,0,0,0,0,0
456830330,332948,1,1,1,0,0,0,0,0
457337082,332948,1,1,1,0,0,0,0,0
457843222,332948,1,1,1,0,0,0,0,0
458343369,332948,1,1,1,0,0,0,0,0
458852009,332948,1,1,1,0,0,0,0,0
459360095,332948,1,1,1,0,0,0,0,0
459867429,332948,1,1,1,0,0,0,0,0
460374201,332948,1,1,1,0,0,0,0,0
460881799,332948,1,1,1,0,0,0,0,0
461387082,332948,1,1,1,0,0,0,0,0
461893207,332948,1,1,1,0,0,0,0,0
462399147,332948,1,1,1,0,0,0,0,0
462911375,332948,1,1,1,0,0,0,0,0
463419167,332948,1,1,1,0,0,0,0,0
463926310,332948,1,1,1,0,0,0,0,0
464434083,332948,1,1,1,0,0,0,0,0
464940206,332948,1,1,1,0,0,0,0,0
465446086,332948,1,1,1,0,0,0,0,0
465952080,332948,1,1,1,0,0,0,0,0
466458256,332948,1,1,1,0,0,0,0,0
466966081,332948,1,1,1,0,0,0,0,0
467475193,332948,1,1,1,0,0,0,0,0
467984999,332948,1,1,1,0,0,0,0,0
468491127,332948,1,1,1,0,0,0,0,0
468998117,332948,1,1,1,0,0,0,0,0
469504622,332948,1,1,1,0,0,0,0,0
470011082,332948,1,1,1,0,0,0,0,0
470518156,332948,1,1,1,0,0,0,0,0
471028084,332948,1,1,1,0,0,0,0,0
471528495,332948,1,1,1,0,0,0,0,0
472028581,332948,1,1,1,0,0,0,0,0
472538211,332948,1,1,1,0,0,0,0,0
473045083,332948,1,1,1,0,0,0,0,0
473551080,332948,1,1,1,0,0,0,0,0
474060197,332948,1,1,1,0,0,0,0,0
474567121,332948,1,1,1,0,0,0,0,0
475074145,332948,1,1,1,0,0,0,0,0
475581172,332948,1,1,1,0,0,0,0,0
476090117,332948,1,1,1,0,0,0,0,0
476601081,332948,1,1,1,0,0,0,0,0
477109175,332948,1,1,1,0,0,0,0,0
477615123,332948,1,1,1,0,0,0,0,0
478122634,332948,1,1,1,0,0,0,0,0
478629084,332948,1,1,1,0,0,0,0,0
479137191,332948,1,1,1,0,0,0,0,0
479643216,332948,1,1,1,0,0,0,0,0
480153178,332948,1,1,1,0,0,0,0,0
480663320,332948,1,1,1,0,0,0,0,0
481172452,332948,1,1,1,0,0,0,0,0
481680077,332948,1,1,1,0,0,0,0,0
482188267,332948,1,1,1,0,0,0,0,0
482694081,332948,1,1,1,0,0,0,0,0
483201342,332948,1,1,1,0,0,0,0,0
483707143,332948,1,1,1,0,0,0,0,0
484215551,332948,1,1,1,0,0,0,0,0
484724175,332948,1,1,1,0,0,0,0,0
485234082,332948,1,1,1,0,0,0,0,0
485741186,332948,1,1,1,0,0,0,0,0
486248081,332948,1,1,1,0,0,0,0,0
486755144,332948,1,1,1,0,0,0,0,0
487262168,332948,1,1,1,0,0,0,0,0
487768214,332948,1,1,1,0,0,0,0,0
488275115,332948,1,1,1,0,0,0,0,0
488785116,332948,1,1,1,0,0,0,0,0
489296080,332948,1,1,1,0,0,0,0,0
489804747,332948,1,1,1,0,0,0,0,0
490311180,332948,1,1,1,0,0,0,0,0
490817147,332948,1,1,1,0,0,0,0,0
491325080,332948,1,1,1,0,0,0,0,0
491831086,332948,1,1,1,0,0,0,0,0
492331148,332948,1,1,1,0,0,0,0,0
492841080,332948,1,1,1,0,0,0,0,0
493341119,332948,1,1,1,0,0,0,0,0
493851090,332948,1,1,1,0,0,0,0,0
494360080,332948,1,1,1,0,0,0,0,0
494867082,332948,1,1,1,0,0,0,0,0
495374030,332948,1,1,1,0,0,0,0,0
495880185,332948,1,1,1,0,0,0,0,0
496386141,332948,1,1,1,0,0,0,0,0
496895081,332948,1,1,1,0,0,0,0,0
497404082,332948,1,1,1,0,0,0,0,0
497904158,332948,1,1,1,0,0,0,0,0
498415080,332948,1,1,1,0,0,0,0,0
498923242,332948,1,1,1,0,0,0,0,0
499429143,332948,1,1,1,0,0,0,0,0
499937116,332948,1,1,1,0,0,0,0,0
500446741,332948,1,1,1,0,0,0,0,0
500956528,332948,1,1,1,0,0,0,0,0
501466342,332948,1,1,1,0,0,0,0,0
501974085,332948,1,1,1,0,0,0,0,0
502480189,332948,1,1,1,0,0,0,0,0
502987082,332948,1,1,1,0,0,0,0,0
503493251,332948,1,1,1,0,0,0,0,0
504000163,332948,1,1,1,0,0,0,0,0
504506079,332948,1,1,1,0,0,0,0,0
505015587,332948,1,1,1,0,0,0,0,0
505526114,332948,1,1,1,0,0,0,0,0
506036243,332948,1,1,1,0,0,0,0,0
506543366,332948,1,1,1,0,0,0,0,0
507050576,332948,1,1,1,0,0,0,0,0
507556148,332948,1,1,1,0,0,0,0,0
508062234,332948,1,1,1,0,0,0,0,0
508568128,332948,1,1,1,0,0,0,0,0
509076081,332948,1,1,1,0,0,0,0,0
509587082,332948,1,1,1,0,0,0,0,0
510095344,332948,1,1,1,0,0,0,0,0
510602088,332948,1,1,1,0,0,0,0,0
511109137,332948,1,1,1,0,0,0,0,0
511615080,332948,1,1,1,0,0,0,0,0
512122492,332948,1,1,1,0,0,0,0,0
512634160,332948,1,1,1,0,0,0,0,0
513144654,332948,1,1,1,0,0,0,0,0
513655080,332948,1,1,1,0,0,0,0,0
514163865,332948,1,1,1,0,0,0,0,0
514671080,332948,1,1,1,0,0,0,0,0
515180178,332948,1,1,1,0,0,0,0,0
515687269,332948,1,1,1,0,0,0,0,0
516194121,332948,1,1,1,0,0,0,0,0
516701142,332948,1,1,1,0,0,0,0,0
517211082,332948,1,1,1,0,0,0,0,0
517721080,332948,1,1,1,0,0,0,0,0
518229165,332948,1,1,1,0,0,0,0,0
518737429,332948,1,1,1,0,0,0,0,0
519248213,332948,1,1,1,0,0,0,0,0
519756085,332948,1,1,1,0,0,0,0,0
520262080,332948,1,1,1,0,0,0,0,0
520769157,332948,1,1,1,0,0,0,0,0
521270084,332948,1,1,1,0,0,0,0,0
521780083,332948,1,1,1,0,0,0,0,0
522287261,332948,1,1,1,0,0,0,0,0
522796183,332948,1,1,1,0,0,0,0,0
523303396,332948,1,1,1,0,0,0,0,0
523809253,332948,1,1,1,0,0,0,0,0
524315128,332948,1,1,1,0,0,0,0,0
524822124,332948,1,1,1,0,0,0,0,0
525331647,332948,1,1,1,0,0,0,0,0
525838139,332948,1,1,1,0,0,0,0,0
526345099,332948,1,1,1,0,0,0,0,0
526852172,332948,1,1,1,0,0,0,0,0
527359080,332948,1,1,1,0,0,0,0,0
527865079,332948,1,1,1,0,0,0,0,0
528371143,332948,1,1,1,0,0,0,0,0
528881084,332948,1,1,1,0,0,0,0,0
529391080,332948,1,1,1,0,0,0,0,0
529901114,332948,1,1,1,0,0,0,0,0
530408081,332948,1,1,1,0,0,0,0,0
530915212,332948,1,1,1,0,0,0,0,0
531422300,332948,1,1,1,0,0,0,0,0
531929082,332948,1,1,1,0,0,0,0,0
532439213,332948,1,1,1,0,0,0,0,0
532950079,332948,1,1,1,0,0,0,0,0
533450272,332948,1,1,1,0,0,0,0,0
533959164,332948,1,1,1,0,0,0,0,0
534468093,332948,1,1,1,0,0,0,0,0
534976106,332948,1,1,1,0,0,0,0,0
535483819,332948,1,1,1,0,0,0,0,0
535990243,332948,1,1,1,0,0,0,0,0
536499082,332948,1,1,1,0,0,0,0,0
537000083,332948,1,1,1,0,0,0,0,0
537507498,332948,1,1,1,0,0,0,0,0
538014085,332948,1,1,1,0,0,0,0,0
538521079,332948,1,1,1,0,0,0,0,0
539027238,332948,1,1,1,0,0,0,0,0
539533276,332948,1,1,1,0,0,0,0,0
540039084,332948,1,1,1,0,0,0,0,0
540547116,332948,1,1,1,0,0,0,0,0
541047353,332948,1,1,1,0,0,0,0,0
541554085,332948,1,1,1,0,0,0,0,0
542060083,332948,1,1,1,0,0,0,0,0
542567163,332948,1,1,1,0,0,0,0,0
543074292,332948,1,1,1,0,0,0,0,0
543580147,332948,1,1,1,0,0,0,0,0
544088080,332948,1,1,1,0,0,0,0,0
544599095,332948,1,1,1,0,0,0,0,0
545099122,332948,1,1,1,0,0,0,0,0
545606151,332948,1,1,1,0,0,0,0,0
546115079,332948,1,1,1,0,0,0,0,0
546623391,332948,1,1,1,0,0,0,0,0
547130808,332948,1,1,1,0,0,0,0,0
547636116,332948,1,1,1,0,0,0,0,0
548136147,332948,1,1,1,0,0,0,0,0
548643367,332948,1,1,1,0,0,0,0,0
549150244,332948,1,1,1,0,0,0,0,0
549425654,332948,1,1,1,0,1,0,0,0
549931259,332948,1,1,1,0,1,0,0,0
550438082,332948,1,1,1,0,1,0,0,0
550945080,332948,1,1,1,0,1,0,0,0
551455101,332948,1,1,1,0,1,0,0,0
551955113,332948,1,1,1,0,1,0,0,0
552455163,332948,1,1,1,0,1,0,0,0
552962082,332948,1,1,1,0,1,0,0,0
553468321,332948,1,1,1,0,1,0,0,0
553975130,332948,1,1,1,0,1,0,0,0
554437237,0,0,1,1,0,1,0,0,0
554453405,0,0,1,1,0,1,0,0,0
554963694,0,0,1,1,0,1,0,0,0
