timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
352825022,0,362048075,1382529191,48906,86002,0.36600003,1.7635612,1.2190001,1.9790001,0.71,1.2099999,104,30,0.023000002,0.015000001,-0.018000001,0.064,0.0,0,nan,0.0,3,1,14
353819059,0,362048075,1382529191,48900,85996,0.303,1.7635638,1.2320001,2.006,0.71,1.2099999,104,26,0.040000003,-0.035,-0.020000001,0.031000001,0.0,0,nan,0.0,3,1,14
354829236,0,362048072,1382529192,48891,85988,0.25300002,1.7635658,1.241,2.0240002,0.71,1.2099999,104,27,0.069000006,0.047000002,0.051000003,0.015000001,0.0,0,nan,0.0,3,1,14
355829063,0,362048068,1382529191,48866,85962,0.28800002,1.7635679,1.2470001,2.033,0.71,1.2099999,104,36,0.026,0.001,0.026,-0.059000004,0.0,0,nan,0.0,3,1,14
356836030,0,362048066,1382529190,48805,85902,0.23400001,1.76357,1.245,2.033,0.71,1.2099999,104,15,0.018000001,-0.011000001,-0.014,-0.016,0.0,0,nan,0.0,3,1,14
357829034,0,362048038,1382529197,48774,85870,0.637,0.49881873,1.271,2.052,0.71,1.2099999,104,14,1.149,-1.1220001,0.246,0.16000001,2.7088234,0,nan,0.0,3,1,14
358827054,0,362048037,1382529196,48743,85840,0.33200002,0.49883026,1.2980001,2.078,0.71,1.2099999,104,29,0.040000003,0.016,-0.037,0.142,2.7088234,0,nan,0.0,3,1,14
359827025,0,362048040,1382529199,48816,85912,0.19900002,0.49883795,1.291,2.069,0.71,1.2099999,103,26,0.020000001,0.013,-0.016,0.001,2.7088234,0,nan,0.0,3,1,14
360825612,0,362048043,1382529201,48801,85898,0.46,0.49884668,1.3130001,2.0900002,0.71,1.2099999,103,18,0.148,0.086,0.120000005,0.095000006,2.7088234,0,nan,0.0,3,1,14
361824023,0,362048047,1382529198,48757,85853,0.47700003,0.49886066,1.409,2.181,0.71,1.2099999,103,20,0.063,0.004,0.063,-0.042000003,2.7088234,0,nan,0.0,3,1,14
362828042,0,362048058,1382529195,48709,85806,0.316,0.47715327,1.416,2.1880002,0.71,1.2099999,103,23,0.014,0.004,-0.013,-0.053000003,1.4001862,0,nan,0.0,3,1,14
363823231,0,362048057,1382529195,48656,85753,0.2,0.4771611,1.411,2.18,0.71,1.2099999,103,22,0.035,0.0050000004,-0.035,-0.007,1.4001862,0,nan,0.0,3,1,14
364825177,0,362048051,1382529199,48711,85807,0.531,0.4771725,1.439,2.214,0.71,1.2099999,103,20,0.202,-0.18100001,0.09,-0.001,1.4001862,0,nan,0.0,3,1,14
365827024,0,362048050,1382529195,48709,85805,0.29900002,0.4771826,1.445,2.22,0.71,1.2099999,103,27,0.027,-0.012,0.024,-0.05,1.4001862,0,nan,0.0,3,1,14
366818027,0,362048050,1382529195,48765,85861,0.31300002,0.47719046,1.4480001,2.227,0.71,1.2099999,103,20,0.025,0.011000001,0.022000002,0.082,1.4001862,0,nan,0.0,3,1,14
367823245,0,362048048,1382529197,48787,85883,0.314,0.47719938,1.4430001,2.23,0.71,1.2099999,103,24,0.033,0.024,-0.022000002,0.075,1.4001862,0,nan,0.0,3,1,14
368826135,0,362048049,1382529199,48765,85861,0.31500003,0.4772086,1.4580001,2.253,0.71,1.2099999,103,18,0.032,0.021000002,-0.024,0.026,1.4001862,0,nan,0.0,3,1,14
369824467,0,362048043,1382529204,48903,85999,0.37,0.47721735,1.457,2.26,0.74,1.3199999,103,21,0.091000006,-0.063,0.066,-0.105000004,1.4001862,0,nan,0.0,3,1,13
370824316,0,362048037,1382529211,49053,86149,0.44000003,0.4772306,1.501,2.3330002,0.84,1.4499999,103,26,0.11800001,0.112,0.038000003,-0.16600001,1.4001862,0,nan,0.0,3,1,12
371828058,0,362048034,1382529210,49018,86114,0.356,0.47724178,1.5090001,2.358,0.71,1.2099999,103,24,0.049000002,0.026,0.041,-0.1,1.4001862,0,nan,0.0,3,1,14
372827022,0,362048031,1382529209,48966,86062,0.223,0.47724962,1.4940001,2.3370001,0.71,1.2099999,103,22,0.004,0.002,-0.003,-0.001,1.4001862,0,nan,0.0,3,1,14
373826023,0,362048030,1382529206,48937,86033,0.25300002,0.47725624,1.4760001,2.3170002,0.71,1.2099999,103,33,0.061000004,-0.058000002,-0.019000001,0.052,1.4001862,0,nan,0.0,3,1,14
374827058,0,362048041,1382529197,49157,86253,0.43600002,0.4772683,1.519,2.3490002,0.71,1.2099999,103,24,0.037,0.026,-0.027,-0.23,1.4001862,0,nan,0.0,3,1,14
375827023,0,362048039,1382529202,49182,86279,0.29500002,0.4772784,1.5070001,2.3390002,0.71,1.2099999,102,15,0.010000001,-0.003,0.009000001,-0.061000004,1.4001862,0,nan,0.0,3,1,14
376825022,0,362048042,1382529203,49168,86264,0.27400002,0.47728607,1.488,2.318,0.71,1.2099999,102,22,0.065000005,0.064,0.006,-0.040000003,1.4001862,0,nan,0.0,3,1,14
377826023,0,362048055,1382529217,49111,86207,0.508,0.6395931,1.549,2.367,0.71,1.2099999,102,20,0.125,-0.054,-0.113000005,0.147,1.1960073,0,nan,0.0,3,1,14
378824022,0,362048022,1382529219,49296,86392,0.75900006,0.771235,1.6450001,2.4840002,0.71,1.2099999,102,17,0.56600004,-0.565,0.014,-0.089,1.9975964,0,nan,0.0,3,1,14
379822217,0,362048038,1382529234,49540,86637,0.744,0.7712473,1.7700001,2.664,0.71,1.2099999,102,15,0.2,0.172,0.10300001,-0.104,1.9975964,0,nan,0.0,3,1,14
380825143,0,362048042,1382529239,49773,86869,0.586,0.7712589,1.8800001,2.8360002,0.71,1.2099999,102,23,0.046000004,-0.044000003,-0.013,-0.15900001,1.9975964,0,nan,0.0,3,1,14
381827087,0,362048047,1382529240,49671,86767,0.439,0.7712671,1.8700001,2.765,0.71,1.2099999,102,20,0.123,0.09900001,-0.07300001,-0.009000001,1.9975964,0,nan,0.0,3,1,14
382826446,0,362048035,1382529241,49381,86478,0.45000002,0.77127457,1.8750001,2.7600002,0.71,1.2099999,102,12,0.25300002,-0.25300002,-0.015000001,0.272,1.9975964,0,nan,0.0,3,1,14
383828022,0,362048037,1382529236,49338,86434,0.277,0.77128136,1.8720001,2.759,0.71,1.2099999,102,18,0.027,-0.006,0.027,-0.016,1.9975964,0,nan,0.0,3,1,14
384846051,0,362048036,1382529229,49234,86331,0.28500003,0.7712868,1.8420001,2.726,0.71,1.2099999,102,20,0.041,0.008,-0.040000003,0.05,1.9975964,0,nan,0.0,3,1,14
385837025,0,362048040,1382529227,49164,86260,0.28800002,0.7712917,1.815,2.7020001,0.71,1.2099999,102,21,0.018000001,-0.015000001,-0.010000001,-0.051000003,1.9975964,0,nan,0.0,3,1,14
386836028,0,362048043,1382529234,49123,86219,0.36900002,0.77129817,1.7960001,2.6850002,0.71,1.2099999,102,19,0.074,-0.028,0.068,-0.079,1.9975964,0,nan,0.0,3,1,14
387829041,0,362048044,1382529231,49165,86262,0.27400002,0.7713041,1.7820001,2.6810002,0.71,1.2099999,102,34,0.068,-0.061000004,-0.030000001,0.007,1.9975964,0,nan,0.0,3,1,14
388827025,0,362048043,1382529231,49057,86154,0.294,0.7713094,1.7620001,2.6580002,0.71,1.2099999,102,29,0.001,-0.001,0.0,0.026,1.9975964,0,nan,0.0,3,1,14
389826111,0,362048046,1382529238,49068,86164,0.34300002,0.7713149,1.7530001,2.6450002,0.71,1.2099999,102,26,0.042000003,0.031000001,-0.028,0.132,1.9975964,0,nan,0.0,3,1,14
390829028,0,362048052,1382529240,49115,86212,0.30100003,0.771321,1.7320001,2.6220002,0.71,1.2099999,102,16,0.014,0.007,-0.012,0.034,1.9975964,0,nan,0.0,3,1,14
391826024,0,362048051,1382529241,49163,86259,0.26000002,0.77132535,1.6890001,2.5700002,0.71,1.2099999,102,32,0.055000003,-0.029000001,-0.047000002,0.037,1.9975964,0,nan,0.0,3,1,14
392823250,0,362048049,1382529241,49138,86235,0.287,0.7713305,1.682,2.5660002,0.71,1.2099999,102,14,0.009000001,-0.007,0.0050000004,0.014,1.9975964,0,nan,0.0,3,1,14
393827022,0,362048055,1382529239,49127,86223,0.289,0.7713353,1.659,2.545,0.71,1.2099999,102,39,0.010000001,0.007,0.007,-0.066,1.9975964,0,nan,0.0,3,1,14
394827027,0,362048056,1382529235,49080,86177,0.268,0.7713401,1.636,2.5210001,0.71,1.2099999,102,34,0.021000002,-0.019000001,-0.009000001,-0.030000001,1.9975964,0,nan,0.0,3,1,14
395827024,0,362048061,1382529232,49054,86151,0.284,0.7713449,1.618,2.503,0.71,1.2099999,101,44,0.019000001,-0.011000001,-0.015000001,-0.079,1.9975964,0,nan,0.0,3,1,14
396827026,0,362048066,1382529228,49045,86141,0.30400002,0.77134985,1.6090001,2.4970002,0.71,1.2099999,101,29,0.030000001,0.014,-0.026,0.056,1.9975964,0,nan,0.0,3,1,14
397829028,0,362048070,1382529225,48996,86093,0.284,0.7713556,1.6,2.492,0.71,1.2099999,102,22,0.018000001,0.006,-0.017,0.025,1.9975964,0,nan,0.0,3,1,14
398826028,0,362048076,1382529226,49090,86187,0.23200001,0.77135974,1.565,2.4480002,0.71,1.2099999,102,41,0.012,0.011000001,0.003,0.003,1.9975964,0,nan,0.0,3,1,14
399826031,0,362048065,1382529231,49095,86191,0.43,0.7713688,1.6140001,2.4770002,0.71,1.2099999,102,16,0.074,-0.016,0.07300001,0.035,1.9975964,0,nan,0.0,3,1,14
400826024,0,362048066,1382529233,49166,86262,0.33400002,0.7713753,1.6170001,2.489,0.71,1.2099999,102,19,0.031000001,-0.028,-0.014,0.104,1.9975964,0,nan,0.0,3,1,14
401826023,0,362048068,1382529226,49068,86164,0.48000002,0.7713823,1.6290001,2.535,0.71,1.2099999,102,25,0.11000001,-0.078,-0.078,0.003,1.9975964,0,nan,0.0,3,1,14
402827022,0,362048069,1382529222,48960,86057,0.323,0.7713894,1.6380001,2.569,0.71,1.2099999,102,37,0.036000002,0.036000002,-0.006,0.027,1.9975964,0,nan,0.0,3,1,14
403826168,0,362048070,1382529225,48912,86008,0.32200003,0.7713955,1.6450001,2.581,0.71,1.2099999,102,45,0.064,-0.062000003,0.012,-0.0050000004,1.9975964,0,nan,0.0,3,1,14
404827027,0,362048073,1382529231,48899,85996,0.28300002,0.7714013,1.6530001,2.594,0.71,1.2099999,102,35,0.036000002,-0.035,0.011000001,-0.008,1.9975964,0,nan,0.0,3,1,14
405823271,0,362048076,1382529233,48857,85953,0.3,0.77140707,1.651,2.595,0.71,1.2099999,102,18,0.035,-0.011000001,-0.033,-0.080000006,1.9975964,0,nan,0.0,3,1,14
406826025,0,362048094,1382529257,48847,85944,0.62,0.77141774,1.7220001,2.6450002,0.71,1.2099999,101,25,0.15900001,0.142,0.072000004,0.007,1.9975964,0,nan,0.0,3,1,14
407828102,0,362048101,1382529257,48949,86046,0.27100003,0.7714229,1.7090001,2.614,0.71,1.2099999,102,38,0.052,-0.051000003,0.011000001,-0.035,1.9975964,0,nan,0.0,3,1,14
408830128,0,362048103,1382529256,48984,86081,0.277,0.77142745,1.6860001,2.5870001,0.71,1.2099999,102,19,0.020000001,-0.001,0.020000001,-0.034,1.9975964,0,nan,0.0,3,1,14
409826025,0,362048099,1382529242,48940,86037,0.261,0.77143216,1.644,2.5400002,0.71,1.2099999,102,25,0.010000001,-0.008,-0.007,0.025,1.9975964,0,nan,0.0,3,1,14
410832033,0,362048102,1382529236,48963,86059,0.26500002,0.7714364,1.605,2.4940002,0.71,1.2099999,102,28,0.003,-0.001,0.003,-0.015000001,1.9975964,0,nan,0.0,3,1,14
411828074,0,362048108,1382529227,48946,86043,0.27100003,0.7714411,1.5840001,2.4710002,0.71,1.2099999,102,22,0.006,0.0050000004,-0.004,0.012,1.9975964,0,nan,0.0,3,1,14
412826028,0,362048110,1382529223,48920,86016,0.23500001,0.77144545,1.57,2.4580002,0.71,1.2099999,102,28,0.034,-0.026,0.022000002,-0.003,1.9975964,0,nan,0.0,3,1,14
413825026,0,362048108,1382529268,49039,86135,0.89400005,0.7714556,1.6700001,2.496,0.74,1.24,101,28,1.039,0.089,1.0350001,-0.012,1.9975964,0,nan,0.0,3,1,13
414833140,0,362048122,1382529283,49445,86541,0.67800003,0.77146906,1.881,2.621,0.75,1.24,101,18,0.264,0.231,0.126,-0.32000002,1.9975964,0,nan,0.0,3,1,13
415830503,0,362048116,1382529284,49733,86829,0.614,0.7714802,1.9980001,2.7740002,0.71,1.2099999,101,28,0.44400004,-0.31,0.31800002,-0.40100002,1.9975964,0,nan,0.0,3,1,14
416834030,0,362048114,1382529269,49198,86294,0.29500002,0.771487,1.9590001,2.6680002,0.71,1.2099999,101,34,0.026,0.024,0.010000001,-0.054,1.9975964,0,nan,0.0,3,1,14
417830035,0,362048109,1382529266,49157,86254,0.287,0.7714917,1.9160001,2.6360002,0.71,1.2099999,101,31,0.0050000004,0.002,0.004,0.028,1.9975964,0,nan,0.0,3,1,14
418824027,0,362048117,1382529262,49056,86152,0.291,0.7714968,1.8830001,2.615,0.71,1.2099999,101,36,0.036000002,0.034,-0.013,0.068,1.9975964,0,nan,0.0,3,1,14
419827024,0,362048118,1382529255,48923,86020,0.282,0.77150184,1.84,2.582,0.71,1.2099999,101,38,0.035,0.009000001,-0.033,0.106000006,1.9975964,0,nan,0.0,3,1,14
420825617,0,362048121,1382529246,48856,85952,0.284,0.7715067,1.8030001,2.5530002,0.71,1.2099999,101,42,0.042000003,0.038000003,-0.019000001,0.068,1.9975964,0,nan,0.0,3,1,14
421828096,0,362048122,1382529241,48748,85844,0.22700001,0.7715109,1.7720001,2.528,0.71,1.2099999,101,32,0.026,0.023000002,0.012,0.003,1.9975964,0,nan,0.0,3,1,14
422826167,0,362048121,1382529242,48765,85862,0.31,0.7715158,1.7570001,2.5180001,0.71,1.2099999,101,38,0.002,0.0,0.002,-0.021000002,1.9975964,0,nan,0.0,3,1,14
423827034,0,362048137,1382529264,48703,85800,0.89000005,0.77152836,1.9050001,2.5930002,0.71,1.2099999,101,36,0.36200002,0.333,0.14,0.08400001,1.9975964,0,nan,0.0,3,1,14
424830026,0,362048135,1382529258,48699,85795,0.36,0.7715381,1.9300001,2.6220002,0.71,1.2099999,101,19,0.05,-0.039,0.031000001,-0.116000004,1.9975964,0,nan,0.0,3,1,14
425828287,0,362048136,1382529243,48518,85615,0.277,0.7715433,1.8730001,2.5640001,0.71,1.2099999,101,27,0.013,0.012,0.006,-0.051000003,1.9975964,0,nan,0.0,3,1,14
426826036,0,362048134,1382529239,48506,85603,0.31,0.7715483,1.84,2.545,0.71,1.2099999,101,28,0.037,-0.016,-0.034,0.120000005,1.9975964,0,nan,0.0,3,1,14
427828027,0,362048131,1382529238,48483,85580,0.21800001,0.7715528,1.8160001,2.5340002,0.71,1.2099999,101,26,0.039,-0.017,-0.035,0.010000001,1.9975964,0,nan,0.0,3,1,14
428828025,0,362048127,1382529237,48608,85704,0.23200001,0.77155703,1.7620001,2.49,0.71,1.2099999,101,21,0.021000002,-0.0050000004,-0.021000002,-0.024,1.9975964,0,nan,0.0,3,1,14
429826109,0,362048132,1382529237,48655,85751,0.282,0.7715617,1.7390001,2.4770002,0.71,1.2099999,101,28,0.015000001,-0.010000001,-0.011000001,-0.030000001,1.9975964,0,nan,0.0,3,1,14
430828028,0,362048136,1382529231,48533,85630,0.27400002,0.77156675,1.7010001,2.4510002,0.71,1.2099999,101,14,0.023000002,0.016,-0.017,0.044000003,1.9975964,0,nan,0.0,3,1,14
431823343,0,362048133,1382529227,48538,85634,0.30600002,0.77157116,1.649,2.4020002,0.71,1.2099999,101,11,0.104,-0.097,-0.038000003,-0.126,1.9975964,0,nan,0.0,3,1,14
432827035,0,362048132,1382529224,48561,85657,0.22600001,0.77157617,1.6450001,2.4160001,0.71,1.2099999,101,19,0.012,0.009000001,-0.009000001,-0.003,1.9975964,0,nan,0.0,3,1,14
433829026,0,362048136,1382529224,48393,85490,0.27100003,0.77158093,1.6200001,2.3950002,0.71,1.2099999,101,30,0.018000001,0.012,-0.014,0.042000003,1.9975964,0,nan,0.0,3,1,14
434830066,0,362048136,1382529225,48293,85389,0.23400001,0.77158546,1.5830001,2.361,0.71,1.2099999,101,27,0.023000002,0.023000002,0.002,0.008,1.9975964,0,nan,0.0,3,1,14
435826407,0,362048133,1382529228,48339,85436,0.3,0.7715901,1.567,2.3500001,0.71,1.2099999,101,35,0.047000002,-0.044000003,-0.016,-0.1,1.9975964,0,nan,0.0,3,1,14
436826030,0,362048133,1382529229,48333,85430,0.29000002,0.77159554,1.559,2.3500001,0.71,1.2099999,101,14,0.010000001,0.0,-0.010000001,-0.039,1.9975964,0,nan,0.0,3,1,14
437827027,0,362048131,1382529232,48439,85535,0.293,0.7716006,1.5530001,2.351,0.71,1.2099999,101,27,0.015000001,-0.008,0.012,0.072000004,1.9975964,0,nan,0.0,3,1,14
438833126,0,362048130,1382529228,48419,85515,0.28500003,0.7716057,1.5410001,2.342,0.71,1.2099999,101,21,0.006,-0.0050000004,-0.003,-0.023000002,1.9975964,0,nan,0.0,3,1,14
439826030,0,362048127,1382529223,48471,85567,0.25800002,0.7716105,1.5250001,2.329,0.71,1.2099999,101,28,0.028,0.027,-0.008,-0.040000003,1.9975964,0,nan,0.0,3,1,14
440827025,0,362048127,1382529225,48478,85574,0.282,0.77161515,1.5130001,2.3200002,0.71,1.2099999,101,35,0.037,-0.013,0.034,-0.057000004,1.9975964,0,nan,0.0,3,1,14
441829022,0,362048125,1382529225,48437,85533,0.326,0.77162015,1.5090001,2.3230002,0.71,1.2099999,101,26,0.097,-0.07700001,0.058000002,0.003,1.9975964,0,nan,0.0,3,1,14
442827155,0,362048119,1382529222,48495,85591,0.44900003,0.6628559,1.5410001,2.3560002,0.71,1.2099999,100,22,0.16700001,0.163,0.036000002,-0.080000006,2.734358,0,nan,0.0,3,1,14
443829044,0,362048119,1382529220,48417,85514,0.284,0.6628624,1.5150001,2.3260002,0.71,1.2099999,100,21,0.017,-0.002,-0.017,0.031000001,2.734358,0,nan,0.0,3,1,14
444843162,0,362048125,1382529217,48293,85389,0.28,0.6628683,1.4940001,2.305,0.71,1.2099999,100,43,0.040000003,-0.019000001,0.035,-0.085,2.734358,0,nan,0.0,3,1,14
445833030,0,362048131,1382529213,48217,85313,0.28800002,0.66287374,1.478,2.2900002,0.71,1.2099999,100,28,0.007,-0.003,0.007,-0.165,2.734358,0,nan,0.0,3,1,14
446832027,0,362048137,1382529213,48180,85277,0.20400001,0.662879,1.4690001,2.2840002,0.71,1.2099999,100,34,0.047000002,-0.019000001,0.043,-0.004,2.734358,0,nan,0.0,3,1,14
447836285,0,362048139,1382529207,48197,85293,0.264,0.66288406,1.4510001,2.2670002,0.71,1.2099999,100,43,0.010000001,-0.0050000004,-0.008,0.020000001,2.734358,0,nan,0.0,3,1,14
448828025,0,362048139,1382529202,48218,85314,0.324,0.66289014,1.442,2.259,0.71,1.2099999,100,39,0.062000003,-0.061000004,-0.007,0.039,2.734358,0,nan,0.0,3,1,14
449828274,0,362048142,1382529202,48199,85295,0.305,0.66289663,1.445,2.269,0.71,1.2099999,100,19,0.078,0.07700001,-0.012,0.11100001,2.734358,0,nan,0.0,3,1,14
450826027,0,362048144,1382529202,48144,85240,0.34500003,0.6629034,1.4430001,2.2740002,0.71,1.2099999,100,30,0.078,-0.037,-0.069000006,0.17300001,2.734358,0,nan,0.0,3,1,14
451826066,0,362048146,1382529198,48100,85196,0.32700002,0.66290975,1.4510001,2.2910001,0.71,1.2099999,100,20,0.046000004,0.014,0.044000003,-0.061000004,2.734358,0,nan,0.0,3,1,14
452826237,0,362048145,1382529193,48015,85111,0.347,0.66291684,1.4560001,2.3130002,0.71,1.2099999,100,31,0.007,0.007,0.001,-0.038000003,2.734358,0,nan,0.0,3,1,14
453823420,0,362048144,1382529192,47993,85090,0.287,0.662923,1.46,2.3360002,0.71,1.2099999,100,19,0.021000002,-0.015000001,0.015000001,0.018000001,2.734358,0,nan,0.0,3,1,14
454824035,0,362048141,1382529193,48018,85115,0.35000002,0.6629296,1.465,2.3660002,0.71,1.2099999,100,36,0.045,-0.044000003,0.009000001,-0.057000004,2.734358,0,nan,0.0,3,1,14
455834022,0,362048139,1382529196,48026,85122,0.409,0.6629378,1.4920001,2.414,0.71,1.2099999,100,18,0.062000003,0.029000001,0.054,-0.186,2.734358,0,nan,0.0,3,1,14
456828023,0,362048136,1382529192,47972,85068,0.224,0.6629436,1.4720001,2.3760002,0.71,1.2099999,100,35,0.024,0.022000002,0.009000001,-0.006,2.734358,0,nan,0.0,3,1,14
457820140,0,362048134,1382529189,47998,85095,0.32000002,0.66294897,1.4720001,2.375,0.71,1.2099999,100,15,0.061000004,-0.061000004,0.001,0.22000001,2.734358,0,nan,0.0,3,1,14
458826306,0,362048130,1382529180,47994,85091,0.24100001,0.66295475,1.4410001,2.334,0.71,1.2099999,100,18,0.026,0.021000002,-0.016,0.024,2.734358,0,nan,0.0,3,1,14
459828109,0,362048127,1382529176,48038,85134,0.252,0.66296,1.3970001,2.2700002,0.71,1.2099999,100,21,0.021000002,0.013,0.016,-0.057000004,2.734358,0,nan,0.0,3,1,14
460828040,0,362048129,1382529175,48160,85256,0.22900002,0.66296506,1.3770001,2.237,0.71,1.2099999,100,25,0.004,-0.001,0.003,0.006,2.734358,0,nan,0.0,3,1,14
461827030,0,362048122,1382529168,48144,85240,0.65400004,0.6629743,1.4380001,2.265,0.71,1.2099999,100,23,0.266,-0.24000001,-0.115,0.086,2.734358,0,nan,0.0,3,1,14
462827024,0,362048111,1382529173,48059,85155,0.423,0.66298544,1.483,2.3360002,0.71,1.2099999,100,18,0.076000005,-0.07,-0.029000001,0.19900002,2.734358,0,nan,0.0,3,1,14
463828058,0,362048111,1382529172,48055,85152,0.29500002,0.6629924,1.4870001,2.344,0.71,1.2099999,99,24,0.018000001,-0.002,-0.018000001,0.011000001,2.734358,0,nan,0.0,3,1,14
464832025,0,362048111,1382529172,48017,85113,0.32700002,0.6629989,1.4840001,2.3470001,0.71,1.2099999,100,19,0.016,0.008,0.014,-0.11400001,2.734358,0,nan,0.0,3,1,14
465828033,0,362048113,1382529174,48002,85099,0.289,0.663005,1.4660001,2.325,0.71,1.2099999,99,12,0.008,0.0050000004,0.007,-0.07700001,2.734358,0,nan,0.0,3,1,14
466828048,0,362048114,1382529174,48026,85122,0.25,0.6630105,1.4480001,2.306,0.71,1.2099999,99,19,0.027,0.023000002,-0.014,0.018000001,2.734358,0,nan,0.0,3,1,14
467829288,0,362048116,1382529174,48116,85212,0.27,0.6630154,1.4310001,2.2840002,0.71,1.2099999,99,20,0.010000001,0.008,-0.006,0.014,2.734358,0,nan,0.0,3,1,14
468829046,0,362048114,1382529178,48234,85331,0.277,0.66302055,1.414,2.2640002,0.71,1.2099999,99,23,0.017,0.009000001,-0.014,0.037,2.734358,0,nan,0.0,3,1,14
469828027,0,362048111,1382529179,48345,85442,0.266,0.6630256,1.4020001,2.249,0.71,1.2099999,99,27,0.027,0.023000002,-0.014,0.033,2.734358,0,nan,0.0,3,1,14
