timestamp,roll_body,pitch_body,yaw_body,yaw_sp_move_rate,q_d[0],q_d[1],q_d[2],q_d[3],thrust_body[0],thrust_body[1],thrust_body[2],roll_reset_integral,pitch_reset_integral,yaw_reset_integral,fw_control_yaw,apply_flaps
335882880,0.031916182,0.024745338,-2.5780032,0.0,-0.27783373,-0.016319947,0.011886779,0.960417,0.0,0.0,-0.2711956,0,0,0,0,0
335982824,0.025114067,0.022460835,-2.5780032,0.0,-0.27790514,-0.014277937,0.008938036,0.96046084,0.0,0.0,-0.26732856,0,0,0,0,0
336082810,0.026418045,0.025178375,-2.5780032,0.0,-0.27787405,-0.015764035,0.009186252,0.9604443,0.0,0.0,-0.272628,0,0,0,0,0
336182796,0.013333017,0.015355652,-2.5780032,0.0,-0.2780165,-0.009228514,0.004268349,0.96052253,0.0,0.0,-0.27469072,0,0,0,0,0
336282782,0.019390022,0.004570606,-2.5780032,0.0,-0.27804497,-0.0048910007,0.008676983,0.96051645,0.0,0.0,-0.27549154,0,0,0,0,0
336382767,0.018878013,0.0024553186,-2.5780032,0.0,-0.27805632,-0.003803944,0.008725199,0.9605176,0.0,0.0,-0.27704403,0,0,0,0,0
336482753,0.023229355,0.003583386,-2.5780032,0.0,-0.2780409,-0.0049506407,0.010658101,0.9604973,0.0,0.0,-0.2781481,0,0,0,0,0
336582741,-0.01035356,-0.00075497606,-2.4999945,0.0,-0.31531888,0.0019905856,-0.0047936277,0.94897157,0.0,0.0,-0.27837932,0,0,0,0,0
336682725,0.012401702,0.00096617924,-2.4999945,0.0,-0.31531605,-0.0024137057,0.0057321414,0.9489663,0.0,0.0,-0.26186454,0,0,0,0,0
336782718,-0.01136854,-0.0064303153,-2.4999945,0.0,-0.31530097,0.0048434515,-0.004380422,0.94896924,0.0,0.0,-0.2427407,0,0,0,0,0
336882696,-0.0081052985,-0.010148396,-2.4999945,0.0,-0.31529883,0.006093153,-0.0022458374,0.9489702,0.0,0.0,-0.21856904,0,0,0,0,0
336982682,-0.011320356,-0.02467776,-2.4999945,0.0,-0.31522968,0.013493562,-0.0014803837,0.94891834,0.0,0.0,-0.19555351,0,0,0,0,0
337082668,-0.0020533164,-0.02217198,-2.4999945,0.0,-0.31529468,0.010843914,0.002521394,0.94892853,0.0,0.0,-0.12,0,0,0,0,0
337182654,-0.009742126,-0.021351289,-2.4999945,0.0,-0.3152539,0.011666575,-0.001256085,0.9489348,0.0,0.0,-0.21626481,0,0,0,0,0
337282640,0.0009979804,-0.018219905,-2.4999945,0.0,-0.31531614,0.008487739,0.003346069,0.9489428,0.0,0.0,-0.28962857,0,0,0,0,0
337382626,-0.0030272843,-0.015460762,-2.4999945,0.0,-0.31530413,0.007813199,0.0010011769,0.948958,0.0,0.0,-0.3103198,0,0,0,0,0
337482611,-0.004083562,-0.0016600258,-2.4999945,0.0,-0.3153226,0.0014314908,-0.0016758918,0.948982,0.0,0.0,-0.2778003,0,0,0,0,0
337582597,-0.00068993814,-0.0055887145,-2.4999945,0.0,-0.3153228,0.002760573,0.00055376074,0.9489803,0.0,0.0,-0.30302614,0,0,0,0,0
337682598,-0.0072252373,0.09821936,-2.4999945,0.0,-0.31511107,-0.045447476,-0.018903358,0.9477775,0.0,0.0,-0.3240763,0,0,0,0,0
337782569,0.036334552,0.17244811,-2.4999945,0.0,-0.31261706,-0.0874174,-0.009974986,0.94579554,0.0,0.0,-0.26506948,0,0,0,0,0
337882554,-0.0019207736,0.14322896,-2.4999945,0.0,-0.31458175,-0.0676008,-0.023471577,0.9465292,0.0,0.0,-0.21879953,0,0,0,0,0
337982540,-0.024472455,0.08124443,-2.4999945,0.0,-0.3155128,-0.034681227,-0.024406826,0.94797325,0.0,0.0,-0.23576696,0,0,0,0,0
338082526,-0.0023580007,-0.042524904,-2.4999945,0.0,-0.3152297,0.020547872,0.0055854735,0.9487765,0.0,0.0,-0.2632366,0,0,0,0,0
338182512,-0.0058886656,-0.11359302,-2.4999945,0.0,-0.31465656,0.054796673,0.015110036,0.94750214,0.0,0.0,-0.26960757,0,0,0,0,0
338282498,-0.009944544,-0.008034077,-2.4999945,0.0,-0.31529957,0.0053799083,-0.003451894,0.9489707,0.0,0.0,-0.25665116,0,0,0,0,0
338392482,0.0868952,0.04025352,-2.4999945,0.0,-0.31413403,-0.03277368,0.03486969,0.9481718,0.0,0.0,-0.258657,0,0,0,0,0
338482471,0.099820286,0.09233947,-2.4999945,0.0,-0.31241158,-0.059458844,0.032758627,0.94751805,0.0,0.0,-0.2618421,0,0,0,0,0
338592454,0.05977993,0.19973806,-2.4999945,0.0,-0.31078595,-0.10395106,-0.0032052835,0.944773,0.0,0.0,-0.26594394,0,0,0,0,0
338692440,0.0721747,0.22696361,-2.4999945,0.0,-0.30921564,-0.11869503,-0.0016649966,0.94355416,0.0,0.0,-0.26372686,0,0,0,0,0
338792426,0.028270137,0.16843839,-2.4999945,0.0,-0.3130476,-0.08426141,-0.01315642,0.9459007,0.0,0.0,-0.2641688,0,0,0,0,0
338882413,-0.070701495,0.1290094,-2.4999945,0.0,-0.31663463,-0.050011773,-0.05378368,0.9457001,0.0,0.0,-0.26766437,0,0,0,0,0
338992397,-0.07721404,0.03555849,-2.4999945,0.0,-0.31569138,-0.004689943,-0.042224314,0.94791037,0.0,0.0,-0.2641531,0,0,0,0,0
339082385,-0.054227512,-0.06862729,-2.4999945,0.0,-0.31414086,0.041088298,-0.014898364,0.9483698,0.0,0.0,-0.26581812,0,0,0,0,0
339192369,-0.017371686,-0.16852629,-2.4999945,0.0,-0.3135006,0.082595855,0.018324466,0.94581157,0.0,0.0,-0.26239803,0,0,0,0,0
339282357,0.05248298,-0.18738918,-2.4999945,0.0,-0.31616342,0.08051669,0.05428156,0.943722,0.0,0.0,-0.26533005,0,0,0,0,0
339392387,0.2010884,-0.15479615,-2.4999945,0.0,-0.32015833,0.041449677,0.11922701,0.9389172,0.0,0.0,-0.26989135,0,0,0,0,0
339482326,0.2889196,-0.13493752,-2.4999945,0.0,-0.32054073,0.018021546,0.1573399,0.9339021,0.0,0.0,-0.26000342,0,0,0,0,0
339592312,0.2808363,-0.07091888,-2.4999945,0.0,-0.31673375,-0.010791997,0.14380245,0.9374882,0.0,0.0,-0.2704067,0,0,0,0,0
339682299,0.18120725,-0.068841875,-2.4999945,0.0,-0.3168005,0.004010891,0.09662005,0.94354963,0.0,0.0,-0.25263235,0,0,0,0,0
339792284,0.07809729,-0.06600649,-2.4999945,0.0,-0.31613547,0.018986803,0.047423866,0.9473378,0.0,0.0,-0.26046756,0,0,0,0,0
339882271,-0.0023631305,-0.03266557,-2.4999945,0.0,-0.31526443,0.015871374,0.004028766,0.9488627,0.0,0.0,-0.25898534,0,0,0,0,0
339992262,-0.0667883,0.020963112,-2.4999945,0.0,-0.31546396,0.00058637565,-0.03498607,0.9482922,0.0,0.0,-0.2956517,0,0,0,0,0
340082243,-0.119737804,0.05701569,-2.4999945,0.0,-0.31625062,-0.008142138,-0.06572952,0.9463609,0.0,0.0,-0.33742166,0,0,0,0,0
340192227,-0.17309047,0.102741376,-2.4999945,0.0,-0.31794232,-0.02132627,-0.09805006,0.94278526,0.0,0.0,-0.28098267,0,0,0,0,0
340292213,-0.22897959,0.14178866,-2.4999945,0.0,-0.32015306,-0.030848956,-0.13032922,0.9378511,0.0,0.0,-0.24899378,0,0,0,0,0
340392199,-0.17211232,0.092213266,-2.4999945,0.0,-0.31758356,-0.016503714,-0.09595809,0.94321805,0.0,0.0,-0.2323165,0,0,0,0,0
340482187,-0.12065443,0.04763812,-2.4999945,0.0,-0.31602475,-0.0035549006,-0.06469496,0.94653594,0.0,0.0,-0.24444745,0,0,0,0,0
340592172,-0.032477174,-0.010451067,-2.4999945,0.0,-0.31519857,0.010078407,-0.01376175,0.9488724,0.0,0.0,-0.27042434,0,0,0,0,0
340682158,0.051572923,-0.009017436,-2.4999945,0.0,-0.31532723,-0.0038528685,0.025889207,0.9486219,0.0,0.0,-0.27248532,0,0,0,0,0
340792142,0.06663057,-0.013136738,-2.4999945,0.0,-0.31535086,-0.004273201,0.033679146,0.9483677,0.0,0.0,-0.26732394,0,0,0,0,0
340882129,0.05115161,-0.011344083,-2.4999945,0.0,-0.31535444,-0.002682796,0.026055934,0.94861233,0.0,0.0,-0.2629656,0,0,0,0,0
340992114,0.05896847,-0.01224655,-2.4999945,0.0,-0.31535333,-0.0034872678,0.02990545,0.9484966,0.0,0.0,-0.25015518,0,0,0,0,0
341082099,0.043523148,-0.009580786,-2.4999945,0.0,-0.31534564,-0.0023164353,0.02215968,0.9487153,0.0,0.0,-0.25498918,0,0,0,0,0
341192116,0.02387258,-0.013160941,-2.4999945,0.0,-0.31537023,0.00248063,0.013401656,0.94887084,0.0,0.0,-0.26888895,0,0,0,0,0
341292093,-0.03759393,0.0034839206,-2.4999945,0.0,-0.31529984,0.004273995,-0.018386122,0.9488044,0.0,0.0,-0.27307805,0,0,0,0,0
341392057,-0.142553,0.0068765837,-2.4999945,0.0,-0.31475484,0.01920151,-0.068664014,0.94649136,0.0,0.0,-0.27516758,0,0,0,0,0
341492042,-0.25371796,0.04230033,-2.4999945,0.0,-0.31526026,0.019977286,-0.1266527,0.9403036,0.0,0.0,-0.27559423,0,0,0,0,0
341592028,-0.2599478,0.06682652,-2.4999945,0.0,-0.31659967,0.009410569,-0.13337271,0.9390888,0.0,0.0,-0.26397368,0,0,0,0,0
341692014,-0.17245567,0.06593748,-2.4999945,0.0,-0.31667668,-0.004023561,-0.09203839,0.94404906,0.0,0.0,-0.2620219,0,0,0,0,0
341792000,-0.055034913,0.085343234,-2.4999945,0.0,-0.3160325,-0.031799108,-0.039532803,0.94739085,0.0,0.0,-0.25981227,0,0,0,0,0
341891986,0.035765406,0.057176605,-2.4999945,0.0,-0.31466067,-0.03275806,0.00795062,0.9486055,0.0,0.0,-0.27575332,0,0,0,0,0
341991972,0.09389088,0.012241688,-2.4999945,0.0,-0.31469905,-0.020599505,0.04260535,0.94801104,0.0,0.0,-0.2774936,0,0,0,0,0
342081958,0.1680192,-0.027642986,-2.4999945,0.0,-0.31528345,-0.013386951,0.083965145,0.94518095,0.0,0.0,-0.2815721,0,0,0,0,0
342191943,0.12629396,-0.08626398,-2.4999945,0.0,-0.316986,0.020957228,0.073399216,0.9453535,0.0,0.0,-0.26377535,0,0,0,0,0
342291929,0.13743591,-0.10572988,-2.4999945,0.0,-0.31758437,0.028405068,0.08169243,0.9442773,0.0,0.0,-0.26322788,0,0,0,0,0
342391939,0.15746173,-0.1096339,-2.4999945,0.0,-0.3179653,0.027070368,0.09174802,0.9432643,0.0,0.0,-0.27103534,0,0,0,0,0
342491900,0.07424115,-0.09678811,-2.4999945,0.0,-0.31644258,0.03418697,0.0504209,0.9466536,0.0,0.0,-0.2671929,0,0,0,0,0
342591886,0.0030040932,-0.053388245,-2.4999945,0.0,-0.31525037,0.024855785,0.009841223,0.948632,0.0,0.0,-0.26886255,0,0,0,0,0
342691872,-0.10476735,-0.029284919,-2.4999945,0.0,-0.31413114,0.03038446,-0.045072567,0.94782215,0.0,0.0,-0.26802537,0,0,0,0,0
342791857,-0.16010582,0.015044878,-2.4999945,0.0,-0.3148771,0.018099274,-0.07825005,0.9457282,0.0,0.0,-0.27057815,0,0,0,0,0
342891843,-0.22163987,0.073266886,-2.4999945,0.0,-0.3170243,0.00030585495,-0.1163588,0.9412524,0.0,0.0,-0.270645,0,0,0,0,0
342991834,-0.16667564,0.064325206,-2.4999945,0.0,-0.31660834,-0.0041761003,-0.0890586,0.9443571,0.0,0.0,-0.26932192,0,0,0,0,0
343081822,-0.16180612,0.051679775,-2.4999945,0.0,-0.3161702,0.0010357205,-0.08478676,0.9449056,0.0,0.0,-0.26908967,0,0,0,0,0
343191800,-0.059052616,0.029785518,-2.4999945,0.0,-0.31556982,-0.004818308,-0.032706648,0.9483263,0.0,0.0,-0.26411673,0,0,0,0,0
343291786,0.05761089,0.050660346,-2.4999945,0.0,-0.31440082,-0.03310429,0.019340282,0.9485158,0.0,0.0,-0.2641448,0,0,0,0,0
343391772,0.18290786,0.062022954,-2.4999945,0.0,-0.31116897,-0.058085386,0.076889426,0.94545645,0.0,0.0,-0.2739163,0,0,0,0,0
343491758,0.22731534,0.007558426,-2.4999945,0.0,-0.3128815,-0.039324995,0.10644245,0.9429893,0.0,0.0,-0.2711328,0,0,0,0,0
343591743,0.20361394,0.023377864,-2.4999945,0.0,-0.3125435,-0.04307959,0.092773125,0.9443801,0.0,0.0,-0.26419845,0,0,0,0,0
343691734,0.09305096,0.0106245,-2.4999945,0.0,-0.31474486,-0.019700905,0.04246211,0.94802135,0.0,0.0,-0.25578433,0,0,0,0,0
343791715,-0.0055827075,-0.029617004,-2.4999945,0.0,-0.31525,0.014932547,0.0020206464,0.9488891,0.0,0.0,-0.26575297,0,0,0,0,0
343891700,-0.098253794,-0.06355718,-2.4999945,0.0,-0.3133048,0.045592796,-0.036571532,0.9478523,0.0,0.0,-0.27424037,0,0,0,0,0
343991686,-0.1402181,-0.05780256,-2.4999945,0.0,-0.31249797,0.04943546,-0.057360448,0.9468954,0.0,0.0,-0.2718837,0,0,0,0,0
344091672,-0.03540703,-0.03800401,-2.4999945,0.0,-0.31489947,0.023609743,-0.010805932,0.9487698,0.0,0.0,-0.26972097,0,0,0,0,0
344191657,0.08623136,-0.0021668226,-2.4999945,0.0,-0.31507602,-0.012564045,0.04124469,0.94808656,0.0,0.0,-0.26570448,0,0,0,0,0
344291644,0.05498822,0.03806962,-2.4999945,0.0,-0.3146522,-0.026722725,0.020083928,0.94861823,0.0,0.0,-0.2617364,0,0,0,0,0
344391629,-0.0084681045,0.08450529,-2.4999945,0.0,-0.3152105,-0.03875088,-0.01733368,0.9480719,0.0,0.0,-0.26468056,0,0,0,0,0
344491615,-0.020017467,0.077314995,-2.4999945,0.0,-0.31544065,-0.033520773,-0.0216769,0.9481053,0.0,0.0,-0.26570225,0,0,0,0,0
344591601,-0.016022319,0.010465024,-2.4999945,0.0,-0.3153503,-0.0024393299,-0.009252156,0.9489271,0.0,0.0,-0.26628742,0,0,0,0,0
344691642,-0.0054775714,-0.02472374,-2.4999945,0.0,-0.31526756,0.012594412,0.0012990308,0.94891834,0.0,0.0,-0.2635624,0,0,0,0,0
344791575,-0.0056392252,-0.0650655,-2.4999945,0.0,-0.31506985,0.031756103,0.007582191,0.9485068,0.0,0.0,-0.26439303,0,0,0,0,0
344891564,0.005667254,0.0228264,-2.4999945,0.0,-0.31527245,-0.011724116,-0.00090988696,0.94892836,0.0,0.0,-0.25781143,0,0,0,0,0
344991544,-0.006070575,0.02352676,-2.4999945,0.0,-0.3153356,-0.010205913,-0.0065894197,0.9489025,0.0,0.0,-0.25921646,0,0,0,0,0
345091529,-0.0006382583,-0.00026355934,-2.4999945,0.0,-0.3153249,0.00022568613,-0.00026129492,0.9489837,0.0,0.0,-0.26314864,0,0,0,0,0
345191515,-0.006710012,0.001161187,-2.4999945,0.0,-0.31532502,0.0005069444,-0.0033669146,0.94897765,0.0,0.0,-0.26261765,0,0,0,0,0
345291500,0.015816523,0.037906285,-2.4999945,0.0,-0.3151163,-0.020477785,0.0015275308,0.9488309,0.0,0.0,-0.26579502,0,0,0,0,0
345391486,-0.0070124767,-0.013450147,-2.4999945,0.0,-0.31529358,0.007487476,-0.0012067268,0.9489639,0.0,0.0,-0.26824042,0,0,0,0,0
345491472,0.0060688555,0.024090549,-2.4999945,0.0,-0.315266,-0.0123872,-0.00091865694,0.94892204,0.0,0.0,-0.26808026,0,0,0,0,0
345591458,-0.0052329996,0.018287424,-2.4999945,0.0,-0.31533346,-0.007852072,-0.0053661,0.9489333,0.0,0.0,-0.26526198,0,0,0,0,0
345691443,0.004331167,0.0022808227,-2.4999945,0.0,-0.31532168,-0.0017650905,0.001695501,0.9489817,0.0,0.0,-0.26502207,0,0,0,0,0
345791429,-0.0067609083,0.0030210558,-2.4999945,0.0,-0.31532764,-0.00036751933,-0.0036842902,0.9489756,0.0,0.0,-0.26393223,0,0,0,0,0
345891414,-0.011782836,-0.00021259979,-2.4999945,0.0,-0.31531894,0.0019585756,-0.0055573084,0.9489675,0.0,0.0,-0.26356843,0,0,0,0,0
345991400,-0.011599064,0.004276774,-2.4999945,0.0,-0.3153307,-0.00020053606,-0.006177893,0.9489617,0.0,0.0,-0.25893372,0,0,0,0,0
346091386,0.0007718433,0.0046193954,-2.4999945,0.0,-0.31532326,-0.0023135538,-0.00036207223,0.94898146,0.0,0.0,-0.2578084,0,0,0,0,0
346191371,0.001154883,0.0071746926,-2.4999945,0.0,-0.3153209,-0.0035864061,-0.00058319827,0.9489782,0.0,0.0,-0.26510334,0,0,0,0,0
346291357,-0.003754233,0.00535744,-2.4999945,0.0,-0.31532812,-0.0019501551,-0.0026260107,0.9489771,0.0,0.0,-0.27350378,0,0,0,0,0
346391344,0.000353728,0.004311701,-2.4999945,0.0,-0.31532386,-0.0021016346,-0.0005119522,0.9489817,0.0,0.0,-0.26790518,0,0,0,0,0
346491362,0.0018947247,-0.00058645324,-2.4999945,0.0,-0.31532508,-2.0459742e-05,0.0009914929,0.9489832,0.0,0.0,-0.26744375,0,0,0,0,0
346591314,-0.01110791,0.002989732,-2.4999945,0.0,-0.31532764,0.00033270844,-0.005741941,0.94896543,0.0,0.0,-0.26112995,0,0,0,0,0
346691301,0.0042142184,0.006818711,-2.4999945,0.0,-0.31531566,-0.003899829,0.000924549,0.94897836,0.0,0.0,-0.25941566,0,0,0,0,0
346791285,-0.005005374,0.0087948,-2.4999945,0.0,-0.31533137,-0.0033838833,-0.0037615856,0.9489681,0.0,0.0,-0.26145884,0,0,0,0,0
346891271,0.09464907,0.029237399,-2.4999945,0.0,-0.31428206,-0.028772326,0.040284343,0.94803804,0.0,0.0,-0.27299204,0,0,0,0,0
346991257,0.16511734,-0.005684611,-2.4999945,0.0,-0.31447214,-0.02331503,0.079150744,0.94567376,0.0,0.0,-0.27282766,0,0,0,0,0
347091242,0.19530936,0.0026146008,-2.4999945,0.0,-0.31370142,-0.031978704,0.092115134,0.94450176,0.0,0.0,-0.27133134,0,0,0,0,0
347191227,0.12875402,0.028557424,-2.4999945,0.0,-0.31376797,-0.03380533,0.05655137,0.947211,0.0,0.0,-0.26129127,0,0,0,0,0
347291213,0.00097215944,0.0047097304,-2.4999945,0.0,-0.315323,-0.0023879993,-0.0002812666,0.94898134,0.0,0.0,-0.26012698,0,0,0,0,0
347391199,-0.09952502,-0.0073299003,-2.4999945,0.0,-0.3147595,0.019158447,-0.04604979,0.94786006,0.0,0.0,-0.2684267,0,0,0,0,0
347491223,-0.20687379,0.015338063,-2.4999945,0.0,-0.31438184,0.02531833,-0.100387394,0.9436342,0.0,0.0,-0.27464354,0,0,0,0,0
347591171,-0.19546524,0.0101723205,-2.4999945,0.0,-0.31428713,0.025964469,-0.09419402,0.94428647,0.0,0.0,-0.27141315,0,0,0,0,0
347691156,-0.071916945,-0.006778319,-2.4999945,0.0,-0.31500366,0.014550268,-0.033048462,0.9484033,0.0,0.0,-0.2663212,0,0,0,0,0
347791144,0.023801642,0.0003324617,-2.4999945,0.0,-0.31530073,-0.0039102766,0.011241007,0.94891715,0.0,0.0,-0.26046646,0,0,0,0,0
347891127,0.019351993,0.0052089696,-2.4999945,0.0,-0.3152852,-0.0055225207,0.008360969,0.9489441,0.0,0.0,-0.258617,0,0,0,0,0
347991112,0.04668114,0.0013582676,-2.4999945,0.0,-0.31522396,-0.008003506,0.021933714,0.94873005,0.0,0.0,-0.26645276,0,0,0,0,0
348091098,0.023916297,0.005293987,-2.4999945,0.0,-0.31527132,-0.006282371,0.010513176,0.9489226,0.0,0.0,-0.26549765,0,0,0,0,0
348191083,0.029201366,0.0015201892,-2.4999945,0.0,-0.31528074,-0.005325035,0.013615664,0.94888586,0.0,0.0,-0.2644463,0,0,0,0,0
348291082,0.0067406683,0.0070578414,-2.4999945,0.0,-0.31530994,-0.0044116043,0.0020856182,0.9489762,0.0,0.0,-0.26298234,0,0,0,0,0
348391060,0.025117116,0.0040442687,-2.4999945,0.0,-0.31527534,-0.0058787344,0.011279951,0.948915,0.0,0.0,-0.26536468,0,0,0,0,0
348491040,0.013704817,0.0062481975,-2.4999945,0.0,-0.31529573,-0.005125353,0.0055176597,0.9489636,0.0,0.0,-0.2667761,0,0,0,0,0
348591025,0.010816327,0.0050225924,-2.4999945,0.0,-0.31530648,-0.0040884567,0.0043403558,0.9489712,0.0,0.0,-0.27202612,0,0,0,0,0
348691018,0.012562474,0.0052382993,-2.4999945,0.0,-0.31530204,-0.0044660894,0.005134866,0.9489669,0.0,0.0,-0.26860616,0,0,0,0,0
348790997,0.014854086,0.009894391,-2.4999945,0.0,-0.31527758,-0.0070365416,0.0054880674,0.94895756,0.0,0.0,-0.26818892,0,0,0,0,0
348890982,0.0013753418,-0.0014291063,-2.4999945,0.0,-0.31532532,0.00046125942,0.0008779046,0.94898313,0.0,0.0,-0.26559544,0,0,0,0,0
348990969,0.0044438792,0.004571934,-2.4999945,0.0,-0.31531852,-0.0028699688,0.0013877569,0.94898057,0.0,0.0,-0.261629,0,0,0,0,0
349090953,-0.00090502645,-0.000984412,-2.4999945,0.0,-0.3153247,0.00060978415,-0.0002742228,0.9489836,0.0,0.0,-0.26399678,0,0,0,0,0
349190939,0.0,-0.0,-2.4999945,0.0,-0.31532496,0.0,0.0,0.9489838,0.0,0.0,-0.26637718,0,0,0,0,0
349290924,-0.054879915,0.0404272,-2.4999945,0.0,-0.31566814,-0.010524199,-0.0324025,0.94825786,0.0,0.0,-0.27028975,0,0,0,0,0
349390910,-0.048955444,0.10274955,-2.4999945,0.0,-0.31600735,-0.041010298,-0.039383765,0.94705147,0.0,0.0,-0.27115074,0,0,0,0,0
349490895,-0.0019619046,0.17016615,-2.4999945,0.0,-0.31426328,-0.08033683,-0.027723983,0.94552416,0.0,0.0,-0.27100503,0,0,0,0,0
349590881,-0.008154253,0.14721107,-2.4999945,0.0,-0.31475312,-0.06850469,-0.02704716,0.9463118,0.0,0.0,-0.26672843,0,0,0,0,0
349690868,0.028137691,0.044758886,-2.4999945,0.0,-0.31491604,-0.025668854,0.0062918114,0.9487515,0.0,0.0,-0.2690671,0,0,0,0,0
349790852,0.029758107,-0.083417326,-2.4999945,0.0,-0.3156046,0.034877505,0.027253695,0.9478579,0.0,0.0,-0.27110156,0,0,0,0,0
349890837,-0.018063555,-0.16219471,-2.4999945,0.0,-0.31358147,0.07971116,0.017000237,0.9460569,0.0,0.0,-0.26878345,0,0,0,0,0
349990826,0.0007494516,-0.07688896,-2.4999945,0.0,-0.3151056,0.03635613,0.012474866,0.94827795,0.0,0.0,-0.26727578,0,0,0,0,0
350090804,-0.0018970993,-0.05861115,-2.4999945,0.0,-0.3151631,0.028105495,0.008339681,0.9485846,0.0,0.0,-0.26395285,0,0,0,0,0
350190794,0.0056297327,-0.07990486,-2.4999945,0.0,-0.31517878,0.03701708,0.015263725,0.94818723,0.0,0.0,-0.2703549,0,0,0,0,0
350290779,-0.0075886315,-0.025323322,-2.4999945,0.0,-0.3152519,0.013211646,0.00039195566,0.94891596,0.0,0.0,-0.27247778,0,0,0,0,0
350390765,-0.0051333094,0.020094162,-2.4999945,0.0,-0.3153325,-0.008725036,-0.005603619,0.9489246,0.0,0.0,-0.26974988,0,0,0,0,0
350490750,-0.004172802,0.025791913,-2.4999945,0.0,-0.31532356,-0.011579849,-0.0060460903,0.9488943,0.0,0.0,-0.27226925,0,0,0,0,0
350590741,-0.0014431255,0.00385294,-2.4999945,0.0,-0.31532565,-0.0016006608,-0.0012922136,0.9489813,0.0,0.0,-0.2691635,0,0,0,0,0
350690721,0.011307666,0.09589317,-2.4999945,0.0,-0.31470045,-0.047263112,-0.0097535215,0.9479635,0.0,0.0,-0.26901782,0,0,0,0,0
350790706,0.0015354711,0.19291857,-2.4999945,0.0,-0.3137889,-0.09163734,-0.029643686,0.9445954,0.0,0.0,-0.27165973,0,0,0,0,0
350890692,0.029193578,0.24882846,-2.4999945,0.0,-0.31113544,-0.12231717,-0.025381057,0.9421195,0.0,0.0,-0.27190465,0,0,0,0,0
