timestamp,yaw_composite,yaw_variance,yaw[0],yaw[1],yaw[2],yaw[3],yaw[4],innov_vn[0],innov_vn[1],innov_vn[2],innov_vn[3],innov_vn[4],innov_ve[0],innov_ve[1],innov_ve[2],innov_ve[3],innov_ve[4],weight[0],weight[1],weight[2],weight[3],weight[4]
340862133,0.20112644,3.3942995,-2.4262602,-1.1666538,0.08451778,1.3346888,2.59291,0.10936001,0.08619916,-0.054767817,-0.11855164,-0.017617276,-0.061509628,0.07943802,0.10063016,-0.026414707,-0.12672004,0.19538346,0.20098777,0.20529765,0.20220876,0.19612241
341062104,0.26056367,3.410891,-2.4276862,-1.1675423,0.084014975,1.3339149,2.5915446,0.06678353,-0.107384965,-0.15438262,-0.009705161,0.1279023,0.15977928,0.15207283,-0.015352424,-0.112514295,-0.0043178163,0.19521806,0.2006988,0.20528693,0.20249337,0.19630285
341262116,0.29111868,3.4227448,-2.429411,-1.1689823,0.08277615,1.3325353,2.5898533,0.06388345,-0.06805218,-0.12184739,-0.023462659,0.09189194,0.10937868,0.122742966,0.0017710924,-0.087212086,-0.020766906,0.19515428,0.20054033,0.2052534,0.20263308,0.1964189
341462048,0.29274103,3.425429,-2.4317753,-1.1713825,0.08051933,1.3304199,2.5876691,0.06232403,-0.013051912,-0.09782399,-0.07493159,0.024069116,0.028654084,0.093281165,0.041593205,-0.054987777,-0.063077524,0.19523421,0.20051478,0.20515536,0.20260054,0.1964951
341662018,0.28584138,3.423909,-2.4342327,-1.1739727,0.078051105,1.328164,2.5854163,0.09213614,0.050613787,-0.06747449,-0.098965816,-0.0006805954,-0.02717552,0.083748624,0.07834551,-0.035297405,-0.1006855,0.19525877,0.20053728,0.20514451,0.20257124,0.19648823
341861990,0.27767736,3.424618,-2.4428349,-1.1825762,0.06960274,1.3198066,2.5769677,-0.004322597,-0.0522439,-0.030495437,0.031552624,0.04818001,0.040287413,0.0011467556,-0.056522127,-0.05401541,0.006374692,0.19529589,0.2005453,0.20511164,0.20254327,0.19650398
342061962,0.34973174,3.4635022,-2.4526255,-1.191987,0.06090349,1.3111825,2.5676723,-0.20455608,-0.42888993,-0.084649555,0.35370004,0.28288633,0.36141038,-0.076576136,-0.42397106,-0.20670183,0.28054377,0.19537975,0.2001394,0.2047715,0.20274815,0.19696118
342261933,0.3220793,3.4183056,-2.4559493,-1.1935757,0.057267834,1.3045545,2.5611901,-0.24364138,-0.6257478,-0.14235912,0.5386712,0.48101532,0.63627726,-3.3669174e-05,-0.5575355,-0.274265,0.4652326,0.1936373,0.20034552,0.20668718,0.20368537,0.19564469
342461906,0.42906612,3.4781678,-2.4691737,-1.2048702,0.046412673,1.292069,2.5472245,-0.18776494,-0.6086279,-0.22507212,0.43133998,0.4610942,0.58360845,0.039115056,-0.5254203,-0.34072405,0.34580523,0.1927265,0.19950145,0.20709428,0.20478119,0.19589648
342661876,0.40518582,3.4695158,-2.4761298,-1.2123561,0.03911216,1.2854011,2.5407805,-0.0741327,-0.2969798,-0.098880194,0.24471788,0.2638646,0.26774353,-0.015154941,-0.31196207,-0.21850581,0.13985737,0.19318432,0.1996613,0.20672165,0.20439841,0.19603424
342861848,0.39208895,3.4576066,-2.4768236,-1.213092,0.03671761,1.2820988,2.5385725,-0.08480319,-0.014956486,0.038324036,0.0027926285,-0.07337477,-0.06150314,-0.09545271,-0.040035132,0.027857516,0.015433885,0.19304836,0.19956425,0.20680083,0.20454364,0.196043
343061842,0.49923688,3.555543,-2.488612,-1.2239785,0.028755184,1.2749635,2.5290282,-0.06594247,0.20962778,0.2550642,0.011541817,-0.18855092,-0.2311536,-0.18996517,0.082619,0.2115406,0.019629905,0.19305675,0.1989609,0.20641167,0.20492354,0.1966471
343261790,0.5154682,3.5786352,-2.5043046,-1.23887,0.013883167,1.2593095,2.5128634,-0.26935875,-0.025603775,0.21164423,0.11899188,-0.17740667,-0.1009869,-0.274027,-0.09670512,0.18300699,0.18353029,0.19258092,0.19865441,0.20670903,0.20541129,0.19664448
343461762,0.4929877,3.560225,-2.5091877,-1.2440473,0.0086547565,1.2543311,2.5080986,-0.3659564,-0.33367848,0.17114684,0.453909,0.1275458,0.24122375,-0.28481928,-0.41474497,0.020497818,0.4296446,0.19275771,0.19881721,0.20662971,0.20519876,0.1965966
343661741,0.45612064,3.5213752,-2.5172179,-1.251797,0.00041740807,1.2455165,2.499386,-0.40486753,-0.51137465,0.081777036,0.55668694,0.2633167,0.42445126,-0.24037108,-0.54381293,-0.07972791,0.52220935,0.19224516,0.19895148,0.20724337,0.20542814,0.19613181
343861705,0.5239767,3.5869668,-2.5285835,-1.2618482,-0.009057944,1.2351044,2.487794,-0.28823525,-0.4610951,-0.043267526,0.38809106,0.24282005,0.3764189,-0.1239254,-0.43981117,-0.14522663,0.3613206,0.19163951,0.19823165,0.20741147,0.20626114,0.19645628
344061676,0.50235856,3.5761356,-2.5385098,-1.2720592,-0.019265896,1.2251868,2.4780426,-0.0034007598,-0.09250882,-0.02815828,0.09973486,0.11600602,0.09771253,0.0007828572,-0.113103256,-0.08788495,0.04202336,0.19173044,0.19835089,0.20739263,0.20612857,0.19639751
344261648,0.50282013,3.5804546,-2.5425968,-1.2762014,-0.023296662,1.2212937,2.4741051,0.06886397,0.069563225,-0.005682435,-0.053233657,-0.0088109635,-0.04096911,0.039776023,0.06460774,0.0021595834,-0.063893735,0.19168694,0.19830734,0.20740993,0.20618288,0.19641288
344461619,0.5123627,3.6016839,-2.5533295,-1.286872,-0.033661228,1.2110647,2.4636424,-0.069113694,0.021131206,0.09822215,0.05712025,-0.04633465,-0.067316346,-0.11973735,-0.05065445,0.044079483,0.03470903,0.19167823,0.19815049,0.20731862,0.20628908,0.19656351
344661591,0.46967044,3.550327,-2.5563948,-1.2892711,-0.039960746,1.2017564,2.456479,-0.21115087,-0.065243,0.08639178,0.036685362,-0.14648679,-0.062034525,-0.17578048,-0.072639816,0.10287165,0.111245066,0.19115034,0.19795701,0.20774402,0.20673782,0.19641079
344861559,0.47378373,3.5625224,-2.5642214,-1.297082,-0.047607053,1.1941978,2.4488087,-0.110903986,-0.016919864,0.10852117,0.093880214,-0.040945243,-0.03013983,-0.1329594,-0.07556304,0.060839716,0.09031549,0.19117671,0.19785595,0.20765191,0.20678668,0.19652875
345061534,0.46836436,3.5668004,-2.57446,-1.3072767,-0.05775199,1.184044,2.4385939,-0.08741583,-0.06670652,0.02648146,0.06398657,-0.0055316593,0.028316341,-0.06391519,-0.07248641,0.012774754,0.0757258,0.1911284,0.19780228,0.20766768,0.20685099,0.1965507
345261505,0.46160224,3.571371,-2.5851521,-1.3180203,-0.068404905,1.1734991,2.428023,-0.075030856,-0.05897795,0.0446779,0.09326589,0.020389259,0.030018266,-0.07489076,-0.091668874,0.00081080943,0.07671794,0.19117296,0.19777884,0.20760627,0.20683862,0.19660333
345461479,0.48251936,3.608829,-2.5976312,-1.330284,-0.07727129,1.1664355,2.418587,-0.11192934,-0.06778265,0.07297579,0.1169149,0.0041369395,0.058656625,-0.07667194,-0.07609515,0.056700025,0.14114594,0.19114421,0.1978942,0.2077096,0.20678234,0.19646962
345661447,0.48356152,3.6188726,-2.6056068,-1.3382019,-0.08507099,1.1586505,2.410695,-0.09742876,-0.06393556,0.056584403,0.09848777,0.0045716935,0.020878688,-0.09637136,-0.10039983,0.0119186705,0.08784628,0.1911685,0.197826,0.20764074,0.20681125,0.19655356
345861419,0.42878938,3.5630715,-2.6113787,-1.3442919,-0.09482943,1.1470319,2.4016738,-0.122474246,-0.085214876,0.054700226,0.10491707,-0.0030122073,0.04875419,-0.08793779,-0.0942629,0.03553349,0.12505575,0.1910912,0.19780807,0.20770942,0.20687038,0.19652098
346061390,0.46997958,3.6206996,-2.6222956,-1.3547187,-0.10160047,1.1419384,2.3938851,-0.102338396,-0.07866506,0.0490302,0.10504918,0.013008409,0.044447016,-0.08365745,-0.100203104,0.014862472,0.105224214,0.19108278,0.19777843,0.20769912,0.20689458,0.19654512
346261361,0.45153332,3.6130357,-2.6320963,-1.3647321,-0.11163641,1.132093,2.3841875,-0.056007385,-0.013499759,0.09427128,0.11935552,0.027538665,0.02809843,-0.07269047,-0.06319082,0.04135688,0.09873557,0.19123574,0.19789475,0.2076144,0.20672582,0.19652927
346461382,0.4501055,3.6202745,-2.6406972,-1.373216,-0.120053254,1.1235999,2.3755815,-0.118481405,-0.07037587,0.06409817,0.100256965,-0.011153622,0.023305556,-0.104101315,-0.097363256,0.031411253,0.10717891,0.19120288,0.1978274,0.20760547,0.20678924,0.19657499
346661304,0.44843668,3.6257737,-2.6470397,-1.3795555,-0.12631679,1.117378,2.3693128,-0.12046568,-0.06406548,0.08703374,0.12533347,-0.0012530955,0.025546597,-0.11689166,-0.10684366,0.038572453,0.12176316,0.1912457,0.19780123,0.20754428,0.20677973,0.19662905
346861275,0.4309596,3.6118062,-2.6549568,-1.3872578,-0.13426217,1.1090689,2.3610163,-0.14785723,-0.10326163,0.045724705,0.09432634,-0.023589678,0.06672153,-0.07729234,-0.0788545,0.06090317,0.15213811,0.19101495,0.19781807,0.20779434,0.20691101,0.19646165
347061246,0.39979577,3.5881398,-2.6622214,-1.3948935,-0.1420868,1.1014872,2.3537822,-0.10134434,-0.033475205,0.12278178,0.15303186,0.016210433,0.048843607,-0.095428705,-0.07509423,0.07837036,0.156503,0.19119619,0.19806908,0.20776589,0.20663871,0.19633016
347261217,0.3975481,3.5954404,-2.6714005,-1.4039887,-0.15100731,1.0925856,2.3447182,-0.13396774,-0.038214155,0.113095544,0.11282595,-0.038523335,-0.006421245,-0.13635595,-0.08539759,0.07312506,0.12363476,0.19121213,0.19802961,0.20772412,0.20665434,0.1963798
347461227,0.3575609,3.5571792,-2.6761744,-1.4088911,-0.15637313,1.0870503,2.3395467,-0.092333294,0.06966877,0.07302533,-0.08456166,-0.18828891,-0.1340313,-0.084844746,0.08282751,0.13915586,0.0061459923,0.1911078,0.19830531,0.20800963,0.20654133,0.19603597
347661160,0.42352623,3.6225057,-2.6843443,-1.4153836,-0.16219553,1.0799922,2.331004,0.10920679,0.3837536,0.1860839,-0.20762698,-0.26090193,-0.38152632,-0.08146548,0.26830858,0.19333024,-0.20820212,0.19017987,0.19744149,0.20841983,0.20766914,0.1962897
347861133,0.3670689,3.5640938,-2.689399,-1.42073,-0.16813354,1.0739537,2.3255053,0.01327515,0.2750266,0.113355316,-0.24444595,-0.31160167,-0.3160366,-0.058735803,0.26561043,0.21661921,-0.1420507,0.1901061,0.19792217,0.2088069,0.20740469,0.19576016
348061102,0.37506765,3.584369,-2.6971319,-1.4285846,-0.1755038,1.0669909,2.3183193,-0.021928966,0.080913395,0.15939075,0.10739865,-0.0043577775,-0.045213144,-0.09565078,-0.014045235,0.085551396,0.067911305,0.19039117,0.19786952,0.2084757,0.20726393,0.19599967
348261111,0.36207813,3.5713253,-2.7016728,-1.4328704,-0.18003069,1.0620623,2.3133726,-0.1777532,-0.13654642,0.06201727,0.14544323,0.00025067478,0.09505087,-0.1035374,-0.12475983,0.054971658,0.19302937,0.19011852,0.19788212,0.20876704,0.20742363,0.19580875
348461048,0.34090894,3.5537565,-2.706048,-1.437398,-0.18477121,1.0573337,2.3088686,-0.14024836,-0.0868418,0.09947063,0.16329221,0.017863397,0.07214986,-0.10946317,-0.11403726,0.059419315,0.1767175,0.19014192,0.19804655,0.20884758,0.20730366,0.19566026
348661016,0.32840097,3.543439,-2.7089472,-1.4403424,-0.18786171,1.0541955,2.3058474,-0.123126365,-0.0052531534,0.107274055,0.061599758,-0.08000604,-0.02559244,-0.10745368,-0.021112455,0.111920185,0.11113219,0.19011728,0.1981318,0.20892748,0.20726384,0.19555962
348860986,0.32437396,3.5400403,-2.711997,-1.4432138,-0.19084735,1.0509624,2.3025725,-0.1346051,0.011742823,0.1104476,0.028089058,-0.12308796,-0.079675086,-0.13750674,-0.017045515,0.11382652,0.07715348,0.18995358,0.19810325,0.20908058,0.20738249,0.19548008
349060958,0.33921927,3.5565686,-2.7151244,-1.4460447,-0.1935055,1.0481178,2.299438,-0.094580114,0.049213085,0.1268299,0.033877436,-0.103047565,-0.111370474,-0.1475302,-0.022953534,0.089441024,0.036638424,0.18983205,0.19790056,0.20907828,0.2075882,0.19560091
349260928,0.28588432,3.5010448,-2.7125056,-1.4451718,-0.19756801,1.0429711,2.2985938,-0.06675755,0.08080992,0.15571636,0.05736485,-0.08026145,-0.08350274,-0.11557497,0.013813825,0.1251554,0.06687121,0.18998054,0.19783093,0.208878,0.20754239,0.19576819
349460899,0.34694555,3.5709045,-2.7204397,-1.4513302,-0.19856575,1.0431657,2.2943308,-0.10085767,0.061472874,0.13179633,0.015970197,-0.12812732,-0.1064691,-0.12884194,0.017448036,0.12980744,0.055105515,0.18992144,0.19779825,0.2089189,0.20759985,0.1957616
349660871,0.27763197,3.4930415,-2.7144783,-1.4470943,-0.1996442,1.0407552,2.2964368,-0.10179031,0.03583493,0.09514355,-0.0031974353,-0.12519744,-0.08217618,-0.10082217,0.023274416,0.118279435,0.05472653,0.18984503,0.19786671,0.20904279,0.20760237,0.19564304
349860843,0.28228566,3.5022635,-2.7190452,-1.4515944,-0.20395903,1.0364796,2.2920089,-0.010647669,0.011270551,0.04984965,0.05258632,0.015546741,-0.053736757,-0.08784092,-0.077611074,-0.03806176,-0.022675617,0.18989323,0.19779013,0.20894356,0.20762195,0.19575103
350060824,0.355635,3.5799732,-2.7215922,-1.4535673,-0.20466055,1.0359851,2.2903764,0.053948738,-0.16144094,-0.24518627,-0.08490339,0.100171894,0.18257092,0.20199473,0.0044018663,-0.13650118,-0.028535083,0.1899918,0.19709568,0.20839319,0.20801204,0.19650729
350260784,0.349574,3.5702221,-2.7199798,-1.451867,-0.20305039,1.0374454,2.291835,0.16749708,-0.035591226,-0.17164506,-0.05587864,0.15262981,0.09399724,0.17335556,0.0052615628,-0.1751743,-0.12282048,0.18991816,0.19716263,0.20851298,0.20801397,0.19639227
350460754,0.35578614,3.5741963,-2.7180483,-1.4498374,-0.20098166,1.0394416,2.293746,0.020527817,-0.016962217,-0.031179126,-0.0027241225,0.029039752,0.060786817,0.06378967,0.029060286,0.0049604364,0.0243258,0.1898734,0.19710998,0.20852633,0.20807567,0.19641462
350660725,0.42487523,3.6487541,-2.7209485,-1.4513435,-0.19783811,1.0438918,2.2943163,-0.0792292,0.022687143,0.12570024,0.089808874,-0.036027275,-0.04966937,-0.12659876,-0.05379252,0.065984845,0.07032211,0.18996899,0.19700915,0.20836188,0.20808189,0.1965781
350860696,0.3771404,3.5912297,-2.7157397,-1.4470872,-0.19805475,1.0420408,2.2959633,-0.19284745,-0.010199802,0.14118959,0.05585258,-0.14951995,-0.09198346,-0.19437796,-0.052993856,0.13377295,0.112455755,0.18963727,0.19686127,0.20861368,0.20838153,0.1965063
351060667,0.3586965,3.5690894,-2.713606,-1.4451251,-0.19627248,1.0438743,2.298005,-0.121551596,-0.017823812,0.108946525,0.08599813,-0.055146888,0.018258763,-0.0834707,-0.016369596,0.123819366,0.1472154,0.18966907,0.19709162,0.20872821,0.20821343,0.19629769
351260639,0.3602887,3.5694246,-2.7131026,-1.4445066,-0.19563171,1.04441,2.2984548,0.07890711,-0.0062240474,-0.065529816,-0.01838085,0.07035235,0.047150064,0.082843326,0.013088354,-0.06443387,-0.044437643,0.18961442,0.19707382,0.2087741,0.20825846,0.19627921
351460609,0.3954167,3.6081026,-2.7143064,-1.4453582,-0.19577315,1.0443463,2.29773,0.30579877,-0.06530207,-0.3574773,-0.1739693,0.23364408,0.17320713,0.36480808,0.07223533,-0.2941322,-0.23707059,0.18963522,0.19674602,0.20854095,0.20845835,0.19661947
351660581,0.38397104,3.5832028,-2.711421,-1.4420235,-0.1927933,1.0466615,2.2999744,0.40155348,-0.07993879,-0.41694394,-0.15272248,0.35075793,0.22831511,0.4321418,0.038986683,-0.4010561,-0.29069117,0.18917777,0.19677152,0.20903598,0.20872353,0.19629116
351860597,0.46587473,3.6047657,-2.7144756,-1.4455281,-0.19460176,1.0463201,2.2988849,0.14366812,-0.13943508,-0.3667219,-0.22951746,0.0838564,0.14067636,0.2917198,0.06990433,-0.21309216,-0.17357402,0.190245,0.1962877,0.20760663,0.20838048,0.19748013
352060521,0.4647005,3.6010725,-2.7120957,-1.4425387,-0.1918764,1.0482881,2.3006334,0.20408168,0.0030523576,-0.12887454,-0.012427401,0.1920878,0.13063216,0.20636854,0.03895819,-0.13719727,-0.08295577,0.1897007,0.19612211,0.20806926,0.20882303,0.19728494
352260492,0.44615278,3.6277082,-2.708456,-1.4391621,-0.1887183,1.0515649,2.3042035,0.10867775,-0.025061814,-0.11096518,-0.03230604,0.10248358,0.023068603,0.07155661,-0.040470462,-0.1559957,-0.118354335,0.18979968,0.196386,0.20813535,0.20859122,0.1970877
352460462,0.450293,3.6247764,-2.7067168,-1.4373238,-0.1867171,1.0535593,2.3060296,-0.0009855423,-0.012096446,-0.008263239,0.005628895,0.009815727,0.032766,0.025143726,0.011939876,0.011762828,0.024774613,0.18978788,0.19638102,0.20814483,0.20860179,0.19708444
352660434,0.4473762,3.6239784,-2.7092698,-1.439719,-0.18910947,1.0510048,2.303374,-0.006212558,-0.061489537,-0.030396525,0.043601636,0.059122533,0.090505525,0.039614975,-0.028195873,-0.020078972,0.05311681,0.18970469,0.19636504,0.20822169,0.20866372,0.19704488
352860404,0.4453671,3.623034,-2.7093632,-1.4394308,-0.18695195,1.053892,2.3047771,0.19746743,0.00484268,-0.116545066,-0.0022703633,0.19090316,0.087496504,0.15473942,-0.0070182933,-0.17171885,-0.11578013,0.18937165,0.19656797,0.20870174,0.20873727,0.19662139
353060375,0.4377905,3.6366246,-2.7041004,-1.4342892,-0.18389767,1.0558193,2.3081512,0.15482536,-0.066645324,-0.2124801,-0.08529921,0.14074376,0.119108856,0.20312,0.019352527,-0.17534809,-0.116731085,0.18941984,0.19643623,0.20856588,0.20879312,0.19678493
353260345,0.42604282,3.6223805,-2.7036774,-1.433919,-0.18362977,1.0560726,2.3084931,0.12864207,-0.023203509,-0.118962154,-0.028943164,0.123340964,0.06080231,0.11391549,-0.013573424,-0.14343609,-0.09945058,0.18938904,0.1965639,0.2086804,0.20872931,0.19663733
353460318,0.425865,3.6193526,-2.7032866,-1.4333409,-0.18312708,1.0563452,2.308694,0.11638855,0.008482188,-0.066261105,-0.006288767,0.10585722,0.067761645,0.11263254,0.024086324,-0.0737557,-0.04815462,0.18922156,0.19651712,0.20882624,0.20886251,0.19657259
353660288,0.40069652,3.5904832,-2.7012422,-1.4317276,-0.18175909,1.0579815,2.3107436,0.12975228,-0.040577095,-0.15294242,-0.05525606,0.118673705,0.034422502,0.09928078,-0.041995883,-0.1918819,-0.14700471,0.18940896,0.19686505,0.20885356,0.20852175,0.19635068
353860266,0.41702804,3.6078665,-2.6988378,-1.4293299,-0.17909856,1.0608077,2.3134146,0.027376805,-0.06394741,-0.13046455,-0.08168975,0.015182383,0.05859881,0.10002576,0.02611573,-0.059428133,-0.040530287,0.18953525,0.19676308,0.2086553,0.20851061,0.19653581
