timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
378243871,1270.9316,28.09225,3,22,2786,65536,0,3,122
379244906,1298.1846,28.073471,3,22,2903,65536,0,3,122
380245861,1325.5029,28.056921,3,22,2836,65536,0,3,122
381246870,1352.8535,28.041695,3,22,2786,65536,0,3,122
382247876,1380.3252,28.029543,3,22,2725,65536,0,3,122
383248870,1408.0,28.02193,3,22,2293,65536,0,3,122
384249897,1436.6133,28.032907,3,22,900,65536,0,3,122
385251670,1463.9805,28.019215,3,22,782,65536,0,3,122
386252110,1489.1826,27.966082,3,22,2882,65536,0,3,122
387252873,1516.7529,27.958393,3,22,2557,65536,0,3,122
388253927,1545.8535,27.978533,3,22,782,65536,0,3,122
389255390,1571.0557,27.928448,3,22,2882,65536,0,3,122
390256121,1600.0,27.945835,3,22,1200,65536,0,3,122
391256885,1627.7266,27.941706,3,22,832,65536,0,3,122
392257936,1652.9287,27.894976,3,22,3002,65536,0,3,122
393258880,1680.499,27.88915,3,22,2677,65536,0,3,122
394259877,1706.8135,27.862991,3,22,3805,65536,0,3,122
395260875,1736.8525,27.897495,3,22,952,65536,0,3,122
396261870,1762.3721,27.859467,3,22,2727,65536,0,3,122
397262924,1792.0,27.88653,3,22,412,65536,0,3,122
398264609,1816.626,27.83585,3,22,3253,65536,0,3,122
399264885,1829.1934,27.605309,3,22,18291,65536,0,3,122
400265877,1838.25,27.32914,3,22,37041,65536,0,3,122
401267000,1897.9268,27.80255,3,22,3839,65536,0,3,122
402268052,1928.6152,27.84379,3,22,371,65536,0,3,122
403268916,1953.0049,27.794289,3,22,3420,65536,0,3,122
404269896,1980.1572,27.7849,3,22,3523,65536,0,3,122
405271079,2007.625,27.780058,3,22,3303,65536,0,3,122
406273293,2034.8779,27.772024,3,22,3470,65536,0,3,122
407276431,2064.4912,27.79564,3,22,1053,65536,0,3,122
408277340,2092.7236,27.801105,3,22,100,65536,0,3,122
409278348,2120.042,27.79441,3,22,220,65536,0,3,122
410279405,2143.9941,27.74431,3,22,3600,65536,0,3,122
411280340,2173.9746,27.772545,3,22,807,65536,0,3,122
412281451,2198.5273,27.73154,3,22,3739,65536,0,3,122
413282337,2225.7773,27.725239,3,22,3742,65536,0,3,122
414283385,2253.1475,27.720512,3,22,3495,65536,0,3,122
415284333,2280.2852,27.71311,3,22,3730,65536,0,3,122
416286864,2309.7031,27.732737,3,22,1563,65536,0,3,122
417290089,2335.2227,27.705418,3,22,3388,65536,0,3,122
418290950,2364.372,27.72207,3,22,1563,65536,0,3,122
419291981,2389.5254,27.691969,3,22,3713,65536,0,3,122
420293170,2418.829,27.710054,3,22,1613,65536,0,3,122
421295572,2444.463,27.685787,3,22,3438,65536,0,3,122
422298427,2471.3984,27.676498,3,22,4230,65536,0,3,122
423299374,2500.7021,27.69423,3,22,2297,65536,0,3,122
424300375,2526.336,27.671358,3,22,3955,65536,0,3,122
425301337,2553.3203,27.663626,3,22,4230,65536,0,3,122
426302455,2580.622,27.659418,3,22,4297,65536,0,3,122
427303827,2609.9912,27.677143,3,22,2180,65536,0,3,122
428304340,2637.2441,27.672543,3,22,2158,65536,0,3,122
429305341,2662.7148,27.649393,3,22,4100,65536,0,3,122
430306396,2692.0107,27.666014,3,22,2008,65536,0,3,122
431307344,2717.0664,27.639194,3,22,4308,65536,0,3,122
432308339,2747.085,27.662876,3,22,1593,65536,0,3,122
433309339,2772.914,27.64432,3,22,3051,65536,0,3,122
434310425,2798.9395,27.62804,3,22,4308,65536,0,3,122
435312170,2828.2432,27.64395,3,22,2375,65536,0,3,122
436312342,2856.6875,27.651653,3,22,1155,65536,0,3,122
437313339,2884.1064,27.649157,3,22,985,65536,0,3,122
438314398,2912.289,27.653944,3,22,150,65536,0,3,122
439315654,2937.4834,27.630484,3,22,2308,65536,0,3,122
440316421,2966.795,27.645948,3,22,200,65536,0,3,122
441317436,2994.211,27.643568,3,22,183,65536,0,3,122
442318534,3021.415,27.639269,3,22,270,65536,0,3,122
443320463,3048.668,27.635284,3,22,320,65536,0,3,122
444320489,3076.084,27.633307,3,22,270,65536,0,3,122
445321436,3103.337,27.629688,3,22,270,65536,0,3,122
446322334,3130.541,27.625713,3,22,320,65536,0,3,122
447323344,3157.957,27.623636,3,22,270,65536,0,3,122
448324377,3183.1348,27.602179,3,22,2445,65536,0,3,122
449325374,3212.463,27.616781,3,22,320,65536,0,3,122
450326370,3238.7666,27.605352,3,22,1409,65536,0,3,122
451327421,3264.0,27.585062,3,22,3477,65536,0,3,122
452328339,3294.3193,27.607763,3,22,387,65536,0,3,122
453329338,3321.6865,27.605536,3,22,387,65536,0,3,122
454330359,3346.7168,27.584078,3,22,2646,65536,0,3,122
455331330,3376.0283,27.597979,3,22,538,65536,0,3,122
456332596,3401.2227,27.578207,3,22,2859,65536,0,3,122
457333344,3429.7646,27.585793,3,22,1371,65536,0,3,122
458334345,3456.0,27.574797,3,22,2413,65536,0,3,122
459335331,3485.3174,27.588375,3,22,416,65536,0,3,122
460336338,3510.463,27.568972,3,22,2624,65536,0,3,122
461337338,3536.8926,27.55988,3,22,3467,65536,0,3,122
462338347,3567.1416,27.580456,3,22,586,65536,0,3,122
463339526,3592.336,27.5619,3,22,2694,65536,0,3,122
464340483,3621.6475,27.57502,3,22,636,65536,0,3,122
465341337,3648.0,27.565605,3,22,1675,65536,0,3,122
466342338,3676.3164,27.57103,3,22,586,65536,0,3,122
467343395,3701.5596,27.553486,3,22,2644,65536,0,3,122
468344727,3730.9365,27.566685,3,22,636,65536,0,3,122
469345376,3758.4043,27.56583,3,22,416,65536,0,3,122
470346341,3784.0498,27.551653,3,22,2062,65536,0,3,122
471347377,3812.8096,27.56018,3,22,636,65536,0,3,122
472348347,3840.0,27.557335,3,22,796,65536,0,3,122
473349398,3867.3154,27.555405,3,22,732,65536,0,3,122
474350341,3894.6826,27.553888,3,22,732,65536,0,3,122
475351332,3921.9355,27.551586,3,22,732,65536,0,3,122
476352880,3949.1885,27.549202,3,22,782,65536,0,3,122
477353340,3976.5557,27.547855,3,22,782,65536,0,3,122
478354340,4002.8691,27.539175,3,22,1744,65536,0,3,122
479355337,4030.9375,27.5426,3,22,930,65536,0,3,122
480356542,4058.3047,27.541185,3,22,980,65536,0,3,122
481357353,4085.5576,27.539091,3,22,980,65536,0,3,122
482358402,4112.8105,27.536983,3,22,1050,65536,0,3,122
483359348,4137.841,27.52014,3,22,3443,65536,0,3,122
484360861,4165.208,27.518852,3,22,3249,65536,0,3,122
485361439,4193.702,27.525148,3,22,1978,65536,0,3,122
486362338,4219.714,27.515121,3,22,3366,65536,0,3,122
487363363,4249.3525,27.528692,3,22,923,65536,0,3,122
488364555,4276.5566,27.526392,3,22,1023,65536,0,3,122
489365466,4300.8193,27.50536,3,22,4202,65536,0,3,122
490366453,4328.954,27.509188,3,22,3299,65536,0,3,122
491367333,4356.256,27.50772,3,22,3249,65536,0,3,122
492368607,4385.7305,27.519848,3,22,1141,65536,0,3,122
493369402,4410.827,27.504599,3,22,3349,65536,0,3,122
494370362,4440.1875,27.515934,3,22,1191,65536,0,3,122
495371331,4467.6035,27.515156,3,22,973,65536,0,3,122
496373305,4492.749,27.500319,3,22,3181,65536,0,3,122
497373517,4522.0605,27.511303,3,22,1073,65536,0,3,122
498374340,4548.0186,27.501774,3,22,2516,65536,0,3,122
499375341,4576.9443,27.510166,3,22,803,65536,0,3,122
500376618,4603.9336,27.506844,3,22,1123,65536,0,3,122
501377462,4631.3496,27.506166,3,22,1143,65536,0,3,122
502378408,4658.8174,27.505787,3,22,923,65536,0,3,122
503379370,4684.463,27.494713,3,22,2569,65536,0,3,122
504381028,4713.174,27.501545,3,22,1243,65536,0,3,122
505381441,4740.4756,27.50032,3,22,1193,65536,0,3,122
506382391,4763.4043,27.4738,3,22,5621,65536,0,3,122
507383500,4795.047,27.497532,3,22,1243,65536,0,3,122
508384584,4822.3486,27.496244,3,22,1243,65536,0,3,122
509385439,4849.5527,27.494455,3,22,1293,65536,0,3,122
510386436,4876.9688,27.49386,3,22,1243,65536,0,3,122
511387544,4904.2217,27.492336,3,22,1243,65536,0,3,122
512388711,4932.047,27.494015,3,22,707,65536,0,3,122
513389387,4957.795,27.484232,3,22,2365,65536,0,3,122
514390370,4986.0947,27.488579,3,22,1293,65536,0,3,122
515391473,5013.3477,27.487122,3,22,1293,65536,0,3,122
516393343,5040.7637,27.486452,3,22,1293,65536,0,3,122
517393531,5065.745,27.472841,3,22,3619,65536,0,3,122
518394348,5095.2207,27.48352,3,22,1343,65536,0,3,122
519395452,5120.0,27.468851,3,22,3993,65536,0,3,122
520396659,5148.712,27.475307,3,22,2549,65536,0,3,122
521397450,5177.0938,27.480003,3,22,3186,65536,0,3,122
522398481,5204.461,27.47926,3,22,3069,65536,0,3,122
523399448,5229.4746,27.46617,3,22,5362,65536,0,3,122
524401165,5256.7275,27.46481,3,22,5529,65536,0,3,122
525401660,5286.17,27.475016,3,22,3287,65536,0,3,122
526402397,5312.0,27.466413,3,22,4744,65536,0,3,122
527403338,5339.6777,27.46736,3,22,4426,65536,0,3,122
528404690,5368.092,27.472017,3,22,3287,65536,0,3,122
529405394,5393.2207,27.459988,3,22,5462,65536,0,3,122
530406337,5422.532,27.469236,3,22,3303,65536,0,3,122
531407399,5448.3477,27.460752,3,22,4775,65536,0,3,122
532408522,5475.0186,27.456636,3,22,5421,65536,0,3,122
533409380,5504.0,27.46413,3,22,3768,65536,0,3,122
534410445,5530.8916,27.461142,3,22,4138,65536,0,3,122
535411332,5556.8916,27.453802,3,22,5421,65536,0,3,122
536413284,5586.327,27.463282,3,22,3353,65536,0,3,122
537413445,5613.619,27.46242,3,22,3296,65536,0,3,122
538414338,5640.0566,27.457314,3,22,4131,65536,0,3,122
539415335,5668.076,27.459904,3,22,3463,65536,0,3,122
540416415,5696.0,27.461996,3,22,2826,65536,0,3,122
541417343,5722.6963,27.458202,3,22,3396,65536,0,3,122
542418350,5749.949,27.457088,3,22,3583,65536,0,3,122
543419442,5777.365,27.45675,3,22,3289,65536,0,3,122
544420939,5807.5664,27.469538,3,22,320,65536,0,3,122
545421384,5834.9824,27.469227,3,22,270,65536,0,3,122
546422342,5859.2383,27.454046,3,22,3339,65536,0,3,122
547423334,5888.0,27.460018,3,22,1794,65536,0,3,122
548425006,5896.0693,27.369793,3,22,21649,65536,0,3,122
549425415,5941.2363,27.451975,3,22,3389,65536,0,3,122
550426413,5970.664,27.460938,3,22,370,65536,0,3,122
551427408,5997.8184,27.459408,3,22,320,65536,0,3,122
552428364,6025.0713,27.458347,3,22,370,65536,0,3,122
553429337,6052.367,27.457489,3,22,370,65536,0,3,122
554430338,6076.5107,27.442398,3,22,3190,65536,0,3,122
555431331,6103.203,27.438904,3,22,3066,65536,0,3,122
