timestamp,voltage5v_v,voltage3v3_v,v3v3_valid,usb_connected,brick_valid,usb_valid,servo_valid,periph_5v_oc,hipower_5v_oc
354193115,5.0450683,3.3338377,1,0,1,0,1,0,0
354693074,5.0499024,3.3322265,1,0,1,0,1,0,0
355193078,5.043457,3.3338377,1,0,1,0,1,0,0
355693075,5.0063963,3.3354492,1,0,1,0,1,0,0
356193076,5.0257325,3.3354492,1,0,1,0,1,0,0
356693203,5.033789,3.3354492,1,0,1,0,1,0,0
357193077,5.024121,3.3338377,1,0,1,0,1,0,0
357693107,5.0450683,3.3338377,1,0,1,0,1,0,0
358193102,5.0225096,3.3338377,1,0,1,0,1,0,0
358693077,5.077295,3.3322265,1,0,1,0,1,0,0
359193073,5.069238,3.3354492,1,0,1,0,1,0,0
359693074,5.0354004,3.3338377,1,0,1,0,1,0,0
360193105,5.0450683,3.3338377,1,0,1,0,1,0,0
360693076,5.038623,3.3322265,1,0,1,0,1,0,0
361193170,5.0595703,3.3306153,1,0,1,0,1,0,0
361693153,5.028955,3.3354492,1,0,1,0,1,0,0
362193077,5.0708494,3.3338377,1,0,1,0,1,0,0
362693110,5.053125,3.3354492,1,0,1,0,1,0,0
363193074,5.043457,3.3322265,1,0,1,0,1,0,0
363693223,5.0515137,3.3322265,1,0,1,0,1,0,0
364193111,5.0515137,3.325781,1,0,1,0,1,0,0
364693073,5.019287,3.3354492,1,0,1,0,1,0,0
365193110,5.038623,3.3338377,1,0,1,0,1,0,0
365693073,4.999951,3.3338377,1,0,1,0,1,0,0
366193074,5.0273438,3.3354492,1,0,1,0,1,0,0
366693074,5.0466795,3.3354492,1,0,1,0,1,0,0
367193183,5.0450683,3.3338377,1,0,1,0,1,0,0
367693074,5.0257325,3.3338377,1,0,1,0,1,0,0
368193073,5.038623,3.3338377,1,0,1,0,1,0,0
368693092,5.040234,3.3338377,1,0,1,0,1,0,0
369193076,5.024121,3.3370605,1,0,1,0,1,0,0
369693972,5.041846,3.3338377,1,0,1,0,1,0,0
370193941,5.0482907,3.3338377,1,0,1,0,1,0,0
370694080,5.0273438,3.3370605,1,0,1,0,1,0,0
371193912,5.0482907,3.3338377,1,0,1,0,1,0,0
371693585,5.038623,3.3354492,1,0,1,0,1,0,0
372193545,5.0063963,3.3338377,1,0,1,0,1,0,0
372693436,5.0563474,3.3338377,1,0,1,0,1,0,0
373193668,5.0354004,3.3354492,1,0,1,0,1,0,0
373693369,5.0595703,3.3338377,1,0,1,0,1,0,0
374193325,5.069238,3.3338377,1,0,1,0,1,0,0
374693083,5.053125,3.3338377,1,0,1,0,1,0,0
375193603,5.040234,3.3322265,1,0,1,0,1,0,0
375693233,5.0595703,3.338672,1,0,1,0,1,0,0
376193486,5.033789,3.3370605,1,0,1,0,1,0,0
376693486,5.0499024,3.3354492,1,0,1,0,1,0,0
377193282,5.0499024,3.3338377,1,0,1,0,1,0,0
377693267,5.0450683,3.3338377,1,0,1,0,1,0,0
378193074,5.041846,3.3354492,1,0,1,0,1,0,0
378693075,5.0466795,3.3338377,1,0,1,0,1,0,0
379193076,5.053125,3.3354492,1,0,1,0,1,0,0
379693143,5.028955,3.3338377,1,0,1,0,1,0,0
380193074,5.033789,3.3354492,1,0,1,0,1,0,0
380693083,5.043457,3.3338377,1,0,1,0,1,0,0
381193131,5.009619,3.3354492,1,0,1,0,1,0,0
381693075,5.0450683,3.3338377,1,0,1,0,1,0,0
382193133,5.057959,3.3322265,1,0,1,0,1,0,0
382693074,5.053125,3.3322265,1,0,1,0,1,0,0
383193135,5.0370116,3.3338377,1,0,1,0,1,0,0
383693103,5.0466795,3.3338377,1,0,1,0,1,0,0
384193076,5.053125,3.3370605,1,0,1,0,1,0,0
384693324,5.0515137,3.3370605,1,0,1,0,1,0,0
385193191,5.0370116,3.3322265,1,0,1,0,1,0,0
385693144,5.0499024,3.3354492,1,0,1,0,1,0,0
386193114,5.040234,3.3354492,1,0,1,0,1,0,0
386693119,5.0499024,3.3338377,1,0,1,0,1,0,0
387193075,5.033789,3.3322265,1,0,1,0,1,0,0
387693105,5.0354004,3.3322265,1,0,1,0,1,0,0
388193074,5.0450683,3.3354492,1,0,1,0,1,0,0
388693145,5.0466795,3.3338377,1,0,1,0,1,0,0
389193073,4.9822264,3.3338377,1,0,1,0,1,0,0
389693084,5.053125,3.3322265,1,0,1,0,1,0,0
390193098,5.0499024,3.3354492,1,0,1,0,1,0,0
390693084,5.014453,3.3322265,1,0,1,0,1,0,0
391193147,5.0660157,3.3354492,1,0,1,0,1,0,0
391693111,5.0515137,3.3338377,1,0,1,0,1,0,0
392193241,5.0112305,3.3354492,1,0,1,0,1,0,0
392693231,5.0805173,3.3338377,1,0,1,0,1,0,0
393193103,5.064404,3.3338377,1,0,1,0,1,0,0
393693075,5.0499024,3.3354492,1,0,1,0,1,0,0
394193129,5.0370116,3.3338377,1,0,1,0,1,0,0
394693074,5.0450683,3.3322265,1,0,1,0,1,0,0
395193074,5.017676,3.3322265,1,0,1,0,1,0,0
395693076,5.0482907,3.3322265,1,0,1,0,1,0,0
396193076,5.0515137,3.3338377,1,0,1,0,1,0,0
396693075,5.033789,3.3338377,1,0,1,0,1,0,0
397193075,5.0499024,3.3338377,1,0,1,0,1,0,0
397693073,5.0482907,3.3322265,1,0,1,0,1,0,0
398193111,5.0273438,3.3306153,1,0,1,0,1,0,0
398693075,5.033789,3.3354492,1,0,1,0,1,0,0
399193789,5.033789,3.3290038,1,0,1,0,1,0,0
399693780,5.0482907,3.3338377,1,0,1,0,1,0,0
400194043,5.028955,3.3290038,1,0,1,0,1,0,0
400693782,5.054736,3.3338377,1,0,1,0,1,0,0
401193683,5.028955,3.3338377,1,0,1,0,1,0,0
401693618,5.024121,3.3354492,1,0,1,0,1,0,0
402193881,5.0466795,3.3338377,1,0,1,0,1,0,0
402693397,5.0225096,3.3338377,1,0,1,0,1,0,0
403193280,5.040234,3.3322265,1,0,1,0,1,0,0
403693076,5.067627,3.3322265,1,0,1,0,1,0,0
404193180,5.0466795,3.3322265,1,0,1,0,1,0,0
404693816,5.0499024,3.3322265,1,0,1,0,1,0,0
405193412,5.0466795,3.3354492,1,0,1,0,1,0,0
405693202,5.033789,3.3322265,1,0,1,0,1,0,0
406193322,5.040234,3.3322265,1,0,1,0,1,0,0
406693469,5.053125,3.3338377,1,0,1,0,1,0,0
407193208,5.033789,3.3338377,1,0,1,0,1,0,0
407693229,5.041846,3.3338377,1,0,1,0,1,0,0
408193079,5.0740724,3.3338377,1,0,1,0,1,0,0
408693123,5.0595703,3.3338377,1,0,1,0,1,0,0
409193100,5.0563474,3.3338377,1,0,1,0,1,0,0
409693077,5.054736,3.3322265,1,0,1,0,1,0,0
410193132,5.0563474,3.3338377,1,0,1,0,1,0,0
410693074,5.040234,3.3354492,1,0,1,0,1,0,0
411193074,5.0708494,3.3338377,1,0,1,0,1,0,0
411693114,5.0595703,3.3338377,1,0,1,0,1,0,0
412193076,4.995117,3.3322265,1,0,1,0,1,0,0
412693196,5.0740724,3.3338377,1,0,1,0,1,0,0
413193179,5.041846,3.3322265,1,0,1,0,1,0,0
413693074,5.0466795,3.3322265,1,0,1,0,1,0,0
414193091,5.0257325,3.3338377,1,0,1,0,1,0,0
414693077,5.0595703,3.3322265,1,0,1,0,1,0,0
415193074,5.030566,3.3338377,1,0,1,0,1,0,0
415693073,5.0563474,3.3338377,1,0,1,0,1,0,0
416193075,5.053125,3.3354492,1,0,1,0,1,0,0
416693074,5.043457,3.3338377,1,0,1,0,1,0,0
417193073,5.0450683,3.3290038,1,0,1,0,1,0,0
417693072,5.043457,3.3338377,1,0,1,0,1,0,0
418193100,5.043457,3.3354492,1,0,1,0,1,0,0
418693186,5.040234,3.3322265,1,0,1,0,1,0,0
419193139,5.0450683,3.3338377,1,0,1,0,1,0,0
419693139,5.028955,3.3225586,1,0,1,0,1,0,0
420193076,5.004785,3.3322265,1,0,1,0,1,0,0
420693075,5.0660157,3.3338377,1,0,1,0,1,0,0
421193139,5.033789,3.3322265,1,0,1,0,1,0,0
421693083,5.0595703,3.3338377,1,0,1,0,1,0,0
422193081,5.043457,3.3338377,1,0,1,0,1,0,0
422693094,5.0208983,3.3338377,1,0,1,0,1,0,0
423193076,5.053125,3.3338377,1,0,1,0,1,0,0
423693076,5.043457,3.3322265,1,0,1,0,1,0,0
424193164,5.028955,3.3306153,1,0,1,0,1,0,0
424693077,5.064404,3.3354492,1,0,1,0,1,0,0
425193931,5.053125,3.338672,1,0,1,0,1,0,0
425693814,5.0370116,3.3322265,1,0,1,0,1,0,0
426194042,5.0660157,3.3306153,1,0,1,0,1,0,0
426693797,5.0450683,3.3338377,1,0,1,0,1,0,0
427194114,5.0225096,3.3322265,1,0,1,0,1,0,0
427694189,5.062793,3.3322265,1,0,1,0,1,0,0
428193553,5.053125,3.3338377,1,0,1,0,1,0,0
428694252,5.0450683,3.3338377,1,0,1,0,1,0,0
429193423,5.0482907,3.3322265,1,0,1,0,1,0,0
429693774,5.054736,3.3322265,1,0,1,0,1,0,0
430193078,5.030566,3.3338377,1,0,1,0,1,0,0
430693719,5.0354004,3.3322265,1,0,1,0,1,0,0
431193180,5.041846,3.3306153,1,0,1,0,1,0,0
431693825,5.0450683,3.3322265,1,0,1,0,1,0,0
432193151,5.0499024,3.3338377,1,0,1,0,1,0,0
432693479,5.0708494,3.3322265,1,0,1,0,1,0,0
433193138,5.0273438,3.3338377,1,0,1,0,1,0,0
433693237,5.0595703,3.3338377,1,0,1,0,1,0,0
434193077,5.0354004,3.3338377,1,0,1,0,1,0,0
434693122,5.024121,3.3338377,1,0,1,0,1,0,0
435193079,5.040234,3.3338377,1,0,1,0,1,0,0
435693078,5.0595703,3.3322265,1,0,1,0,1,0,0
436193074,5.0482907,3.3322265,1,0,1,0,1,0,0
436693095,5.0756836,3.3354492,1,0,1,0,1,0,0
437193237,5.038623,3.3354492,1,0,1,0,1,0,0
437693150,5.0482907,3.3338377,1,0,1,0,1,0,0
438193094,5.0515137,3.3354492,1,0,1,0,1,0,0
438693176,5.043457,3.3338377,1,0,1,0,1,0,0
439193080,5.004785,3.3322265,1,0,1,0,1,0,0
439693075,5.054736,3.3338377,1,0,1,0,1,0,0
440193078,5.0466795,3.3338377,1,0,1,0,1,0,0
440693075,5.0499024,3.3322265,1,0,1,0,1,0,0
441193076,5.057959,3.3338377,1,0,1,0,1,0,0
441693076,5.0660157,3.3322265,1,0,1,0,1,0,0
442193085,5.043457,3.3338377,1,0,1,0,1,0,0
442693111,5.0740724,3.3354492,1,0,1,0,1,0,0
443193172,5.0595703,3.3322265,1,0,1,0,1,0,0
443693152,5.0595703,3.3322265,1,0,1,0,1,0,0
444193076,5.0611815,3.3322265,1,0,1,0,1,0,0
444693094,5.0466795,3.3322265,1,0,1,0,1,0,0
445193261,5.0370116,3.3322265,1,0,1,0,1,0,0
445693075,5.0450683,3.3322265,1,0,1,0,1,0,0
446193074,5.041846,3.3338377,1,0,1,0,1,0,0
446693077,5.0466795,3.3338377,1,0,1,0,1,0,0
447193076,5.0225096,3.3322265,1,0,1,0,1,0,0
447693076,5.0563474,3.3338377,1,0,1,0,1,0,0
448193138,5.0563474,3.3354492,1,0,1,0,1,0,0
448693074,5.062793,3.3306153,1,0,1,0,1,0,0
449194138,5.041846,3.3322265,1,0,1,0,1,0,0
449694293,5.0611815,3.3322265,1,0,1,0,1,0,0
450193734,5.041846,3.3338377,1,0,1,0,1,0,0
450694536,5.064404,3.3338377,1,0,1,0,1,0,0
451193763,5.053125,3.3338377,1,0,1,0,1,0,0
451694123,5.057959,3.3322265,1,0,1,0,1,0,0
452193387,5.062793,3.3322265,1,0,1,0,1,0,0
452693406,5.053125,3.3322265,1,0,1,0,1,0,0
453193494,5.0257325,3.3354492,1,0,1,0,1,0,0
453693506,5.041846,3.3322265,1,0,1,0,1,0,0
454193084,5.057959,3.3306153,1,0,1,0,1,0,0
454693549,5.053125,3.3338377,1,0,1,0,1,0,0
455193168,5.054736,3.3322265,1,0,1,0,1,0,0
455693111,5.0595703,3.3322265,1,0,1,0,1,0,0
456193075,5.024121,3.3322265,1,0,1,0,1,0,0
456693077,5.043457,3.3338377,1,0,1,0,1,0,0
457193132,5.0595703,3.3322265,1,0,1,0,1,0,0
457693073,5.030566,3.3338377,1,0,1,0,1,0,0
458193106,5.038623,3.3338377,1,0,1,0,1,0,0
458693161,5.078906,3.3354492,1,0,1,0,1,0,0
459193114,5.0225096,3.3322265,1,0,1,0,1,0,0
459693109,5.040234,3.3306153,1,0,1,0,1,0,0
460193193,5.064404,3.3370605,1,0,1,0,1,0,0
460693170,5.033789,3.3322265,1,0,1,0,1,0,0
461193106,5.0370116,3.3338377,1,0,1,0,1,0,0
461693075,5.041846,3.3338377,1,0,1,0,1,0,0
462193076,5.030566,3.3354492,1,0,1,0,1,0,0
462693073,5.0595703,3.3338377,1,0,1,0,1,0,0
463193073,5.0563474,3.3322265,1,0,1,0,1,0,0
463693074,5.030566,3.3338377,1,0,1,0,1,0,0
464193073,5.0660157,3.3322265,1,0,1,0,1,0,0
464693116,5.0611815,3.3322265,1,0,1,0,1,0,0
465193134,5.0466795,3.3306153,1,0,1,0,1,0,0
465693074,5.041846,3.3354492,1,0,1,0,1,0,0
466193234,5.064404,3.3322265,1,0,1,0,1,0,0
466693160,5.030566,3.3338377,1,0,1,0,1,0,0
467193083,5.0321774,3.3338377,1,0,1,0,1,0,0
467693109,5.043457,3.3354492,1,0,1,0,1,0,0
468193073,5.040234,3.3322265,1,0,1,0,1,0,0
468693073,5.053125,3.3338377,1,0,1,0,1,0,0
469193072,5.0450683,3.3322265,1,0,1,0,1,0,0
469693073,5.053125,3.3338377,1,0,1,0,1,0,0
470193076,5.030566,3.3338377,1,0,1,0,1,0,0
470693104,5.053125,3.3354492,1,0,1,0,1,0,0
471194252,5.067627,3.3354492,1,0,1,0,1,0,0
471694516,5.054736,3.3338377,1,0,1,0,1,0,0
472193751,5.0450683,3.3338377,1,0,1,0,1,0,0
472694597,5.062793,3.3306153,1,0,1,0,1,0,0
473193831,5.040234,3.3354492,1,0,1,0,1,0,0
473693362,5.064404,3.3322265,1,0,1,0,1,0,0
474193458,5.0595703,3.3322265,1,0,1,0,1,0,0
474693491,5.069238,3.3306153,1,0,1,0,1,0,0
475193336,5.053125,3.3306153,1,0,1,0,1,0,0
475694101,5.053125,3.3338377,1,0,1,0,1,0,0
476193094,5.053125,3.3322265,1,0,1,0,1,0,0
476693555,5.0466795,3.3322265,1,0,1,0,1,0,0
477193199,5.0466795,3.3322265,1,0,1,0,1,0,0
477693095,5.0257325,3.3338377,1,0,1,0,1,0,0
478193157,5.0450683,3.3322265,1,0,1,0,1,0,0
478693145,5.064404,3.3354492,1,0,1,0,1,0,0
479193141,5.0450683,3.3322265,1,0,1,0,1,0,0
479693114,5.062793,3.3338377,1,0,1,0,1,0,0
480193074,5.053125,3.3338377,1,0,1,0,1,0,0
480693137,5.024121,3.3322265,1,0,1,0,1,0,0
481193073,5.0482907,3.3338377,1,0,1,0,1,0,0
481693073,5.062793,3.3338377,1,0,1,0,1,0,0
482193326,5.0225096,3.3322265,1,0,1,0,1,0,0
482693109,5.0482907,3.3322265,1,0,1,0,1,0,0
483193075,5.0660157,3.3338377,1,0,1,0,1,0,0
483693074,5.033789,3.3322265,1,0,1,0,1,0,0
484193076,5.040234,3.3338377,1,0,1,0,1,0,0
484693222,5.0611815,3.3322265,1,0,1,0,1,0,0
485193129,5.0370116,3.3338377,1,0,1,0,1,0,0
485693081,5.043457,3.3322265,1,0,1,0,1,0,0
486193081,5.062793,3.3338377,1,0,1,0,1,0,0
486693114,5.0273438,3.3338377,1,0,1,0,1,0,0
487193242,5.040234,3.3322265,1,0,1,0,1,0,0
487693169,5.0563474,3.3354492,1,0,1,0,1,0,0
488193085,5.0370116,3.3322265,1,0,1,0,1,0,0
488693084,5.041846,3.3322265,1,0,1,0,1,0,0
489193085,5.0708494,3.3322265,1,0,1,0,1,0,0
489693082,5.0370116,3.3322265,1,0,1,0,1,0,0
490193081,5.0724607,3.3322265,1,0,1,0,1,0,0
490693078,5.054736,3.3322265,1,0,1,0,1,0,0
491193141,5.0257325,3.3322265,1,0,1,0,1,0,0
491693115,5.040234,3.3338377,1,0,1,0,1,0,0
492193120,5.057959,3.3354492,1,0,1,0,1,0,0
492694580,5.0450683,3.3322265,1,0,1,0,1,0,0
493194114,5.041846,3.3322265,1,0,1,0,1,0,0
493694230,5.062793,3.3290038,1,0,1,0,1,0,0
494194122,5.0450683,3.3322265,1,0,1,0,1,0,0
494694261,5.0515137,3.3322265,1,0,1,0,1,0,0
495193638,5.0756836,3.3306153,1,0,1,0,1,0,0
495693270,5.0515137,3.3338377,1,0,1,0,1,0,0
496193156,5.0563474,3.3354492,1,0,1,0,1,0,0
496693639,5.0595703,3.3322265,1,0,1,0,1,0,0
497193091,5.030566,3.3290038,1,0,1,0,1,0,0
497693688,5.0740724,3.3322265,1,0,1,0,1,0,0
498193117,5.053125,3.3322265,1,0,1,0,1,0,0
498693450,5.0595703,3.3322265,1,0,1,0,1,0,0
499193073,5.043457,3.3322265,1,0,1,0,1,0,0
499693216,5.043457,3.3322265,1,0,1,0,1,0,0
500193157,5.028955,3.3322265,1,0,1,0,1,0,0
500693074,5.067627,3.3322265,1,0,1,0,1,0,0
501193074,5.0660157,3.3338377,1,0,1,0,1,0,0
501693076,5.0063963,3.3338377,1,0,1,0,1,0,0
502193110,5.0595703,3.3338377,1,0,1,0,1,0,0
502693189,5.0660157,3.3290038,1,0,1,0,1,0,0
503193125,5.040234,3.3338377,1,0,1,0,1,0,0
503693074,5.043457,3.3322265,1,0,1,0,1,0,0
504193096,5.0370116,3.3338377,1,0,1,0,1,0,0
504693075,5.064404,3.3338377,1,0,1,0,1,0,0
505193095,5.0273438,3.3338377,1,0,1,0,1,0,0
505693076,5.0450683,3.3322265,1,0,1,0,1,0,0
506193074,5.054736,3.3322265,1,0,1,0,1,0,0
506693075,5.028955,3.3322265,1,0,1,0,1,0,0
507193105,5.0321774,3.3290038,1,0,1,0,1,0,0
507693075,5.040234,3.3354492,1,0,1,0,1,0,0
508193204,5.0450683,3.3322265,1,0,1,0,1,0,0
508693076,5.062793,3.3322265,1,0,1,0,1,0,0
509193137,5.0595703,3.3306153,1,0,1,0,1,0,0
509693076,5.0370116,3.3322265,1,0,1,0,1,0,0
510193077,5.0499024,3.3322265,1,0,1,0,1,0,0
510693076,5.043457,3.3322265,1,0,1,0,1,0,0
511193087,5.033789,3.3354492,1,0,1,0,1,0,0
511693206,5.0660157,3.3322265,1,0,1,0,1,0,0
512193123,5.0450683,3.3306153,1,0,1,0,1,0,0
512693075,5.043457,3.3338377,1,0,1,0,1,0,0
513193931,5.062793,3.3322265,1,0,1,0,1,0,0
513694305,5.062793,3.3354492,1,0,1,0,1,0,0
514194081,5.040234,3.3338377,1,0,1,0,1,0,0
514694364,5.054736,3.3322265,1,0,1,0,1,0,0
515193476,5.053125,3.3338377,1,0,1,0,1,0,0
515693869,5.0128417,3.3322265,1,0,1,0,1,0,0
516193240,5.0708494,3.3338377,1,0,1,0,1,0,0
516693928,5.043457,3.3338377,1,0,1,0,1,0,0
517193448,5.040234,3.3322265,1,0,1,0,1,0,0
517693082,5.0466795,3.3370605,1,0,1,0,1,0,0
518193187,5.033789,3.3322265,1,0,1,0,1,0,0
518693136,5.041846,3.3322265,1,0,1,0,1,0,0
519193076,5.0466795,3.3322265,1,0,1,0,1,0,0
519693111,5.040234,3.3354492,1,0,1,0,1,0,0
520193074,5.033789,3.3354492,1,0,1,0,1,0,0
520693186,5.0015626,3.3290038,1,0,1,0,1,0,0
521193075,5.043457,3.3322265,1,0,1,0,1,0,0
521693080,5.033789,3.3322265,1,0,1,0,1,0,0
522193107,5.041846,3.338672,1,0,1,0,1,0,0
522693170,5.064404,3.3338377,1,0,1,0,1,0,0
523193254,5.0208983,3.3306153,1,0,1,0,1,0,0
523693141,5.053125,3.3338377,1,0,1,0,1,0,0
524193077,5.0450683,3.3322265,1,0,1,0,1,0,0
524693075,5.0370116,3.3338377,1,0,1,0,1,0,0
525193077,5.0354004,3.3322265,1,0,1,0,1,0,0
525693074,5.0466795,3.3338377,1,0,1,0,1,0,0
526193072,5.0354004,3.3322265,1,0,1,0,1,0,0
526693172,5.017676,3.3338377,1,0,1,0,1,0,0
527193142,5.054736,3.3354492,1,0,1,0,1,0,0
527693176,5.0063963,3.3306153,1,0,1,0,1,0,0
528193113,5.040234,3.3338377,1,0,1,0,1,0,0
528693072,5.069238,3.3322265,1,0,1,0,1,0,0
529193081,5.0611815,3.3322265,1,0,1,0,1,0,0
529693193,5.038623,3.3338377,1,0,1,0,1,0,0
530193073,5.041846,3.3322265,1,0,1,0,1,0,0
530693073,5.0611815,3.3306153,1,0,1,0,1,0,0
531193072,5.0466795,3.3338377,1,0,1,0,1,0,0
531693093,5.0595703,3.3338377,1,0,1,0,1,0,0
532193078,5.053125,3.3306153,1,0,1,0,1,0,0
532694706,5.0515137,3.3322265,1,0,1,0,1,0,0
533193699,5.053125,3.3322265,1,0,1,0,1,0,0
533694284,5.054736,3.3338377,1,0,1,0,1,0,0
534193865,5.043457,3.3354492,1,0,1,0,1,0,0
534693635,5.0611815,3.3306153,1,0,1,0,1,0,0
535193336,5.053125,3.3322265,1,0,1,0,1,0,0
535693297,5.0708494,3.3322265,1,0,1,0,1,0,0
536193320,5.0015626,3.3290038,1,0,1,0,1,0,0
536693875,5.0595703,3.3322265,1,0,1,0,1,0,0
537193442,5.038623,3.3322265,1,0,1,0,1,0,0
537693175,5.053125,3.3322265,1,0,1,0,1,0,0
538193110,5.0466795,3.3322265,1,0,1,0,1,0,0
538693349,5.038623,3.3306153,1,0,1,0,1,0,0
539193116,5.0595703,3.3322265,1,0,1,0,1,0,0
539693080,5.0482907,3.3338377,1,0,1,0,1,0,0
540193083,5.028955,3.3322265,1,0,1,0,1,0,0
540693075,5.062793,3.3322265,1,0,1,0,1,0,0
541193191,5.0499024,3.3338377,1,0,1,0,1,0,0
541693085,5.0482907,3.3290038,1,0,1,0,1,0,0
542193244,5.053125,3.3338377,1,0,1,0,1,0,0
542693194,5.041846,3.3306153,1,0,1,0,1,0,0
543193145,5.040234,3.3338377,1,0,1,0,1,0,0
543693179,5.041846,3.3322265,1,0,1,0,1,0,0
544193075,5.0112305,3.3306153,1,0,1,0,1,0,0
544693157,5.0499024,3.3322265,1,0,1,0,1,0,0
545193071,5.0466795,3.3338377,1,0,1,0,1,0,0
545693074,5.0595703,3.3306153,1,0,1,0,1,0,0
546193108,5.0515137,3.3322265,1,0,1,0,1,0,0
546693074,5.053125,3.3322265,1,0,1,0,1,0,0
547193122,5.038623,3.3322265,1,0,1,0,1,0,0
547693076,5.0257325,3.3322265,1,0,1,0,1,0,0
548193077,5.0015626,3.3338377,1,0,1,0,1,0,0
548693074,5.054736,3.3354492,1,0,1,0,1,0,0
549193079,5.0482907,3.3322265,1,0,1,0,1,0,0
549693103,5.069238,3.3322265,1,0,1,0,1,0,0
550193107,5.0499024,3.3338377,1,0,1,0,1,0,0
550693075,5.038623,3.3322265,1,0,1,0,1,0,0
551193079,5.0708494,3.3338377,1,0,1,0,1,0,0
551694469,5.0611815,3.3338377,1,0,1,0,1,0,0
552193823,5.041846,3.3306153,1,0,1,0,1,0,0
552694469,5.0724607,3.3322265,1,0,1,0,1,0,0
553193682,5.0660157,3.3322265,1,0,1,0,1,0,0
553694439,5.040234,3.3322265,1,0,1,0,1,0,0
554193472,5.053125,3.3322265,1,0,1,0,1,0,0
554694133,4.975781,3.3306153,1,0,1,0,1,0,0
555193277,5.0321774,3.3354492,1,0,1,0,1,0,0
