timestamp,timestamp_sample,baro_device_id,baro_alt_meter,baro_temp_celcius,baro_pressure_pa,rho
343195636,343178005,3997730,65.66692,41.76,100538.75,1.1945666
343356402,343338783,3997730,65.60351,41.76,100539.49,1.1945754
343577544,343554818,3997730,65.45818,41.76,100541.24,1.1945963
343788503,343768374,3997730,65.51895,41.75,100540.5,1.1945875
343999512,343981723,3997730,65.73034,41.75,100537.99,1.1945577
344160124,344142481,3997730,65.49782,41.75,100540.75,1.1945904
344381114,344358468,3997730,65.75148,41.75,100537.74,1.1945547
344592137,344571942,3997730,65.688065,41.76,100538.49,1.1945636
344752858,344732590,3997730,65.709206,41.76,100538.24,1.1945606
344963782,344946166,3997730,65.64579,41.76,100539.0,1.1945696
345184726,345162108,3997730,65.793755,41.75,100537.24,1.1945487
345395758,345375623,3997730,65.62465,41.75,100539.24,1.1945726
345556437,345536309,3997730,65.56123,41.75,100540.0,1.1945815
345767524,345749886,3997730,66.126686,41.75,100533.25,1.1945013
345988630,345966006,3997730,65.98136,41.75,100535.0,1.1945221
346149436,346126806,3997730,65.793755,41.75,100537.24,1.1945487
346360373,346340126,3997730,65.45818,41.75,100541.25,1.1945964
346571366,346553644,3997730,65.582375,41.75,100539.75,1.1945785
346752454,346722031,3997730,65.661644,41.75,100538.8,1.1945672
346963382,346943203,3997730,65.56123,41.75,100540.0,1.1945815
347174349,347156681,3997730,65.93909,41.75,100535.5,1.1945281
347395365,347372668,3997730,65.56123,41.75,100540.0,1.1945815
347555988,347533371,3997730,65.73034,41.75,100537.99,1.1945577
347766937,347746813,3997730,65.60351,41.75,100539.5,1.1945755
347978014,347960334,3997730,65.76997,41.739998,100537.5,1.1945518
348199026,348176299,3997730,65.62465,41.739998,100539.24,1.1945726
348359612,348336957,3997730,65.60351,41.739998,100539.49,1.1945754
348570579,348550439,3997730,65.54009,41.739998,100540.25,1.1945845
348782181,348763987,3997730,65.688065,41.739998,100538.5,1.1945637
348962505,348932205,3997730,65.64579,41.739998,100538.99,1.1945696
349173526,349153304,3997730,65.66692,41.739998,100538.74,1.1945666
349384504,349366881,3997730,65.62465,41.739998,100539.24,1.1945726
349545358,349527697,3997730,65.896805,41.73,100536.0,1.194534
349766450,349743708,3997730,65.64579,41.73,100539.0,1.1945696
349977382,349957193,3997730,65.64579,41.739998,100538.99,1.1945696
350188324,350170673,3997730,65.85453,41.73,100536.5,1.1945399
350349164,350331518,3997730,66.08441,41.73,100533.75,1.1945072
350570143,350547493,3997730,65.76997,41.73,100537.5,1.1945518
350781213,350760915,3997730,65.812256,41.73,100537.0,1.1945459
350992048,350974419,3997730,65.812256,41.73,100537.0,1.1945459
351152915,351135281,3997730,65.793755,41.73,100537.24,1.1945487
351373983,351351323,3997730,65.96023,41.73,100535.24,1.194525
351584911,351564761,3997730,66.10555,41.719997,100533.5,1.1945043
351795876,351778104,3997730,66.14783,41.73,100533.0,1.1944983
351956510,351938843,3997730,65.87567,41.719997,100536.24,1.1945369
352177547,352154918,3997730,65.85453,41.719997,100536.5,1.1945399
352388576,352368413,3997730,66.08441,41.719997,100533.75,1.1945072
352549273,352529093,3997730,66.08441,41.719997,100533.75,1.1945072
352760261,352742649,3997730,65.896805,41.719997,100536.0,1.194534
352981433,352958712,3997730,65.87567,41.719997,100536.24,1.1945369
353192295,353172180,3997730,65.96023,41.71,100535.25,1.1945251
353353160,353332893,3997730,66.16897,41.719997,100532.74,1.1944953
353564081,353546386,3997730,65.917946,41.71,100535.74,1.194531
353784991,353762363,3997730,66.2958,41.71,100531.24,1.1944774
353995944,353975796,3997730,66.232376,41.71,100531.99,1.1944864
354156805,354136557,3997730,66.020996,41.71,100534.5,1.1945162
354367612,354349963,3997730,65.896805,41.71,100536.0,1.194534
354588636,354565935,3997730,65.87567,41.71,100536.25,1.1945369
354799617,354779459,3997730,66.08441,41.7,100533.75,1.1945072
354960224,354940069,3997730,65.62465,41.7,100539.24,1.1945726
355191346,355168640,3997730,65.93909,41.7,100535.5,1.1945281
355352221,355329496,3997730,65.73034,41.7,100537.99,1.1945577
355563308,355543175,3997730,65.83603,41.7,100536.74,1.1945428
355774324,355756710,3997730,65.812256,41.69,100537.0,1.1945459
355995389,355972610,3997730,65.85453,41.69,100536.5,1.1945399
356155973,356133349,3997730,65.66692,41.69,100538.74,1.1945666
356367033,356346921,3997730,65.76997,41.69,100537.5,1.1945518
356578026,356560415,3997730,65.47668,41.69,100541.0,1.1945934
356799141,356776459,3997730,65.582375,41.69,100539.75,1.1945785
356959694,356937068,3997730,65.54009,41.69,100540.25,1.1945845
357170798,357150543,3997730,65.54009,41.68,100540.25,1.1945845
357381849,357364186,3997730,65.45818,41.68,100541.25,1.1945964
357542762,357525087,3997730,65.64579,41.68,100539.0,1.1945696
357763792,357741056,3997730,65.60351,41.68,100539.5,1.1945755
357974707,357954541,3997730,65.33135,41.68,100542.75,1.1946142
358185658,358168041,3997730,65.66692,41.68,100538.74,1.1945666
358346425,358328815,3997730,65.246796,41.68,100543.74,1.194626
358567373,358544683,3997730,65.27058,41.67,100543.49,1.194623
358778188,358758072,3997730,65.49782,41.67,100540.75,1.1945904
358989165,358971560,3997730,65.39477,41.66,100541.99,1.1946052
359150006,359132332,3997730,65.49782,41.67,100540.75,1.1945904
359381006,359360772,3997730,65.246796,41.66,100543.74,1.194626
359591886,359574243,3997730,65.54009,41.66,100540.25,1.1945845
359752720,359735065,3997730,65.49782,41.66,100540.75,1.1945904
359973910,359951217,3997730,65.41591,41.66,100541.75,1.1946024
360184849,360164592,3997730,65.793755,41.66,100537.24,1.1945487
360395865,360378085,3997730,65.18603,41.649998,100544.49,1.1946349
360556472,360538816,3997730,65.43704,41.649998,100541.49,1.1945993
360777378,360754712,3997730,65.51895,41.649998,100540.5,1.1945875
360988405,360968181,3997730,65.51895,41.649998,100540.5,1.1945875
361149120,361128978,3997730,65.76997,41.64,100537.5,1.1945518
361360128,361342510,3997730,65.76997,41.64,100537.5,1.1945518
361581190,361558571,3997730,65.896805,41.64,100536.0,1.194534
361792179,361772063,3997730,65.66692,41.64,100538.74,1.1945666
361952922,361932770,3997730,65.709206,41.64,100538.24,1.1945606
362164086,362146362,3997730,65.73034,41.629997,100538.0,1.1945578
362385278,362362332,3997730,65.791115,41.629997,100537.25,1.1945488
362555785,362535658,3997730,65.73034,41.629997,100537.99,1.1945577
362766704,362748996,3997730,65.75148,41.629997,100537.74,1.1945547
362987552,362964927,3997730,65.66692,41.62,100538.74,1.1945666
363198607,363178457,3997730,66.14783,41.62,100532.99,1.1944983
363359539,363339265,3997730,65.98136,41.62,100535.0,1.1945221
363570427,363552619,3997730,66.10555,41.62,100533.5,1.1945043
363791246,363768607,3997730,65.917946,41.61,100535.74,1.194531
363952017,363929321,3997730,66.33807,41.61,100530.75,1.1944716
364162913,364142704,3997730,66.002495,41.61,100534.75,1.1945192
364373778,364356112,3997730,66.10555,41.61,100533.5,1.1945043
364554788,364524478,3997730,65.9153,41.61,100535.79,1.1945314
364765596,364745479,3997730,65.793755,41.61,100537.24,1.1945487
364976548,364958847,3997730,65.98136,41.6,100535.0,1.1945221
365197412,365174767,3997730,65.85453,41.6,100536.5,1.1945399
365358217,365335590,3997730,65.896805,41.59,100536.0,1.194534
365569148,365549025,3997730,65.73034,41.59,100537.99,1.1945577
365780198,365762582,3997730,65.93909,41.59,100535.5,1.1945281
365940841,365923201,3997730,65.87567,41.59,100536.24,1.1945369
366161773,366139141,3997730,65.74884,41.579998,100537.75,1.1945548
366372718,366352605,3997730,65.85453,41.579998,100536.5,1.1945399
366583778,366565994,3997730,65.33135,41.579998,100542.74,1.194614
366764651,366741877,3997730,65.791115,41.579998,100537.25,1.1945488
366975550,366955423,3997730,65.49782,41.579998,100540.75,1.1945904
367186484,367168878,3997730,65.41591,41.579998,100541.75,1.1946024
367347248,367329537,3997730,65.37363,41.57,100542.24,1.1946082
367568113,367545491,3997730,65.39477,41.57,100542.0,1.1946052
367779256,367759056,3997730,65.43704,41.559998,100541.49,1.1945993
367990347,367972743,3997730,65.20716,41.559998,100544.24,1.1946319
368151104,368133474,3997730,65.31021,41.559998,100542.99,1.194617
368371955,368349284,3997730,65.45818,41.559998,100541.24,1.1945963
368582870,368562748,3997730,65.37363,41.55,100542.24,1.1946082
368744173,368723482,3997730,65.2283,41.55,100543.99,1.194629
368974774,368952140,3997730,65.56123,41.55,100540.0,1.1945815
369185802,369165583,3997730,65.35249,41.55,100542.5,1.1946112
369396585,369378977,3997730,65.37363,41.55,100542.24,1.1946082
369557379,369539765,3997730,65.83339,41.54,100536.76,1.194543
369778421,369755723,3997730,65.33135,41.54,100542.75,1.1946142
369989448,369969249,3997730,65.49782,41.53,100540.75,1.1945904
370200383,370182755,3997730,65.64579,41.53,100539.0,1.1945696
370361172,370343566,3997730,65.28907,41.53,100543.25,1.1946201
370582261,370559574,3997730,65.60351,41.52,100539.49,1.1945754
370793746,370773162,3997730,65.33135,41.52,100542.74,1.194614
370964278,370946357,3997730,65.60351,41.52,100539.49,1.1945754
371184945,371162306,3997730,65.41591,41.52,100541.75,1.1946024
371395898,371375773,3997730,65.582375,41.51,100539.75,1.1945785
371556708,371536356,3997730,65.33135,41.51,100542.75,1.1946142
371767501,371749816,3997730,65.41591,41.51,100541.75,1.1946024
371988436,371965818,3997730,65.37363,41.5,100542.25,1.1946082
372199405,372179272,3997730,65.31021,41.5,100542.99,1.194617
372360198,372339947,3997730,65.54009,41.5,100540.25,1.1945845
372571072,372553392,3997730,65.246796,41.5,100543.74,1.194626
372792174,372769543,3997730,65.41591,41.489998,100541.75,1.1946024
372953328,372930408,3997730,65.20452,41.489998,100544.25,1.194632
373174179,373156559,3997730,65.51895,41.48,100540.5,1.1945875
373395223,373372472,3997730,65.33135,41.48,100542.74,1.194614
373555736,373533113,3997730,65.35249,41.48,100542.49,1.1946111
373766694,373746579,3997730,65.582375,41.469997,100539.75,1.1945785
373977882,373960149,3997730,65.37363,41.48,100542.25,1.1946082
374138503,374120847,3997730,65.20716,41.469997,100544.24,1.1946319
374359537,374336849,3997730,65.688065,41.469997,100538.5,1.1945637
374570617,374550444,3997730,65.582375,41.46,100539.74,1.1945784
374781601,374763992,3997730,65.582375,41.45,100539.75,1.1945785
374942429,374924703,3997730,65.479324,41.46,100540.99,1.1945933
375163517,375140754,3997730,65.60351,41.45,100539.49,1.1945754
375374431,375354303,3997730,65.47668,41.45,100541.0,1.1945934
375585398,375567775,3997730,65.31021,41.45,100542.99,1.194617
375746280,375728620,3997730,65.582375,41.44,100539.75,1.1945785
375967438,375944727,3997730,65.56123,41.44,100540.0,1.1945815
376178385,376158104,3997730,65.47668,41.44,100541.0,1.1945934
376389236,376371587,3997730,65.812256,41.43,100537.0,1.1945459
376550096,376532462,3997730,65.60351,41.43,100539.5,1.1945755
376771190,376748550,3997730,65.54009,41.43,100540.25,1.1945845
376982196,376962059,3997730,65.37363,41.42,100542.24,1.1946082
377153009,377128764,3997730,65.611435,41.42,100539.39,1.1945742
377373971,377351352,3997730,65.47668,41.41,100541.0,1.1945934
377585005,377564889,3997730,65.45818,41.41,100541.25,1.1945964
377796031,377778372,3997730,65.74884,41.41,100537.75,1.1945548
377956575,377938935,3997730,65.688065,41.399998,100538.5,1.1945637
378177513,378154890,3997730,65.60351,41.399998,100539.49,1.1945754
378388604,378368447,3997730,65.56123,41.399998,100540.0,1.1945815
378599586,378581919,3997730,65.64579,41.39,100538.99,1.1945696
378760232,378742584,3997730,65.64579,41.39,100539.0,1.1945696
378981280,378958615,3997730,65.56123,41.39,100540.0,1.1945815
379192493,379172133,3997730,65.75148,41.379997,100537.74,1.1945547
379363155,379345507,3997730,65.51895,41.379997,100540.5,1.1945875
379584149,379561428,3997730,65.73034,41.37,100538.0,1.1945578
379795041,379774870,3997730,65.83603,41.37,100536.74,1.1945428
379955791,379935675,3997730,65.39477,41.37,100542.0,1.1946052
380166880,380149244,3997730,65.87567,41.37,100536.24,1.1945369
380388017,380365381,3997730,65.62465,41.37,100539.24,1.1945726
380598868,380578652,3997730,65.41591,41.36,100541.74,1.1946023
380759593,380739475,3997730,65.582375,41.36,100539.75,1.1945785
380970707,380953012,3997730,65.76997,41.35,100537.5,1.1945518
381191971,381169112,3997730,65.33135,41.35,100542.74,1.194614
381352622,381329873,3997730,65.64579,41.35,100538.99,1.1945696
381563753,381543482,3997730,65.85453,41.35,100536.5,1.1945399
381774563,381756944,3997730,65.791115,41.34,100537.25,1.1945488
381995617,381972996,3997730,65.47668,41.329998,100541.0,1.1945934
382156452,382133761,3997730,65.76997,41.329998,100537.5,1.1945518
382367200,382347069,3997730,65.96023,41.329998,100535.25,1.1945251
382578209,382560563,3997730,65.917946,41.329998,100535.74,1.194531
382738964,382721321,3997730,66.020996,41.32,100534.5,1.1945162
382960006,382937352,3997730,66.126686,41.32,100533.25,1.1945013
383170988,383150688,3997730,66.232376,41.32,100531.99,1.1944864
383341748,383317446,3997730,66.14783,41.309998,100532.99,1.1944983
383562658,383540014,3997730,66.04478,41.309998,100534.25,1.1945132
383773788,383753547,3997730,66.19011,41.3,100532.5,1.1944925
383984770,383967097,3997730,65.73034,41.3,100538.0,1.1945578
384145581,384127830,3997730,65.87567,41.3,100536.24,1.1945369
384366491,384343823,3997730,66.08441,41.29,100533.75,1.1945072
384577460,384557345,3997730,66.020996,41.29,100534.5,1.1945162
384788363,384770705,3997730,66.14783,41.29,100533.0,1.1944983
384948971,384931351,3997730,66.10555,41.28,100533.5,1.1945043
385170037,385147363,3997730,65.98136,41.28,100535.0,1.1945221
385391397,385367000,3997730,65.8466,41.27,100536.6,1.1945411
385552021,385534392,3997730,65.917946,41.27,100535.76,1.1945311
385772994,385750256,3997730,65.93909,41.27,100535.5,1.1945281
385983898,385963770,3997730,65.47668,41.26,100541.0,1.1945934
386194866,386177188,3997730,65.64579,41.26,100539.0,1.1945696
386355612,386337943,3997730,65.66692,41.26,100538.74,1.1945666
386576742,386553903,3997730,65.688065,41.25,100538.49,1.1945636
386787657,386767474,3997730,65.39212,41.25,100542.01,1.1946054
386948503,386928298,3997730,65.582375,41.239998,100539.75,1.1945785
387159481,387141797,3997730,65.66692,41.239998,100538.74,1.1945666
387380901,387357900,3997730,65.50046,41.239998,100540.74,1.1945903
387591638,387571475,3997730,65.45818,41.239998,100541.24,1.1945963
387752315,387732200,3997730,65.56123,41.239998,100540.0,1.1945815
387963399,387945736,3997730,65.60351,41.23,100539.49,1.1945754
388184379,388161742,3997730,65.33135,41.219997,100542.75,1.1946142
388395427,388375199,3997730,65.27058,41.219997,100543.49,1.194623
388556133,388535991,3997730,65.39477,41.219997,100541.99,1.1946052
388767139,388749503,3997730,65.45818,41.219997,100541.25,1.1945964
388988198,388965573,3997730,64.9535,41.21,100547.25,1.1946677
389148973,389126295,3997730,65.038055,41.21,100546.25,1.1946558
389360054,389339809,3997730,65.45818,41.21,100541.25,1.1945964
389570914,389553197,3997730,65.49782,41.2,100540.75,1.1945904
389791901,389769241,3997730,65.56123,41.2,100540.0,1.1945815
389952697,389930035,3997730,65.582375,41.19,100539.75,1.1945785
390163747,390143612,3997730,65.37363,41.19,100542.24,1.1946082
390374891,390357075,3997730,65.74884,41.18,100537.76,1.1945549
390595567,390572947,3997730,65.93909,41.18,100535.5,1.1945281
390756394,390733772,3997730,65.96023,41.18,100535.24,1.194525
390967353,390947239,3997730,65.93909,41.17,100535.5,1.1945281
391178154,391160534,3997730,65.814896,41.17,100536.99,1.1945457
391399229,391376551,3997730,65.60351,41.17,100539.49,1.1945754
391560221,391537297,3997730,65.87567,41.17,100536.24,1.1945369
391771106,391750956,3997730,65.93909,41.16,100535.5,1.1945281
391982152,391964448,3997730,65.812256,41.16,100537.0,1.1945459
392142840,392125191,3997730,65.812256,41.149998,100537.0,1.1945459
392363898,392341270,3997730,65.64579,41.149998,100539.0,1.1945696
392574792,392554675,3997730,65.76997,41.14,100537.5,1.1945518
392785863,392768175,3997730,65.47668,41.14,100541.0,1.1945934
392946550,392928913,3997730,65.51895,41.14,100540.5,1.1945875
393167576,393144955,3997730,66.08441,41.129997,100533.75,1.1945072
393378690,393358463,3997730,65.73034,41.129997,100538.0,1.1945578
393589677,393572053,3997730,65.582375,41.12,100539.75,1.1945785
393750364,393732651,3997730,65.29172,41.12,100543.24,1.19462
393971391,393948665,3997730,65.62465,41.12,100539.24,1.1945726
394182293,394162168,3997730,65.37363,41.11,100542.25,1.1946082
394393337,394375702,3997730,65.73034,41.11,100538.0,1.1945578
394554190,394536449,3997730,65.51895,41.11,100540.5,1.1945875
394785257,394765019,3997730,65.54009,41.1,100540.25,1.1945845
394996186,394978549,3997730,65.917946,41.1,100535.76,1.1945311
395156999,395139384,3997730,65.73034,41.1,100538.0,1.1945578
395378052,395355428,3997730,65.87567,41.09,100536.25,1.1945369
395589200,395568811,3997730,65.688065,41.079998,100538.5,1.1945637
395800133,395782260,3997730,65.93909,41.079998,100535.5,1.1945281
395960586,395942979,3997730,65.51895,41.079998,100540.5,1.1945875
396181643,396158925,3997730,65.85453,41.07,100536.49,1.1945398
396392637,396372467,3997730,65.83603,41.07,100536.74,1.1945428
396553295,396533179,3997730,65.896805,41.07,100536.0,1.194534
396784525,396761796,3997730,65.49782,41.059998,100540.75,1.1945904
396995472,396975328,3997730,65.73034,41.059998,100538.0,1.1945578
397156315,397136111,3997730,66.002495,41.059998,100534.75,1.1945192
397367222,397349513,3997730,65.64579,41.05,100538.99,1.1945696
397588128,397565480,3997730,65.74884,41.05,100537.75,1.1945548
397748931,397726279,3997730,65.812256,41.04,100537.0,1.1945459
397959936,397939816,3997730,65.85453,41.04,100536.5,1.1945399
398170928,398153209,3997730,65.75148,41.04,100537.74,1.1945547
398391784,398369127,3997730,65.98136,41.03,100535.0,1.1945221
398552572,398529918,3997730,65.87567,41.03,100536.25,1.1945369
398763912,398743503,3997730,65.77261,41.03,100537.49,1.1945517
398974720,398957064,3997730,65.793755,41.02,100537.24,1.1945487
399195686,399172969,3997730,65.896805,41.02,100536.0,1.194534
399356441,399333709,3997730,65.896805,41.01,100536.0,1.194534
399567402,399547238,3997730,65.76997,41.01,100537.5,1.1945518
399778439,399760806,3997730,65.896805,41.0,100536.0,1.194534
399999498,399976871,3997730,65.793755,41.0,100537.24,1.1945487
400160161,400137542,3997730,65.896805,40.989998,100536.0,1.194534
400371253,400351106,3997730,66.020996,40.989998,100534.5,1.1945162
400582219,400564597,3997730,65.688065,40.989998,100538.49,1.1945636
400743029,400725344,3997730,65.793755,40.98,100537.24,1.1945487
400974235,400953931,3997730,66.16897,40.98,100532.75,1.1944953
401185085,401167420,3997730,66.04478,40.98,100534.25,1.1945132
401345841,401328171,3997730,66.002495,40.969997,100534.75,1.1945192
401566867,401544185,3997730,65.83603,40.969997,100536.74,1.1945428
401777833,401757596,3997730,66.14783,40.96,100533.0,1.1944983
401988688,401971044,3997730,65.98136,40.96,100535.0,1.1945221
402149441,402131821,3997730,65.98136,40.96,100535.0,1.1945221
402370422,402347800,3997730,65.75148,40.95,100537.74,1.1945547
402581461,402561225,3997730,65.98136,40.95,100535.0,1.1945221
402792617,402774764,3997730,66.002495,40.95,100534.75,1.1945192
402973450,402950787,3997730,66.126686,40.94,100533.25,1.1945013
403184505,403164311,3997730,65.93909,40.94,100535.5,1.1945281
403395556,403377880,3997730,66.06327,40.94,100534.0,1.1945102
403556241,403538521,3997730,66.04478,40.93,100534.25,1.1945132
403777067,403754369,3997730,65.77261,40.93,100537.49,1.1945517
403988019,403967833,3997730,65.896805,40.92,100536.0,1.194534
404199095,404181467,3997730,65.85453,40.92,100536.5,1.1945399
404359840,404342057,3997730,66.04478,40.92,100534.25,1.1945132
404580583,404557936,3997730,66.04478,40.92,100534.25,1.1945132
404791571,404771452,3997730,66.08441,40.91,100533.75,1.1945072
404952780,404932310,3997730,66.27466,40.91,100531.5,1.1944805
405183490,405160828,3997730,66.08705,40.899998,100533.74,1.1945071
405394602,405374346,3997730,66.10555,40.899998,100533.5,1.1945043
405555215,405535105,3997730,65.87567,40.899998,100536.24,1.1945369
405766165,405748546,3997730,66.04478,40.89,100534.25,1.1945132
405987331,405964667,3997730,66.002495,40.89,100534.74,1.194519
406198395,406178239,3997730,65.87567,40.89,100536.24,1.1945369
406358998,406338886,3997730,65.812256,40.879997,100537.0,1.1945459
406570066,406552384,3997730,65.74884,40.879997,100537.76,1.1945549
406791095,406768432,3997730,65.709206,40.87,100538.24,1.1945606
406951969,406929110,3997730,66.06327,40.87,100534.0,1.1945102
407162778,407142639,3997730,65.85453,40.87,100536.5,1.1945399
407373913,407356225,3997730,65.96023,40.86,100535.24,1.194525
407594901,407572243,3997730,65.76997,40.86,100537.5,1.1945518
407755701,407733063,3997730,65.93909,40.86,100535.5,1.1945281
407966723,407946551,3997730,65.54009,40.85,100540.25,1.1945845
408177716,408159985,3997730,65.896805,40.85,100536.01,1.1945341
408398735,408375992,3997730,65.814896,40.85,100536.99,1.1945457
408559466,408536838,3997730,65.64579,40.84,100538.99,1.1945696
408770579,408750418,3997730,65.96023,40.84,100535.25,1.1945251
408981562,408963956,3997730,66.002495,40.84,100534.75,1.1945192
409162360,409132154,3997730,65.98136,40.829998,100535.0,1.1945221
409373417,409353271,3997730,65.917946,40.829998,100535.76,1.1945311
409584375,409566766,3997730,66.020996,40.82,100534.5,1.1945162
409745269,409727642,3997730,65.917946,40.82,100535.74,1.194531
409966406,409943690,3997730,65.83603,40.82,100536.74,1.1945428
410177462,410157221,3997730,66.10555,40.809998,100533.5,1.1945043
410388339,410370636,3997730,65.83339,40.809998,100536.76,1.194543
410549202,410531419,3997730,65.96023,40.809998,100535.24,1.194525
410770205,410747577,3997730,65.73034,40.8,100537.99,1.1945577
410981618,410961096,3997730,65.85453,40.79,100536.5,1.1945399
411192298,411174612,3997730,66.002495,40.79,100534.74,1.194519
411353074,411335442,3997730,65.93909,40.79,100535.5,1.1945281
411574120,411551441,3997730,65.83339,40.79,100536.76,1.194543
411785184,411764997,3997730,66.08441,40.78,100533.75,1.1945072
411996167,411978493,3997730,65.896805,40.78,100536.0,1.194534
412156663,412139051,3997730,65.98136,40.78,100535.0,1.1945221
412377875,412355219,3997730,66.06327,40.77,100534.0,1.1945102
412588780,412568666,3997730,66.020996,40.77,100534.5,1.1945162
412749524,412729322,3997730,66.16897,40.76,100532.75,1.1944953
412960551,412942811,3997730,66.06327,40.76,100534.0,1.1945102
413181336,413158710,3997730,66.020996,40.75,100534.5,1.1945162
413392338,413372223,3997730,66.08441,40.75,100533.75,1.1945072
413553214,413533041,3997730,66.06327,40.75,100534.0,1.1945102
413764291,413746609,3997730,65.73034,40.75,100537.99,1.1945577
413985238,413962596,3997730,66.253525,40.739998,100531.75,1.1944835
414146285,414123422,3997730,65.896805,40.739998,100536.0,1.194534
414367070,414349463,3997730,66.27466,40.73,100531.5,1.1944805
414588157,414565455,3997730,66.2958,40.73,100531.25,1.1944776
414748735,414726073,3997730,66.14783,40.73,100533.0,1.1944983
414959720,414939575,3997730,66.253525,40.719997,100531.75,1.1944835
415170783,415153153,3997730,66.14783,40.719997,100532.99,1.1944983
415391920,415369245,3997730,66.08441,40.71,100533.75,1.1945072
415552742,415529921,3997730,66.002495,40.71,100534.75,1.1945192
415763808,415743526,3997730,66.19011,40.71,100532.49,1.1944923
415974646,415957040,3997730,65.87567,40.7,100536.24,1.1945369
416195754,416173121,3997730,66.21124,40.7,100532.25,1.1944895
416356586,416333940,3997730,66.14783,40.7,100532.99,1.1944983
416567501,416547330,3997730,66.002495,40.69,100534.75,1.1945192
416778256,416760647,3997730,65.87567,40.69,100536.25,1.1945369
416999374,416976657,3997730,66.002495,40.68,100534.75,1.1945192
417160182,417137405,3997730,66.002495,40.68,100534.74,1.194519
417371129,417350907,3997730,65.66692,40.68,100538.74,1.1945666
417582020,417564371,3997730,65.75148,40.68,100537.74,1.1945547
417742802,417725128,3997730,65.917946,40.67,100535.74,1.194531
417963908,417941274,3997730,65.896805,40.67,100536.0,1.194534
418175225,418154756,3997730,65.917946,40.67,100535.74,1.194531
418345762,418321487,3997730,65.64579,40.66,100539.0,1.1945696
418566745,418544041,3997730,65.582375,40.66,100539.75,1.1945785
418777670,418757549,3997730,65.54009,40.649998,100540.25,1.1945845
418988669,418971057,3997730,65.77261,40.649998,100537.49,1.1945517
419149558,419131875,3997730,66.002495,40.64,100534.74,1.194519
419370558,419347804,3997730,65.85453,40.64,100536.51,1.19454
419581522,419561343,3997730,65.75148,40.64,100537.74,1.1945547
419792512,419774886,3997730,65.812256,40.64,100537.0,1.1945459
