timestamp,timestamp_last_signal,rssi,rc_lost_frame_count,rc_total_frame_count,rc_ppm_frame_length,values[0],values[1],values[2],values[3],values[4],values[5],values[6],values[7],values[8],values[9],values[10],values[11],values[12],values[13],values[14],values[15],values[16],values[17],channel_count,rc_failsafe,rc_lost,input_source
639849390,639849390,39,0,0,20002,1555,1446,1364,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
640347242,640347242,39,0,0,20003,1526,1467,1429,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
640854873,640854873,39,0,0,20002,1538,1439,1428,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
641339193,641339193,39,0,0,20003,1536,1466,1490,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
641844596,641844596,39,0,0,20003,1570,1426,1522,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
642344468,642344468,39,0,0,20003,1523,1498,1539,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
642856337,642856337,39,0,0,20002,1527,1496,1542,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
643351266,643351266,39,0,0,20002,1544,1500,1561,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
643846149,643846149,39,0,0,20003,1525,1497,1558,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
644345917,644345917,39,0,0,20002,1515,1499,1653,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
644840949,644840949,39,0,0,20003,1516,1499,1588,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
645354798,645354798,39,0,0,20003,1500,1499,1587,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
645838366,645838366,39,0,0,20003,1500,1501,1587,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
646356300,646356300,39,0,0,20002,1500,1501,1570,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
646855595,646855595,39,0,0,20003,1501,1500,1570,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
647356060,647356060,39,0,0,20002,1500,1500,1570,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
647853703,647853703,39,0,0,20002,1500,1500,1570,1529,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
648357916,648357916,39,0,0,20003,1501,1500,1512,1476,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
648840084,648840084,39,0,0,20003,1500,1501,1465,1484,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
649343096,649343096,39,0,0,20003,1499,1499,1371,1494,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
649842716,649842716,39,0,0,20002,1406,1500,1375,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
650350002,650350002,39,0,0,20003,1475,1500,1374,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
650854875,650854875,39,0,0,20002,1523,1481,1374,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
651339695,651339695,39,0,0,20002,1508,1442,1374,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
651850217,651850217,39,0,0,20002,1500,1406,1374,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
652349827,652349827,39,0,0,20002,1500,1471,1375,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
652834397,652834397,39,0,0,20002,1499,1458,1429,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
653351964,653351964,39,0,0,20002,1499,1419,1428,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
653854216,653854216,39,0,0,20003,1499,1441,1428,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
654341918,654341918,39,0,0,20003,1499,1438,1428,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
654858988,654858988,39,0,0,20002,1499,1430,1449,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
655338898,655338898,39,0,0,20002,1499,1432,1478,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
655857131,655857131,39,0,0,20003,1500,1442,1479,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
656338757,656338757,39,0,0,20002,1501,1441,1498,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
656841341,656841341,39,0,0,20002,1500,1441,1504,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
657353463,657353463,39,0,0,20002,1501,1441,1577,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
657851259,657851259,39,0,0,20002,1500,1441,1577,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
658341034,658341034,39,0,0,20003,1500,1445,1599,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
658838251,658838251,39,0,0,20003,1500,1445,1598,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
659357647,659357647,39,0,0,20003,1500,1451,1598,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
659853269,659853269,39,0,0,20003,1501,1468,1598,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
660357903,660357903,39,0,0,20002,1529,1472,1597,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
660852923,660852923,39,0,0,20002,1541,1477,1597,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
661348309,661348309,39,0,0,20003,1550,1484,1541,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
661846089,661846089,39,0,0,20003,1565,1485,1599,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
662350239,662350239,39,0,0,20003,1581,1493,1547,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
662850096,662850096,39,0,0,20003,1581,1493,1547,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
663347868,663347868,39,0,0,20003,1578,1493,1548,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
663857295,663857295,39,0,0,20002,1575,1493,1577,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
664347145,664347145,39,0,0,20003,1561,1495,1582,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
664839879,664839879,39,0,0,20003,1561,1496,1580,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
665342084,665342084,39,0,0,20003,1569,1497,1580,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
665846857,665846857,39,0,0,20002,1568,1496,1579,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
666356937,666356937,39,0,0,20003,1544,1498,1542,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
666839412,666839412,39,0,0,20002,1545,1498,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
667341543,667341543,39,0,0,20002,1521,1499,1543,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
667846475,667846475,39,0,0,20002,1526,1499,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
668356950,668356950,39,0,0,20003,1520,1499,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
668851383,668851383,39,0,0,20003,1537,1499,1542,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
669351130,669351130,39,0,0,20003,1542,1498,1543,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
669856096,669856096,39,0,0,20002,1546,1496,1544,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
670356473,670356473,39,0,0,20003,1547,1484,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
670854648,670854648,39,0,0,20002,1547,1452,1544,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
671354962,671354962,39,0,0,20002,1514,1430,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
671854575,671854575,39,0,0,20002,1505,1468,1543,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
672356245,672356245,39,0,0,20003,1511,1456,1544,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
672850461,672850461,39,0,0,20003,1507,1437,1543,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
673345486,673345486,39,0,0,20002,1503,1440,1544,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
673845528,673845528,39,0,0,20003,1501,1436,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
674343603,674343603,39,0,0,20003,1504,1418,1543,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
674847786,674847786,39,0,0,20002,1503,1430,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
675342632,675342632,39,0,0,20002,1502,1402,1543,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
675842574,675842574,39,0,0,20002,1500,1368,1544,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
676354712,676354712,39,0,0,20002,1500,1429,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
676838036,676838036,39,0,0,20003,1497,1498,1543,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
677337924,677337924,39,0,0,20002,1458,1492,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
677849530,677849530,39,0,0,20002,1463,1497,1543,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
678358058,678358058,39,0,0,20003,1492,1500,1544,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
678859333,678859333,39,0,0,20002,1432,1550,1544,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
679339141,679339141,39,0,0,20002,1443,1601,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
679859075,679859075,39,0,0,20002,1386,1589,1543,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
680347270,680347270,39,0,0,20002,1425,1621,1543,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
680851747,680851747,39,0,0,20003,1500,1616,1544,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
681353799,681353799,39,0,0,20002,1501,1596,1544,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
681853660,681853660,39,0,0,20002,1500,1592,1616,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
682351218,682351218,39,0,0,20003,1501,1569,1612,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
682843451,682843451,39,0,0,20003,1500,1559,1612,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
683351084,683351084,39,0,0,20003,1509,1533,1585,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
683846568,683846568,39,0,0,20003,1543,1556,1586,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
684340914,684340914,39,0,0,20002,1592,1511,1585,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
684858132,684858132,39,0,0,20002,1604,1504,1585,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
685340674,685340674,39,0,0,20003,1551,1501,1586,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
685846534,685846534,39,0,0,20003,1582,1501,1585,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
686342766,686342766,39,0,0,20003,1596,1499,1521,1498,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
686857522,686857522,39,0,0,20002,1534,1497,1523,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
687342617,687342617,39,0,0,20003,1526,1497,1523,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
687842393,687842393,39,0,0,20003,1505,1498,1522,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
688349961,688349961,39,0,0,20002,1500,1449,1565,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
688842196,688842196,39,0,0,20002,1491,1399,1564,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
689357598,689357598,39,0,0,20002,1481,1497,1564,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
689856983,689856983,39,0,0,20002,1417,1408,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
690347066,690347066,39,0,0,20003,1487,1400,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
690846715,690846715,39,0,0,20003,1402,1486,1564,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
691356919,691356919,39,0,0,20002,1491,1495,1564,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
691854863,691854863,39,0,0,20003,1397,1402,1564,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
692355374,692355374,39,0,0,20002,1500,1483,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
692844516,692844516,39,0,0,20002,1498,1403,1564,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
693346161,693346161,39,0,0,20002,1498,1464,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
693856338,693856338,39,0,0,20003,1486,1442,1565,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
694350970,694350970,39,0,0,20003,1460,1433,1565,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
694840828,694840828,39,0,0,20002,1444,1459,1564,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
695340784,695340784,39,0,0,20002,1423,1461,1565,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
695855612,695855612,39,0,0,20003,1440,1469,1564,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
696350799,696350799,39,0,0,20003,1439,1469,1565,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
696848711,696848711,39,0,0,20002,1440,1471,1564,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
697343100,697343100,39,0,0,20003,1447,1473,1564,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
697850284,697850284,39,0,0,20003,1490,1492,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
698342870,698342870,39,0,0,20003,1500,1497,1564,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
698845143,698845143,39,0,0,20002,1500,1501,1564,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
699344958,699344958,39,0,0,20002,1501,1501,1564,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
699848056,699848056,39,0,0,20002,1521,1501,1565,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
700359727,700359727,39,0,0,20002,1543,1500,1565,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
700848022,700848022,39,0,0,20003,1564,1501,1591,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
701344410,701344410,39,0,0,20003,1542,1500,1590,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
701842083,701842083,39,0,0,20003,1569,1499,1590,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
702358258,702358258,39,0,0,20003,1564,1500,1590,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
702857204,702857204,39,0,0,20002,1564,1499,1591,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
703353072,703353072,39,0,0,20002,1568,1500,1550,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
703851568,703851568,39,0,0,20002,1561,1499,1547,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
704346972,704346972,39,0,0,20003,1560,1500,1547,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
704848627,704848627,39,0,0,20003,1545,1499,1548,1499,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
705348844,705348844,39,0,0,20002,1504,1499,1547,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
705841137,705841137,39,0,0,20003,1501,1500,1547,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
706341099,706341099,39,0,0,20003,1500,1499,1547,1514,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
706840938,706840938,39,0,0,20003,1498,1495,1504,1486,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
707358246,707358246,39,0,0,20002,1486,1447,1504,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
707850624,707850624,39,0,0,20002,1462,1400,1504,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
708352967,708352967,39,0,0,20003,1389,1457,1504,1498,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
708857715,708857715,39,0,0,20003,1457,1416,1504,1498,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
709357758,709357758,39,0,0,20003,1466,1408,1505,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
709844752,709844752,39,0,0,20003,1440,1438,1505,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
710357479,710357479,39,0,0,20003,1414,1449,1505,1499,2000,1000,1500,1501,0,0,0,0,0,0,0,0,0,0,8,0,0,2
710857399,710857399,39,0,0,20003,1406,1440,1504,1499,2000,1001,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
711357145,711357145,39,0,0,20002,1405,1443,1504,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
711849758,711849758,39,0,0,20003,1423,1453,1504,1500,2000,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
712346926,712346926,39,0,0,20003,1447,1475,1479,1499,2000,1000,1501,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
712841869,712841869,39,0,0,20003,1447,1476,1391,1498,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
713357099,713357099,39,0,0,20003,1440,1493,1413,1499,2001,1000,1500,1500,0,0,0,0,0,0,0,0,0,0,8,0,0,2
