timestamp,total_written_kb,write_rate_kb_s,dropouts,message_gaps,buffer_used_bytes,buffer_size_bytes,type,backend,num_messages
667410991,1481.3369,28.451897,0,14,736,65536,0,3,122
668412277,1508.6387,28.429535,0,14,686,65536,0,3,122
669413072,1536.0,28.409359,0,14,692,65536,0,3,122
670414773,1563.21,28.3867,0,14,832,65536,0,3,122
671414992,1590.5117,28.36724,0,14,782,65536,0,3,122
672416040,1617.8789,28.349197,0,14,782,65536,0,3,122
673416986,1644.9678,28.327032,0,14,950,65536,0,3,122
674418022,1672.2207,28.308352,0,14,1070,65536,0,3,122
675418997,1699.5879,28.292223,0,14,1070,65536,0,3,122
676420056,1726.8408,28.274717,0,14,1070,65536,0,3,122
677421215,1754.0938,28.257729,0,14,902,65536,0,3,122
678422212,1781.4609,28.243164,0,14,952,65536,0,3,122
679422991,1807.6035,28.210037,0,14,2089,65536,0,3,122
680424224,1835.8262,28.209696,0,14,1096,65536,0,3,122
681425134,1864.0039,28.208824,0,14,266,65536,0,3,122
682427332,1890.4463,28.181572,0,14,1146,65536,0,3,122
683430517,1914.8369,28.124567,0,14,4077,65536,0,3,122
684431561,1945.0664,28.154613,0,14,1069,65536,0,3,122
685432484,1972.3193,28.141375,0,14,1052,65536,0,3,122
686433585,1999.6211,28.129131,0,14,1002,65536,0,3,122
687434540,2026.9883,28.118187,0,14,1002,65536,0,3,122
688435522,2054.1924,28.105305,0,14,1102,65536,0,3,122
689436486,2081.4941,28.094091,0,14,1052,65536,0,3,122
690437487,2108.8613,28.084038,0,14,1052,65536,0,3,122
691438488,2136.1143,28.072746,0,14,1122,65536,0,3,122
692439491,2163.3672,28.061749,0,14,1172,65536,0,3,122
693440492,2190.7344,28.052492,0,14,1172,65536,0,3,122
694441484,2217.9873,28.042032,0,14,1172,65536,0,3,122
695442480,2245.2402,28.031832,0,14,1172,65536,0,3,122
696443600,2272.6074,28.023249,0,14,1222,65536,0,3,122
697444485,2299.8604,28.013561,0,14,1222,65536,0,3,122
698445486,2327.1133,28.004072,0,14,1222,65536,0,3,122
699446479,2354.4805,27.996168,0,14,1222,65536,0,3,122
700448325,2381.7334,27.986828,0,14,1272,65536,0,3,122
701448487,2408.9863,27.978252,0,14,1272,65536,0,3,122
702449488,2436.3535,27.970915,0,14,1272,65536,0,3,122
703450504,2463.6064,27.962444,0,14,1272,65536,0,3,122
704451755,2490.8389,27.953856,0,14,1343,65536,0,3,122
705452610,2518.2266,27.94731,0,14,1322,65536,0,3,122
706453512,2523.3604,27.69663,0,14,23972,65536,0,3,122
707454512,2528.4775,27.451187,0,14,46639,65536,0,3,122
708456007,2599.9844,27.923904,0,14,1490,65536,0,3,122
709456562,2628.0713,27.925474,0,14,636,65536,0,3,122
710457485,2654.4414,27.908848,0,14,1540,65536,0,3,122
711458522,2681.8574,27.903421,0,14,2125,65536,0,3,122
712459874,2709.0615,27.895832,0,14,2225,65536,0,3,122
713460626,2736.3145,27.889065,0,14,2174,65536,0,3,122
714461786,2763.7305,27.883966,0,14,2007,65536,0,3,122
715462528,2790.9834,27.877457,0,14,2007,65536,0,3,122
716463804,2816.0,27.84881,0,14,4464,65536,0,3,122
717464729,2845.6035,27.865742,0,14,2057,65536,0,3,122
718465626,2872.8564,27.859558,0,14,2057,65536,0,3,122
719466564,2900.1094,27.85348,0,14,2174,65536,0,3,122
720468901,2927.4766,27.848234,0,14,2107,65536,0,3,122
721472016,2954.7295,27.841808,0,14,2107,65536,0,3,122
722473023,2981.9824,27.83605,0,14,2274,65536,0,3,122
723474127,3008.0,27.818947,0,14,3539,65536,0,3,122
724474977,3036.6025,27.82591,0,14,2157,65536,0,3,122
725476057,3063.8555,27.820436,0,14,2274,65536,0,3,122
726476989,3091.2227,27.816124,0,14,2207,65536,0,3,122
727478068,3118.4756,27.810833,0,14,2277,65536,0,3,122
728478993,3145.7285,27.805676,0,14,2394,65536,0,3,122
729479991,3173.1445,27.802017,0,14,2227,65536,0,3,122
730481200,3200.0,27.793503,0,14,2684,65536,0,3,122
731481988,3227.6016,27.791662,0,14,2444,65536,0,3,122
732482987,3255.0176,27.78822,0,14,2277,65536,0,3,122
733483981,3282.2217,27.783041,0,14,2327,65536,0,3,122
734485384,3309.4746,27.778265,0,14,2494,65536,0,3,122
735485990,3336.8906,27.775108,0,14,2327,65536,0,3,122
736486990,3362.495,27.75696,0,14,4015,65536,0,3,122
737487981,3392.0,27.771046,0,14,1826,65536,0,3,122
738488989,3418.7422,27.762465,0,14,2399,65536,0,3,122
739490018,3445.995,27.758131,0,14,2399,65536,0,3,122
740490986,3472.96,27.751577,0,14,2811,65536,0,3,122
741491978,3500.3271,27.748312,0,14,2694,65536,0,3,122
742492983,3528.1055,27.748327,0,14,2206,65536,0,3,122
743493986,3554.833,27.740145,0,14,2861,65536,0,3,122
744495110,3584.0,27.750952,0,14,901,65536,0,3,122
745495978,3609.4531,27.73311,0,14,2744,65536,0,3,122
746497028,3636.6855,27.72907,0,14,2932,65536,0,3,122
747498028,3664.0732,27.726278,0,14,2864,65536,0,3,122
748498995,3691.3262,27.72252,0,14,2864,65536,0,3,122
749499992,3720.6748,27.734436,0,14,835,65536,0,3,122
750500991,3745.995,27.716372,0,14,2737,65536,0,3,122
751501984,3773.1992,27.712406,0,14,2619,65536,0,3,122
752503031,3800.4521,27.708843,0,14,2736,65536,0,3,122
753503978,3827.8682,27.706535,0,14,2569,65536,0,3,122
754505722,3855.0723,27.702576,0,14,2669,65536,0,3,122
755506057,3882.374,27.69965,0,14,2736,65536,0,3,122
756506991,3909.7412,27.697111,0,14,2597,65536,0,3,122
757507986,3936.9941,27.693794,0,14,2643,65536,0,3,122
758508990,3964.247,27.69052,0,14,2810,65536,0,3,122
759509990,3991.6143,27.688086,0,14,2693,65536,0,3,122
760511056,4018.8672,27.684885,0,14,2693,65536,0,3,122
761511983,4046.12,27.681753,0,14,2810,65536,0,3,122
762512983,4073.4873,27.679428,0,14,2743,65536,0,3,122
763514149,4100.74,27.676334,0,14,2743,65536,0,3,122
764514989,4127.993,27.673336,0,14,2906,65536,0,3,122
765515983,4155.3604,27.671116,0,14,2789,65536,0,3,122
766516996,4182.5967,27.668055,0,14,2856,65536,0,3,122
767518077,4209.8496,27.66513,0,14,3043,65536,0,3,122
768519082,4237.217,27.663002,0,14,2926,65536,0,3,122
769519987,4264.4697,27.660181,0,14,2926,65536,0,3,122
770521031,4292.035,27.659384,0,14,2773,65536,0,3,122
771522049,4319.1387,27.655645,0,14,2926,65536,0,3,122
772523012,4346.343,27.652603,0,14,2976,65536,0,3,122
773525300,4373.6445,27.649986,0,14,3043,65536,0,3,122
774528480,4401.0117,27.647655,0,14,2976,65536,0,3,122
775529486,4428.1006,27.643993,0,14,3194,65536,0,3,122
776530582,4455.3535,27.64138,0,14,3311,65536,0,3,122
777531484,4484.0293,27.647602,0,14,1854,65536,0,3,122
778532479,4509.9736,27.636997,0,14,3194,65536,0,3,122
779533485,4537.2266,27.63449,0,14,3361,65536,0,3,122
780534487,4564.5938,27.632704,0,14,3227,65536,0,3,122
781535552,4591.8467,27.630241,0,14,3227,65536,0,3,122
782536480,4619.0996,27.62783,0,14,3344,65536,0,3,122
783537948,4646.467,27.626038,0,14,3347,65536,0,3,122
784538496,4676.041,27.637465,0,14,970,65536,0,3,122
785539487,4700.952,27.621284,0,14,3485,65536,0,3,122
786540574,4728.34,27.619743,0,14,3347,65536,0,3,122
787541521,4755.593,27.617464,0,14,3229,65536,0,3,122
788542523,4782.8945,27.61548,0,14,3296,65536,0,3,122
789543514,4810.213,27.613617,0,14,3229,65536,0,3,122
790544515,4837.466,27.611403,0,14,3229,65536,0,3,122
791545840,4864.0,27.605078,0,14,4132,65536,0,3,122
792546494,4892.135,27.607965,0,14,3229,65536,0,3,122
793547487,4919.339,27.605545,0,14,3380,65536,0,3,122
794548484,4946.6406,27.603697,0,14,3447,65536,0,3,122
795549683,4974.008,27.602203,0,14,3380,65536,0,3,122
796550629,5001.212,27.599861,0,14,3430,65536,0,3,122
797551725,5028.5137,27.598059,0,14,3497,65536,0,3,122
798553649,5056.0,27.59716,0,14,3308,65536,0,3,122
799557058,5083.134,27.594131,0,14,3430,65536,0,3,122
800558576,5110.3867,27.592064,0,14,5273,65536,0,3,122
801559249,5137.754,27.590757,0,14,5156,65536,0,3,122
802560012,5165.007,27.588839,0,14,5273,65536,0,3,122
803561476,5192.26,27.586842,0,14,5273,65536,0,3,122
804561986,5219.503,27.58495,0,14,5333,65536,0,3,122
805563190,5248.0,27.589575,0,14,4176,65536,0,3,122
806564273,5274.0576,27.581404,0,14,5400,65536,0,3,122
807566107,5301.376,27.579771,0,14,5383,65536,0,3,122
808566183,5328.629,27.578068,0,14,5500,65536,0,3,122
809567187,5355.7666,27.57566,0,14,5618,65536,0,3,122
810568127,5384.0615,27.57921,0,14,4551,65536,0,3,122
811569966,5410.3867,27.572561,0,14,5668,65536,0,3,122
812570063,5440.0,27.582895,0,14,3251,65536,0,3,122
813571047,5465.007,27.569761,0,14,5551,65536,0,3,122
814572185,5492.26,27.568012,0,14,5668,65536,0,3,122
815573240,5524.826,27.59283,0,14,277,65536,0,3,122
816573988,5546.88,27.565205,0,14,5474,65536,0,3,122
817575015,5579.4463,27.589792,0,14,150,65536,0,3,122
818575982,5606.699,27.588005,0,14,150,65536,0,3,122
819577597,5632.0,27.576588,0,14,2199,65536,0,3,122
820578098,5661.3193,27.585014,0,14,270,65536,0,3,122
821579029,5677.292,27.528582,0,14,11821,65536,0,3,122
822580028,5715.661,27.58076,0,14,438,65536,0,3,122
823580995,5743.0283,27.579605,0,14,320,65536,0,3,122
824582029,5770.33,27.578142,0,14,270,65536,0,3,122
825583137,5797.534,27.576216,0,14,320,65536,0,3,122
826583979,5824.0,27.57085,0,14,1243,65536,0,3,122
827585557,5852.203,27.573626,0,14,320,65536,0,3,122
828585986,5879.407,27.571836,0,14,370,65536,0,3,122
829586989,5906.823,27.57098,0,14,320,65536,0,3,122
830587981,5934.076,27.569374,0,14,320,65536,0,3,122
831589633,5961.329,27.567701,0,14,370,65536,0,3,122
832589985,5988.6963,27.566732,0,14,370,65536,0,3,122
833591038,6016.0,27.565393,0,14,318,65536,0,3,122
834591980,6043.202,27.563618,0,14,370,65536,0,3,122
835592986,6070.5693,27.562601,0,14,420,65536,0,3,122
836594454,6097.8223,27.56102,0,14,420,65536,0,3,122
837594984,6125.075,27.559566,0,14,420,65536,0,3,122
838595976,6152.4424,27.558582,0,14,420,65536,0,3,122
839597045,6179.6953,27.557089,0,14,470,65536,0,3,122
840598031,6206.948,27.555618,0,14,540,65536,0,3,122
841599056,6234.3643,27.554876,0,14,490,65536,0,3,122
842599993,6261.5684,27.553217,0,14,540,65536,0,3,122
843600992,6288.8213,27.551783,0,14,590,65536,0,3,122
844602086,6316.2373,27.55106,0,14,540,65536,0,3,122
845603182,6340.415,27.536276,0,14,3689,65536,0,3,122
846604926,6370.6943,27.54793,0,14,640,65536,0,3,122
847605328,6398.1104,27.547316,0,14,590,65536,0,3,122
848605986,6425.385,27.546068,0,14,590,65536,0,3,122
849606979,6452.6514,27.544758,0,14,640,65536,0,3,122
850608192,6479.252,27.540602,0,14,686,65536,0,3,122
851609006,6505.6895,27.53584,0,14,686,65536,0,3,122
852610038,6532.127,27.531092,0,14,686,65536,0,3,122
853611153,6558.6787,27.52685,0,14,686,65536,0,3,122
854612030,6585.116,27.522198,0,14,736,65536,0,3,122
855613024,6611.7197,27.518261,0,14,736,65536,0,3,122
856613986,6638.2715,27.514145,0,14,736,65536,0,3,122
857614979,6664.709,27.509588,0,14,736,65536,0,3,122
858616377,6691.0225,27.50451,0,14,913,65536,0,3,122
859617018,6717.623,27.500738,0,14,863,65536,0,3,122
860617995,6744.2812,27.497194,0,14,856,65536,0,3,122
