timestamp,q[0],q[1],q[2],q[3],delta_q_reset[0],delta_q_reset[1],delta_q_reset[2],delta_q_reset[3],quat_reset_counter
618207698,-0.38372633,0.0017343066,-0.0037992953,0.9234374,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618257689,-0.38367283,0.00055928354,-0.0050811,0.92345494,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618307680,-0.3832428,0.0010766407,-0.003301637,0.9236412,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618357672,-0.38290265,3.959313e-05,-0.0017188217,0.9237872,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618407663,-0.3823132,-5.714039e-05,-0.0015374543,0.9240316,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618457654,-0.38191813,-0.0008355021,0.0012994654,0.9241949,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618507645,-0.38106123,-5.2346986e-05,0.002893481,0.92454535,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618557637,-0.3806182,0.00212623,0.0022045693,0.92472726,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618607628,-0.37991264,0.0036008821,-2.5561596e-06,0.92501545,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618657619,-0.37930393,0.0037273034,0.0006473957,0.9252645,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618707611,-0.37829643,0.0045414893,0.0010005957,0.92567295,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618757602,-0.37765798,0.005369106,-0.00026774852,0.9259296,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618807594,-0.37677404,0.0057330867,-0.0011393427,0.9262868,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618857585,-0.37640512,0.005229588,-0.0014324063,0.9264393,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618907576,-0.3751515,0.005956252,-0.0008564205,0.926944,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
618957567,-0.37449616,0.008189229,-0.0041434527,0.92718303,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619007559,-0.3736936,0.0076160724,-0.0027929086,0.92751676,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619057549,-0.37256104,0.006625146,-0.00036332343,0.927984,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619107541,-0.3718657,0.00614418,-0.0015786038,0.9282649,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619157532,-0.3716515,0.004875056,0.0029459943,0.9283549,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619207523,-0.37316364,0.0023032017,0.0008833802,0.92776227,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619257515,-0.37463886,0.005139022,-0.0110643655,0.92709064,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619307506,-0.375052,0.0071940655,-0.015479327,0.9268467,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619357497,-0.37362576,0.009253183,-0.0119018685,0.9274571,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619407489,-0.36726522,0.013502745,-0.005928304,0.92999935,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619457484,-0.35237256,0.029888568,-0.009116924,0.935338,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619507471,-0.32618108,0.05111902,-0.022425827,0.94365776,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619557462,-0.29428858,0.06508811,-0.024630116,0.95317954,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619607455,-0.2680257,0.061035484,0.0010444492,0.9614759,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619657445,-0.25652498,0.04004977,0.020659396,0.9654865,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619707491,-0.2535768,0.020249309,0.0342937,0.96649516,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619757447,-0.25423986,0.009350455,0.03623905,0.96641684,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619807427,-0.2572261,0.007215499,0.03405502,0.9657241,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619857411,-0.26200315,0.00950643,0.028634356,0.96459526,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619907403,-0.26870212,0.0057258056,0.016938444,0.96305746,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
619957392,-0.27627686,-0.003580494,0.0053176857,0.9610567,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620007384,-0.28448734,-0.019811431,-0.010850325,0.95841366,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620057375,-0.29298198,-0.030478312,-0.023279278,0.95534855,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620107366,-0.30133057,-0.03352803,-0.028280156,0.95251036,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620157357,-0.3100143,-0.026080126,-0.026913563,0.94999295,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620207349,-0.31857076,-0.019070327,-0.025331095,0.9473686,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620257341,-0.3269868,-0.023005627,-0.030505337,0.9442563,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620307331,-0.3343122,-0.034525067,-0.03201239,0.9412856,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620357323,-0.3408522,-0.043367606,-0.033753164,0.93850935,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620407314,-0.3476477,-0.038687162,-0.032323927,0.936269,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620457305,-0.35414174,-0.026044084,-0.026839245,0.93444365,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620507296,-0.36022356,-0.00845783,-0.020341957,0.93260586,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620557288,-0.36578965,0.0083244685,-0.010092657,0.9306056,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620607282,-0.3708637,0.023149103,0.0023280913,0.9283958,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620657270,-0.3755217,0.032043647,0.018424975,0.9260763,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620707262,-0.3797227,0.034041725,0.03916687,0.9236438,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620757253,-0.38308328,0.037483245,0.05744506,0.9211636,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620807244,-0.38574722,0.043814413,0.06835697,0.9190249,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620857236,-0.38813576,0.051323064,0.06783262,0.9176684,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620907239,-0.38968992,0.057248786,0.055423394,0.91749257,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
620957218,-0.39119187,0.05779452,0.039058182,0.9176618,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621007211,-0.39216417,0.054781187,0.023411963,0.9179641,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621057215,-0.39302045,0.050566882,0.004707885,0.9181262,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621107192,-0.3936428,0.04182678,-0.010447364,0.918252,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621157183,-0.39397094,0.033826523,-0.030685112,0.9179876,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621207181,-0.39391488,0.025404874,-0.05082753,0.9173888,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621257166,-0.39359644,0.017671375,-0.06450206,0.91684747,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621307157,-0.3938606,0.014231171,-0.06686452,0.9166245,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621357152,-0.3940375,0.0076147467,-0.055804003,0.91736716,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621407140,-0.39410436,-0.0011162643,-0.03791334,0.91828275,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621457134,-0.39444336,-0.010640482,-0.019575473,0.9186501,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621507175,-0.39450443,-0.020956466,-0.0074848672,0.91862464,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621557121,-0.3943788,-0.032612275,0.00631383,0.9183474,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621607105,-0.39387068,-0.045497127,0.022493685,0.91776353,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621657095,-0.39239132,-0.054797195,0.03936549,0.91732043,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621707087,-0.39105213,-0.05595236,0.05114932,0.91724116,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621757080,-0.38979864,-0.051288925,0.054636784,0.917846,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621807069,-0.3887975,-0.043433446,0.052710548,0.9187882,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621857061,-0.38835478,-0.029900862,0.043720406,0.9199865,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621907052,-0.38775083,-0.013762072,0.03684649,0.92092466,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
621957049,-0.38722518,0.0044729062,0.027151622,0.9215745,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622007035,-0.38654414,0.022237033,0.012022851,0.9219244,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622057026,-0.3862828,0.031877022,-0.0022616836,0.92182666,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622107016,-0.3860616,0.029970009,-0.0040935776,0.921977,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622157010,-0.38570952,0.023416987,0.0020274783,0.9223209,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622207000,-0.38569343,0.014772956,0.01886459,0.9223158,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622256991,-0.38543937,0.001951575,0.035490777,0.9220484,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622306983,-0.38522705,-0.011264691,0.047397215,0.921535,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622356974,-0.38464996,-0.028760804,0.05707344,0.92084736,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622406965,-0.3842885,-0.049235918,0.059552837,0.91997373,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622456959,-0.3838205,-0.07116649,0.054822706,0.9190275,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622506948,-0.38280192,-0.094855525,0.049161606,0.91763186,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622556939,-0.38098603,-0.11362562,0.04781656,0.9163255,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622606930,-0.37929067,-0.11973368,0.049159564,0.9161801,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622656922,-0.3786126,-0.11542209,0.04494247,0.9172297,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622706912,-0.37858534,-0.10382705,0.040852215,0.9188168,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622756904,-0.3781028,-0.089511074,0.039475705,0.92058015,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622806895,-0.37858945,-0.07042059,0.031099768,0.92235774,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622856886,-0.37968796,-0.048814442,0.02424948,0.92350763,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622906878,-0.38024643,-0.028576117,0.014818285,0.9243249,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
622956869,-0.3814688,-0.011607946,-0.0011927275,0.9243082,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623006860,-0.3813167,0.002305304,-0.013532958,0.92434263,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623056851,-0.38092116,0.014920771,-0.022534806,0.92421246,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623106843,-0.38005102,0.028701473,-0.033679225,0.9239065,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623156834,-0.37900093,0.04324843,-0.045195863,0.9232796,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623206826,-0.3779632,0.061160233,-0.05422878,0.92220527,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623256817,-0.37691575,0.07895967,-0.061735373,0.92080873,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623306854,-0.37609366,0.09533084,-0.067080736,0.91922027,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623356814,-0.37551865,0.10219145,-0.07021745,0.91848373,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623406786,-0.37506473,0.09921409,-0.071862094,0.91886824,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623456781,-0.37534216,0.088749446,-0.068356,0.920092,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623506773,-0.3756929,0.071897335,-0.06256508,0.92183036,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623556765,-0.3762477,0.055934224,-0.055945814,0.9231356,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623606755,-0.37700573,0.037964575,-0.047717925,0.9242015,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623656747,-0.37779173,0.019823726,-0.032557186,0.9251057,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623706743,-0.37833047,0.0038263097,-0.015352147,0.9255354,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623756729,-0.3790287,-0.011205028,-0.0031506917,0.9253118,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623806720,-0.37940702,-0.017118795,0.0013427751,0.9250705,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623856711,-0.37999365,-0.014692374,0.006025805,0.9248528,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623906703,-0.38093016,-0.0124769155,0.007387622,0.92449015,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
623956694,-0.38167584,-0.014771617,0.010071697,0.9241234,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624006685,-0.38201764,-0.018014988,0.012032855,0.92390114,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624056677,-0.38296723,-0.018975183,0.012989634,0.9234757,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624106668,-0.38361192,-0.02104607,0.013220459,0.92316,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624156659,-0.3839015,-0.020823887,0.011414616,0.9230687,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624206661,-0.38422373,-0.020196237,0.00999736,0.922965,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624256641,-0.38442343,-0.019692946,0.0068021384,0.92292184,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624306633,-0.38424256,-0.018394846,0.008212144,0.9230124,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624356638,-0.3841689,-0.01699082,0.007529514,0.92307585,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624406616,-0.38437456,-0.014700842,0.0055050235,0.92304385,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624456607,-0.38431224,-0.01503651,0.004283853,0.9230707,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624506607,-0.3844624,-0.012819882,0.0019970718,0.9230495,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624556591,-0.3842191,-0.010516484,0.003982918,0.92317355,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624606580,-0.38405445,-0.008635319,0.0026309076,0.92326635,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624656583,-0.38434005,-0.0062627634,0.0014354778,0.9231693,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624706563,-0.3842625,-0.006206216,0.0015821775,0.9232017,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624756554,-0.3848462,-0.006603265,0.00044289275,0.92295694,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624806546,-0.3855444,-0.0070508337,0.0018188001,0.92266065,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624856538,-0.38618404,-0.0051629674,-0.0016268046,0.92240584,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624906528,-0.3867527,-0.003976316,-0.0017061663,0.9221733,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
624956520,-0.3873391,-0.005189569,-0.0003186276,0.9219226,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625006545,-0.38764897,-0.0042438735,-0.0017694657,0.92179567,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625056507,-0.38788268,-0.003471249,-0.002256816,0.92169946,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625106516,-0.38727546,-0.0028465793,-0.000747595,0.92195934,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625156484,-0.3858563,-0.0028067771,-0.0008837768,0.9225543,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625206475,-0.38547105,-0.0028087522,-0.0023119156,0.9227128,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625256467,-0.38536403,-0.002649469,-0.004058796,0.92275196,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625306458,-0.38544115,-0.003165119,-0.003328726,0.9227211,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625356449,-0.3855259,-0.0038385065,-0.0033564847,0.9226829,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625406441,-0.3853435,-0.0044942484,-0.001467076,0.9227611,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625456433,-0.3849345,-0.007140519,-0.00043776483,0.9229162,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625506423,-0.38449568,-0.007368522,-0.002030947,0.9230951,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625556414,-0.3842396,-0.007157928,-0.0015131466,0.92320454,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625606407,-0.38406265,-0.007854156,-0.00091407105,0.92327327,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625656398,-0.38441834,-0.0073937867,-0.0030419566,0.92312443,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625706388,-0.3844891,-0.006669699,-0.0017047502,0.92310387,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625756379,-0.3847333,-0.0037421652,0.00086783286,0.9230198,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625806374,-0.38526922,0.006626817,0.0064044558,0.9227582,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625856362,-0.38559267,0.016712189,0.017334042,0.92235494,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
625906353,-0.38614318,0.025072094,0.024031615,0.9217849,0.9999999,2.2297244e-11,-8.2146434e-10,0.00047517612,3
