timestamp,load,ram_usage
721356259,0.4519248,0.5395368
721856105,0.4645552,0.5395368
722356081,0.45527077,0.5395368
722856093,0.46820676,0.5395368
723356078,0.44877654,0.5395368
723856079,0.4613291,0.5395368
724356102,0.45382512,0.5395368
724856080,0.45688504,0.5395368
725356103,0.44332272,0.5395368
725856084,0.4578303,0.5395368
726357655,0.4565305,0.5395368
726857274,0.44927263,0.5395368
727357286,0.45382458,0.5395368
727856766,0.45358825,0.5395368
728357339,0.44937032,0.5395368
728856769,0.457655,0.5395368
729356709,0.45319134,0.5395368
729856084,0.45336568,0.5395368
730356596,0.44991928,0.5395368
730856113,0.47027934,0.5395368
731356523,0.44820845,0.5395368
731856125,0.4722188,0.5395368
732356265,0.45623106,0.5395368
732856116,0.46372855,0.5395368
733356098,0.45414454,0.5395368
733856173,0.4519019,0.5395368
734356154,0.45042276,0.5395368
734856080,0.4587559,0.5395368
735356079,0.4584298,0.5395368
735856079,0.45263112,0.5395368
736356219,0.4478171,0.5395368
736856173,0.4614051,0.5395368
737356108,0.44881833,0.5395368
737856079,0.46003973,0.5395368
738356114,0.4495653,0.5395368
738856080,0.45874965,0.5395368
739356080,0.4587502,0.5395368
739856080,0.45521802,0.5395368
740356079,0.44982177,0.5395368
740856099,0.46188354,0.5395368
741356218,0.450284,0.5395368
741856225,0.45863008,0.5395368
742356119,0.45168287,0.5395368
742856081,0.45602357,0.5395368
743356080,0.4526878,0.5395368
743856079,0.45491308,0.5395368
744356123,0.44701993,0.5395368
744856080,0.47433013,0.5395368
745356080,0.448704,0.5395368
745856112,0.4497401,0.5395368
746358162,0.45317608,0.5395368
746856835,0.46344203,0.5395368
747357283,0.44539094,0.5395368
747856862,0.4590596,0.5395368
748357337,0.45490986,0.5395368
748856428,0.45977372,0.5395368
749356233,0.45056158,0.5395368
749856163,0.46712124,0.5395368
750356220,0.45406127,0.5395368
750856109,0.4658767,0.5395368
751356334,0.45633757,0.5395368
751856196,0.45448762,0.5395368
752356260,0.45956808,0.5395368
752856079,0.46346486,0.5395368
753356137,0.45103306,0.5395368
753856079,0.4528219,0.5395368
754356079,0.4549371,0.5395368
754856079,0.4546069,0.5395368
755356192,0.45978612,0.5395368
755856154,0.47441483,0.5395368
756356252,0.44672745,0.5395368
756856080,0.45935202,0.5395368
757356079,0.4565069,0.5395368
757856079,0.45841092,0.5395368
758356079,0.459476,0.5395368
758856111,0.4616471,0.5395368
759356108,0.44973993,0.5395368
759856079,0.45179313,0.5395368
760356078,0.457672,0.5395368
760856109,0.4583714,0.5395368
761356203,0.44710708,0.5395368
761856109,0.47015333,0.5395368
762356079,0.45379943,0.5395368
762856114,0.46051562,0.5395368
763356079,0.44479823,0.5395368
763856104,0.45986593,0.5395368
764356079,0.44875354,0.5395368
764856079,0.457206,0.5395368
765356078,0.453214,0.5395368
765856081,0.45624602,0.5395368
766357793,0.45509267,0.5395368
766856792,0.46220654,0.5395368
767357612,0.4567945,0.5395368
767856751,0.46333677,0.5395368
768357181,0.45283014,0.5395368
768856208,0.45418,0.5395368
769356934,0.44829285,0.5395368
769856140,0.45760685,0.5395368
770356114,0.44511116,0.5395368
770856329,0.46436048,0.5395368
771356218,0.4438346,0.5395368
771856081,0.46709383,0.5395368
772356431,0.4485953,0.5395368
772856079,0.45975566,0.5395368
773356153,0.44816345,0.5395368
773856079,0.44489497,0.5395368
774356079,0.451694,0.5395368
774856081,0.45167822,0.5395368
775356079,0.4505269,0.5395368
775856229,0.45370132,0.5395368
776356081,0.46897537,0.5395368
776856082,0.4516942,0.5395368
777356080,0.45382583,0.5395368
777856081,0.450314,0.5395368
778356206,0.4497739,0.5395368
778856093,0.45220774,0.5395368
779356080,0.4572419,0.5395368
779856099,0.46204644,0.5395368
780356274,0.46030152,0.5395368
780856150,0.47178692,0.5395368
781356081,0.45479584,0.5395368
781856086,0.46540612,0.5395368
782356081,0.45969892,0.5395368
782856096,0.45551634,0.5395368
783356119,0.46070844,0.5395368
783856104,0.4553231,0.5395368
784356110,0.44510245,0.5395368
784856080,0.45505106,0.5395368
785358153,0.4499266,0.5395368
785856917,0.45521235,0.5395368
786357223,0.45846236,0.5395368
786856534,0.45341343,0.5395368
787357181,0.4564454,0.5395368
787856274,0.46911794,0.5395368
788357162,0.4541275,0.5395368
788856084,0.46601766,0.5395368
789356103,0.44887137,0.5395368
789856203,0.459697,0.5395368
790356333,0.4500299,0.5395368
790856249,0.46793473,0.5395368
791356082,0.45015413,0.5395368
791856083,0.46668,0.5395368
792356083,0.45135403,0.5395368
792856116,0.4661103,0.5395368
793356079,0.45846903,0.5395368
793856101,0.4523301,0.5395368
794356229,0.45534515,0.5395368
794856081,0.46404308,0.5395368
795356117,0.45187926,0.5395368
795856115,0.46189892,0.5395368
796356081,0.4635505,0.5395368
796856082,0.44765598,0.5395368
797356136,0.44969177,0.5395368
797856081,0.4612,0.5395368
798356145,0.45052415,0.5395368
798856215,0.45758384,0.5395368
799356259,0.45544952,0.5395368
799856079,0.4606743,0.5395368
800356080,0.45747507,0.5395368
800856079,0.4562449,0.5395368
801356081,0.4623291,0.5395368
801856143,0.46612787,0.5395368
802356080,0.45116597,0.5395368
802856114,0.46286798,0.5395368
803356081,0.44887912,0.5395368
803856812,0.45902765,0.5395368
804356687,0.45402277,0.5395368
804857181,0.4693573,0.5395368
805357417,0.44651788,0.5395368
805856544,0.4634686,0.5395368
806356807,0.45680577,0.5395368
806856183,0.45407623,0.5395368
807356547,0.45203382,0.5395368
807856081,0.45760632,0.5395368
808356441,0.4568727,0.5395368
808856080,0.4538331,0.5395368
809356249,0.44867033,0.5395368
809856086,0.46353114,0.5395368
810356104,0.46058035,0.5395368
810856078,0.4561599,0.5395368
811356078,0.44287997,0.5395368
811856143,0.45752454,0.5395368
812356084,0.45433033,0.5395368
812856161,0.46112114,0.5395368
813356080,0.4574914,0.5395368
813856169,0.469778,0.5395368
814356079,0.4488923,0.5395368
814856138,0.46046603,0.5395368
815356111,0.45074403,0.5395368
815856098,0.46725214,0.5395368
816356111,0.444602,0.5395368
816856080,0.47082305,0.5395368
817356142,0.4511357,0.5395368
817856081,0.4578731,0.5395368
818356079,0.45399803,0.5395368
818856084,0.46632332,0.5395368
819356115,0.44679135,0.5395368
819856078,0.464036,0.5395368
820356082,0.44651622,0.5395368
820856114,0.46275783,0.5395368
821356079,0.44440597,0.5395368
821856887,0.74457026,0.5395368
822357580,0.6089349,0.5395368
822856853,0.46605694,0.5395368
823357358,0.45355552,0.5395368
823856443,0.46767306,0.5395368
824356814,0.46060097,0.5395368
824856148,0.45313174,0.5395368
825356706,0.45361775,0.5395368
825856404,0.46651167,0.5395368
826356155,0.44346797,0.5395368
826856082,0.46099532,0.5395368
827356137,0.4621033,0.5395368
827856224,0.46655065,0.5395368
828356081,0.45391035,0.5395368
828856080,0.45389688,0.5395368
829356080,0.46070218,0.5395368
829856091,0.4594137,0.5395368
830356253,0.45375216,0.5395368
830856093,0.458481,0.5395368
831356082,0.4542991,0.5395368
831856082,0.45866185,0.5395368
832356100,0.44714612,0.5395368
832856113,0.458663,0.5395368
833356078,0.45239675,0.5395368
833856078,0.448134,0.5395368
834356079,0.451356,0.5395368
834856233,0.46335113,0.5395368
835356081,0.45201653,0.5395368
835856080,0.45831293,0.5395368
836356203,0.46289706,0.5395368
836856080,0.4594761,0.5395368
837356079,0.45462602,0.5395368
837856105,0.4659378,0.5395368
838356080,0.4618522,0.5395368
838856083,0.4514318,0.5395368
839357540,0.44705772,0.5395368
839856845,0.44824904,0.5395368
840357782,0.4541787,0.5395368
840856720,0.454239,0.5395368
841356457,0.44914228,0.5395368
841856148,0.46001917,0.5395368
842356825,0.4562587,0.5395368
842856414,0.46059257,0.5395368
843356776,0.4544654,0.5395368
843856145,0.4478129,0.5395368
844356080,0.45621568,0.5395368
844856111,0.46695387,0.5395368
845356115,0.45148218,0.5395368
845856081,0.45713234,0.5395368
846356150,0.4550432,0.5395368
846856200,0.46511328,0.5395368
847356079,0.4463998,0.5395368
847856268,0.45454526,0.5395368
848356112,0.45344728,0.5395368
848856100,0.46195096,0.5395368
849356095,0.45944983,0.5395368
849856079,0.45255756,0.5395368
850356079,0.44623291,0.5395368
850856135,0.454256,0.5395368
851356079,0.44483203,0.5395368
851856081,0.45650798,0.5395368
852356387,0.4485408,0.5395368
852856080,0.46369964,0.5395368
853356092,0.44109452,0.5395368
853856096,0.4677652,0.5395368
854356081,0.442061,0.5395368
854856104,0.46308178,0.5395368
855356080,0.45533186,0.5395368
855856104,0.45586628,0.5395368
856357726,0.4545138,0.5395368
856856765,0.46170288,0.5395368
857357465,0.4545331,0.5395368
857857225,0.45607,0.5395368
858356588,0.45620263,0.5395368
858856327,0.45533556,0.5395368
859356138,0.45093828,0.5395368
859856080,0.4598595,0.5395368
860356339,0.45416367,0.5395368
860856284,0.49935406,0.5395368
861356159,0.45352113,0.5395368
