timestamp,nav_state_timestamp,onboard_control_sensors_present,onboard_control_sensors_enabled,onboard_control_sensors_health,nav_state,arming_state,hil_state,failsafe,system_type,system_id,component_id,vehicle_type,is_vtol,is_vtol_tailsitter,vtol_fw_permanent_stab,in_transition_mode,in_transition_to_fw,rc_signal_lost,rc_input_mode,data_link_lost,data_link_lost_counter,high_latency_data_link_lost,engine_failure,mission_failure,failure_detector_status,latest_arming_reason,latest_disarming_reason
628733143,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
629233151,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
629744231,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
630255166,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
630761168,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
631267193,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
631773143,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
632280080,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
632787110,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
633293088,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
633799201,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
634308120,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
634817165,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
635325793,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
635832075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
636341356,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
636848119,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
637354218,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
637861154,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
638368312,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
638875143,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
639385598,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
639885670,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
640396170,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
640896238,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
641405301,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
641912160,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
642421204,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
642930079,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
643439078,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
643945191,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
644452315,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
644958078,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
645467077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
645967116,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
646467238,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
646975074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
647482077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
647989076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
648496115,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
649002073,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
649508073,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
650014174,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
650520088,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
651029135,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
651539075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
652039084,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
652546075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
653053079,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
653560076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
654067401,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
654573076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
655079171,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
655586074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
656095155,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
656607171,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
657118129,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
657627266,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
658136599,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
658643173,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
659149164,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
659655159,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
660162100,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
660668074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
661174255,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
661684395,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
662192075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
662702075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
663210213,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
663719075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
664226098,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
664732247,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
665239156,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
665748217,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
666258075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
666769612,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
667280076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
667788076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
668295281,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
668801174,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
669309111,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
669815141,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
670322206,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
670828145,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
671335118,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
671844502,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
672354954,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
672865154,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
673374316,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
673881077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
674387075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
674895187,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
675401279,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
675907079,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
676414176,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
676914320,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
677423344,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
677931074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
678438091,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
678945246,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
679451080,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
679957852,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
680463077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
680969077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
681469146,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
681979133,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
682488074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
682994176,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
683501266,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
684009153,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
684516506,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
685023076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
685529261,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
686037074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
686546180,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
687057120,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
687565956,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
688073155,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
688580074,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
689086078,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
689593209,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
690101076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
690601135,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
691112080,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
691623075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
692133075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
692643106,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
693153238,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
693661205,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
694167396,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
694674177,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
695182136,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
695691236,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
696202120,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
696712075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
697219213,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
697726075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
698233075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
698739099,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
699246134,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
699753204,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
700263109,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
700773381,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
701283256,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
701792154,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
702299264,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
702805112,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
703314323,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
703821157,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
704327248,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
704835240,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
705345075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
705852166,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
706359310,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
706867078,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
707374400,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
707880175,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
708386890,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
708894408,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
709406032,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
709916352,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
710423080,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
710931075,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
711438112,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
711944210,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
712452136,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
712963136,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
713473179,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
713985339,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
714492076,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
714999660,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
715506186,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
716013151,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
716519218,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
717025078,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
717533541,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
718044384,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
718555077,619098494,305070127,304152591,305070127,2,2,0,0,2,1,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0
