timestamp,time_utc_usec,lat,lon,alt,alt_ellipsoid,s_variance_m_s,c_variance_rad,eph,epv,hdop,vdop,noise_per_ms,jamming_indicator,vel_m_s,vel_n_m_s,vel_e_m_s,vel_d_m_s,cog_rad,timestamp_time_relative,heading,heading_offset,fix_type,vel_ned_valid,satellites_used
658292095,2008095847600189,362048170,1382529218,40158,77254,0.66300005,0.70784116,1.868,2.9910002,0.77,1.35,102,30,0.54700005,0.025,0.54700005,0.20700002,6.1633263,0,nan,0.0,3,1,12
659285072,2008095848600188,362048175,1382529186,40130,77227,0.67700005,0.70785505,2.013,3.091,0.77,1.35,102,58,0.358,0.046000004,-0.35500002,0.055000003,6.1633263,0,nan,0.0,3,1,12
660288044,2008095849600188,362048193,1382529187,40111,77207,0.77900004,0.70787007,2.117,3.2370002,0.77,1.35,102,67,0.07,-0.07,-0.009000001,-0.004,6.1633263,0,nan,0.0,3,1,12
661288046,2008095850600188,362048196,1382529170,39976,77073,0.526,0.70788217,2.1880002,3.381,0.77,1.35,102,34,0.043,0.037,0.022000002,0.006,6.1633263,0,nan,0.0,3,1,12
662288045,2008095851600187,362048198,1382529166,39823,76920,0.272,0.7078924,2.217,3.436,0.77,1.35,102,32,0.064,0.022000002,-0.060000002,-0.009000001,6.1633263,0,nan,0.0,3,1,12
663288115,2008095852600187,362048205,1382529159,39703,76799,0.61800003,0.707904,2.2510002,3.4830003,0.77,1.35,101,45,0.096,0.096,0.003,-0.023000002,6.1633263,0,nan,0.0,3,1,12
664295520,2008095853600187,362048214,1382529155,39505,76602,0.26000002,0.70790976,2.1990001,3.3760002,0.77,1.35,101,20,0.011000001,0.002,-0.011000001,-0.016,6.1633263,0,nan,0.0,3,1,12
665292051,2008095854600186,362048210,1382529151,39426,76522,0.32900003,0.7079154,2.1520002,3.3190002,0.77,1.35,101,36,0.030000001,-0.027,0.013,-0.085,6.1633263,0,nan,0.0,3,1,12
666291049,2008095855600186,362048215,1382529153,39338,76434,0.34100002,0.7079219,2.1260002,3.2910001,0.77,1.35,101,25,0.017,-0.007,0.015000001,-0.071,6.1633263,0,nan,0.0,3,1,12
667294862,2008095856600185,362048210,1382529156,39320,76416,0.29500002,0.70792735,2.085,3.2430003,0.77,1.35,101,28,0.031000001,0.018000001,-0.026,0.030000001,6.1633263,0,nan,0.0,3,1,12
668296098,2008095857600185,362048208,1382529164,39365,76461,0.27600002,0.70793253,2.0140002,3.1560001,0.77,1.35,101,26,0.022000002,-0.022000002,-0.001,-0.017,6.1633263,0,nan,0.0,3,1,12
669291160,2008095858600185,362048204,1382529174,39467,76564,0.34500003,0.70793796,1.973,3.1090002,0.77,1.35,101,23,0.085,-0.067,0.053000003,0.024,6.1633263,0,nan,0.0,3,1,12
670291141,2008095859600184,362048204,1382529182,39762,76858,0.38300002,0.7079453,1.9640001,3.1020002,0.77,1.35,101,19,0.036000002,-0.036000002,-0.004,-0.036000002,6.1633263,0,nan,0.0,3,1,12
671290053,2008095860600184,362048201,1382529186,39875,76971,0.39200002,0.70795196,1.9540001,3.1000001,0.77,1.3399999,101,24,0.071,-0.071,0.001,-0.054,6.1633263,0,nan,0.0,3,1,12
672289058,2008095861600184,362048205,1382529190,39907,77003,0.32000002,0.7079591,1.9430001,3.0970001,0.77,1.3399999,101,37,0.020000001,0.020000001,0.003,-0.022000002,6.1633263,0,nan,0.0,3,1,12
673292046,2008095862600183,362048227,1382529203,39878,76974,1.133,0.70797116,2.045,3.1330001,0.77,1.3399999,101,32,0.679,0.61700004,0.284,-0.023000002,6.1633263,0,nan,0.0,3,1,12
674292096,2008095863600183,362048234,1382529209,39805,76901,0.90900004,0.70799035,2.269,3.2810001,0.77,1.3399999,101,47,0.268,0.23500001,0.128,0.020000001,6.1633263,0,nan,0.0,3,1,12
675293046,2008095864600182,362048256,1382529206,39786,76882,0.64900005,0.7080068,2.39,3.463,0.77,1.3399999,100,12,0.029000001,0.020000001,0.021000002,-0.031000001,6.1633263,0,nan,0.0,3,1,12
676293070,2008095865600182,362048256,1382529211,39833,76929,0.294,0.7080144,2.3400002,3.325,0.77,1.3399999,100,26,0.028,-0.006,-0.027,0.028,6.1633263,0,nan,0.0,3,1,12
677306042,2008095866600182,362048253,1382529213,39873,76969,0.312,0.7080205,2.2710001,3.2570002,0.77,1.3399999,100,18,0.033,0.018000001,0.027,-0.105000004,6.1633263,0,nan,0.0,3,1,12
678297533,2008095867600181,362048245,1382529214,39771,76867,0.25,0.70802575,2.1920002,3.1990001,0.77,1.3399999,100,17,0.023000002,-0.007,-0.021000002,0.015000001,6.1633263,0,nan,0.0,3,1,12
679297529,2008095868600181,362048244,1382529207,39830,76926,0.324,0.70803183,2.1430001,3.153,0.77,1.3399999,100,20,0.064,-0.040000003,0.05,-0.12100001,6.1633263,0,nan,0.0,3,1,12
680299045,2008095869600180,362048249,1382529219,39795,76891,0.65300006,0.708041,2.167,3.1690001,0.77,1.3399999,100,13,0.35000002,0.116000004,0.33100003,0.015000001,6.1633263,0,nan,0.0,3,1,12
681291535,2008095870600180,362048311,1382529231,39610,76707,0.97900003,0.44956905,2.3160002,3.2700002,0.77,1.3399999,100,23,0.72800004,0.666,0.293,0.021000002,0.18628335,0,nan,0.0,3,1,12
682293052,2008095871600180,362048328,1382529231,39493,76590,0.57000005,0.44958892,2.3690002,3.3720002,0.77,1.3399999,100,16,0.32900003,0.083000004,-0.319,0.165,0.18628335,0,nan,0.0,3,1,12
683292083,2008095872600179,362048320,1382529177,39757,76853,0.76600003,0.4496139,2.493,3.532,0.77,1.3399999,100,21,0.22800002,-0.22600001,-0.031000001,-0.033,0.18628335,0,nan,0.0,3,1,12
684291050,2008095873600179,362048311,1382529184,39876,76972,0.24800001,0.44962662,2.4310002,3.4140003,0.77,1.3399999,100,24,0.085,-0.053000003,0.066,0.013,0.18628335,0,nan,0.0,3,1,12
685287046,2008095874600179,362048303,1382529188,39759,76855,0.33100003,0.44963694,2.384,3.3680003,0.77,1.3399999,100,22,0.067,-0.008,0.066,-0.094000004,0.18628335,0,nan,0.0,3,1,12
686286149,2008095875600178,362048276,1382529213,39948,77044,0.808,0.44965944,2.4650002,3.4390001,0.94,1.68,100,37,0.261,-0.21700001,0.14400001,-0.115,0.18628335,0,nan,0.0,3,1,11
687286395,2008095876600178,362048265,1382529247,40449,77545,0.79700005,0.44968495,2.6620002,3.5970001,0.94,1.68,100,27,0.51600003,0.24800001,0.45200002,-0.35500002,0.18628335,0,nan,0.0,3,1,11
688292066,2008095877600177,362048264,1382529259,40579,77675,0.80100006,0.4497078,2.8270001,3.818,0.77,1.3399999,100,41,0.41200003,-0.14400001,0.386,-0.21900001,0.18628335,0,nan,0.0,3,1,12
689292105,2008095878600177,362048279,1382529250,40473,77570,0.59800005,0.44972995,2.881,3.9750001,0.77,1.3399999,100,22,0.044000003,0.014,-0.042000003,-0.043,0.18628335,0,nan,0.0,3,1,12
690291076,2008095879600177,362048292,1382529236,40144,77240,0.60300004,0.44975108,2.923,4.032,0.77,1.3399999,100,26,0.112,0.101,-0.048,0.20300001,0.18628335,0,nan,0.0,3,1,12
691291047,2008095880600176,362048293,1382529228,40215,77312,0.62200004,0.4497696,2.9280002,4.051,0.77,1.3399999,100,19,0.31,-0.15400001,-0.27,0.087000005,0.18628335,0,nan,0.0,3,1,12
692290124,2008095881600176,362048311,1382529221,39943,77039,0.48600003,0.4497867,2.943,4.1340003,0.77,1.3399999,100,22,0.053000003,0.003,-0.053000003,0.030000001,0.18628335,0,nan,0.0,3,1,12
693289050,2008095882600176,362048292,1382529234,39786,76883,0.67600006,0.44980836,2.9620001,4.236,0.77,1.3399999,100,16,0.257,-0.21800001,0.136,0.0050000004,0.18628335,0,nan,0.0,3,1,12
694296046,2008095883600175,362048307,1382529227,39377,76473,0.41200003,0.44982123,2.91,4.1670003,0.77,1.3399999,100,12,0.17600001,0.17300001,0.032,0.12200001,0.18628335,0,nan,0.0,3,1,12
695293533,2008095884600175,362048298,1382529230,39361,76458,0.24200001,0.4498305,2.73,3.9580002,0.77,1.3399999,100,31,0.021000002,0.020000001,0.007,-0.011000001,0.18628335,0,nan,0.0,3,1,12
696292086,2008095885600174,362048299,1382529215,39190,76287,0.29700002,0.4498389,2.551,3.7730002,0.77,1.3399999,100,15,0.025,-0.012,0.022000002,-0.044000003,0.18628335,0,nan,0.0,3,1,12
697293062,2008095886600174,362048291,1382529203,39195,76292,0.3,0.44984674,2.4380002,3.657,0.77,1.3399999,100,24,0.020000001,0.0050000004,-0.019000001,0.029000001,0.18628335,0,nan,0.0,3,1,12
698288572,2008095887600174,362048302,1382529210,39223,76319,0.726,0.44986174,2.4520001,3.6510003,0.77,1.3399999,100,32,0.264,0.18900001,0.18400002,0.002,0.18628335,0,nan,0.0,3,1,12
699286163,2008095888600173,362048294,1382529222,39180,76277,0.569,0.44988286,2.5240002,3.7140002,0.77,1.3399999,100,23,0.193,-0.009000001,0.192,0.055000003,0.18628335,0,nan,0.0,3,1,12
700293081,2008095889600173,362048277,1382529216,39256,76352,0.24900001,0.44989663,2.4610002,3.6460001,0.77,1.3399999,99,35,0.013,0.0050000004,-0.012,-0.014,0.18628335,0,nan,0.0,3,1,12
701290045,2008095890600172,362048285,1382529224,39159,76255,0.275,0.4499052,2.3560002,3.5290003,0.77,1.3399999,99,48,0.013,0.012,0.006,0.012,0.18628335,0,nan,0.0,3,1,12
702295090,2008095891600172,362048287,1382529224,39196,76293,0.277,0.44991338,2.286,3.4550002,0.77,1.3399999,99,32,0.071,0.049000002,0.052,-0.089,0.18628335,0,nan,0.0,3,1,12
703288044,2008095892600172,362048290,1382529225,39138,76234,0.328,0.4499232,2.2470002,3.413,0.77,1.3399999,99,12,0.017,-0.010000001,-0.013,-0.091000006,0.18628335,0,nan,0.0,3,1,12
704292114,2008095893600171,362048292,1382529227,39125,76222,0.305,0.44993332,2.237,3.4020002,0.77,1.3399999,99,28,0.041,-0.016,-0.038000003,-0.058000002,0.18628335,0,nan,0.0,3,1,12
705289044,2008095894600171,362048293,1382529231,39058,76154,0.351,0.44994307,2.217,3.3820002,0.77,1.3399999,99,21,0.038000003,-0.037,0.007,-0.079,0.18628335,0,nan,0.0,3,1,12
706289144,2008095895600171,362048295,1382529236,38980,76077,0.351,0.4499532,2.196,3.364,0.77,1.3399999,99,27,0.036000002,-0.032,0.017,-0.115,0.18628335,0,nan,0.0,3,1,12
707299055,2008095896600170,362048293,1382529238,39000,76096,0.31300002,0.4499633,2.1790001,3.3500001,0.77,1.3399999,99,20,0.095000006,0.05,-0.081,-0.141,0.18628335,0,nan,0.0,3,1,12
708296180,2008095897600170,362048298,1382529225,38916,76012,0.61600006,0.44998184,2.2350001,3.3950002,0.77,1.3399999,99,26,0.186,-0.093,0.16100001,-0.063,0.18628335,0,nan,0.0,3,1,12
709294204,2008095898600169,362048270,1382529222,38693,75789,0.744,0.67393655,2.2900002,3.4830003,0.77,1.3399999,99,29,0.85200006,-0.84800005,-0.074,0.009000001,1.1244875,0,nan,0.0,3,1,12
710300442,2008095899600169,362048232,1382529218,38621,75717,0.41500002,0.6950589,2.3070002,3.5400002,0.77,1.3399999,99,35,0.049000002,-0.031000001,-0.038000003,-0.002,2.6998765,0,nan,0.0,3,1,12
711288133,2008095900600169,362048224,1382529241,38897,75993,0.282,0.69506615,2.219,3.381,0.77,1.3399999,99,33,0.018000001,-0.007,0.017,0.049000002,2.6998765,0,nan,0.0,3,1,12
712294175,2008095901600168,362048228,1382529248,38787,75883,0.256,0.69507176,2.147,3.2970002,0.77,1.3399999,99,16,0.021000002,-0.020000001,-0.004,0.014,2.6998765,0,nan,0.0,3,1,12
713291047,2008095902600168,362048230,1382529247,38957,76053,0.303,0.69507754,2.1090002,3.259,0.77,1.3399999,99,26,0.030000001,0.023000002,-0.019000001,0.013,2.6998765,0,nan,0.0,3,1,12
714289203,2008095903600168,362048229,1382529249,39077,76173,0.31100002,0.695084,2.0970001,3.2470002,0.77,1.3399999,99,15,0.024,0.0050000004,-0.024,0.010000001,2.6998765,0,nan,0.0,3,1,12
715294287,2008095904600167,362048229,1382529247,38936,76032,0.32500002,0.6950905,2.0640001,3.2110002,0.77,1.3399999,99,26,0.007,-0.002,0.006,-0.042000003,2.6998765,0,nan,0.0,3,1,12
716292337,2008095905600167,362048239,1382529242,38805,75901,0.30800003,0.69509655,2.0080001,3.1450002,0.77,1.3399999,99,16,0.014,-0.0050000004,0.013,-0.086,2.6998765,0,nan,0.0,3,1,12
717297044,2008095906600166,362048247,1382529233,38679,75775,0.335,0.6951019,1.9700001,3.1020002,0.77,1.3399999,99,23,0.032,0.032,0.001,0.085,2.6998765,0,nan,0.0,3,1,12
718291045,2008095907600166,362048242,1382529231,38631,75728,0.38700002,0.6951091,1.9620001,3.1030002,0.77,1.3399999,99,24,0.006,-0.006,-0.002,-0.045,2.6998765,0,nan,0.0,3,1,12
719293199,2008095908600166,362048239,1382529228,38671,75767,0.21800001,0.6951145,1.917,3.0410001,0.77,1.3399999,99,12,0.025,-0.017,-0.018000001,-0.008,2.6998765,0,nan,0.0,3,1,12
720290079,2008095909600165,362048237,1382529233,38530,75626,0.34100002,0.69512045,1.8970001,3.0210001,0.77,1.3399999,99,18,0.008,0.007,0.003,-0.065000005,2.6998765,0,nan,0.0,3,1,12
721290271,2008095910600165,362048236,1382529233,38507,75604,0.294,0.69512606,1.8830001,3.0070002,0.77,1.3399999,99,21,0.017,0.010000001,0.013,-0.018000001,2.6998765,0,nan,0.0,3,1,12
722289116,2008095911600165,362048229,1382529232,38649,75745,0.3,0.6951318,1.876,3.0040002,0.77,1.3399999,99,19,0.037,0.018000001,-0.032,-0.003,2.6998765,0,nan,0.0,3,1,12
723289077,2008095912600164,362048223,1382529231,38616,75713,0.374,0.6951391,1.8770001,3.0180001,0.77,1.3399999,99,15,0.126,-0.11100001,0.060000002,-0.08400001,2.6998765,0,nan,0.0,3,1,12
724289251,2008095913600164,362048213,1382529233,38539,75635,0.32000002,0.6951456,1.838,2.9650002,0.77,1.3399999,106,30,0.040000003,-0.034,0.020000001,-0.075,2.6998765,0,nan,0.0,3,1,12
725297229,2008095914600163,362048211,1382529230,38535,75632,0.316,0.6951507,1.8110001,2.933,0.77,1.3399999,106,31,0.026,-0.007,0.025,-0.061000004,2.6998765,0,nan,0.0,3,1,12
726293049,2008095915600163,362048211,1382529224,38443,75539,0.27800003,0.6951561,1.7860001,2.9020002,0.77,1.3399999,106,15,0.025,0.007,-0.024,-0.047000002,2.6998765,0,nan,0.0,3,1,12
727295047,2008095916600163,362048213,1382529224,38408,75504,0.31500003,0.6951622,1.7700001,2.8820002,0.77,1.3399999,106,17,0.08400001,0.076000005,-0.037,0.081,2.6998765,0,nan,0.0,3,1,12
728292051,2008095917600162,362048208,1382529229,38447,75544,0.32900003,0.6951681,1.756,2.8650002,0.77,1.3399999,106,22,0.032,0.0,0.032,-0.120000005,2.6998765,0,nan,0.0,3,1,12
729292045,2008095918600162,362048204,1382529232,38478,75574,0.326,0.6951742,1.748,2.858,0.77,1.3399999,106,23,0.048,0.034,-0.034,0.042000003,2.6998765,0,nan,0.0,3,1,12
730291141,2008095919600162,362048204,1382529231,38451,75548,0.23700002,0.69518,1.7400001,2.8490002,0.77,1.3399999,107,18,0.022000002,0.015000001,0.016,0.001,2.6998765,0,nan,0.0,3,1,12
731290178,2008095920600161,362048202,1382529231,38508,75605,0.31800002,0.6951858,1.7390001,2.8520002,0.77,1.3399999,114,17,0.07300001,0.068,-0.028,-0.013,2.6998765,0,nan,0.0,3,1,12
732291043,2008095921600161,362048194,1382529220,38478,75574,0.527,0.69519657,1.8090001,2.8920002,0.77,1.3399999,113,17,0.177,0.024,-0.17500001,0.033,2.6998765,0,nan,0.0,3,1,12
733289043,2008095922600160,362048188,1382529218,38439,75536,0.469,0.6952079,1.871,2.9380002,0.77,1.3399999,113,25,0.027,-0.023000002,-0.014,0.038000003,2.6998765,0,nan,0.0,3,1,12
734295241,2008095923600160,362048188,1382529220,38473,75570,0.25100002,0.69521403,1.853,2.914,0.77,1.3399999,113,31,0.016,0.012,-0.011000001,-0.014,2.6998765,0,nan,0.0,3,1,12
735293055,2008095924600160,362048186,1382529218,38460,75557,0.32000002,0.69522,1.83,2.887,0.77,1.3399999,113,20,0.0050000004,-0.0050000004,0.0,-0.058000002,2.6998765,0,nan,0.0,3,1,12
736300097,2008095925600159,362048184,1382529210,38401,75497,0.328,0.6952261,1.8110001,2.8700001,0.77,1.3399999,113,26,0.043,-0.037,0.021000002,-0.09900001,2.6998765,0,nan,0.0,3,1,12
737297047,2008095926600159,362048186,1382529203,38414,75511,0.245,0.6952313,1.7880001,2.844,0.77,1.3399999,113,40,0.036000002,-0.009000001,-0.035,0.020000001,2.6998765,0,nan,0.0,3,1,12
738294294,2008095927600158,362048189,1382529197,38404,75500,0.321,0.6952367,1.7730001,2.8290002,0.77,1.3399999,113,16,0.022000002,-0.022000002,-0.001,-0.027,2.6998765,0,nan,0.0,3,1,12
739294520,2008095928600158,362048183,1382529200,38504,75600,0.323,0.6952428,1.7600001,2.8160002,0.77,1.3399999,113,25,0.086,-0.071,0.048,-0.11800001,2.6998765,0,nan,0.0,3,1,12
740300043,2008095929600158,362048184,1382529201,38482,75578,0.33400002,0.69524944,1.7520001,2.822,0.77,1.3399999,113,29,0.028,-0.026,-0.012,0.036000002,2.6998765,0,nan,0.0,3,1,12
741292044,2008095930600157,362048187,1382529201,38525,75622,0.37500003,0.69525623,1.748,2.825,0.77,1.3399999,113,43,0.074,0.054,-0.05,0.09900001,2.6998765,0,nan,0.0,3,1,12
742290105,2008095931600157,362048188,1382529201,38562,75659,0.41200003,0.695263,1.7580001,2.8420002,0.77,1.3399999,113,46,0.042000003,0.037,-0.020000001,0.17400001,2.6998765,0,nan,0.0,3,1,12
743292275,2008095932600157,362048237,1382529178,38477,75573,0.8,0.314864,1.8960001,2.936,0.77,1.3399999,113,20,0.425,0.127,-0.40500003,0.17,0.24033602,0,nan,0.0,3,1,12
744292232,2008095933600156,362048243,1382529148,38272,75369,0.582,0.314893,1.9970001,3.0560002,0.77,1.3399999,105,26,0.063,0.010000001,-0.063,0.22900002,0.24033602,0,nan,0.0,3,1,12
745293126,2008095934600156,362048245,1382529140,38200,75296,0.351,0.3149127,1.9800001,3.0260003,0.77,1.3399999,105,20,0.303,0.16800001,-0.25300002,0.15200001,0.24033602,0,nan,0.0,3,1,12
