timestamp,timestamp_sample,device_id,error_count,pressure,temperature
672354364,672354356,3997730,0,1005.44,40.23
673358803,673358795,3997730,0,1005.41,40.21
674343378,674343369,3997730,0,1005.44,40.2
675348130,675348121,3997730,0,1005.48,40.18
676352803,676352795,3997730,0,1005.47,40.16
677357590,677357581,3997730,0,1005.39996,40.149998
678352273,678352265,3997730,0,1005.39996,40.129997
679357044,679357035,3997730,0,1005.48,40.12
680351470,680351461,3997730,0,1005.38,40.09
681356164,681356019,3997730,0,1005.44995,40.079998
682340985,682340977,3997730,0,1005.38,40.059998
683345411,683345403,3997730,0,1005.48,40.05
684350180,684350172,3997730,0,1005.35,40.03
685354894,685354884,3997730,0,1005.38995,40.02
686359553,686359518,3997730,0,1005.39996,40.0
687354025,687354016,3997730,0,1005.38,39.98
688358572,688358563,3997730,0,1005.41,39.96
689353236,689353202,3997730,0,1005.38,39.95
690357750,690357742,3997730,0,1005.43,39.93
691342238,691342231,3997730,0,1005.35,39.91
692346804,692346795,3997730,0,1005.36,39.89
693351625,693351616,3997730,0,1005.37,39.879997
694356459,694356451,3997730,0,1005.38995,39.86
695351082,695351042,3997730,0,1005.47,39.84
696355629,696355590,3997730,0,1005.38995,39.82
697360082,697360074,3997730,0,1005.41,39.809998
698354648,698354640,3997730,0,1005.43,39.78
699339152,699339143,3997730,0,1005.41,39.77
700343954,700343946,3997730,0,1005.42,39.75
701348634,701348620,3997730,0,1005.44995,39.73
702353465,702353457,3997730,0,1005.41,39.719997
703358466,703358456,3997730,0,1005.45996,39.7
704353010,704353000,3997730,0,1005.41,39.69
705357644,705357610,3997730,0,1005.47,39.67
706352360,706352352,3997730,0,1005.47,39.649998
707357280,707357237,3997730,0,1005.44995,39.64
708341760,708341752,3997730,0,1005.41,39.62
709346621,709346610,3997730,0,1005.41,39.6
710351407,710351399,3997730,0,1005.44,39.59
711356284,711356276,3997730,0,1005.38,39.57
712350802,712350795,3997730,0,1005.38,39.55
713355608,713355599,3997730,0,1005.38,39.54
714360284,714360275,3997730,0,1005.43,39.53
715354585,715354578,3997730,0,1005.36,39.51
716359254,716359245,3997730,0,1005.43,39.489998
717343932,717343924,3997730,0,1005.39996,39.469997
718348682,718348672,3997730,0,1005.42,39.46
719353097,719353089,3997730,0,1005.39996,39.44
720357683,720357674,3997730,0,1005.42,39.42
721352339,721352331,3997730,0,1005.47,39.41
722356668,722356660,3997730,0,1005.41,39.399998
723351268,723351260,3997730,0,1005.38995,39.379997
724355915,724355872,3997730,0,1005.45996,39.36
725340443,725340434,3997730,0,1005.43,39.35
726345028,726345019,3997730,0,1005.45996,39.329998
727349398,727349390,3997730,0,1005.43,39.32
728354146,728354138,3997730,0,1005.39996,39.3
729358739,729358731,3997730,0,1005.38,39.29
730353227,730353219,3997730,0,1005.38995,39.27
731357928,731357919,3997730,0,1005.41,39.26
732352486,732352476,3997730,0,1005.35,39.239998
733357278,733357270,3997730,0,1005.43,39.219997
734341836,734341828,3997730,0,1005.38,39.21
735346733,735346725,3997730,0,1005.38,39.19
736351456,736351448,3997730,0,1005.41,39.18
737356016,737356006,3997730,0,1005.41,39.16
738350271,738350262,3997730,0,1005.38,39.14
739355092,739355083,3997730,0,1005.37,39.129997
740349597,740349589,3997730,0,1005.43,39.12
741354155,741354146,3997730,0,1005.44,39.1
742358741,742358733,3997730,0,1005.49,39.09
743343183,743343071,3997730,0,1005.44,39.07
744347720,744347712,3997730,0,1005.42,39.059998
745352530,745352522,3997730,0,1005.41,39.04
746357155,746357146,3997730,0,1005.44995,39.03
747351592,747351583,3997730,0,1005.33997,39.01
748356335,748356326,3997730,0,1005.33997,39.0
749350782,749350701,3997730,0,1005.36,38.98
750355389,750355380,3997730,0,1005.37,38.969997
751339749,751339741,3997730,0,1005.38995,38.96
752344319,752344277,3997730,0,1005.39996,38.94
753348982,753348975,3997730,0,1005.37,38.93
754353701,754353693,3997730,0,1005.37,38.91
755358400,755358391,3997730,0,1005.44,38.899998
756352909,756352901,3997730,0,1005.41,38.879997
757357525,757357517,3997730,0,1005.43,38.87
758352013,758351972,3997730,0,1005.38995,38.86
759356265,759356257,3997730,0,1005.38,38.84
760340901,760340893,3997730,0,1005.38995,38.829998
761345488,761345480,3997730,0,1005.36,38.809998
762350207,762350199,3997730,0,1005.38995,38.8
763354721,763354713,3997730,0,1005.35,38.79
764349220,764349170,3997730,0,1005.38995,38.78
765353871,765353746,3997730,0,1005.35,38.76
766358384,766358376,3997730,0,1005.38,38.75
767353138,767353130,3997730,0,1005.33997,38.73
768357852,768357844,3997730,0,1005.38995,38.719997
769342385,769342377,3997730,0,1005.35,38.71
770346869,770346861,3997730,0,1005.32996,38.7
771351423,771351415,3997730,0,1005.35,38.68
772356204,772356196,3997730,0,1005.32996,38.68
773350922,773350912,3997730,0,1005.36,38.66
774355652,774355643,3997730,0,1005.39996,38.649998
775350443,775350408,3997730,0,1005.38995,38.64
776355261,776355253,3997730,0,1005.33997,38.629997
777340262,777340253,3997730,0,1005.42,38.62
778344714,778344706,3997730,0,1005.38995,38.6
779349564,779349556,3997730,0,1005.36,38.6
780354254,780354245,3997730,0,1005.32996,38.579998
781359072,781359064,3997730,0,1005.32996,38.57
782353546,782353538,3997730,0,1005.41,38.559998
783358194,783358186,3997730,0,1005.37,38.55
784352446,784352438,3997730,0,1005.33997,38.54
785357013,785357003,3997730,0,1005.3,38.53
786341510,786341502,3997730,0,1005.31,38.52
787346286,787346277,3997730,0,1005.33997,38.5
788350749,788350741,3997730,0,1005.33997,38.489998
789355600,789355591,3997730,0,1005.32996,38.48
790350182,790350174,3997730,0,1005.33997,38.469997
791354911,791354902,3997730,0,1005.35,38.46
792359393,792359385,3997730,0,1005.35,38.45
793353583,793353575,3997730,0,1005.33997,38.44
794358211,794358203,3997730,0,1005.38,38.43
795342836,795342828,3997730,0,1005.35,38.42
796347378,796347370,3997730,0,1005.36,38.41
797352067,797352059,3997730,0,1005.36,38.399998
798356673,798356663,3997730,0,1005.37,38.379997
799350881,799350873,3997730,0,1005.41,38.37
800355920,800355912,3997730,0,1005.35,38.36
801350515,801350387,3997730,0,1005.33997,38.35
802355386,802355377,3997730,0,1005.35,38.34
803340048,803340013,3997730,0,1005.29,38.329998
804344548,804344540,3997730,0,1005.37,38.32
805349469,805349420,3997730,0,1005.32,38.309998
806353901,806353893,3997730,0,1005.35,38.3
807348895,807348860,3997730,0,1005.35,38.29
808353395,808353387,3997730,0,1005.3,38.28
809357985,809357977,3997730,0,1005.38995,38.27
810352545,810352537,3997730,0,1005.38,38.26
811357109,811357101,3997730,0,1005.36,38.25
812341372,812341364,3997730,0,1005.35,38.239998
813346149,813346140,3997730,0,1005.33997,38.23
814351067,814351059,3997730,0,1005.3,38.219997
815355620,815355612,3997730,0,1005.32996,38.21
816360422,816360377,3997730,0,1005.37,38.2
817355208,817355200,3997730,0,1005.32,38.19
818350038,818350030,3997730,0,1005.31,38.18
819354696,819354688,3997730,0,1005.33997,38.17
820339148,820339109,3997730,0,1005.33997,38.16
821343874,821343865,3997730,0,1005.31,38.149998
822348445,822348436,3997730,0,1005.32996,38.14
823353234,823353224,3997730,0,1005.32996,38.129997
824357683,824357675,3997730,0,1005.31,38.12
825352218,825352210,3997730,0,1005.31,38.11
826356985,826356977,3997730,0,1005.35,38.1
827351777,827351769,3997730,0,1005.31,38.09
828356324,828356314,3997730,0,1005.33997,38.079998
829341001,829340993,3997730,0,1005.35,38.07
830345649,830345641,3997730,0,1005.27997,38.07
831350281,831350273,3997730,0,1005.32,38.059998
832354987,832354951,3997730,0,1005.32996,38.05
833359611,833359603,3997730,0,1005.3,38.04
834354026,834354018,3997730,0,1005.32996,38.03
835358549,835358540,3997730,0,1005.37,38.02
836352913,836352904,3997730,0,1005.29,38.01
837358046,837358038,3997730,0,1005.37,38.0
838342455,838342444,3997730,0,1005.3,37.989998
839347032,839347023,3997730,0,1005.32996,37.98
840351572,840351564,3997730,0,1005.31,37.969997
841356312,841356276,3997730,0,1005.3,37.969997
842350999,842350991,3997730,0,1005.26996,37.96
843355841,843355833,3997730,0,1005.27997,37.94
844360355,844360347,3997730,0,1005.26996,37.94
845355023,845355014,3997730,0,1005.38,37.93
846359494,846359486,3997730,0,1005.32,37.92
847343949,847343941,3997730,0,1005.39996,37.91
848348727,848348719,3997730,0,1005.41,37.899998
849353311,849353303,3997730,0,1005.32996,37.89
850358117,850358108,3997730,0,1005.38,37.89
851352678,851352670,3997730,0,1005.31,37.879997
852357150,852357142,3997730,0,1005.36,37.87
853351559,853351551,3997730,0,1005.35,37.87
854356113,854356104,3997730,0,1005.37,37.86
855340835,855340827,3997730,0,1005.32996,37.85
856345465,856345457,3997730,0,1005.33997,37.84
857350303,857350295,3997730,0,1005.37,37.84
858354953,858354945,3997730,0,1005.33997,37.829998
859349838,859349830,3997730,0,1005.38,37.829998
860354689,860354681,3997730,0,1005.36,37.82
861359141,861359133,3997730,0,1005.37,37.82
