timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
639385595,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
639885667,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
640396167,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
640896235,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
641405258,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
641912157,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
642421201,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
642930075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
643439075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
643945188,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
644452312,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
644958075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
645467074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
645967113,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
646467235,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
646975071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
647482073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
647989073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
648496113,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
649002070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
649508070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
650014172,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
650520085,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
651029133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
651539072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
652039081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
652546072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
653053071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
653560073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
654067398,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
654573073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
655079168,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
655586071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
656095152,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
656607168,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
657118126,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
657627263,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
658136596,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
658643170,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
659149161,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
659655156,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
660162095,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
660668071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
661174252,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
661684392,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
662192072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
662702072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
663210210,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
663719072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
664226095,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
664732245,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
665239153,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
665748214,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
666258073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
666769610,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
667280073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
667788073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
668295278,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
668801075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
669309108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
669815138,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
670322203,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
670828142,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
671335115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
671844500,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
672354950,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
672865151,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
673374313,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
673881074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
674387072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
674895183,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
675401275,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
675907076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
676414173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
676914317,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
677423342,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
677931071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
678438088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
678945243,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
679451077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
679957849,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
680463074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
680969074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
681469142,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
681979130,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
682488071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
682994173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
683501263,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
684009150,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
684516503,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
685023073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
685529258,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
686037070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
686546174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
687057116,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
687565953,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
688073152,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
688580071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
689086075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
689593206,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
690101073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
690601132,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
691112077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
691623072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
692133070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
692643103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
693153235,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
693661203,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
694167393,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
694674174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
695182133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
695691233,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
696202117,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
696712072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
697219210,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
697726072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
698233073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
698739095,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
699246131,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
699753201,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
700263106,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
700773378,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
701283253,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
701792151,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
702299261,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
702805109,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
703314320,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
703821154,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
704327245,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
704835237,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
705345072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
705852163,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
706359307,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
706867074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
707374397,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
707880172,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
708386887,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
708894405,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
709406029,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
709916349,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
710423075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
710931072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
711438110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
711944207,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
712452134,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
712963133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
713473176,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
713985336,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
714492071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
714999657,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
715506184,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
716013149,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
716519215,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
717025075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
717533538,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
718044381,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
718555074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
719064353,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
719572074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
720081106,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
720588484,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
721094266,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
721600073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
722110073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
722618074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
723125075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
723632077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
724139355,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
724646074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
725152071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
725658103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
726167079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
726667439,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
727176536,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
727683077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
728191090,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
728699075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
729206298,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
729712070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
730221179,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
730731088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
731241291,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
731748335,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
732257352,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
732765837,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
733271156,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
733780074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
734280196,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
734791072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
735302073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
735809427,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
736319130,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
736826196,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
737333073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
737840072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
738349072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
738849107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
739349298,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
739856140,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
740364352,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
740870230,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
741377075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
741883106,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
742390076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
742890220,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
743399073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
743908311,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
744414340,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
744921071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
745427784,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
745933107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
746442072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
746942108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
747442391,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
747949074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
748456409,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
748963128,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
749469329,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
749977074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
750486705,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
750997071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
751506234,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
752013133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
752520070,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
753026145,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
753532085,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
754041073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
754551166,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
755062072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
755571072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
756078069,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
756588125,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
757098159,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
757604399,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
758110260,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
758621078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
759131072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
759638185,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
760145072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
760653502,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
761159185,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
761665237,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
762171153,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
762681080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
763189072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
763696072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
764203073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
764710093,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
765216071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
765722072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
766231505,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
766742079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
767242280,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
767749137,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
768256394,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
768762108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
769268147,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
769775081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
770286144,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
770796077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
771303072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
771811182,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
772318105,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
772824215,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
773332107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
773835230,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
774346072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
774856181,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
775366071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
775872115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
776379077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
776885075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
777391072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
777901105,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
778409326,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
778909360,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
779417080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
779923170,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
780429169,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
780936186,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
781448800,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
781958759,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
782467930,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
782976138,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
783483097,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
783990074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
784496110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
785003076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
785513105,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
786023072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
786531138,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
787038215,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
787545084,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
788052073,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
788559115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
789068125,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
789575834,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
790082107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
790589072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
791096072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
791602072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
792111096,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
792622071,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
793133072,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
793643088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
794153101,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
794660153,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
795166075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
