timestamp,voltage_v,voltage_filtered_v,current_a,current_filtered_a,average_current_a,discharged_mah,remaining,scale,temperature,cell_count,voltage_cell_v[0],voltage_cell_v[1],voltage_cell_v[2],voltage_cell_v[3],voltage_cell_v[4],voltage_cell_v[5],voltage_cell_v[6],voltage_cell_v[7],voltage_cell_v[8],voltage_cell_v[9],max_cell_voltage_delta,capacity,cycle_count,run_time_to_empty,average_time_to_empty,serial_number,state_of_health,max_error,connected,source,priority,id,is_powering_off,warning
622254155,16.478247,15.966734,10.3722,10.763787,0.0,53.74893,0.8673852,1.0212116,nan,4,3.9916835,3.9916835,3.9916835,3.9916835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
622554110,16.215761,15.966893,13.0385,10.717138,0.0,54.62729,0.8677438,1.021153,nan,4,3.9917233,3.9917233,3.9917233,3.9917233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
622854158,15.603296,15.946724,18.5469,11.923273,0.0,55.708065,0.86333495,1.0218736,nan,4,3.986681,3.986681,3.986681,3.986681,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
623154095,15.880363,15.95758,9.083,11.573611,0.0,56.69819,0.86754924,1.0211848,nan,4,3.989395,3.989395,3.989395,3.989395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
623454095,16.084518,15.950771,9.8741,11.570337,0.0,57.66376,0.8647178,1.0216475,nan,4,3.9876928,3.9876928,3.9876928,3.9876928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
623754096,15.632461,15.934226,11.427,11.202285,0.0,58.554394,0.8581851,1.0227165,nan,4,3.9835565,3.9835565,3.9835565,3.9835565,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
624054096,15.953277,15.944293,11.9544,11.015049,0.0,59.44528,0.8623312,1.0220377,nan,4,3.9860733,3.9860733,3.9860733,3.9860733,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
624354151,16.215761,15.944342,9.9034,10.658353,0.0,60.298992,0.8616908,1.0221425,nan,4,3.9860854,3.9860854,3.9860854,3.9860854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
624654133,15.880363,15.949377,11.1047,10.730478,0.0,61.196617,0.863386,1.0218652,nan,4,3.9873443,3.9873443,3.9873443,3.9873443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
624954122,16.478247,15.956925,10.841001,10.473642,0.0,62.039845,0.86530143,1.0215521,nan,4,3.9892313,3.9892313,3.9892313,3.9892313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
625254097,15.559548,15.944068,13.6245,11.02815,0.0,63.00008,0.86168796,1.022143,nan,4,3.986017,3.986017,3.986017,3.986017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
625554337,16.49283,15.938091,10.7238,10.120313,0.0,63.75316,0.8578189,1.0227766,nan,4,3.9845228,3.9845228,3.9845228,3.9845228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
625854296,15.894947,15.942264,11.0754,10.530076,0.0,64.67263,0.86027795,1.0223738,nan,4,3.985566,3.985566,3.985566,3.985566,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
626154167,15.705373,15.923759,10.577299,10.425411,0.0,65.53287,0.85323125,1.0235288,nan,4,3.9809399,3.9809399,3.9809399,3.9809399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
626454115,15.749122,15.936042,11.309799,10.951027,0.0,66.5018,0.8588026,1.0226154,nan,4,3.9840105,3.9840105,3.9840105,3.9840105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
626754131,16.113684,15.934458,10.9581995,10.959978,0.0,67.41879,0.8587592,1.0226225,nan,4,3.9836144,3.9836144,3.9836144,3.9836144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
627054143,16.186598,15.947781,10.4601,10.988132,0.0,68.348076,0.86393625,1.0217752,nan,4,3.9869452,3.9869452,3.9869452,3.9869452,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
627354097,16.142849,15.916597,11.0168,11.122995,0.0,69.28921,0.8522642,1.0236875,nan,4,3.9791493,3.9791493,3.9791493,3.9791493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
627654097,15.778286,15.892867,11.368401,10.916741,0.0,70.1806,0.84245235,1.0253005,nan,4,3.9732168,3.9732168,3.9732168,3.9732168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
627954100,15.749122,15.884962,10.4601,10.927931,0.0,71.09866,0.8396366,1.0257642,nan,4,3.9712405,3.9712405,3.9712405,3.9712405,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
628254228,15.501218,15.884361,10.3136,11.009279,0.0,72.0289,0.8391169,1.0258499,nan,4,3.9710903,3.9710903,3.9710903,3.9710903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
628554161,15.690791,15.873045,10.3136,10.760996,0.0,72.90402,0.8345178,1.0266086,nan,4,3.9682612,3.9682612,3.9682612,3.9682612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
628854095,16.274092,15.858953,10.2843,10.738775,0.0,73.80065,0.8294619,1.0274439,nan,4,3.9647384,3.9647384,3.9647384,3.9647384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
629154096,15.924111,15.8658695,10.3136,10.882432,0.0,74.72427,0.8319114,1.027039,nan,4,3.9664674,3.9664674,3.9664674,3.9664674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
629454095,15.574131,15.853768,10.1671,10.64589,0.0,75.589325,0.82736427,1.0277908,nan,4,3.963442,3.963442,3.963442,3.963442,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
629754097,16.011606,15.8489,10.6066,10.632526,0.0,76.474045,0.8260625,1.0280062,nan,4,3.962225,3.962225,3.962225,3.962225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
630054094,15.6762085,15.83871,11.8079,11.196462,0.0,77.4708,0.82265025,1.0285712,nan,4,3.9596775,3.9596775,3.9596775,3.9596775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
630354097,15.997024,15.842287,12.2181,11.136399,0.0,78.3933,0.8238295,1.028376,nan,4,3.9605718,3.9605718,3.9605718,3.9605718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
630654096,15.28248,15.871383,10.3722,11.033544,0.0,79.303215,0.834709,1.026577,nan,4,3.9678457,3.9678457,3.9678457,3.9678457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
630954149,16.244926,15.881229,15.236,12.1808,0.0,80.41073,0.84164554,1.0254333,nan,4,3.9703074,3.9703074,3.9703074,3.9703074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
631254102,15.690791,15.900619,9.5518,11.241592,0.0,81.25914,0.8470419,1.0245454,nan,4,3.9751546,3.9751546,3.9751546,3.9751546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
631554162,15.807451,15.912212,14.5621,11.061078,0.0,82.1201,0.8493393,1.0241678,nan,4,3.978053,3.978053,3.978053,3.978053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
631854125,15.326228,15.903258,9.376,10.729915,0.0,82.99033,0.84592277,1.0247294,nan,4,3.9758146,3.9758146,3.9758146,3.9758146,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
632154111,15.6762085,15.891443,10.1085005,10.667951,0.0,83.86719,0.841338,1.025484,nan,4,3.9728608,3.9728608,3.9728608,3.9728608,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
632454284,16.02619,15.886844,9.493199,10.516574,0.0,84.732414,0.83907634,1.0258566,nan,4,3.971711,3.971711,3.971711,3.971711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
632754247,15.647043,15.878265,9.7862,10.461018,0.0,85.60121,0.8360079,1.0263627,nan,4,3.9695663,3.9695663,3.9695663,3.9695663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
633054191,15.369976,15.847535,9.7276,10.717396,0.0,86.51847,0.82406455,1.028337,nan,4,3.9618838,3.9618838,3.9618838,3.9618838,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
633354150,15.442888,15.83178,12.9506,11.263286,0.0,87.494606,0.81884223,1.0292027,nan,4,3.957945,3.957945,3.957945,3.957945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
633654162,16.478247,15.830837,15.6169,12.024946,0.0,88.5954,0.8184169,1.0292733,nan,4,3.9577093,3.9577093,3.9577093,3.9577093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
633954099,14.845005,15.806949,14.064,12.442967,0.0,89.67486,0.8084076,1.0309368,nan,4,3.9517372,3.9517372,3.9517372,3.9517372,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
634254095,16.142849,15.78191,14.005401,13.120989,0.0,90.83407,0.79909164,1.0324899,nan,4,3.9454775,3.9454775,3.9454775,3.9454775,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
634554100,14.655433,15.773573,12.6283,12.749822,0.0,91.85394,0.79593784,1.0330168,nan,4,3.9433932,3.9433932,3.9433932,3.9433932,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
634854101,16.244926,15.778159,15.470401,12.31759,0.0,92.831,0.7966803,1.0328927,nan,4,3.9445398,3.9445398,3.9445398,3.9445398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
635154096,15.880363,15.790472,12.774799,12.291315,0.0,93.85706,0.8024257,1.0319335,nan,4,3.947618,3.947618,3.947618,3.947618,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
635454096,15.880363,15.785538,16.3201,12.423521,0.0,94.895676,0.7991341,1.0324829,nan,4,3.9463844,3.9463844,3.9463844,3.9463844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
635754097,15.734539,15.782196,11.6321,12.843718,0.0,96.02592,0.79893476,1.0325161,nan,4,3.945549,3.945549,3.945549,3.945549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
636054095,15.457471,15.7725935,12.3646,12.466531,0.0,97.01371,0.79391176,1.0333556,nan,4,3.9431484,3.9431484,3.9431484,3.9431484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
636354158,15.734539,15.815139,9.493199,12.21286,0.0,98.01831,0.81035596,1.0306126,nan,4,3.9537847,3.9537847,3.9537847,3.9537847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
636654096,15.997024,15.808378,11.1926,11.980403,0.0,98.977844,0.8077567,1.0310452,nan,4,3.9520946,3.9520946,3.9520946,3.9520946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
636954157,15.953277,15.819358,10.6945,11.434115,0.0,99.87631,0.8119362,1.0303497,nan,4,3.9548395,3.9548395,3.9548395,3.9548395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
637254122,15.953277,15.813712,11.1047,11.46838,0.0,100.83893,0.80961734,1.0307355,nan,4,3.953428,3.953428,3.953428,3.953428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
637554096,15.544967,15.78443,9.962,11.363333,0.0,101.77188,0.79847175,1.0325935,nan,4,3.9461074,3.9461074,3.9461074,3.9461074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
637854098,15.982442,15.784456,11.8372,11.256389,0.0,102.69867,0.7984713,1.0325936,nan,4,3.946114,3.946114,3.946114,3.946114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
638154097,16.215761,15.79615,10.225699,11.197594,0.0,103.631226,0.80272466,1.0318837,nan,4,3.9490376,3.9490376,3.9490376,3.9490376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
638454095,15.749122,15.800899,12.4525,11.275946,0.0,104.56908,0.80479985,1.0315378,nan,4,3.9502246,3.9502246,3.9502246,3.9502246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
638754131,16.347006,15.827134,12.9506,11.274405,0.0,105.49845,0.8144892,1.0299255,nan,4,3.9567835,3.9567835,3.9567835,3.9567835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
639054136,15.297063,15.830842,10.841001,11.452873,0.0,106.46406,0.8151544,1.029815,nan,4,3.9577105,3.9577105,3.9577105,3.9577105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
639354096,15.544967,15.855969,11.309799,11.581839,0.0,107.44029,0.8241933,1.0283158,nan,4,3.9639924,3.9639924,3.9639924,3.9639924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
639655101,16.069937,15.864907,13.7124,11.5189705,0.0,108.385765,0.827997,1.0276861,nan,4,3.9662268,3.9662268,3.9662268,3.9662268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
639955624,15.8366165,15.880396,15.0895,12.048275,0.0,109.4435,0.8328274,1.0268877,nan,4,3.970099,3.970099,3.970099,3.970099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
640254830,15.544967,15.822631,14.4156,13.126546,0.0,110.65439,0.80460817,1.0315697,nan,4,3.9556577,3.9556577,3.9556577,3.9556577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
640555042,15.690791,15.84319,11.3391,12.33153,0.0,111.59408,0.80965835,1.0307287,nan,4,3.9607975,3.9607975,3.9607975,3.9607975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
640854847,16.303257,15.83379,12.745501,11.842443,0.0,112.5366,0.80830175,1.0309544,nan,4,3.9584475,3.9584475,3.9584475,3.9584475,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
641154783,16.142849,15.842892,10.3722,11.504878,0.0,113.45392,0.8148363,1.0298678,nan,4,3.960723,3.960723,3.960723,3.960723,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
641454967,15.938694,15.834441,9.3174,11.038698,0.0,114.32182,0.8134783,1.0300934,nan,4,3.9586103,3.9586103,3.9586103,3.9586103,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
641755249,15.632461,15.836483,9.6104,10.860412,0.0,115.211685,0.8155697,1.0297459,nan,4,3.9591208,3.9591208,3.9591208,3.9591208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
642054655,15.632461,15.847226,11.1047,10.76702,0.0,116.10426,0.8203977,1.0289447,nan,4,3.9618065,3.9618065,3.9618065,3.9618065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
642355452,15.617879,15.849474,8.5556,10.77868,0.0,117.00769,0.82226545,1.0286351,nan,4,3.9623685,3.9623685,3.9623685,3.9623685,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
642654571,15.705373,15.863157,10.1671,10.726393,0.0,117.8914,0.8282836,1.0276387,nan,4,3.9657893,3.9657893,3.9657893,3.9657893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
642955065,15.8366165,15.840306,8.9658,10.669036,0.0,118.7871,0.8190301,1.0291716,nan,4,3.9600766,3.9600766,3.9600766,3.9600766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
643254815,15.661626,15.817596,10.3429,10.780091,0.0,119.68895,0.8112944,1.0304565,nan,4,3.954399,3.954399,3.954399,3.954399,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
643555068,16.303257,15.775984,17.9023,11.685052,0.0,120.7283,0.7985423,1.0325817,nan,4,3.943996,3.943996,3.943996,3.943996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
643854301,16.011606,15.793371,9.8741,10.499589,0.0,121.50813,0.803078,1.0318248,nan,4,3.9483428,3.9483428,3.9483428,3.9483428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
644155098,15.792869,15.803925,14.7965,10.616409,0.0,122.36701,0.80531245,1.0314523,nan,4,3.9509811,3.9509811,3.9509811,3.9509811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
644454265,15.778286,15.799099,7.3835998,12.279578,0.0,123.584854,0.81003696,1.0306656,nan,4,3.9497747,3.9497747,3.9497747,3.9497747,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
644755003,15.982442,15.823259,8.848599,9.885378,0.0,124.15606,0.81290895,1.0301881,nan,4,3.9558148,3.9558148,3.9558148,3.9558148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
645054321,16.040771,15.825014,9.405299,11.041257,0.0,125.20083,0.8161133,1.0296557,nan,4,3.9562535,3.9562535,3.9562535,3.9562535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
645354773,15.8366165,15.823029,10.1085005,10.571173,0.0,126.03251,0.81493217,1.0298518,nan,4,3.9557571,3.9557571,3.9557571,3.9557571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
645654130,15.8366165,15.8042555,9.493199,10.6233425,0.0,126.92467,0.80789024,1.0310229,nan,4,3.9510639,3.9510639,3.9510639,3.9510639,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
645954825,15.442888,15.814467,9.756901,10.407402,0.0,127.76418,0.8117879,1.0303744,nan,4,3.9536169,3.9536169,3.9536169,3.9536169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
646254260,16.069937,15.814517,8.3212,10.107276,0.0,128.5863,0.81079036,1.0305403,nan,4,3.9536293,3.9536293,3.9536293,3.9536293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
646554524,15.778286,15.797954,10.3429,10.649377,0.0,129.54169,0.80512124,1.0314842,nan,4,3.9494884,3.9494884,3.9494884,3.9494884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,1,0,0
