timestamp,magnetometer_ga[0],magnetometer_ga[1],magnetometer_ga[2]
287043787,-0.08271029,0.13675375,0.69345707
287246275,-0.06494798,0.10192357,0.69665927
287448747,-0.056066815,0.099021055,0.7030637
287651145,0.032744803,0.1280462,0.722277
287842340,-0.059027202,0.1280462,0.7062659
288044872,-0.14783882,0.10772859,0.6870526
288247329,-0.073829144,0.110631116,0.7158726
288438512,-0.050146036,0.10772859,0.72547925
288652244,-0.056066815,0.099021055,0.7350859
288843414,-0.056066815,0.084508486,0.75109696
289045922,-0.044225264,0.087410994,0.7607036
289248799,-0.050146036,0.08160597,0.7639059
289451194,-0.044225264,0.038068254,0.78311914
289642468,-0.047185652,0.09611855,0.7735125
289844881,-0.047185652,0.1483638,0.767108
290047337,-0.056066815,0.17448644,0.7703103
290249829,-0.047185652,0.10772859,0.80873686
290452261,-0.03830449,0.09031351,0.80553466
290643489,-0.04126488,0.09031351,0.8183435
290845941,-0.03830449,0.08160597,0.8247479
291048472,-0.053106423,0.072898425,0.83755684
291239638,-0.061987583,0.087410994,0.8535679
291442132,-0.07678952,0.099021055,0.86957896
291644567,-0.08271029,0.11643614,0.86317456
291847055,-0.14783882,0.2093166,0.7991302
292049653,-0.09751223,0.15997386,0.8023324
292251947,-0.08567069,0.14255877,0.8023324
292443188,-0.12119533,0.22092664,0.75750136
292645626,-0.1271161,0.1686814,0.7639059
292848122,-0.1271161,0.023555681,0.78311914
293050587,-0.16560113,0.07580094,0.75109696
293241792,-0.23072965,0.15416884,0.69345707
293444257,-0.15671997,0.1919015,0.6870526
293646724,-0.029423328,0.22382918,0.7030637
293849153,-0.059027202,0.22092664,0.6838504
294051289,-0.12119533,0.13094871,0.69345707
294242461,-0.1271161,-0.0054694647,0.7158726
294444935,-0.12119533,0.061288364,0.6998615
294647367,-0.12415571,0.21221913,0.63581717
294850586,-0.12119533,0.24704929,0.6230083
295041434,-0.115274556,0.10192357,0.6582327
295243501,-0.12415571,-0.02288455,0.69665927
295445980,-0.115274556,0.049678314,0.6838504
295648450,-0.11823494,0.17738895,0.648626
295850943,-0.112314165,0.08160597,0.67104155
296042079,-0.10935379,0.09611855,0.66463715
296244694,-0.115274556,0.110631116,0.6614349
296447034,-0.10935379,0.110631116,0.66463715
296649477,-0.10639339,0.104826085,0.67104155
296840705,-0.10343301,0.099021055,0.67104155
297043184,-0.10639339,0.10192357,0.67424375
297245644,-0.112314165,0.110631116,0.67424375
297448076,-0.112314165,0.110631116,0.67424375
297650610,-0.1271161,0.11353363,0.66783935
297842162,-0.115274556,0.049678314,0.7062659
298044603,-0.12119533,0.10192357,0.677446
298246928,-0.11823494,0.11353363,0.6806482
298449129,-0.1271161,0.067093395,0.69025487
298640348,-0.1271161,0.09321603,0.677446
298842834,-0.1300765,0.14255877,0.67424375
299045302,-0.13599727,0.1512663,0.67424375
299247767,-0.13599727,0.11353363,0.67104155
299450224,-0.13599727,0.10192357,0.66783935
299641413,-0.1300765,0.10192357,0.67424375
299843938,-0.1300765,0.110631116,0.66783935
300046374,-0.14191803,0.058385853,0.69345707
300248819,-0.16560113,0.011945623,0.677446
300440023,-0.15375958,0.084508486,0.66463715
300642945,-0.10639339,0.19770655,0.6454238
300845224,-0.10935379,0.19480404,0.648626
301047469,-0.13303687,0.104826085,0.6550305
301249887,-0.1300765,0.09611855,0.66463715
301441091,-0.1300765,0.09031351,0.66783935
301643594,-0.13303687,0.104826085,0.6582327
301845994,-0.13303687,0.10772859,0.6614349
302048505,-0.13303687,0.10772859,0.6614349
302239671,-0.12415571,0.11353363,0.66783935
302442172,-0.1271161,0.11643614,0.67104155
302644680,-0.1271161,0.119338654,0.67104155
302847058,-0.1300765,0.11643614,0.67424375
303049572,-0.1271161,0.12224116,0.6806482
303240744,-0.12415571,0.12514369,0.6838504
303443244,-0.12415571,0.11643614,0.69025487
303646106,-0.1271161,0.119338654,0.677446
303848555,-0.12415571,0.119338654,0.6838504
304039348,-0.12415571,0.12514369,0.69025487
304241834,-0.12119533,0.13385123,0.69025487
304444345,-0.115274556,0.1280462,0.69025487
304646739,-0.11823494,0.1280462,0.6870526
304849210,-0.14487843,0.06999591,0.7062659
305040388,-0.1271161,0.099021055,0.69025487
305242920,-0.09455185,0.12514369,0.6998615
305445313,-0.115274556,0.08160597,0.7062659
305647820,-0.11823494,0.1280462,0.69345707
305839007,-0.115274556,0.104826085,0.6998615
306041468,-0.112314165,0.043873284,0.72547925
306243943,-0.12119533,0.067093395,0.71907485
306446764,-0.13599727,0.18609649,0.6838504
306649212,-0.15968037,0.16577889,0.69345707
306851280,-0.1300765,0.104826085,0.7094682
307053771,-0.07974991,0.14546129,0.72868145
307244980,-0.12119533,0.1512663,0.71907485
307447476,-0.115274556,0.06999591,0.73188365
307638644,-0.091591455,0.10192357,0.7350859
307841163,-0.1300765,0.12514369,0.71907485
308043596,-0.13599727,0.099021055,0.71907485
308246045,-0.1300765,0.12224116,0.7158726
308448575,-0.10639339,0.15997386,0.7126703
308650963,-0.10639339,0.14546129,0.71907485
308842245,-0.10935379,0.099021055,0.7094682
309044654,-0.09751223,0.119338654,0.7062659
309247880,-0.09455185,0.11643614,0.7062659
309438758,-0.08567069,0.12224116,0.7030637
309652405,-0.07974991,0.13965626,0.7126703
309843640,-0.08863108,0.11643614,0.6870526
310046048,-0.08863108,0.110631116,0.6870526
310248565,-0.08863108,0.10772859,0.69025487
310439788,-0.08567069,0.104826085,0.6838504
310642244,-0.08271029,0.10772859,0.6838504
310844700,-0.07678952,0.10772859,0.677446
311046872,-0.073829144,0.104826085,0.677446
311249201,-0.06494798,0.110631116,0.677446
311451645,-0.061987583,0.104826085,0.67104155
311642878,-0.017581778,0.09611855,0.66783935
311845349,0.023863642,0.09611855,0.6838504
312047800,-0.08271029,0.104826085,0.6550305
312239383,-0.12119533,0.10192357,0.648626
312453111,-0.08863108,0.10192357,0.66463715
312644313,-0.067908354,0.104826085,0.6550305
312846763,-0.050146036,0.09031351,0.66463715
313049266,-0.0087006185,0.09611855,0.67104155
313240425,-0.06494798,0.104826085,0.6454238
313442933,-0.08271029,0.09611855,0.6454238
313644964,-0.07678952,0.09611855,0.648626
313847478,-0.070868745,0.099021055,0.648626
314049902,-0.047185652,0.09321603,0.6614349
314252362,-0.067908354,0.09611855,0.6582327
314443573,-0.07678952,0.09321603,0.6614349
314646049,-0.070868745,0.09321603,0.6614349
314837244,-0.070868745,0.09321603,0.67104155
315040276,-0.061987583,0.043873284,0.7062659
315242576,-0.06494798,0.09031351,0.6806482
315444654,-0.070868745,0.07580094,0.7094682
315647138,-0.073829144,-0.0025669478,0.72547925
315849536,-0.09751223,0.09031351,0.6998615
316052006,-0.09751223,0.2093166,0.677446
316243234,-0.08271029,0.15707135,0.7126703
316445686,-0.07974991,0.09321603,0.7350859
316648126,-0.09455185,0.11353363,0.72868145
316850587,-0.09455185,0.104826085,0.722277
317041778,-0.10047262,0.006140595,0.7639059
317244277,-0.11823494,-0.037397124,0.75750136
317446773,-0.14191803,0.110631116,0.71907485
317649186,-0.115274556,0.23834175,0.7094682
317840400,-0.11823494,0.24124427,0.7062659
318043233,-0.16856152,0.13675375,0.72868145
318245345,-0.115274556,0.12514369,0.75109696
318447780,-0.16264075,0.13385123,0.73188365
318650248,-0.16856152,0.13094871,0.722277
318841445,-0.22776926,0.13965626,0.7062659
319043924,-0.21000695,0.13965626,0.7094682
319246350,-0.08863108,0.13965626,0.7542992
319448796,-0.112314165,0.14546129,0.7414903
319651363,-0.18632385,0.14255877,0.7094682
319842469,-0.19224462,0.14255877,0.7126703
320044950,-0.22184849,0.18609649,0.67424375
320247418,-0.21000695,0.12514369,0.69345707
320449890,-0.18632385,0.1280462,0.6998615
320641112,-0.17152192,0.1512663,0.7030637
320843904,-0.11823494,0.21802415,0.6870526
321046412,-0.14783882,0.17738895,0.69345707
321248825,-0.13599727,0.11353363,0.6998615
321451297,-0.11823494,0.13094871,0.7126703
321642105,-0.14487843,0.17448644,0.69345707
321844656,-0.13303687,0.13965626,0.6998615
322047065,-0.12415571,0.13385123,0.7094682
322249509,-0.112314165,0.13385123,0.7062659
322440733,-0.10639339,0.06419089,0.72547925
322643206,-0.115274556,0.1280462,0.6998615
322845644,-0.10639339,0.12514369,0.69665927
323048101,-0.112314165,0.1280462,0.69665927
323250678,-0.10047262,0.14546129,0.69665927
323441794,-0.10935379,0.16577889,0.6838504
323644947,-0.091591455,0.067093395,0.7062659
323847064,-0.091591455,0.104826085,0.69025487
324049565,-0.08863108,0.11353363,0.677446
324240347,-0.061987583,0.12224116,0.6806482
324442819,-0.091591455,0.119338654,0.677446
324645293,-0.10343301,0.11643614,0.66463715
324847775,-0.08271029,0.11353363,0.67104155
325050196,-0.073829144,0.11643614,0.6614349
325241405,-0.035344105,0.110631116,0.6838504
325443870,-0.07974991,0.10192357,0.67104155
325646301,-0.08567069,0.10192357,0.66783935
325848770,-0.08271029,0.10192357,0.67424375
326039982,-0.09751223,0.09321603,0.677446
326242456,-0.10639339,0.08160597,0.69025487
326444910,-0.13303687,0.003238082,0.69345707
326647719,-0.10047262,0.03516574,0.69345707
326850229,-0.09751223,0.18029144,0.6518283
327041391,-0.091591455,0.23253673,0.6390194
327243894,-0.08863108,0.12514369,0.66463715
327445979,-0.044225264,0.09031351,0.6870526
327648436,-0.067908354,0.09031351,0.6838504
327839647,-0.1271161,0.087410994,0.67104155
328042103,-0.10639339,0.110631116,0.66463715
328244560,-0.09455185,0.110631116,0.67104155
328446995,-0.08567069,0.040970765,0.7062659
328649427,-0.08567069,0.13094871,0.677446
328840644,-0.08271029,0.16577889,0.6838504
329043083,-0.08567069,0.099021055,0.69025487
329245578,-0.091591455,0.072898425,0.7094682
329448511,-0.115274556,0.104826085,0.6806482
329639607,-0.09455185,0.110631116,0.6838504
329842065,-0.09455185,0.12224116,0.69025487
330044523,-0.091591455,0.13094871,0.69345707
330246647,-0.09455185,0.11353363,0.6806482
330449130,-0.08863108,0.11643614,0.69025487
330651560,-0.10639339,0.110631116,0.69665927
330842730,-0.10343301,0.119338654,0.69345707
331045212,-0.09751223,0.12514369,0.69665927
331247711,-0.09751223,0.1280462,0.7094682
331438912,-0.09751223,0.11643614,0.7030637
331641332,-0.09751223,0.12514369,0.7062659
331843757,-0.10047262,0.1280462,0.7158726
332046266,-0.10343301,0.119338654,0.7062659
332248697,-0.10343301,0.13094871,0.7158726
332440297,-0.10935379,0.13675375,0.7158726
332642784,-0.10639339,0.13965626,0.71907485
332845191,-0.115274556,0.13385123,0.71907485
333047698,-0.115274556,0.13965626,0.71907485
333238851,-0.11823494,0.1280462,0.71907485
333452557,-0.12415571,0.13385123,0.7158726
333643822,-0.1271161,0.13675375,0.722277
333846221,-0.15671997,0.14255877,0.7158726
334048723,-0.14191803,0.14255877,0.71907485
334239937,-0.13599727,0.13675375,0.71907485
334442423,-0.15375958,0.1280462,0.7158726
334644820,-0.1300765,0.12514369,0.71907485
334847330,-0.13303687,0.13094871,0.71907485
335049741,-0.14191803,0.13385123,0.722277
335253041,-0.12119533,0.13385123,0.722277
335444287,-0.10639339,0.13385123,0.73828804
335646700,-0.14191803,0.13094871,0.72547925
335837937,-0.14191803,0.13965626,0.72547925
336040394,-0.13895765,0.1483638,0.73188365
336242858,-0.1300765,0.11643614,0.7414903
336445319,-0.1744823,0.087410994,0.73828804
336647792,-0.18040307,0.1280462,0.72868145
336850242,-0.1271161,0.1483638,0.74469256
337041468,-0.11823494,0.13675375,0.75109696
337243898,-0.12119533,0.1280462,0.7542992
337446314,-0.13895765,0.11643614,0.7542992
337648856,-0.15671997,0.13965626,0.7478947
337851271,-0.1271161,0.16577889,0.7414903
338043255,-0.11823494,0.17448644,0.75109696
338245289,-0.1271161,0.07580094,0.7639059
338447758,-0.10343301,0.067093395,0.7639059
338638962,-0.10343301,0.15416884,0.74469256
338841428,-0.07974991,0.1919015,0.7350859
339043979,-0.06494798,0.12224116,0.7542992
339246006,-0.08271029,0.10772859,0.7414903
339448469,-0.08271029,0.10772859,0.73188365
339650877,-0.08271029,0.104826085,0.72868145
339842141,-0.08271029,0.11353363,0.71907485
340044569,-0.067908354,0.09611855,0.71907485
340247056,-0.061987583,0.104826085,0.71907485
340449451,-0.067908354,0.1280462,0.71907485
340651928,-0.06494798,0.104826085,0.7030637
340843119,-0.032383714,0.104826085,0.7094682
341045998,-0.0087006185,0.104826085,0.7094682
341248078,-0.059027202,0.055483337,0.71907485
341450489,-0.056066815,0.006140595,0.71907485
341641678,-0.08567069,0.10772859,0.6806482
341844163,-0.08567069,0.21512164,0.6550305
342046650,-0.061987583,0.13094871,0.69025487
342249041,-0.050146036,0.09321603,0.6870526
342451533,-0.044225264,0.110631116,0.677446
342642747,-0.0027798433,0.09611855,0.6870526
342845227,-0.053106423,0.10192357,0.67104155
343036395,-0.059027202,0.10192357,0.6806482
343250120,-0.067908354,0.104826085,0.67424375
343441316,-0.10047262,0.110631116,0.66463715
343643774,-0.115274556,0.110631116,0.6582327
343846701,-0.07678952,0.104826085,0.66463715
344049114,-0.070868745,0.110631116,0.67104155
344251505,-0.07678952,0.104826085,0.66463715
344442379,-0.08271029,0.11353363,0.6614349
344644845,-0.091591455,0.104826085,0.6518283
344847272,-0.08271029,0.119338654,0.6614349
345049727,-0.091591455,0.110631116,0.6614349
345240926,-0.09455185,0.07580094,0.69025487
345443388,-0.09455185,0.104826085,0.67104155
345645863,-0.09455185,0.11353363,0.67104155
345848281,-0.09455185,0.119338654,0.67424375
346050792,-0.10047262,0.11643614,0.67424375
346241927,-0.10343301,0.11643614,0.6838504
346444444,-0.112314165,0.110631116,0.6870526
346646994,-0.115274556,0.11643614,0.69665927
346849353,-0.11823494,0.12514369,0.69345707
347040514,-0.12119533,0.1280462,0.7062659
347242978,-0.12415571,0.13385123,0.7158726
347445439,-0.15968037,0.12514369,0.7062659
347647905,-0.16856152,0.13675375,0.7094682
347850358,-0.1271161,0.1280462,0.73828804
348041550,-0.15671997,0.1280462,0.72547925
348244051,-0.10935379,0.13385123,0.73828804
348446463,-0.115274556,0.13965626,0.75109696
348648897,-0.1300765,0.13385123,0.74469256
348840154,-0.1507992,0.084508486,0.7639059
349042563,-0.19224462,0.1280462,0.7350859
349245101,-0.112314165,0.16287638,0.7607036
349447535,-0.08863108,0.12514369,0.78311914
349650324,-0.08863108,0.104826085,0.7895236
349841530,-0.18040307,0.07580094,0.7703103
350043987,-0.23665044,0.10772859,0.73188365
350246510,-0.13599727,0.14546129,0.7703103
350448658,-0.07678952,0.17738895,0.7767147
350639719,-0.14191803,0.13094871,0.7607036
350842231,-0.112314165,0.10192357,0.7767147
351044654,-0.10047262,0.1280462,0.767108
351246926,-0.08271029,0.11643614,0.7767147
351448726,-0.08567069,0.12224116,0.767108
351639877,-0.10047262,0.12514369,0.75109696
351842378,-0.10935379,0.13675375,0.7478947
352044419,-0.10343301,0.11643614,0.75109696
352246912,-0.10639339,0.11643614,0.7478947
352438851,-0.10047262,0.12224116,0.7414903
352641006,-0.10047262,0.12224116,0.73188365
352843415,-0.09751223,0.11643614,0.72868145
353045493,-0.09455185,0.11353363,0.7158726
353247897,-0.08863108,0.11643614,0.7062659
353439245,-0.08863108,0.10772859,0.7062659
353641575,-0.07974991,0.104826085,0.7094682
353844043,-0.08567069,0.104826085,0.6998615
354046512,-0.07678952,0.10772859,0.7062659
354248941,-0.07974991,0.104826085,0.69025487
354451402,-0.073829144,0.104826085,0.69025487
354642630,-0.070868745,0.10192357,0.69345707
354845092,-0.070868745,0.104826085,0.6838504
355047505,-0.067908354,0.10192357,0.6838504
355238786,-0.073829144,0.104826085,0.6838504
355441581,-0.06494798,0.104826085,0.6838504
355644030,-0.061987583,0.104826085,0.6838504
355846110,-0.059027202,0.104826085,0.67424375
356048502,-0.07974991,0.087410994,0.69025487
356239728,-0.067908354,0.09611855,0.69025487
356442255,-0.059027202,0.099021055,0.69025487
356644690,-0.026462942,0.06999591,0.7094682
356847096,-0.053106423,0.11353363,0.6870526
357038426,-0.059027202,0.13965626,0.6998615
357251976,-0.059027202,0.104826085,0.69665927
357443261,-0.053106423,0.09611855,0.7062659
357645683,-0.047185652,0.07580094,0.722277
357848141,-0.06494798,0.055483337,0.7350859
358039361,-0.08567069,0.10192357,0.7030637
358242263,-0.061987583,0.110631116,0.7158726
358444614,-0.061987583,0.10192357,0.71907485
358646962,-0.067908354,0.11643614,0.7158726
358849162,-0.070868745,0.119338654,0.722277
359051568,-0.061987583,0.10192357,0.71907485
359242814,-0.061987583,0.09611855,0.7158726
359445241,-0.070868745,0.10772859,0.7126703
359647722,-0.070868745,0.119338654,0.72547925
359838940,-0.07974991,0.13965626,0.71907485
360052663,-0.07974991,0.110631116,0.722277
360243843,-0.07678952,0.11353363,0.7158726
360446279,-0.07678952,0.119338654,0.72868145
360648742,-0.08271029,0.11643614,0.72868145
360839952,-0.08863108,0.10192357,0.722277
361042448,-0.08567069,0.11643614,0.7414903
361245267,-0.091591455,0.11643614,0.73828804
361447725,-0.10343301,0.119338654,0.74469256
361649811,-0.10343301,0.12514369,0.7478947
361852203,-0.13895765,0.10192357,0.72868145
362043452,-0.12415571,0.104826085,0.7414903
362245881,-0.09455185,0.110631116,0.7542992
362437060,-0.112314165,0.099021055,0.75109696
362639568,-0.10935379,0.12224116,0.7542992
362842002,-0.08271029,0.13675375,0.7542992
363044426,-0.12119533,0.11643614,0.74469256
363246937,-0.12415571,0.10192357,0.74469256
363449495,-0.11823494,0.10772859,0.74469256
363651801,-0.112314165,0.119338654,0.73828804
363843043,-0.10639339,0.11353363,0.7478947
364045841,-0.10343301,0.11643614,0.7414903
364248332,-0.10047262,0.110631116,0.7414903
364450814,-0.09455185,0.10192357,0.74469256
364641944,-0.06494798,0.10192357,0.74469256
364844461,-0.091591455,0.11353363,0.7350859
365046849,-0.112314165,0.078703456,0.75109696
365249402,-0.07974991,0.09321603,0.7478947
365440563,-0.091591455,0.110631116,0.73188365
365642612,-0.10047262,0.1512663,0.72868145
365845034,-0.091591455,0.11353363,0.72868145
366047542,-0.10047262,0.09321603,0.72868145
366249951,-0.10047262,0.099021055,0.72868145
366441245,-0.091591455,0.11353363,0.72547925
366643671,-0.10343301,0.09031351,0.7350859
366846686,-0.08863108,0.09321603,0.72868145
367048946,-0.091591455,0.084508486,0.7414903
367251343,-0.091591455,0.10192357,0.72868145
367442620,-0.08863108,0.119338654,0.72868145
367645003,-0.08271029,0.110631116,0.73188365
367847517,-0.091591455,0.10192357,0.72547925
368049911,-0.09455185,0.087410994,0.7350859
368241167,-0.08863108,0.087410994,0.73828804
368443567,-0.08863108,0.087410994,0.72868145
368645691,-0.08863108,0.10192357,0.722277
368848085,-0.08271029,0.11353363,0.7158726
369050564,-0.091591455,0.104826085,0.7126703
369241742,-0.08271029,0.099021055,0.7158726
369444212,-0.07974991,0.104826085,0.7062659
369646680,-0.08567069,0.099021055,0.7158726
369849488,-0.08271029,0.104826085,0.7062659
370040743,-0.07678952,0.104826085,0.6998615
370243179,-0.07678952,0.09611855,0.7094682
370445597,-0.073829144,0.09611855,0.7062659
370648099,-0.073829144,0.09611855,0.6998615
370850279,-0.070868745,0.08160597,0.7062659
371041334,-0.067908354,0.09611855,0.69025487
371243789,-0.067908354,0.099021055,0.6870526
371446298,-0.061987583,0.09611855,0.69025487
371648674,-0.059027202,0.099021055,0.69345707
371839913,-0.053106423,0.099021055,0.69345707
372042367,-0.056066815,0.07580094,0.7062659
372244836,-0.047185652,0.02936071,0.7158726
372447268,-0.053106423,0.09611855,0.6998615
372650143,-0.059027202,0.1483638,0.6998615
372840917,-0.050146036,0.099021055,0.6998615
373043382,-0.04126488,0.09031351,0.7062659
373245825,-0.044225264,0.084508486,0.71907485
373448296,-0.04126488,0.09321603,0.7158726
373639465,-0.03830449,0.09031351,0.722277
373841947,-0.032383714,0.09321603,0.71907485
374044397,-0.029423328,0.09321603,0.73828804
374246855,-0.032383714,0.09611855,0.72868145
374449331,-0.032383714,0.09031351,0.74469256
374640476,-0.029423328,0.09321603,0.74469256
374842988,-0.026462942,0.09321603,0.7478947
375045387,-0.023502553,0.09321603,0.75750136
375247878,-0.023502553,0.087410994,0.7735125
375450328,-0.029423328,0.099021055,0.7607036
375641916,-0.029423328,0.099021055,0.767108
375844246,-0.026462942,0.09611855,0.767108
376046430,-0.03830449,0.099021055,0.7767147
376248990,-0.03830449,0.099021055,0.77991694
376440045,-0.04126488,0.09611855,0.78311914
376642578,-0.04126488,0.099021055,0.78632134
376845017,-0.044225264,0.110631116,0.7895236
377047419,-0.044225264,0.099021055,0.80553466
377238648,-0.053106423,0.084508486,0.80553466
377441126,-0.07678952,0.087410994,0.80873686
377643597,-0.18632385,0.110631116,0.77991694
377845989,-0.26329392,0.15416884,0.73828804
378048448,-0.14487843,0.13965626,0.795928
378250875,-0.017581778,0.06999591,0.83755684
378453718,-0.044225264,0.078703456,0.8279502
378644987,-0.18632385,0.10192357,0.81193906
378847370,-0.16560113,0.12224116,0.7895236
379038240,-0.23961082,0.12224116,0.74469256
379240683,-0.28697702,0.13385123,0.7094682
379443095,-0.30473933,0.14255877,0.677446
379645571,-0.17744268,0.18609649,0.7030637
379848069,-0.059027202,0.22092664,0.7126703
