timestamp,rollspeed_integ,pitchspeed_integ,yawspeed_integ,additional_integ1
272053013,0.09575606,0.070957296,-0.077654615,0.0
272252984,0.08132603,0.071431346,-0.078136824,0.0
272452984,0.08709099,0.07209496,-0.07863195,0.0
272651653,0.0897774,0.07344627,-0.078886636,0.0
272851625,0.08965921,0.07359986,-0.07885313,0.0
273050340,0.0886339,0.07289682,-0.078812584,0.0
273254045,0.08863254,0.07199132,-0.07893358,0.0
273454025,0.08881154,0.07140208,-0.078901455,0.0
273652726,0.08830819,0.07202563,-0.07891992,0.0
273852693,0.08818056,0.07126205,-0.07898935,0.0
274051413,0.08828849,0.07019888,-0.07917133,0.0
274251370,0.0894604,0.070077576,-0.07942664,0.0
274451336,0.09023491,0.07052056,-0.07966979,0.0
274653804,0.089967884,0.071531534,-0.07990825,0.0
274853763,0.08879843,0.07190257,-0.080030106,0.0
275052477,0.09006099,0.07325946,-0.08020045,0.0
275252444,0.08951945,0.0737568,-0.080449425,0.0
275452406,0.089116104,0.073303305,-0.08050552,0.0
275651131,0.089669175,0.07306034,-0.08060264,0.0
275851088,0.08961612,0.07260515,-0.08066294,0.0
276053549,0.090185314,0.07248994,-0.08077973,0.0
276253513,0.08973016,0.07275107,-0.08115806,0.0
276453490,0.09092814,0.07437464,-0.08193863,0.0
276652201,0.08939007,0.074529074,-0.08263787,0.0
276852160,0.09709485,0.07444854,-0.082890965,0.0
277052126,0.08396899,0.074175365,-0.08280868,0.0
277250838,0.08372004,0.07467007,-0.082800016,0.0
277454556,0.09459238,0.0759548,-0.08255014,0.0
277653268,0.09756508,0.07376342,-0.082146615,0.0
277853239,0.095335,0.076683,-0.0819271,0.0
278051949,0.08580995,0.07469384,-0.08190965,0.0
278251912,0.08432422,0.0709671,-0.08200537,0.0
278451882,0.09429775,0.0747118,-0.082040265,0.0
278650589,0.08917825,0.07628581,-0.08183971,0.0
278854345,0.093057595,0.07588079,-0.08170895,0.0
279053019,0.08493551,0.073673606,-0.081404604,0.0
279253018,0.09319692,0.07288498,-0.08096217,0.0
279452964,0.09329425,0.072754726,-0.08037225,0.0
279651661,0.08605779,0.072239496,-0.08010072,0.0
279851629,0.08714217,0.07153204,-0.08021529,0.0
280050347,0.09461794,0.07268527,-0.08007185,0.0
280255352,0.08757828,0.072523735,-0.07990234,0.0
280454033,0.08167361,0.07110773,-0.079741485,0.0
280652744,0.089780256,0.077991456,-0.07938439,0.0
280852704,0.09336663,0.06908752,-0.07818628,0.0
281051411,0.09126959,0.06837021,-0.0774438,0.0
281251388,0.08795176,0.07004518,-0.07717153,0.0
281451338,0.0889401,0.08100829,-0.077342205,0.0
281653845,0.088866375,0.07539866,-0.07735257,0.0
281853775,0.08797943,0.07368999,-0.07733923,0.0
282052482,0.08749771,0.07377988,-0.07727865,0.0
282252452,0.0880762,0.07397945,-0.07717157,0.0
282452408,0.087639526,0.07411825,-0.07703419,0.0
282651122,0.08753343,0.07434057,-0.07693102,0.0
282851089,0.08818194,0.07398046,-0.0767018,0.0
283053556,0.08316756,0.0734725,-0.07653716,0.0
283253528,0.08810791,0.07573577,-0.07658674,0.0
283453490,0.09453097,0.07516275,-0.076351546,0.0
283652191,0.09033152,0.07589174,-0.07633699,0.0
283852159,0.07766751,0.073747896,-0.07651869,0.0
284052127,0.08396567,0.07509509,-0.07683154,0.0
284250834,0.08701849,0.075635836,-0.07684959,0.0
284454561,0.09212269,0.07530767,-0.07672734,0.0
284653266,0.08467167,0.07312484,-0.07636273,0.0
284853231,0.087250054,0.073119864,-0.076140136,0.0
285051945,0.08885722,0.0808801,-0.07598122,0.0
285251921,0.08834326,0.0734362,-0.07560283,0.0
285451868,0.08839981,0.07692399,-0.075439155,0.0
285650598,0.085321486,0.070603855,-0.07526749,0.0
285854298,0.08992582,0.07421355,-0.07524942,0.0
286053023,0.08553465,0.07377207,-0.075134285,0.0
286252980,0.08400488,0.0735679,-0.07516747,0.0
286452945,0.09313082,0.07507915,-0.0751092,0.0
286651692,0.09197526,0.07322983,-0.0750736,0.0
286851615,0.0821396,0.07370858,-0.075530924,0.0
287051585,0.08640329,0.07314287,-0.07597904,0.0
287254054,0.08885148,0.074340396,-0.076111935,0.0
287454032,0.09147527,0.07266114,-0.07618406,0.0
287652743,0.09002803,0.07653697,-0.07602156,0.0
287852688,0.088489614,0.07925625,-0.07604955,0.0
288051399,0.089859866,0.06900174,-0.07584708,0.0
288251358,0.090889804,0.07031634,-0.07568201,0.0
288451336,0.091023736,0.0765807,-0.075606726,0.0
288653810,0.085728034,0.07295046,-0.07521558,0.0
288853796,0.09502144,0.07377398,-0.075168006,0.0
289052468,0.08729591,0.07450254,-0.07514313,0.0
289252433,0.08978712,0.073565915,-0.07514736,0.0
289452397,0.089550495,0.0723571,-0.0753359,0.0
289651109,0.087239325,0.072301455,-0.07529272,0.0
289851073,0.093817,0.071957126,-0.07527787,0.0
290053536,0.08236878,0.07089934,-0.07514061,0.0
290253497,0.086432956,0.07081586,-0.07525015,0.0
290453473,0.088290505,0.07011211,-0.07539625,0.0
290652176,0.0878351,0.069507144,-0.07547593,0.0
290852151,0.08764962,0.07079923,-0.075579576,0.0
291052104,0.08911085,0.0705651,-0.075911984,0.0
291250821,0.08823435,0.07005688,-0.07610986,0.0
291454525,0.08678568,0.069900885,-0.076388165,0.0
291653251,0.09382013,0.07506995,-0.07711426,0.0
291853205,0.085290365,0.07152558,-0.07731597,0.0
292051923,0.08186012,0.06849345,-0.07717316,0.0
292251883,0.090999044,0.07447458,-0.07701294,0.0
292451844,0.08640545,0.07310921,-0.07674792,0.0
292650552,0.08008197,0.07219575,-0.07657132,0.0
292854267,0.08815921,0.07256309,-0.07659905,0.0
293052996,0.09118297,0.074816234,-0.076282255,0.0
293252964,0.08953457,0.06997669,-0.076235116,0.0
293452913,0.087925605,0.065618746,-0.07607311,0.0
293651620,0.090008296,0.074900866,-0.07617428,0.0
293851592,0.08495692,0.07804544,-0.07680929,0.0
294051556,0.08257736,0.07436773,-0.07741101,0.0
294254007,0.0941559,0.0746169,-0.07800227,0.0
294453977,0.099911414,0.07441749,-0.077815056,0.0
294652695,0.09913175,0.0738493,-0.07758877,0.0
294852657,0.08397973,0.07251725,-0.07754417,0.0
295051362,0.08576096,0.07239649,-0.07759344,0.0
295251324,0.09619008,0.07287021,-0.07732306,0.0
295451349,0.100613445,0.07291965,-0.076475374,0.0
295653749,0.08965006,0.07222245,-0.07611838,0.0
295853719,0.09156363,0.073438294,-0.076438725,0.0
296052429,0.094331436,0.07426539,-0.07657372,0.0
296252390,0.09318067,0.07464342,-0.07675597,0.0
296452354,0.09283203,0.07484952,-0.0769693,0.0
296651099,0.09180428,0.0762732,-0.07723095,0.0
296851039,0.093604565,0.07654961,-0.077435106,0.0
297051038,0.09476695,0.07677031,-0.07765206,0.0
297253446,0.09476489,0.07653217,-0.077816136,0.0
297453415,0.095413215,0.07674453,-0.07784279,0.0
297652124,0.09183937,0.075219095,-0.07783328,0.0
297852089,0.098379515,0.07742372,-0.07804646,0.0
298052067,0.096301064,0.076788716,-0.07797018,0.0
298250770,0.09241782,0.07649052,-0.07791828,0.0
298450726,0.09376674,0.07673428,-0.07783653,0.0
298653184,0.09493306,0.077123374,-0.07752609,0.0
298853148,0.09985929,0.07722853,-0.07720984,0.0
299051861,0.09359384,0.07689577,-0.07708315,0.0
299251822,0.09479431,0.076648235,-0.07678763,0.0
299451791,0.09557685,0.07655807,-0.076514415,0.0
299650504,0.09855471,0.07762627,-0.076196864,0.0
299854253,0.09033293,0.07527483,-0.07582822,0.0
300052920,0.093561426,0.07978604,-0.07555789,0.0
300252885,0.09607484,0.07425174,-0.0752449,0.0
300452844,0.09968196,0.075180896,-0.07489024,0.0
300651558,0.09320737,0.07443059,-0.074554875,0.0
300851519,0.08335772,0.07797841,-0.07490499,0.0
301051489,0.092585735,0.07674553,-0.07515585,0.0
301253953,0.09126519,0.07681801,-0.07507124,0.0
301453944,0.09164305,0.0766908,-0.07493567,0.0
301652618,0.09203762,0.07611714,-0.07487805,0.0
301852614,0.0920062,0.07610804,-0.07483649,0.0
302052547,0.09244706,0.07378141,-0.0747703,0.0
302251265,0.092071384,0.07570027,-0.074737616,0.0
302451217,0.09066789,0.0758222,-0.07478339,0.0
302653682,0.09079731,0.07576973,-0.074809186,0.0
302853642,0.09211374,0.07527594,-0.07493896,0.0
303052360,0.09224127,0.07511015,-0.07516474,0.0
303252322,0.09196633,0.07561015,-0.07536643,0.0
303452274,0.09367381,0.07610824,-0.07577682,0.0
303650993,0.0923831,0.07537055,-0.07590708,0.0
303850967,0.09190828,0.07544942,-0.07586693,0.0
304053412,0.09098587,0.074709326,-0.075719886,0.0
304253381,0.09146683,0.07407107,-0.07550517,0.0
304453331,0.09237504,0.07430242,-0.075215206,0.0
304652051,0.09171444,0.07478616,-0.0749545,0.0
304852016,0.093056135,0.07540235,-0.074984156,0.0
305051983,0.09436156,0.07270571,-0.07492025,0.0
305250679,0.08923941,0.075882584,-0.07505897,0.0
305455655,0.09413327,0.07746382,-0.07528446,0.0
305653137,0.090775825,0.07578666,-0.075213246,0.0
305853067,0.087330595,0.076029904,-0.07526524,0.0
306053044,0.09055033,0.07721296,-0.075310074,0.0
306251741,0.098201156,0.07733566,-0.07519171,0.0
306451701,0.09266218,0.077775106,-0.07513758,0.0
306650410,0.0874214,0.07722967,-0.075312324,0.0
306854125,0.093340375,0.072719425,-0.07536319,0.0
307052833,0.09274968,0.07905946,-0.075481504,0.0
307252827,0.09097484,0.07844564,-0.075587384,0.0
307452762,0.09454768,0.07775968,-0.07576996,0.0
307651464,0.09479639,0.08105926,-0.07586178,0.0
307851476,0.091785155,0.07817413,-0.07606032,0.0
308051388,0.094812766,0.07722086,-0.076236226,0.0
308253853,0.09232676,0.07303916,-0.07646002,0.0
308453811,0.095968924,0.0761584,-0.07689413,0.0
308652523,0.08735848,0.075974226,-0.077235915,0.0
308852485,0.09227259,0.074349,-0.077735335,0.0
309052443,0.091988325,0.07561749,-0.07803446,0.0
309251175,0.094050206,0.07554405,-0.07835467,0.0
309451117,0.09461247,0.07556697,-0.07874219,0.0
309654850,0.09211086,0.07427482,-0.07904548,0.0
309853540,0.09435302,0.07386195,-0.07952169,0.0
310053510,0.09592443,0.0736281,-0.07992051,0.0
310252208,0.09456861,0.07403199,-0.08028679,0.0
310452172,0.09540258,0.07403615,-0.08040461,0.0
310652142,0.09502432,0.07452286,-0.080529764,0.0
310850842,0.09511762,0.07481022,-0.08064463,0.0
311053307,0.095604785,0.07509581,-0.08080923,0.0
311253267,0.09434545,0.07575853,-0.0809354,0.0
311453232,0.09463937,0.07522281,-0.0809716,0.0
311651946,0.09179762,0.070802264,-0.08106471,0.0
311851897,0.093290985,0.07986733,-0.08130321,0.0
312051859,0.094672345,0.07709073,-0.081485495,0.0
312250573,0.09586067,0.07584224,-0.08194852,0.0
312454286,0.09541014,0.07201638,-0.082289085,0.0
312652992,0.09544933,0.07427005,-0.082692266,0.0
312852958,0.09588759,0.071881406,-0.08303755,0.0
313052915,0.095273346,0.076709464,-0.0832183,0.0
313251626,0.09348427,0.075127244,-0.083213456,0.0
313451586,0.09344203,0.07601394,-0.08309997,0.0
313651545,0.09414556,0.07209623,-0.082672015,0.0
313854010,0.092162274,0.06968196,-0.08206605,0.0
314053981,0.09195642,0.07386657,-0.0817328,0.0
314252684,0.09110072,0.07417784,-0.08136224,0.0
314452637,0.0912662,0.073827684,-0.0810814,0.0
314651342,0.09054816,0.07475418,-0.08050743,0.0
314851310,0.08950641,0.07302634,-0.079684995,0.0
315051273,0.093245015,0.07350247,-0.078865774,0.0
315253739,0.091334365,0.071807325,-0.07763598,0.0
315453686,0.08548173,0.07100393,-0.076677665,0.0
315653651,0.092451595,0.07356728,-0.07586074,0.0
315852377,0.09312898,0.07287197,-0.07493836,0.0
316052328,0.08740384,0.07054677,-0.074222945,0.0
316251030,0.082069516,0.071540564,-0.07420664,0.0
316450983,0.08785925,0.07406486,-0.07444472,0.0
316653456,0.09145019,0.07337514,-0.07456827,0.0
316853420,0.08897786,0.073339865,-0.07454221,0.0
317053382,0.08541224,0.07316198,-0.0744396,0.0
317252093,0.09568036,0.073167264,-0.074027196,0.0
317452049,0.097030774,0.07160247,-0.07357974,0.0
317652058,0.090386316,0.06883976,-0.073205404,0.0
317850704,0.08312137,0.07162785,-0.07362686,0.0
318054480,0.08921736,0.0714964,-0.07434275,0.0
318253136,0.09081755,0.07322298,-0.07471567,0.0
318453094,0.08913792,0.06712151,-0.074949555,0.0
318653073,0.09100969,0.07624315,-0.07550074,0.0
318853024,0.08966449,0.07144956,-0.07579633,0.0
319051725,0.08920049,0.066396065,-0.07609466,0.0
319250425,0.088595584,0.07287528,-0.07634112,0.0
319454139,0.08942877,0.07803169,-0.07641722,0.0
319652851,0.09046499,0.07313056,-0.076469444,0.0
319852819,0.091385074,0.076185845,-0.07652566,0.0
320052776,0.08692759,0.0742904,-0.07632618,0.0
320251479,0.08874512,0.06664456,-0.076297596,0.0
320451439,0.0949911,0.076744206,-0.076456115,0.0
320651396,0.09414772,0.07087686,-0.07615043,0.0
320853852,0.08895176,0.07469048,-0.07581385,0.0
321053810,0.08440205,0.071997635,-0.07575191,0.0
321252529,0.09262324,0.07749817,-0.07557123,0.0
321452488,0.09180721,0.07379291,-0.07505843,0.0
321652449,0.08857736,0.073157564,-0.07448524,0.0
321851153,0.09274757,0.07164241,-0.074013874,0.0
322051114,0.092427574,0.071348235,-0.073414184,0.0
322253574,0.08939678,0.069975145,-0.07292174,0.0
322453532,0.096714154,0.07322926,-0.072694354,0.0
322653501,0.091968544,0.07160487,-0.072179265,0.0
322852201,0.09237947,0.07361014,-0.07175501,0.0
323052221,0.09253881,0.06944009,-0.07109818,0.0
323252123,0.09418898,0.07177849,-0.07053606,0.0
323450832,0.08553993,0.0703499,-0.06989676,0.0
323654546,0.094189174,0.07214539,-0.06938569,0.0
323853244,0.09285375,0.07151541,-0.06863388,0.0
324053209,0.09133008,0.07103329,-0.06794743,0.0
324251920,0.09048425,0.0710929,-0.0673566,0.0
324451874,0.08981298,0.0701359,-0.06689809,0.0
324651854,0.08783889,0.0686569,-0.066430934,0.0
324850550,0.0878257,0.069800146,-0.06597958,0.0
325054249,0.085714124,0.06670741,-0.06562506,0.0
325252971,0.08600501,0.07004463,-0.06560938,0.0
325452919,0.08770236,0.07069182,-0.06565423,0.0
325652877,0.0874996,0.07156856,-0.06569038,0.0
325851594,0.08490265,0.07120601,-0.065668195,0.0
326051555,0.087835394,0.06903717,-0.065586306,0.0
326251520,0.08573379,0.07209815,-0.06565118,0.0
326453962,0.08807062,0.06900737,-0.06592437,0.0
326653921,0.09426422,0.07017589,-0.06640137,0.0
326852633,0.09256992,0.07049301,-0.06680998,0.0
327052599,0.07944903,0.070011504,-0.067366056,0.0
327252550,0.08473119,0.07056853,-0.06815331,0.0
327451260,0.089189045,0.07366045,-0.06880244,0.0
327651228,0.09096608,0.07584763,-0.069278836,0.0
327853674,0.08878785,0.07100232,-0.069652684,0.0
328053638,0.093053676,0.067906335,-0.06988848,0.0
328252347,0.08833032,0.07014012,-0.070298314,0.0
328452299,0.09391726,0.07203141,-0.07075956,0.0
328652265,0.091640964,0.07202833,-0.070644476,0.0
328852235,0.08466919,0.06878969,-0.07049661,0.0
329050924,0.08756759,0.073894665,-0.07045932,0.0
329253389,0.09367084,0.07114148,-0.07026657,0.0
329453338,0.09133173,0.06712552,-0.07004959,0.0
329653305,0.09134445,0.06985726,-0.07006011,0.0
329852006,0.09129608,0.07082845,-0.07011714,0.0
330051966,0.09245527,0.06980908,-0.07018641,0.0
330251923,0.09356106,0.07002933,-0.070298456,0.0
330450641,0.09045348,0.07045384,-0.070432104,0.0
330654383,0.09304233,0.070641994,-0.07079337,0.0
330853061,0.0934929,0.0707966,-0.07119146,0.0
331053059,0.09370052,0.070662215,-0.071771026,0.0
331252975,0.09330205,0.07073285,-0.07267145,0.0
331451701,0.09375994,0.07126952,-0.073653355,0.0
331651652,0.09351129,0.07092208,-0.074528076,0.0
331850353,0.093179405,0.07106107,-0.07524318,0.0
332054058,0.09568297,0.07142466,-0.075834125,0.0
332254021,0.0961709,0.07089924,-0.076513626,0.0
332452725,0.09574573,0.07028876,-0.07713954,0.0
332652673,0.094789006,0.070083864,-0.077646606,0.0
332852639,0.09471745,0.070621654,-0.0781015,0.0
333051341,0.092149705,0.0707378,-0.07839466,0.0
333251311,0.093440436,0.070703246,-0.07868135,0.0
333453770,0.09218834,0.07097029,-0.07888725,0.0
333653715,0.09262079,0.07193507,-0.078979,0.0
333852419,0.09073205,0.0678177,-0.07881931,0.0
334052385,0.08666752,0.06895869,-0.078422904,0.0
334252345,0.08649518,0.07169426,-0.07815658,0.0
334451046,0.08719952,0.070544854,-0.07777651,0.0
334651006,0.08787589,0.07167201,-0.07729257,0.0
334853462,0.08653992,0.07064439,-0.07673351,0.0
335053421,0.08512162,0.06886162,-0.076101616,0.0
335253390,0.08696976,0.06865348,-0.07536945,0.0
335452084,0.08859241,0.073511705,-0.07482209,0.0
335652046,0.08945529,0.07164531,-0.074427,0.0
335852014,0.08830069,0.07008099,-0.0741574,0.0
336050708,0.087673604,0.0708194,-0.07409328,0.0
336254433,0.08841346,0.07236378,-0.074314915,0.0
336453133,0.09008333,0.07162844,-0.07446721,0.0
336653082,0.0929154,0.07313507,-0.0748283,0.0
336853049,0.08979286,0.07009021,-0.07503693,0.0
337051747,0.090676144,0.07144548,-0.07571522,0.0
337251699,0.09211279,0.074956104,-0.07628924,0.0
337450411,0.092824884,0.07583625,-0.076588884,0.0
337654143,0.09038597,0.0742638,-0.07641114,0.0
337854079,0.09462109,0.07232132,-0.076025695,0.0
338052792,0.08830211,0.075121395,-0.07573494,0.0
338252750,0.08980762,0.07358677,-0.07552171,0.0
338451443,0.097050615,0.07418753,-0.0751781,0.0
338651441,0.09144849,0.074402675,-0.07461961,0.0
338851361,0.08430657,0.075467914,-0.07417987,0.0
339053826,0.087884605,0.07674208,-0.07392394,0.0
339253786,0.088387385,0.076200396,-0.07363659,0.0
339452486,0.08799024,0.07671971,-0.07329738,0.0
339652444,0.08748988,0.075872995,-0.07279922,0.0
339853659,0.08722314,0.07440901,-0.07228884,0.0
340051104,0.089197904,0.07539828,-0.07172315,0.0
340251059,0.08974374,0.07450207,-0.07106936,0.0
340453522,0.088434346,0.074527636,-0.070599124,0.0
340653479,0.08980264,0.07325706,-0.0701471,0.0
340853440,0.08902589,0.07305612,-0.06963256,0.0
341052141,0.08675045,0.07813428,-0.0692466,0.0
341252098,0.08194838,0.073935665,-0.06886794,0.0
341452083,0.09243446,0.07568227,-0.06868632,0.0
341650770,0.0949195,0.07483597,-0.06841493,0.0
341854473,0.082902335,0.071467556,-0.068351224,0.0
342053241,0.0843616,0.07258781,-0.06866383,0.0
342253141,0.08868893,0.07327928,-0.06885778,0.0
342451846,0.0914481,0.069378,-0.0688621,0.0
342651799,0.09136956,0.076947756,-0.06905062,0.0
342851757,0.09026075,0.073872134,-0.06902179,0.0
343050464,0.09062216,0.07273788,-0.06917444,0.0
343254166,0.09160443,0.0722094,-0.06945627,0.0
343452877,0.090408124,0.07527613,-0.06977552,0.0
343652834,0.09007954,0.06947183,-0.07004348,0.0
343852800,0.09067858,0.07347744,-0.07042602,0.0
344051494,0.090050474,0.07501922,-0.07065058,0.0
344251463,0.09048316,0.075220644,-0.07084742,0.0
344451412,0.09142262,0.077312745,-0.071048506,0.0
344653902,0.09018432,0.07380061,-0.071113504,0.0
344853814,0.096072316,0.075433575,-0.071465075,0.0
345052544,0.092024125,0.074506424,-0.071798146,0.0
345252486,0.0956965,0.074510485,-0.0721944,0.0
345452441,0.09327157,0.074678436,-0.0725239,0.0
345652402,0.09327985,0.07480412,-0.07297636,0.0
345852364,0.0937921,0.07504216,-0.07338262,0.0
346053557,0.09417828,0.07471358,-0.073651016,0.0
346253517,0.0914097,0.07419465,-0.073831476,0.0
346453479,0.09268174,0.07406573,-0.074045144,0.0
346652184,0.093242355,0.07395211,-0.07429153,0.0
346852138,0.09289804,0.074132964,-0.07466422,0.0
347052107,0.09363841,0.07423464,-0.07503864,0.0
347252061,0.091723666,0.074759275,-0.07547229,0.0
347450762,0.092630364,0.07261598,-0.07616503,0.0
347653204,0.09144008,0.07254561,-0.077123925,0.0
347853160,0.09492273,0.079411924,-0.07826826,0.0
348051869,0.09440559,0.07316972,-0.07921889,0.0
348251824,0.09315218,0.077523865,-0.080347635,0.0
348451795,0.09369154,0.075901,-0.08135462,0.0
348650502,0.0931793,0.07640842,-0.082445495,0.0
348854191,0.09769499,0.07803121,-0.08348056,0.0
349052897,0.097135045,0.074671425,-0.08420825,0.0
349252864,0.094376184,0.078755386,-0.08469247,0.0
349452810,0.09719972,0.07869972,-0.08533888,0.0
349651525,0.09353523,0.08240994,-0.08579368,0.0
349851476,0.100198835,0.08434561,-0.08622861,0.0
350051429,0.09767678,0.07550643,-0.08638807,0.0
350253883,0.099901736,0.075061046,-0.08627618,0.0
350453839,0.09372293,0.081556134,-0.08614945,0.0
350652553,0.095437564,0.079466395,-0.08608495,0.0
350852500,0.09630517,0.07679937,-0.08547198,0.0
351052467,0.09451495,0.07679156,-0.08474047,0.0
351251163,0.095210135,0.0774039,-0.08398725,0.0
351451127,0.094753005,0.07869556,-0.083277516,0.0
351653585,0.09522391,0.077301525,-0.08278192,0.0
351853536,0.09057391,0.07741678,-0.08240685,0.0
352053487,0.09206851,0.07795756,-0.08200906,0.0
352252246,0.09367884,0.0781199,-0.08136564,0.0
352452148,0.09184902,0.07707024,-0.080524825,0.0
352652105,0.092791334,0.077077545,-0.07955406,0.0
352850807,0.09095406,0.0752525,-0.07841027,0.0
353055787,0.09110346,0.07392414,-0.077099636,0.0
353253225,0.08778073,0.073010474,-0.07581964,0.0
353453186,0.087027386,0.072400786,-0.07466074,0.0
353651884,0.08585547,0.071285255,-0.073613316,0.0
353851832,0.0861955,0.07032098,-0.072599165,0.0
354051852,0.08655021,0.07031611,-0.071753524,0.0
354250495,0.08634182,0.06924644,-0.07093596,0.0
354454213,0.08683361,0.06966507,-0.07012063,0.0
354652905,0.08815024,0.069302134,-0.06944261,0.0
354852858,0.08677521,0.06931992,-0.068823926,0.0
355052818,0.08754715,0.068562016,-0.0682719,0.0
355251518,0.08665819,0.06775204,-0.06764452,0.0
355451475,0.086897,0.068259664,-0.06728876,0.0
355651430,0.086519495,0.06808524,-0.06709958,0.0
355853888,0.0861768,0.069242805,-0.06720543,0.0
356053844,0.08898389,0.06954549,-0.06763891,0.0
356252545,0.08950476,0.07010764,-0.06827282,0.0
356452501,0.088250905,0.07095016,-0.06909868,0.0
356652464,0.09412376,0.0728034,-0.06997754,0.0
356851162,0.092885405,0.071293786,-0.07046845,0.0
357051117,0.08967823,0.07231253,-0.07092957,0.0
357253575,0.08945183,0.073198624,-0.07139253,0.0
357453529,0.08882254,0.07313575,-0.07167243,0.0
357653490,0.09139342,0.072762325,-0.07198596,0.0
357852184,0.0942471,0.07441644,-0.072308324,0.0
358052139,0.091170914,0.072363466,-0.0724207,0.0
358252097,0.09081158,0.072615944,-0.072855905,0.0
358450799,0.092227034,0.07324397,-0.07333978,0.0
358654531,0.09540489,0.07301689,-0.0738634,0.0
358853220,0.09296997,0.072049566,-0.07433464,0.0
359053172,0.09213101,0.072999805,-0.07488877,0.0
359251917,0.094406396,0.07424229,-0.07566051,0.0
359451825,0.0956464,0.07477468,-0.07648571,0.0
359651784,0.09383117,0.07628523,-0.07743075,0.0
359850507,0.091818735,0.07541905,-0.07841041,0.0
360054201,0.09413719,0.076724574,-0.07958138,0.0
360252904,0.092522815,0.07689823,-0.080626875,0.0
360452853,0.09069441,0.07803606,-0.08163824,0.0
360652808,0.08987473,0.07742366,-0.082677595,0.0
360851515,0.09152052,0.078289315,-0.08361133,0.0
361051459,0.091086455,0.07837694,-0.08442325,0.0
361251429,0.092488065,0.07854049,-0.08521667,0.0
361453874,0.09294301,0.07821908,-0.086056255,0.0
361653888,0.091899425,0.07875526,-0.08676124,0.0
361852542,0.09305522,0.07995472,-0.08752374,0.0
362052491,0.09737826,0.07823971,-0.08801098,0.0
