timestamp,gyro_rad[0],gyro_rad[1],gyro_rad[2],gyro_integral_dt,accelerometer_timestamp_relative,accelerometer_m_s2[0],accelerometer_m_s2[1],accelerometer_m_s2[2],accelerometer_integral_dt,accelerometer_clipping
258942591,0.0021807363,-0.0012968532,-0.10903776,5000,0,-0.90387577,-0.15148148,-10.286053,5000,0
258947590,-0.018503228,0.04111581,-0.035723384,4999,0,0.044748407,1.6430553,-9.59305,4999,0
258952588,0.015766742,-0.064563975,0.071567684,4998,0,0.9518984,0.31280008,-9.107023,4998,0
258957587,0.00073098706,0.03262736,0.07227431,4999,0,-1.8636574,-0.06568819,-10.939163,4999,0
258962587,0.02163601,0.009841402,0.0676147,5000,0,0.4811407,-0.006834746,-8.295618,5000,0
258967593,0.03688323,-0.029294703,0.06854585,5006,0,-0.1654656,0.5838196,-10.143051,5006,0
258972585,0.009405149,-0.007367442,0.04913905,4992,0,-0.6960572,-0.62628824,-9.481983,4992,0
258977598,0.029956412,0.007858464,0.01842433,5013,0,0.34243357,-0.15079546,-10.088688,5013,0
258982584,0.015073976,-0.022891236,0.00072323787,4986,0,0.11121696,1.1987134,-10.052358,4986,0
258987582,0.016641805,-0.0062436857,-0.041016467,4998,0,-0.061042476,-0.58673066,-9.288376,4998,0
258992581,0.030043717,-0.022666775,-0.058792386,4999,0,0.4620535,-0.0019262172,-9.346804,4999,0
258997580,-0.028274784,-0.01280891,-0.06482497,4999,0,-0.19250883,1.1149797,-10.043812,4999,0
259002584,-0.014196621,-0.00018758481,-0.052171644,5004,0,-0.22208631,-1.0187471,-9.066449,5004,0
259007579,0.0067064953,-0.019562813,-0.04609657,4995,0,-0.6751327,0.67385125,-9.946325,4995,0
259012578,-0.031394996,0.01111279,-0.0107474625,4999,0,-0.23766531,0.7403652,-10.057625,4999,0
259017577,0.0171744,0.010644915,0.017877882,4999,0,-0.84532344,-0.24585994,-9.339055,4999,0
259022576,-0.003253364,0.011462524,0.030613152,4999,0,0.107967645,1.1714227,-9.833497,4999,0
259027575,0.018155636,-0.013512967,0.0500265,4999,0,-0.01678992,-0.13153353,-9.728477,4999,0
259032574,0.02589434,-0.00015869345,0.058716457,4999,0,0.004781184,0.35031435,-9.665069,4999,0
259037574,0.027610105,0.009408166,0.03734755,5000,0,-0.5086948,-0.50310194,-9.497637,5000,0
259042573,0.04335802,0.015797399,0.021208243,4999,0,-0.26207912,-0.096405484,-9.7123,4999,0
259047572,0.024158416,0.016323328,-0.0069453977,4999,0,-0.7379857,0.06734355,-10.02232,4999,0
259052571,0.022141173,0.033966262,-0.019808803,4999,0,0.20043711,0.092112765,-9.508495,4999,0
259057570,-0.0021781435,-0.00022355907,-0.034458574,4999,0,0.6824849,0.5792255,-9.460408,4999,0
259062569,-0.013126394,-0.028026238,-0.034491103,4999,0,0.47428226,0.16944496,-9.949604,4999,0
259067568,-0.012846051,-0.0043896195,-0.027870426,4999,0,-0.30688927,0.3070216,-9.577723,4999,0
259072570,-0.020266652,0.010104705,-0.029419826,5002,0,-0.5369513,0.47805884,-9.311677,5002,0
259077566,-0.007163377,-0.004928887,-0.015341811,4996,0,-0.3764164,0.4887225,-9.854862,4996,0
259082566,0.019208621,-0.023854414,-0.007269583,5000,0,0.0038897677,0.2814881,-9.800197,5000,0
259087564,0.014560808,-0.029372847,0.009453877,4998,0,0.33061635,-0.35180366,-9.539892,4998,0
259092564,0.020039726,-0.022825442,0.011133991,5000,0,-0.19992922,-0.32723284,-9.696934,5000,0
259097563,0.022138879,0.001544988,0.019236857,4999,0,-0.7355453,0.16103676,-9.647701,4999,0
259102562,0.02070402,0.0045121643,0.027812896,4999,0,-0.5537887,0.6515166,-9.735622,4999,0
259107563,0.035088334,-0.017505532,0.030895526,5001,0,0.1143474,0.614696,-9.577984,5001,0
259112560,0.010783775,-0.020849055,0.029829487,4997,0,0.17346448,-0.2481161,-9.810997,4997,0
259117559,0.007720788,-0.007390475,0.005790898,4999,0,-0.24430083,-0.26604843,-9.902783,4999,0
259122559,-0.004478725,0.030251415,-0.023447044,5000,0,-0.7131518,0.24703497,-9.529579,5000,0
259127561,-0.004097843,0.0415243,-0.03158985,5002,0,-0.45609125,0.68942964,-9.625583,5002,0
259132557,0.023354659,0.0010563296,-0.027414734,4996,0,0.3887833,0.9569755,-9.557731,4996,0
259137556,-0.0073156683,-0.01778991,-0.0065363944,4999,0,0.4782315,-0.10838498,-9.763968,4999,0
259142558,0.005788089,-0.0010925005,-0.012983969,5002,0,-0.3595224,-0.6238251,-9.842393,5002,0
259147554,-0.010976468,0.022916961,-0.017484546,4996,0,-0.8224018,0.38977894,-9.514923,4996,0
259152553,-0.0015847004,0.021146573,-0.008978953,4999,0,-0.49401158,0.1552844,-9.842651,4999,0
259157601,0.04717342,-0.015476904,0.0028425273,5048,0,0.38574946,0.5309259,-9.496681,5048,0
259162552,0.016778443,-0.032209415,0.016329058,4951,0,0.45158103,-0.3058738,-9.700644,4951,0
259167550,0.022376824,-0.0037479156,0.017820803,4998,0,-0.03332184,-0.08845743,-9.637295,4998,0
259172551,0.0030941563,0.020852357,0.008503148,5001,0,-0.78713566,0.48045108,-9.453109,5001,0
259177552,-0.0048516793,-0.0020356819,0.02283641,5001,0,-0.06281384,0.7946459,-9.706144,5001,0
259182548,0.033576544,-0.04229192,0.026098091,4996,0,0.2121603,0.14533895,-10.079403,4996,0
259187589,0.012310595,-0.042019907,0.013515314,5041,0,-0.06829207,-0.20823583,-9.712902,5041,0
259192547,-0.012865302,0.021731706,-0.018839488,4958,0,-0.6914309,-0.24323976,-9.598788,4958,0
259197545,0.0035547821,0.034295294,-0.044050302,4998,0,-0.42681566,0.79017895,-9.508437,4998,0
259202545,0.010824028,-0.01258023,-0.023971386,5000,0,0.097221434,0.7004444,-9.593355,5000,0
259207544,0.012761562,-0.026825022,0.010264311,4999,0,0.1628881,-0.032179996,-9.955365,4999,0
259212546,0.009839552,-0.014304812,-0.009473898,5002,0,-0.21228436,-0.5937644,-9.769597,5002,0
259217576,-0.016977666,0.025242789,-0.012942217,5030,0,-0.83540756,0.46216568,-9.883825,5030,0
259222541,-0.00071553834,0.041514542,-0.022889707,4965,0,-0.5236028,0.22397025,-9.516309,4965,0
259227540,0.048032634,-0.010596896,0.0029193843,4999,0,0.35639086,0.30287775,-9.395718,4999,0
259232540,0.012193973,-0.031711552,0.028931899,5000,0,0.2418504,0.37113693,-9.659741,5000,0
259237538,0.017619437,0.011590539,0.013588888,4998,0,-0.09377801,-0.38967058,-9.61805,4998,0
259242538,-0.006166235,0.037133694,0.009462946,5000,0,-0.8789172,0.83542466,-9.593603,5000,0
259247559,0.0017207647,0.006001516,0.011893383,5021,0,-0.13707608,0.50484335,-9.756824,5021,0
259252537,0.034318127,-0.030648898,0.024602361,4978,0,0.58634967,-0.1877441,-10.0149355,4978,0
259257535,0.020263923,-0.022464868,0.011972746,4998,0,-0.24991642,-0.30790508,-9.76332,4998,0
259262534,-0.017325789,0.036604423,-0.03000304,4999,0,-0.42346826,0.10321065,-9.267771,4999,0
259267533,0.014706167,0.027674599,-0.038389195,4999,0,-0.07462349,0.851114,-9.403319,4999,0
259272533,0.009785237,-0.027666112,-0.0071048713,5000,0,-0.13196677,0.28682148,-10.04003,5000,0
259277540,0.030779084,-0.036000557,0.016020477,5007,0,0.32917598,-0.21980377,-9.565173,5007,0
259282533,-0.010661287,-0.005613261,-0.0062850243,4993,0,-0.18360412,-0.1457912,-10.016656,4993,0
259287529,-0.0061087124,0.015864432,-0.03041731,4996,0,-0.95436907,0.1868831,-9.637829,4996,0
259292528,0.011702985,0.025897924,-0.025441991,4999,0,0.012435032,1.0587541,-9.568167,4999,0
259297528,0.013398465,-0.032713305,0.0147577375,5000,0,0.42271972,-0.06582493,-9.520405,5000,0
259302527,0.045311134,-0.039443135,0.037884153,4999,0,-0.24704519,-0.0898418,-9.7512045,4999,0
259307527,-0.02568386,0.027873207,0.005415406,5000,0,-0.48220652,0.2600492,-9.681691,5000,0
259312525,0.00476478,0.024011107,-0.0021182997,4998,0,-0.5853563,0.17006283,-9.565172,4998,0
259317526,0.02750106,-0.011941455,0.014428745,5001,0,-0.2147349,0.5531407,-10.094312,5001,0
259322523,0.024540871,-0.018543055,0.018966716,4997,0,0.3790119,-0.3255412,-9.592737,4997,0
259327523,0.0010765046,-0.00085494557,-0.0037142374,5000,0,-0.14098689,-0.124589354,-9.565108,5000,0
259332522,0.0015130641,0.020957392,-0.026851855,4999,0,-0.296874,0.8743712,-9.552091,4999,0
259337521,0.0076412233,0.02365637,-0.024497688,4999,0,-0.3015141,0.6325757,-9.601572,4999,0
259342521,0.008082305,-0.016943391,0.009932715,5000,0,-0.13458994,-0.41527152,-9.928592,5000,0
259347519,0.030852143,-0.026236614,0.019651141,4998,0,0.23845184,-0.098530754,-9.723664,4998,0
259352522,-0.01789813,0.017117066,-0.026002677,5003,0,-0.64408576,0.187957,-9.78647,5003,0
259357518,-0.0020917389,0.03378281,-0.036875814,4996,0,-0.0071043093,0.43850267,-9.395971,4996,0
259362517,0.03808007,-0.010192832,-0.005506371,4999,0,0.21583894,0.6983689,-9.602927,4999,0
259367516,0.010325088,-0.03162785,0.036262758,4999,0,-0.1378789,-0.033081193,-9.918896,4999,0
259372515,0.013686682,-0.009679675,0.022605946,4999,0,-0.25449744,-0.6731501,-9.449349,4999,0
259377514,-0.012767375,0.02188896,-0.0031898667,4999,0,-0.51226795,1.0021417,-9.749765,4999,0
259382514,0.008959967,0.0049829264,-0.01754699,5000,0,-0.21146888,0.13252154,-9.632883,5000,0
259387514,0.03685426,-0.016890427,0.017939206,5000,0,-0.06697349,-0.26121303,-9.80877,5000,0
259392511,0.016657624,-0.010763686,0.020395393,4997,0,0.12765463,0.57560474,-9.380839,4997,0
259397510,0.0026929288,-0.0053907847,-0.008744185,4999,0,-0.11136395,-0.18329191,-9.880556,4999,0
259402509,-0.001307473,0.02060264,-0.01930027,4999,0,-0.2911136,1.0595636,-9.75654,4999,0
259407508,0.003351172,0.0059895413,-0.014543195,4999,0,-0.42143688,-0.29105306,-9.516578,4999,0
259412508,0.01767204,-0.02087726,0.018541258,5000,0,-0.04782476,-0.36797333,-9.980917,5000,0
259417507,0.01853352,-0.0004959659,-0.0040335436,4999,0,-0.26311558,0.122381285,-9.775696,4999,0
259422508,-0.019288402,0.025503878,-0.032026015,5001,0,-0.04189489,0.7162686,-9.2796135,5001,0
259427507,0.024658976,-0.012303289,-0.018973451,4999,0,0.10255464,0.4706207,-9.743298,4999,0
259432505,0.023890613,-0.0065700025,0.025555719,4998,0,-0.3906195,0.496964,-9.869914,4998,0
259437503,-0.0011276549,-0.002964303,0.022506347,4998,0,-0.37140173,-0.63656443,-9.32546,4998,0
259442502,0.010318921,-0.0064118626,0.0051841503,4999,0,0.015685579,0.060340337,-10.07806,4999,0
259447501,-0.0014415196,0.016233535,-0.02321406,4999,0,-0.17380436,1.1527557,-9.851678,4999,0
259452501,0.005890563,0.0026884263,-0.005042874,5000,0,-0.098714754,-0.52144533,-9.114399,5000,0
259457502,0.04671771,-0.020056933,0.03766816,5001,0,-0.052419547,0.274666,-9.796732,5001,0
259462499,0.0001162784,0.0012528687,0.008045164,4997,0,-0.28009015,0.28002325,-9.905285,4997,0
259467498,-0.011577582,0.012862468,-0.0061066854,4999,0,-0.0034640403,-0.15458259,-9.514873,4999,0
259472497,0.019329324,-0.010844185,-0.016493542,4999,0,-0.21978877,0.65739244,-9.640453,4999,0
259477497,0.017705703,-0.009262716,-0.0016902515,5000,0,-0.35126007,0.18903272,-9.817826,5000,0
259482496,0.0130579835,0.01652785,-0.001305617,4999,0,-0.24651982,-0.71832937,-9.351176,4999,0
259487494,-0.0035866846,0.0019724981,-0.013399025,4998,0,0.003906943,1.1290616,-9.796742,4998,0
259492496,0.003549762,-0.01225766,-0.026484752,5002,0,0.13734317,0.41269878,-10.070047,5002,0
259497493,0.017980943,-0.0052481447,0.0068349317,4997,0,-0.38194188,0.24770012,-9.730915,4997,0
259502492,0.009126526,0.0053866524,0.023463745,4999,0,-0.48751113,-0.5940337,-9.447297,4999,0
259507491,0.0074140998,0.00277054,0.00069005194,4999,0,-0.058564708,0.15505496,-9.846916,4999,0
259512490,-0.0040785405,0.012486048,-0.010918886,4999,0,0.31779552,0.4280022,-9.57084,4999,0
259517489,0.0202479,-0.014733019,-0.0049499758,4999,0,-0.15526062,0.5591945,-9.173305,4999,0
259522489,0.03416976,-0.012607831,0.0198406,5000,0,-0.01971872,0.30443013,-9.702852,5000,0
259527490,0.0004028172,0.012209525,0.022888364,5001,0,-0.5741509,-0.3517494,-9.72399,5001,0
259532487,-0.0066001425,0.0025930158,-0.0017337614,4997,0,-0.46924147,-0.02587549,-9.95217,4997,0
259537487,0.019858282,-0.024626486,-0.021884507,5000,0,0.37102097,0.7285168,-10.072093,5000,0
259542485,0.019873101,-0.006053248,-0.0064819874,4998,0,-0.093819804,0.4206898,-9.796905,4998,0
259547484,0.0096833445,0.011477429,-0.0020926686,4999,0,-0.6133198,-0.6087493,-8.586887,4999,0
259552486,0.013084106,0.0068429704,-0.0020468424,5002,0,0.14185481,0.70610064,-9.996068,5002,0
259557482,-0.010057934,-0.003931666,-0.012231826,4996,0,0.20525227,0.57479465,-10.167375,4996,0
259562483,0.020079868,-0.019789677,-0.004011982,5001,0,-0.54041225,-0.5641606,-9.0771475,5001,0
259567481,0.015257995,-0.009901401,0.013523864,4998,0,-0.15462725,0.7189903,-9.887125,4998,0
259572480,-0.005218905,0.025905816,-0.010128976,4999,0,-0.50384355,-0.3858397,-9.953766,4999,0
259577480,0.010563372,0.015785623,-0.0073162685,5000,0,-0.13545178,-0.10398426,-9.460994,5000,0
259582478,0.025725795,-0.022329291,-0.00046311718,4998,0,0.55511075,1.6143279,-9.877178,4998,0
259587477,0.011794369,-0.016248398,0.0137848975,4999,0,-0.09368827,-0.07782219,-9.829932,4999,0
259592478,0.016225185,0.02198061,0.021074845,5001,0,-0.9538801,-0.7266512,-8.997413,5001,0
259597480,-0.0012916841,0.01536286,-0.002064288,5002,0,-0.16978437,0.5577312,-9.91617,5002,0
259602474,-0.008000075,0.0019114454,-0.016472146,4994,0,0.2568441,0.40080976,-10.251221,4994,0
259607474,0.03990731,-0.02226457,-0.0036278842,5000,0,0.0003681595,-0.13352291,-9.470015,5000,0
259612473,0.008989699,-0.00797682,0.006581377,4999,0,-0.10834511,0.85181737,-9.447755,4999,0
259617472,4.8786835e-05,0.026443657,-0.0058820345,4999,0,-0.5673654,-0.5315329,-9.602442,4999,0
259622471,0.006678663,0.0143361185,0.004723281,4999,0,0.13194098,0.35774085,-9.929505,4999,0
259627470,0.008379514,-0.032448135,-0.004066296,4999,0,-0.37036085,0.4051517,-9.94194,4999,0
259632476,0.01857175,-0.016486194,-0.00025581405,5006,0,0.14857262,0.12624282,-9.77738,5006,0
259637468,0.014386154,0.018188482,-0.0056405226,4992,0,-0.47700152,0.03354642,-9.329747,4992,0
259642467,-0.017165355,0.02529174,-0.017228214,4999,0,-0.68042076,0.26285422,-9.257649,4999,0
259647468,0.017943898,-0.014195878,-0.004850155,5001,0,0.8524303,0.5493979,-10.036154,5001,0
259652466,0.021853408,-0.04179463,0.022997221,4998,0,-0.17676982,0.26921898,-10.0550165,4998,0
259657465,0.017405428,-0.0013048059,0.01788834,4999,0,-0.55869544,-0.41917276,-8.817068,4999,0
259662508,-0.0070239096,0.03787858,-0.014325135,5043,0,-0.20651078,0.2680424,-9.795882,5043,0
259667472,0.010590219,0.018242333,-0.015141543,4964,0,0.0823032,0.05547091,-9.988164,4964,0
259672462,0.028540436,-0.029942129,-0.0050520613,4990,0,0.071018465,0.5228216,-9.5913725,4990,0
259677461,0.005902258,-0.022768294,0.01717688,4999,0,0.313269,0.46197656,-9.672264,4999,0
259682460,0.0050926902,0.008466791,0.004313329,4999,0,-0.7791843,-0.4138211,-9.677447,4999,0
259687459,-0.002463822,0.034638226,-0.009201973,4999,0,-0.9154687,0.21368316,-9.781021,4999,0
259692496,0.013956126,-0.011442346,-0.01079745,5037,0,0.4872781,0.4474789,-9.797608,5037,0
259697457,0.032450754,-0.03495001,0.009982547,4961,0,-0.027564786,0.50469565,-10.037708,4961,0
259702467,0.005337205,0.0017019919,-0.0038808028,5010,0,-0.31663588,-0.4429326,-8.538893,5010,0
259707456,-0.0035261102,0.037289783,-0.017895907,4989,0,-0.032604266,0.8844888,-9.736461,4989,0
259712455,-0.009887501,0.010104411,-0.0061577866,4999,0,-0.23308513,0.07294709,-10.21306,4999,0
259717454,0.041486476,-0.03284469,0.01630724,4999,0,0.0014712064,-0.28584322,-9.528105,4999,0
259722479,-0.0026578135,-0.015970225,0.02639998,5025,0,-0.055894073,0.4397979,-10.097413,5025,0
259727453,0.018308956,0.019824138,-0.012959207,4974,0,-0.4603538,-0.16686535,-9.5331,4974,0
259732452,0.0065918313,0.035572406,-0.02479518,4999,0,-0.36307758,0.40282017,-9.335834,4999,0
259737451,0.0016217475,-0.003734997,-0.0011239415,4999,0,0.14362726,0.5773315,-9.896156,4999,0
259742450,0.039012205,-0.039535675,0.027670821,4999,0,0.20436986,0.24810262,-10.040601,4999,0
259747449,-0.012254062,-0.003332843,0.014550227,4999,0,-0.47745302,-0.45227072,-9.186104,4999,0
259752465,-0.009240756,0.03391822,-0.013868555,5016,0,-0.51250315,0.46751818,-9.619065,5016,0
259757447,0.009910472,0.0093513215,-0.025783302,4982,0,-0.045492757,0.01307253,-10.035674,4982,0
259762446,0.05158076,-0.021619063,0.006481449,4999,0,0.07890254,0.34750348,-9.806452,4999,0
259767445,0.00012209945,-0.016738178,0.013872423,4999,0,-0.016675955,0.30143481,-9.474863,4999,0
259772445,0.009810808,0.004649913,-0.008531419,5000,0,-0.072320506,0.096524194,-9.318624,5000,0
259777443,-0.009486871,0.017197745,-0.01228141,4998,0,-0.45975,0.70272636,-9.782455,4998,0
259782455,-0.0036407062,4.6864712e-05,0.000723876,5012,0,-0.38717163,-0.38136563,-9.963477,5012,0
259787442,0.04077046,-0.033088043,0.029211927,4987,0,0.29304227,-0.017898716,-9.882838,4987,0
259792441,0.0026964543,-0.008315014,-0.0036833764,4999,0,-0.3319994,0.3328106,-9.665923,4999,0
259797440,-0.0035620744,0.03077556,-0.02593862,4999,0,-0.23460913,0.22544879,-9.240648,4999,0
259802439,0.016565429,0.010762554,-0.014480955,4999,0,-0.115783304,0.69758016,-9.608426,4999,0
259807438,0.023557993,-0.024290958,0.024989674,4999,0,0.022747843,0.11811761,-10.2074585,4999,0
259812449,8.202611e-05,-0.018537529,0.024505354,5011,0,-0.51850134,-0.46365812,-9.440972,5011,0
259817437,0.009576624,0.0170099,-0.013615855,4988,0,-0.14907905,0.3643353,-9.76163,4988,0
259822436,-0.01257661,0.021745134,-0.036116544,4999,0,-0.33521295,0.42148378,-9.8615265,4999,0
259827436,0.02987455,0.006662154,-0.004612137,5000,0,-0.3285217,0.04956866,-9.286173,5000,0
259832434,0.04043334,-0.02673684,0.027908277,4998,0,0.6868933,0.40026084,-9.811355,4998,0
259837433,-0.0010747708,-0.006457365,0.011490033,4999,0,-0.51762885,-0.15756667,-9.760849,4999,0
259842439,-0.005131748,0.033099666,-0.014847229,5006,0,-0.49033844,0.5715386,-9.241485,5006,0
259847432,-0.002871627,0.011042705,-0.014633408,4993,0,0.25824386,0.40759978,-9.955672,4993,0
259852431,0.022848105,-0.018447971,0.0180084,4999,0,-0.23076528,-0.18879212,-10.047956,4999,0
259857431,0.015073464,-0.001458144,0.008362437,5000,0,-0.2510251,-0.5834904,-9.270881,5000,0
259862429,-0.0024122868,0.005931444,-0.00988873,4998,0,0.36949232,1.2216233,-9.6633215,4998,0
259867428,0.008776932,0.0063067395,-0.016310003,4999,0,-0.54553133,0.26153028,-9.873915,4999,0
259872430,0.027996497,0.0028110757,0.0094520645,5002,0,-0.17716776,-0.071438394,-9.315542,5002,0
259877426,0.018036297,-0.01846003,0.024685862,4996,0,0.1244816,0.045280732,-9.8880005,4996,0
259882426,-0.008605886,-0.0032069092,-0.0100399535,5000,0,-0.5350672,-0.22560565,-10.11397,5000,0
259887424,-0.005345941,0.03456378,-0.03457823,4998,0,0.08427719,0.66717744,-9.219238,4998,0
259892424,0.009826791,-0.0050943694,-0.011117527,5000,0,0.18883547,0.772382,-9.5182705,5000,0
259897422,0.034919094,-0.027241616,0.033611257,4998,0,-0.25463676,-0.2032155,-9.7471895,4998,0
259902422,0.0038366164,0.014666333,0.012584323,5000,0,-0.55831933,-0.6727009,-9.986612,5000,0
259907421,-0.006346841,0.0143659385,-0.009303526,4999,0,-0.29650134,0.9247381,-10.188111,4999,0
259912420,0.02334296,-0.005761036,-0.012485548,4999,0,-0.08330317,0.8742672,-9.17725,4999,0
259917419,0.012237274,-0.0052596196,-0.0033288936,4999,0,0.18895581,-0.19626091,-9.559141,4999,0
259922419,0.011727345,-0.0033818295,0.020976821,5000,0,-0.16504276,-0.37064844,-9.711046,5000,0
259927419,0.0113999685,-0.0028060013,-0.0027400914,5000,0,-0.42306566,0.3288265,-9.616538,5000,0
259932416,0.004227548,0.0017783757,-0.0025902449,4997,0,0.24656516,1.2474918,-9.741827,4997,0
259937416,0.0108210975,-0.017005814,1.0871476e-05,5000,0,-0.22817634,-0.5888787,-9.631938,5000,0
259942415,0.03888726,-0.007350696,0.002438981,4999,0,-0.4247912,-1.2914103,-9.908498,4999,0
259947414,-0.0050675073,0.03254274,-0.012060497,4999,0,-0.29149535,1.8926117,-9.818973,4999,0
259952413,-0.028386056,-0.0011122575,-0.011101963,4999,0,0.20421453,0.6401703,-9.161639,4999,0
259957412,0.047530424,-0.039644543,0.017415999,4999,0,0.43892583,-0.14925635,-9.72981,4999,0
259962411,0.018512683,-0.018081008,0.0030905344,4999,0,-0.99284667,-0.5033869,-10.103504,4999,0
259967410,-0.011930854,0.050132066,-0.018593278,4999,0,-0.5651446,-0.07466261,-9.717213,4999,0
259972410,-0.012518832,0.016265186,-0.0058278474,5000,0,0.30012342,1.1741601,-9.093857,5000,0
259977408,0.04782811,-0.06136383,0.008144422,4998,0,0.56655186,0.1329487,-9.772441,4998,0
259982408,0.049631286,-0.031120574,0.01675876,5000,0,-0.3776344,-0.10243369,-9.864036,5000,0
259987406,-0.053641964,0.076950856,-0.006174948,4998,0,-1.2610737,0.4197764,-9.770649,4998,0
259992406,0.010189336,0.025378523,-0.0045142374,5000,0,0.19579157,-0.48359525,-9.306571,5000,0
259997405,0.055614654,-0.05797324,0.008288339,4999,0,0.63360673,0.834259,-10.283642,4999,0
260002404,-0.019780744,-0.031943217,-0.013647553,4999,0,-0.19558038,-0.36596912,-9.515741,4999,0
260007403,0.0046569416,0.059247416,-0.014009672,4999,0,-0.6634831,0.44655982,-9.398641,4999,0
260012402,-0.007641818,0.05210621,0.0071017,4999,0,-0.59512645,1.4482732,-9.478924,4999,0
260017402,0.04098762,-0.075349584,0.008343724,5000,0,0.9603431,-1.1805671,-9.741012,5000,0
260022401,0.04274374,-0.051827304,0.01658715,4999,0,-0.110949695,-0.3885886,-10.485867,4999,0
260027400,-0.050787915,0.06711831,-0.030841129,4999,0,-0.9797073,1.013962,-8.902467,4999,0
260032399,0.030748101,0.03473985,-0.011838979,4999,0,0.02053726,0.9940997,-8.998398,4999,0
260037398,0.035808712,-0.079274945,0.0418757,4999,0,0.82252777,0.25915363,-10.4035015,4999,0
260042397,0.01258548,-0.053920943,0.009435043,4999,0,-0.90334314,-1.8136191,-10.53406,4999,0
260047396,0.0018916187,0.08077283,-0.03288667,4999,0,-0.6750592,1.0968063,-9.729638,4999,0
260052395,-0.031995714,0.041585367,-0.019231223,4999,0,0.22166657,1.5907598,-8.641222,4999,0
260057395,0.03705327,-0.09840622,0.022353897,5000,0,0.42179158,-1.2013776,-10.064093,5000,0
260062394,0.039509095,-0.013754373,0.00963361,4999,0,-0.64131176,-0.51177484,-10.475298,4999,0
260067393,-0.03925286,0.08495477,-0.017510291,4999,0,-0.8008044,2.1081724,-9.428044,4999,0
260072392,-0.0074252784,-0.007945569,-0.01626117,4999,0,0.22276217,-0.55336446,-8.844925,4999,0
260077392,0.09350389,-0.07763156,0.015997086,5000,0,0.9147141,-1.3157504,-9.734052,5000,0
260082390,-0.022294493,0.037260607,-0.005934273,4998,0,-1.4208664,2.305809,-10.640068,4998,0
260087389,-0.059746433,0.045877513,-0.016164765,4999,0,-0.50761724,-0.35820028,-8.849591,4999,0
260092388,0.10314798,-0.056435425,0.02930435,4999,0,1.3360494,0.16106056,-8.611806,4999,0
260097387,-0.0019442783,-0.017598575,0.0020858631,4999,0,-0.80002147,-0.51712626,-11.458596,4999,0
260102388,-0.028765546,0.051053997,-0.026762605,5001,0,-1.1741332,-0.4198525,-9.693352,5001,0
260107386,0.024237802,0.0037471796,0.0030338974,4998,0,1.2552072,2.2243447,-8.605951,4998,0
260112385,0.009404967,-0.07647089,0.023256568,4999,0,0.6250346,0.2281225,-9.557497,4999,0
260117384,-0.00060546707,0.007287897,-0.015394216,4999,0,-2.3533041,-2.3739986,-10.652157,4999,0
260122383,0.03499223,0.08645701,-0.0216153,4999,0,-0.26780006,0.98436904,-9.795749,4999,0
260127383,-0.0043002055,-0.04821449,0.0151192695,5000,0,2.2226324,2.2023938,-8.5709915,5000,0
260132383,0.015356613,-0.1382368,0.014057252,5000,0,-0.6051117,-1.203699,-10.436576,5000,0
