timestamp,timestamp_sample,device_id,x,y,z,temperature,error_count
309844755,309844574,3932170,-0.48831722,-0.080640525,-0.08293083,42.968178,0
310842052,310841877,3932170,-0.09150622,-0.054701332,-0.104236126,42.968178,0
311843108,311842931,3932170,1.6946759,0.15520903,0.33156356,43.164017,0
312844162,312843985,3932170,0.12101404,-0.24016386,0.057311226,43.212975,0
313845211,313845036,3932170,0.23877904,-0.16703346,-0.0058056917,42.968178,0
314842515,314842339,3932170,0.7237407,0.14375743,-0.16660737,42.87026,0
315843613,315843430,3932170,1.1639079,0.042131208,-0.030466564,42.77234,0
316844615,316844441,3932170,-1.2743759,-0.000106526444,-0.06450176,42.968178,0
317841920,317841746,3932170,-1.2696354,0.21310616,0.06593987,42.77234,0
318844214,318844040,3932170,0.9012137,-0.32186964,-0.011025487,42.821297,0
319844018,319843840,3932170,-0.27542415,0.336304,-0.028868668,42.968178,0
320845062,320844887,3932170,-0.46573365,0.13885723,-0.1556884,42.821297,0
321843611,321843435,3932170,-0.14407702,0.2320146,-0.04809669,42.87026,0
322843407,322843232,3932170,0.63947827,-0.06178534,0.0757403,42.87026,0
323844456,323844279,3932170,-0.2799515,-0.12436963,-0.125861,42.67442,0
324841754,324841575,3932170,0.56677395,-0.36778256,0.22407839,42.77234,0
325842795,325842619,3932170,0.38125813,0.18082865,-0.09635317,42.77234,0
326843876,326843701,3932170,1.0467288,-0.14301175,-0.037710365,42.821297,0
327844882,327844707,3932170,-0.11483551,0.023861924,-0.025832662,42.67442,0
328843426,328843251,3932170,-0.5451491,-0.46392268,0.017630128,42.52754,0
329843221,329843042,3932170,-0.1603223,-0.08511463,-0.05550028,42.821297,0
330845513,330845334,3932170,0.6463492,0.13970944,-0.013102753,42.52754,0
331842800,331842625,3932170,0.5593704,-0.30274817,0.14199975,42.77234,0
332843841,332843666,3932170,-0.30567765,0.052091435,0.14647387,42.625458,0
333844886,333844707,3932170,-0.12218584,-0.19483688,0.051984906,42.67442,0
334845922,334845747,3932170,0.92331797,0.15211977,0.07163903,42.52754,0
335843208,335843033,3932170,0.36133772,-0.43297675,0.274998,42.52754,0
336844264,336844076,3932170,0.080747046,0.025566347,0.0020240024,42.331703,0
337845283,337845108,3932170,1.125079,-0.22136195,-0.07962852,42.47858,0
338842571,338842395,3932170,-0.3202185,0.020080235,0.11062771,42.47858,0
339844857,339844681,3932170,-0.22295986,-0.23206787,-0.036911417,42.67442,0
340844642,340844465,3932170,-0.45161888,-0.06146576,0.2475142,42.47858,0
341845683,341845503,3932170,0.33289513,-0.084848315,-0.026365295,42.625458,0
342842967,342842788,3932170,-0.2430401,0.15643409,-0.049321745,42.233784,0
343843994,343843818,3932170,0.19313245,-0.3658118,-0.075793564,42.331703,0
344845057,344844883,3932170,1.4377875,-0.19968382,0.109029815,42.331703,0
345843558,345843383,3932170,0.8026768,0.094808534,0.05006743,42.086903,0
346843338,346843164,3932170,0.30589068,0.2714294,0.043356266,42.331703,0
347844374,347844196,3932170,1.0514693,0.35228297,0.06902914,42.47858,0
348845402,348845225,3932170,0.036751624,-0.24666199,-0.11355719,42.086903,0
349842685,349842506,3932170,0.8098673,0.74733627,-0.106473185,42.28274,0
350843712,350843535,3932170,-0.1387507,-0.20975058,-0.04404869,42.28274,0
351844743,351844563,3932170,-0.5272527,-0.26903254,0.13001554,42.086903,0
352842028,352841842,3932170,-0.069348715,-0.13747238,0.055127434,42.47858,0
353843044,353842869,3932170,0.053423014,-0.06801714,-0.063596286,42.233784,0
354844070,354843895,3932170,0.3639476,0.12165321,-0.08623316,41.940025,0
355845121,355844943,3932170,-0.46599996,0.133957,-0.021731395,42.086903,0
356842373,356842196,3932170,0.79884183,-0.19297266,-0.01603223,42.086903,0
357843397,357843221,3932170,-0.18487665,0.057044912,-0.20213392,42.086903,0
358844429,358844252,3932170,-0.038402785,-0.2705239,-0.13044164,42.233784,0
359841695,359841519,3932170,-0.31350735,0.1113734,-0.036804885,42.086903,0
360843970,360843792,3932170,-0.41529337,0.17949706,-0.038509313,41.940025,0
361843759,361843575,3932170,-0.17156084,0.3461044,-0.10727213,42.135864,0
362844767,362844591,3932170,-0.25417212,0.20809942,-0.114089824,42.086903,0
363843287,363843107,3932170,0.36847496,0.17608821,0.2257828,42.086903,0
364844308,364844128,3932170,0.694659,0.2670618,-0.21507691,41.793144,0
365845329,365845149,3932170,0.02641856,-0.21374533,0.040320262,42.086903,0
366842592,366842416,3932170,0.7914915,-0.10231865,0.025619611,41.988983,0
367843609,367843434,3932170,0.34530547,0.124795735,0.2237588,41.793144,0
368844628,368844452,3932170,-0.54419035,-0.16117452,-0.17257284,42.086903,0
369845644,369845469,3932170,1.7584321,-0.20868532,0.12559468,42.086903,0
370842916,370842741,3932170,1.1856394,0.050972905,0.23537017,41.793144,0
371843927,371843753,3932170,0.1820537,0.07233146,-0.05763081,41.744186,0
372844942,372844768,3932170,0.18141454,0.5342301,0.0018642128,41.744186,0
373842211,373842035,3932170,-0.0088949585,0.044528052,0.120321624,41.793144,0
374843223,374843048,3932170,-0.42658517,0.36911413,-0.17225327,41.744186,0
375844291,375844114,3932170,-0.7228352,0.10844392,-0.08687232,41.744186,0
376845253,376845075,3932170,-0.6623814,-0.37673077,-0.1041296,41.891064,0
377842512,377842337,3932170,0.54807854,-0.19238676,0.06066681,41.793144,0
378843525,378843349,3932170,0.5030179,-0.18743327,0.11233214,41.744186,0
379844554,379844366,3932170,0.92709965,-0.20687436,0.04053331,41.891064,0
380841796,380841622,3932170,0.8814531,1.0479007,0.10322413,41.744186,0
381844082,381843907,3932170,0.480381,0.10466223,-0.04825648,41.69523,0
382845066,382844891,3932170,0.7532485,0.14807177,2.6412168,41.69523,0
383844826,383844650,3932170,1.5521436,-1.1210843,-2.7925909,41.59731,0
384843349,384843164,3932170,0.5055745,0.27249464,1.3858025,41.744186,0
385844350,385844173,3932170,-0.23185481,0.28032434,0.48874336,41.548347,0
386845348,386845175,3932170,-0.50195265,-0.02231729,-3.16293,41.548347,0
387843865,387843687,3932170,2.6672091,-0.020453079,-0.2408563,41.548347,0
388843613,388843438,3932170,-6.165165,1.4557372,0.89412975,41.548347,0
389844618,389844444,3932170,0.6345248,-0.41630536,-0.04921522,41.450428,0
390841881,390841702,3932170,0.077018626,-0.02524677,-0.017949706,41.450428,0
391842883,391842704,3932170,0.06567355,-0.021092238,-0.007616641,41.40147,0
392843882,392843707,3932170,0.062903866,-0.023808662,-0.006338324,41.25459,0
393844885,393844710,3932170,0.06823019,-0.025672873,-0.0048469533,41.40147,0
394842142,394841966,3932170,0.063702814,-0.021411816,-0.0074035884,41.450428,0
