timestamp,timestamp_sample,control[0],control[1],control[2],control[3],control[4],control[5],control[6],control[7]
261651084,261650865,0.021366399,0.072015285,-0.08324963,0.28709394,0.0,0.0,0.0,-1.0
261752323,261752099,0.121887736,0.06712292,-0.08699761,0.28721094,0.0,0.0,0.0,-1.0
261851060,261850833,0.21101584,0.05699838,-0.08013557,0.28893423,0.0,0.0,0.0,-1.0
261952290,261952064,-0.0509694,0.0749565,-0.08181278,0.29305962,0.0,0.0,0.0,-1.0
262053519,262053295,0.087165274,0.10912233,-0.06302836,0.27849412,0.0,0.0,0.0,-1.0
262152262,262152034,0.14800078,0.077978306,-0.069548264,0.25554457,0.0,0.0,0.0,-1.0
262253483,262253259,0.053343493,0.02640138,-0.068078645,0.23389304,0.0,0.0,0.0,-1.0
262350965,262350746,0.12747386,0.044350233,-0.06744261,0.2125435,0.0,0.0,0.0,-1.0
262453449,262453224,0.117394246,0.040253103,-0.06729829,0.21010624,0.0,0.0,0.0,-1.0
262550928,262550707,0.06734046,0.02116703,-0.06407023,0.22319147,0.0,0.0,0.0,-1.0
262652162,262651939,0.14358117,0.08333946,-0.06977756,0.25054964,0.0,0.0,0.0,-1.0
262753400,262753174,0.11514663,0.09450465,-0.06927594,0.27107453,0.0,0.0,0.0,-1.0
262852137,262851905,0.050888468,0.07659871,-0.07784566,0.28841954,0.0,0.0,0.0,-1.0
262953373,262953141,0.14490992,0.080642916,-0.09107419,0.39118168,0.0,0.0,0.0,-1.0
263050841,263050620,0.1286849,0.13298261,-0.09230001,0.35442796,0.0,0.0,0.0,-1.0
263153330,263153104,0.2514742,0.101715796,-0.08506202,0.27735928,0.0,0.0,0.0,-1.0
263250807,263250585,0.22742212,0.045974225,-0.073704936,0.23645377,0.0,0.0,0.0,-1.0
263352049,263351817,0.0094603915,0.07400461,-0.06920477,0.22707216,0.0,0.0,0.0,-1.0
263454527,263454299,0.08883533,0.074258685,-0.07347271,0.26063567,0.0,0.0,0.0,-1.0
263552006,263551782,0.28878963,0.07722302,-0.08033969,0.2692386,0.0,0.0,0.0,-1.0
263653246,263653017,0.08842525,0.063309,-0.08506489,0.30678624,0.0,0.0,0.0,-1.0
263751992,263751752,0.045046616,0.046581145,-0.0815896,0.2864993,0.0,0.0,0.0,-1.0
263853210,263852979,0.098970614,0.07138018,-0.07556239,0.28349307,0.0,0.0,0.0,-1.0
263950692,263950462,0.1247298,0.06541903,-0.07841462,0.27526295,0.0,0.0,0.0,-1.0
264051921,264051695,0.05554472,0.0883085,-0.07938518,0.28344625,0.0,0.0,0.0,-1.0
264154396,264154176,0.04951918,0.060964853,-0.07813373,0.2796201,0.0,0.0,0.0,-1.0
264251906,264251680,0.04640368,0.05829105,-0.07999966,0.2853755,0.0,0.0,0.0,-1.0
264353139,264352913,0.1694682,0.087713756,-0.072983585,0.2684015,0.0,0.0,0.0,-1.0
264451850,264451625,0.099453375,0.08081053,-0.06615736,0.26626402,0.0,0.0,0.0,-1.0
264553091,264552858,-0.017870128,0.07051294,-0.06670731,0.27875778,0.0,0.0,0.0,-1.0
264650561,264650339,0.18874894,0.070566066,-0.06797197,0.27874833,0.0,0.0,0.0,-1.0
264751810,264751573,0.017771687,0.08452695,-0.070690386,0.2773434,0.0,0.0,0.0,-1.0
264854276,264854054,0.030683277,0.06332559,-0.06994168,0.26976657,0.0,0.0,0.0,-1.0
264951775,264951537,0.023957364,0.058447447,-0.065585524,0.27220038,0.0,0.0,0.0,-1.0
265053000,265052768,0.14506762,0.07658569,-0.07050473,0.27455792,0.0,0.0,0.0,-1.0
265151725,265151501,0.12296225,0.082308725,-0.06496135,0.2770474,0.0,0.0,0.0,-1.0
265252971,265252739,0.040595714,0.08161002,-0.059199635,0.28350222,0.0,0.0,0.0,-1.0
265350433,265350217,0.09312601,0.065196045,-0.05166052,0.28434083,0.0,0.0,0.0,-1.0
265452927,265452699,0.050853893,0.07473293,-0.04147455,0.28296518,0.0,0.0,0.0,-1.0
265554160,265553931,0.12023778,0.046119403,-0.021361846,0.2754268,0.0,0.0,0.0,-1.0
265652899,265652675,0.1345545,0.059245713,-0.023063436,0.27379447,0.0,0.0,0.0,-1.0
265752873,265752647,0.0016786784,0.085906655,-0.033050444,0.27309167,0.0,0.0,0.0,-1.0
265851612,265851379,0.019087369,0.09547349,-0.033591695,0.26937488,0.0,0.0,0.0,-1.0
265952850,265952616,0.023686724,0.08966373,-0.044949282,0.27129817,0.0,0.0,0.0,-1.0
266050313,266050094,0.088558234,0.082693905,-0.056041867,0.27241552,0.0,0.0,0.0,-1.0
266152804,266152576,0.11870063,0.076624624,-0.05722181,0.27419096,0.0,0.0,0.0,-1.0
266254031,266253808,0.05942027,0.100115016,-0.06380259,0.2726401,0.0,0.0,0.0,-1.0
266351530,266351296,0.07978909,0.060445096,-0.07022592,0.26767838,0.0,0.0,0.0,-1.0
266452755,266452524,0.041836686,0.06911547,-0.07477032,0.2728858,0.0,0.0,0.0,-1.0
266551494,266551259,0.11199205,0.08431563,-0.07321626,0.29457426,0.0,0.0,0.0,-1.0
266652722,266652491,0.112215035,0.081040196,-0.07204256,0.29081187,0.0,0.0,0.0,-1.0
266751450,266751221,0.14390136,0.06189189,-0.06486381,0.2825236,0.0,0.0,0.0,-1.0
266852685,266852454,-0.01409598,0.077377915,-0.059462916,0.27558458,0.0,0.0,0.0,-1.0
266953916,266953686,0.023962935,0.073821545,-0.063527994,0.27902013,0.0,0.0,0.0,-1.0
267051394,267051168,0.085867964,0.09437839,-0.07631686,0.27861506,0.0,0.0,0.0,-1.0
267153870,267153650,0.0072048595,0.06950596,-0.07099529,0.26831838,0.0,0.0,0.0,-1.0
267251364,267251133,0.023553284,0.11276853,-0.06522322,0.2776235,0.0,0.0,0.0,-1.0
267352604,267352366,-0.084436685,0.079632856,-0.06796608,0.2830079,0.0,0.0,0.0,-1.0
267451334,267451097,0.11387846,0.06860402,-0.070643745,0.28490517,0.0,0.0,0.0,-1.0
267552564,267552340,0.024105819,0.08853215,-0.06954485,0.28969115,0.0,0.0,0.0,-1.0
267653795,267653563,0.23293251,0.07072154,-0.076977484,0.2871833,0.0,0.0,0.0,-1.0
267752545,267752299,0.10176526,0.08749004,-0.07273106,0.27434465,0.0,0.0,0.0,-1.0
267853759,267853532,0.01854759,0.10773992,-0.06900906,0.27797946,0.0,0.0,0.0,-1.0
267951237,267951012,0.14069735,0.06103304,-0.07188033,0.2820601,0.0,0.0,0.0,-1.0
268052467,268052243,-0.045738738,0.07519422,-0.07329613,0.2852016,0.0,0.0,0.0,-1.0
268151200,268150975,0.02563407,0.063088425,-0.073267564,0.2851834,0.0,0.0,0.0,-1.0
268252432,268252208,0.01384872,0.07252927,-0.07239563,0.2884663,0.0,0.0,0.0,-1.0
268353664,268353440,0.10966709,0.07961544,-0.07471321,0.28200445,0.0,0.0,0.0,-1.0
268452404,268452175,0.03205023,0.10749453,-0.077519014,0.2792203,0.0,0.0,0.0,-1.0
268553630,268553405,0.11133784,0.095422894,-0.07908142,0.27957618,0.0,0.0,0.0,-1.0
268651111,268650888,0.18367752,0.08415854,-0.08151594,0.28096116,0.0,0.0,0.0,-1.0
268752351,268752125,0.21620081,0.09049681,-0.084182434,0.30074885,0.0,0.0,0.0,-1.0
268851075,268850853,0.13074389,0.071050644,-0.07983346,0.2869676,0.0,0.0,0.0,-1.0
268952323,268952085,0.076636665,0.08375131,-0.07928702,0.27548307,0.0,0.0,0.0,-1.0
269053573,269053348,0.098133706,0.057353105,-0.07654117,0.28019214,0.0,0.0,0.0,-1.0
269152275,269152050,0.097287446,0.035767674,-0.07952471,0.27924162,0.0,0.0,0.0,-1.0
269253503,269253282,0.19940901,0.08497682,-0.07848987,0.28384522,0.0,0.0,0.0,-1.0
269350992,269350765,0.2172953,0.09327168,-0.07667134,0.27238953,0.0,0.0,0.0,-1.0
269453483,269453247,-0.026797565,0.069150254,-0.07938108,0.27843648,0.0,0.0,0.0,-1.0
269550959,269550730,0.033091918,0.069830135,-0.07998462,0.27529955,0.0,0.0,0.0,-1.0
269652185,269651962,0.14895912,0.08635128,-0.08401079,0.2770598,0.0,0.0,0.0,-1.0
269750930,269750707,0.013961793,0.07336821,-0.0855383,0.27723947,0.0,0.0,0.0,-1.0
269852152,269851927,-0.09384906,0.06734847,-0.08141694,0.2764558,0.0,0.0,0.0,-1.0
269953384,269953159,0.07648611,0.083329834,-0.0758794,0.27892336,0.0,0.0,0.0,-1.0
270050864,270050641,0.06022891,0.071153745,-0.08198001,0.28622103,0.0,0.0,0.0,-1.0
270153344,270153124,0.16537647,0.06479566,-0.078357294,0.27493602,0.0,0.0,0.0,-1.0
270250832,270250607,0.22515757,0.07550182,-0.08126202,0.27555093,0.0,0.0,0.0,-1.0
270352077,270351840,0.04849247,0.07175906,-0.08277324,0.27204272,0.0,0.0,0.0,-1.0
270450803,270450571,0.14621869,0.06318217,-0.0814683,0.27682632,0.0,0.0,0.0,-1.0
270552039,270551804,0.08684938,0.078883946,-0.082437865,0.2836274,0.0,0.0,0.0,-1.0
270653272,270653053,0.10037814,0.051160183,-0.07634058,0.27302894,0.0,0.0,0.0,-1.0
270752004,270751769,0.08405892,0.0700539,-0.07978991,0.2784575,0.0,0.0,0.0,-1.0
270853222,270853001,0.018480247,0.06653386,-0.07692696,0.2763915,0.0,0.0,0.0,-1.0
270950707,270950484,-0.021998411,0.07051212,-0.07866625,0.2796268,0.0,0.0,0.0,-1.0
271051952,271051720,-0.032080393,0.050435685,-0.07906853,0.27867746,0.0,0.0,0.0,-1.0
271150677,271150449,0.03134025,0.07623044,-0.08259492,0.27576575,0.0,0.0,0.0,-1.0
271251904,271251682,-0.016376946,0.05555141,-0.07955243,0.2730829,0.0,0.0,0.0,-1.0
271353136,271352913,0.0673621,0.04851149,-0.07845828,0.2762551,0.0,0.0,0.0,-1.0
271451868,271451646,0.01912997,0.08787499,-0.08059884,0.2701961,0.0,0.0,0.0,-1.0
271553140,271552920,0.08041747,0.05084523,-0.07895834,0.27967042,0.0,0.0,0.0,-1.0
271650602,271650378,0.14537828,0.06660611,-0.08480365,0.28296676,0.0,0.0,0.0,-1.0
271751818,271751593,0.030953731,0.09925728,-0.07821008,0.28240943,0.0,0.0,0.0,-1.0
271854300,271854078,0.14874643,0.06496588,-0.07937355,0.27851424,0.0,0.0,0.0,-1.0
271951785,271951557,0.068502516,0.063553125,-0.078869104,0.28834024,0.0,0.0,0.0,-1.0
272053016,272052790,0.09610815,0.07950599,-0.07678957,0.2815755,0.0,0.0,0.0,-1.0
272151758,272151523,0.030033534,0.07824016,-0.084755406,0.27429658,0.0,0.0,0.0,-1.0
272252987,272252766,0.07120047,0.07618201,-0.084106356,0.2696641,0.0,0.0,0.0,-1.0
272350463,272350237,0.043366365,0.0817873,-0.08256235,0.2754992,0.0,0.0,0.0,-1.0
272452987,272452757,0.0076200454,0.08825803,-0.08208598,0.28360847,0.0,0.0,0.0,-1.0
272554170,272553952,0.21381027,0.071298525,-0.08391269,0.2901666,0.0,0.0,0.0,-1.0
272651655,272651434,0.09036576,0.06477862,-0.08001271,0.27058432,0.0,0.0,0.0,-1.0
272752886,272752666,0.016832238,0.08808709,-0.083336875,0.26942143,0.0,0.0,0.0,-1.0
272851628,272851399,0.05053959,0.087118804,-0.08052608,0.27519733,0.0,0.0,0.0,-1.0
272952850,272952631,-0.030128954,0.06425592,-0.07713585,0.27615398,0.0,0.0,0.0,-1.0
273050343,273050114,0.081016324,0.06920147,-0.0794664,0.27539665,0.0,0.0,0.0,-1.0
273152819,273152596,-0.06568952,0.09066273,-0.07843597,0.28297898,0.0,0.0,0.0,-1.0
273254048,273253828,0.0038638317,0.07308092,-0.07828988,0.2677797,0.0,0.0,0.0,-1.0
273351531,273351311,0.04460639,0.06504972,-0.07934218,0.27232486,0.0,0.0,0.0,-1.0
273454028,273453793,-0.017468875,0.08553751,-0.07844015,0.27687132,0.0,0.0,0.0,-1.0
273551501,273551278,0.01589202,0.07055208,-0.08294625,0.2769276,0.0,0.0,0.0,-1.0
273652729,273652508,0.13498978,0.084578134,-0.07996681,0.27484834,0.0,0.0,0.0,-1.0
273751469,273751240,-0.03964444,0.06272855,-0.07946779,0.2729068,0.0,0.0,0.0,-1.0
273852695,273852472,0.081773095,0.06735605,-0.07762283,0.27054211,0.0,0.0,0.0,-1.0
273953934,273953714,0.08721195,0.07583161,-0.08088751,0.2726523,0.0,0.0,0.0,-1.0
274051416,274051188,0.10409723,0.057236608,-0.07986544,0.27348995,0.0,0.0,0.0,-1.0
274153887,274153669,0.12128855,0.07612291,-0.07750791,0.27363423,0.0,0.0,0.0,-1.0
274251373,274251152,0.080530874,0.0401127,-0.08228459,0.27911586,0.0,0.0,0.0,-1.0
274352601,274352382,0.17577021,0.0817285,-0.08180787,0.27576736,0.0,0.0,0.0,-1.0
274451339,274451117,-0.044113915,0.069637455,-0.08182317,0.27577543,0.0,0.0,0.0,-1.0
274552568,274552349,0.065740526,0.082076706,-0.08169919,0.2816095,0.0,0.0,0.0,-1.0
274653806,274653584,0.10189174,0.07465157,-0.08379103,0.28181508,0.0,0.0,0.0,-1.0
274752537,274752315,0.039492235,0.06116477,-0.08112144,0.2778347,0.0,0.0,0.0,-1.0
274853766,274853546,0.089655615,0.09464739,-0.078454174,0.27176034,0.0,0.0,0.0,-1.0
274951256,274951028,0.17811106,0.069969594,-0.07892012,0.279511,0.0,0.0,0.0,-1.0
275052480,275052261,0.14020807,0.06561271,-0.08407982,0.28242835,0.0,0.0,0.0,-1.0
275151225,275150993,-0.056383617,0.06735647,-0.08554657,0.28266233,0.0,0.0,0.0,-1.0
275252447,275252225,0.03283585,0.07836858,-0.079811595,0.27370694,0.0,0.0,0.0,-1.0
275353725,275353504,0.14349005,0.077381775,-0.0777295,0.2706536,0.0,0.0,0.0,-1.0
275452409,275452190,0.11845387,0.07049363,-0.08312144,0.2780255,0.0,0.0,0.0,-1.0
275553638,275553421,0.2151735,0.07094755,-0.08189374,0.2797434,0.0,0.0,0.0,-1.0
275651134,275650905,0.050847605,0.06597262,-0.08317648,0.27954257,0.0,0.0,0.0,-1.0
275752367,275752137,0.14950371,0.051373977,-0.08137898,0.27431473,0.0,0.0,0.0,-1.0
275851091,275850869,0.014050165,0.064831175,-0.080615334,0.27506176,0.0,0.0,0.0,-1.0
275952323,275952102,0.033297066,0.06786667,-0.08021126,0.28191537,0.0,0.0,0.0,-1.0
276053552,276053333,0.028914114,0.06453149,-0.08484926,0.286219,0.0,0.0,0.0,-1.0
276152291,276152070,-0.043395877,0.084574625,-0.08560451,0.2814902,0.0,0.0,0.0,-1.0
276253516,276253298,0.033746302,0.06590008,-0.086718075,0.2796086,0.0,0.0,0.0,-1.0
276351011,276350781,0.15364465,0.094463654,-0.09200548,0.27729282,0.0,0.0,0.0,-1.0
276453494,276453264,0.14935525,0.09194673,-0.092104286,0.2860438,0.0,0.0,0.0,-1.0
276551027,276550799,0.01873126,0.06441485,-0.087759204,0.28580645,0.0,0.0,0.0,-1.0
276652204,276651977,0.13775857,0.06069303,-0.0828863,0.2827476,0.0,0.0,0.0,-1.0
276753437,276753212,0.15190743,0.07549167,-0.08242898,0.27760142,0.0,0.0,0.0,-1.0
276852163,276851942,0.051515672,0.06752797,-0.08095816,0.28589502,0.0,0.0,0.0,-1.0
276953393,276953174,-0.023814045,0.059916314,-0.080463104,0.27962992,0.0,0.0,0.0,-1.0
277050906,277050680,0.08518056,0.0778613,-0.08202361,0.27274758,0.0,0.0,0.0,-1.0
277153362,277153139,0.10168546,0.077093184,-0.08069812,0.28171408,0.0,0.0,0.0,-1.0
277250841,277250621,0.07143462,0.07526718,-0.084415115,0.2908471,0.0,0.0,0.0,-1.0
277352078,277351853,0.29879582,0.06558128,-0.08010559,0.28527418,0.0,0.0,0.0,-1.0
277453309,277453090,-0.04480201,0.07023093,-0.0795983,0.28093338,0.0,0.0,0.0,-1.0
277552054,277551817,0.14398456,0.076448694,-0.08297922,0.27416167,0.0,0.0,0.0,-1.0
277653271,277653049,0.18069425,0.08002994,-0.07673561,0.27849594,0.0,0.0,0.0,-1.0
277752008,277751782,0.15245666,0.08951644,-0.07953835,0.28991416,0.0,0.0,0.0,-1.0
277853242,277853020,0.1840672,0.06779381,-0.084536694,0.2916479,0.0,0.0,0.0,-1.0
277950722,277950496,0.15012929,0.063460395,-0.079229355,0.28283498,0.0,0.0,0.0,-1.0
278051952,278051729,0.12714407,0.10183523,-0.08416758,0.27734703,0.0,0.0,0.0,-1.0
278154432,278154210,-0.02264906,0.075292856,-0.08057146,0.28072396,0.0,0.0,0.0,-1.0
278251915,278251693,0.12904294,0.107755296,-0.08522053,0.28446475,0.0,0.0,0.0,-1.0
278353149,278352925,-0.03472612,0.08308733,-0.08503158,0.28833446,0.0,0.0,0.0,-1.0
278451885,278451658,0.0593255,0.07300464,-0.08167112,0.28510663,0.0,0.0,0.0,-1.0
278553116,278552890,0.09765653,0.056237668,-0.077556595,0.2800163,0.0,0.0,0.0,-1.0
278650592,278650372,0.06296181,0.095399655,-0.08242103,0.27560455,0.0,0.0,0.0,-1.0
278751829,278751604,0.203462,0.056162175,-0.0820087,0.27909714,0.0,0.0,0.0,-1.0
278854348,278854124,-0.008645058,0.083579265,-0.07309921,0.27978674,0.0,0.0,0.0,-1.0
278951794,278951568,0.11223359,0.0539646,-0.07919897,0.28033116,0.0,0.0,0.0,-1.0
279053021,279052800,0.076093346,0.079209685,-0.07908025,0.2663876,0.0,0.0,0.0,-1.0
279151756,279151533,0.1555353,0.05309339,-0.07628704,0.2688661,0.0,0.0,0.0,-1.0
279253021,279252798,0.04816839,0.07776848,-0.076729484,0.29453054,0.0,0.0,0.0,-1.0
279350481,279350247,0.040891305,0.066307485,-0.07213147,0.27810693,0.0,0.0,0.0,-1.0
279452967,279452729,0.11131912,0.07322848,-0.08029913,0.28659576,0.0,0.0,0.0,-1.0
279554193,279553961,0.064751275,0.072005294,-0.07588101,0.28954554,0.0,0.0,0.0,-1.0
279651664,279651443,0.10773358,0.08123411,-0.08060079,0.2722419,0.0,0.0,0.0,-1.0
279752893,279752675,0.059946246,0.0715932,-0.079625204,0.25761655,0.0,0.0,0.0,-1.0
279851632,279851411,0.124692164,0.06925308,-0.079005286,0.2806331,0.0,0.0,0.0,-1.0
279952859,279952640,-0.078820996,0.07545291,-0.077898845,0.28553972,0.0,0.0,0.0,-1.0
280050350,280050122,-0.057491105,0.061680634,-0.07832032,0.28603938,0.0,0.0,0.0,-1.0
280152826,280152604,0.122264355,0.059828043,-0.078109995,0.2802112,0.0,0.0,0.0,-1.0
280255355,280255119,0.16650403,0.05933952,-0.07800864,0.2752992,0.0,0.0,0.0,-1.0
280351545,280351319,0.04059364,0.07670969,-0.07524946,0.27452627,0.0,0.0,0.0,-1.0
280454036,280453800,0.01943855,0.099163264,-0.07702928,0.27916142,0.0,0.0,0.0,-1.0
280551506,280551282,0.056142,0.06467072,-0.0791983,0.28319928,0.0,0.0,0.0,-1.0
280652747,280652516,0.14130062,0.069609694,-0.06621007,0.28398085,0.0,0.0,0.0,-1.0
280751474,280751247,0.079498775,0.041012064,-0.062302645,0.25014806,0.0,0.0,0.0,-1.0
280852707,280852482,-0.023577368,0.067870066,-0.064200304,0.2581239,0.0,0.0,0.0,-1.0
280955200,280954965,0.21844977,0.062095907,-0.069377095,0.31284276,0.0,0.0,0.0,-1.0
281051414,281051193,0.13151655,0.049092468,-0.070388675,0.29079443,0.0,0.0,0.0,-1.0
281153898,281153675,-0.0041300943,0.04729456,-0.07518118,0.3003747,0.0,0.0,0.0,-1.0
281251391,281251169,0.17878869,0.100701556,-0.08018008,0.27668452,0.0,0.0,0.0,-1.0
281352612,281352391,0.119291954,0.085114785,-0.076691546,0.2656591,0.0,0.0,0.0,-1.0
281451341,281451122,0.15656237,0.051854525,-0.08191449,0.26959154,0.0,0.0,0.0,-1.0
281552573,281552354,0.028729264,0.05260573,-0.07844377,0.28456062,0.0,0.0,0.0,-1.0
281653848,281653625,0.15405698,0.060061254,-0.0763966,0.2791144,0.0,0.0,0.0,-1.0
281751291,281751068,0.0023976683,0.08346333,-0.07802048,0.27876657,0.0,0.0,0.0,-1.0
281853778,281853550,0.121841006,0.06920781,-0.07738765,0.27658397,0.0,0.0,0.0,-1.0
281951252,281951032,-0.038753714,0.08248853,-0.07958214,0.27638316,0.0,0.0,0.0,-1.0
282052485,282052264,0.15387169,0.07867336,-0.07677615,0.27405998,0.0,0.0,0.0,-1.0
282151218,282150996,0.008373134,0.07313862,-0.07373123,0.27792355,0.0,0.0,0.0,-1.0
282252455,282252228,0.068663515,0.077851094,-0.07738065,0.27776694,0.0,0.0,0.0,-1.0
282353708,282353477,0.085262015,0.06385764,-0.07463531,0.2766121,0.0,0.0,0.0,-1.0
282452411,282452193,0.040764846,0.08172831,-0.07468382,0.2873158,0.0,0.0,0.0,-1.0
282553671,282553444,0.05808991,0.08086838,-0.0738583,0.27825463,0.0,0.0,0.0,-1.0
282651127,282650906,0.072481364,0.07216439,-0.07374691,0.27966118,0.0,0.0,0.0,-1.0
282752359,282752139,0.0865282,0.08365457,-0.07369787,0.28049597,0.0,0.0,0.0,-1.0
282851094,282850870,0.012268933,0.07299401,-0.07712893,0.27797255,0.0,0.0,0.0,-1.0
282952323,282952103,0.052761424,0.096455455,-0.07076565,0.27953875,0.0,0.0,0.0,-1.0
283053559,283053334,0.09373542,0.09843879,-0.07653661,0.2810103,0.0,0.0,0.0,-1.0
283152290,283152069,0.043123834,0.08895466,-0.07871073,0.29709867,0.0,0.0,0.0,-1.0
283253534,283253299,0.17991003,0.09130104,-0.072550304,0.2831641,0.0,0.0,0.0,-1.0
283351004,283350781,0.15479572,0.07859878,-0.07139508,0.27735084,0.0,0.0,0.0,-1.0
283453493,283453262,0.0051989774,0.05677948,-0.07649541,0.28605685,0.0,0.0,0.0,-1.0
283550965,283550746,0.060612544,0.06556547,-0.07598727,0.28544852,0.0,0.0,0.0,-1.0
283652194,283651976,-0.052802023,0.026201388,-0.07761613,0.28416494,0.0,0.0,0.0,-1.0
283753437,283753208,-0.008214117,0.07080375,-0.07994553,0.27313226,0.0,0.0,0.0,-1.0
283852162,283851940,0.117412634,0.049220208,-0.07697841,0.2765695,0.0,0.0,0.0,-1.0
283953400,283953172,0.2089871,0.08932115,-0.07967277,0.27654427,0.0,0.0,0.0,-1.0
284050876,284050654,0.16139083,0.09342893,-0.0758067,0.2826907,0.0,0.0,0.0,-1.0
284153371,284153137,-0.05835348,0.07452332,-0.07698852,0.28347862,0.0,0.0,0.0,-1.0
284250837,284250618,0.0054288926,0.06803256,-0.07556973,0.27961358,0.0,0.0,0.0,-1.0
284352084,284351850,0.054453984,0.06830032,-0.071345106,0.27760592,0.0,0.0,0.0,-1.0
284453308,284453083,-0.0027556578,0.08065183,-0.07631594,0.2761117,0.0,0.0,0.0,-1.0
284552039,284551814,-0.096187055,0.059314296,-0.07342497,0.27827653,0.0,0.0,0.0,-1.0
284653269,284653046,-0.04148006,0.07319024,-0.07596219,0.27481228,0.0,0.0,0.0,-1.0
284752015,284751779,0.04718704,0.1172779,-0.07734325,0.27802658,0.0,0.0,0.0,-1.0
284853234,284853011,0.051261045,0.062863976,-0.069225416,0.27865407,0.0,0.0,0.0,-1.0
284950716,284950492,0.12989525,0.095410146,-0.07235397,0.2775062,0.0,0.0,0.0,-1.0
285051948,285051724,0.05897131,0.04253892,-0.07179077,0.27450752,0.0,0.0,0.0,-1.0
285154438,285154206,0.037765864,0.080091074,-0.068622045,0.27690998,0.0,0.0,0.0,-1.0
285251924,285251706,0.045577712,0.0754118,-0.07177058,0.2782823,0.0,0.0,0.0,-1.0
285353142,285352919,0.082643844,0.113615885,-0.07296383,0.281092,0.0,0.0,0.0,-1.0
285451871,285451652,0.15638573,0.027473805,-0.07339677,0.28246722,0.0,0.0,0.0,-1.0
285553106,285552883,0.07215906,0.06595935,-0.07440919,0.28506723,0.0,0.0,0.0,-1.0
285650601,285650376,0.053380188,0.0862618,-0.073888265,0.28289065,0.0,0.0,0.0,-1.0
285751822,285751597,0.11668704,0.07330047,-0.07272888,0.28153127,0.0,0.0,0.0,-1.0
285854301,285854079,0.15646191,0.07058399,-0.07579856,0.2787017,0.0,0.0,0.0,-1.0
285951789,285951561,0.13714015,0.077213325,-0.07302041,0.2792156,0.0,0.0,0.0,-1.0
286053026,286052794,0.11071278,0.05067451,-0.07631903,0.27667576,0.0,0.0,0.0,-1.0
286151749,286151525,0.03586441,0.090696745,-0.070325196,0.27829754,0.0,0.0,0.0,-1.0
286252983,286252760,0.120461665,0.07089369,-0.07486233,0.2810339,0.0,0.0,0.0,-1.0
286350461,286350240,0.055953078,0.108577155,-0.07508588,0.27932304,0.0,0.0,0.0,-1.0
