timestamp,timestamp_sample,xyz[0],xyz[1],xyz[2]
259971362,259971160,-0.003563318,0.019750277,-0.0034763608
259992611,259992406,-0.0028235815,0.02758118,0.0023774188
260013854,260013648,-0.011270973,0.031917717,-0.0055807563
260031351,260031149,-0.0062874127,0.019183073,-0.009090679
260051366,260051146,-0.013412179,0.020555202,-0.008514444
260072603,260072392,-0.009495999,0.028383933,-0.0066297757
260093848,260093639,0.004603771,0.002600248,0.006661369
260111337,260111135,-0.012414102,0.002233899,-0.00076711306
260132599,260132383,0.009397829,-0.04383241,0.0034157378
260153841,260153631,0.005660445,-0.05422754,-0.00096094364
260171324,260171124,0.009899325,-0.053715084,0.004057278
260191331,260191122,-0.0063640275,-0.036466002,-0.0017563564
260212580,260212367,-0.001792152,0.008119173,0.0043769483
260233836,260233627,-0.0005322964,0.0120256785,0.008491339
260251312,260251111,-0.00067930494,-0.010338619,-0.002695709
260272564,260272357,-0.004117284,0.02501633,-0.008238416
260293808,260293603,-0.008136947,0.026493892,0.013155127
260311302,260311100,0.0019331125,0.00885448,0.004745023
260332556,260332346,-0.009944196,-0.016812416,-0.013150338
260352549,260352343,-0.004135272,-0.035137307,-0.0015552577
260373797,260373591,0.0062699714,-0.018097242,0.000621056
260391288,260391086,-0.0020922557,0.017313922,-0.015733607
260412540,260412333,-0.010611242,-0.037489634,0.0052405903
260433785,260433578,0.01536037,-0.016686292,-0.0061821765
260451280,260451075,-0.006765288,-0.014778023,0.01384941
260472532,260472322,-0.0020775935,-0.02149621,-0.021590613
260492531,260492319,0.0075346795,-0.046795722,0.014277861
260513779,260513565,-0.0014605605,-0.016878562,0.013578637
260531271,260531064,-0.0066494374,-0.05868241,0.0017215312
260552558,260552351,-0.003167674,0.010264225,-0.00032066126
260573771,260573556,-0.0020442454,0.034096103,0.009656226
260591276,260591060,-0.028971763,0.00016441353,-0.0007494014
260612515,260612308,-0.0165894,0.011512552,0.0010679293
260632503,260632296,-0.0236663,0.005172449,-0.014843997
260653751,260653540,-0.0066259634,-0.017655566,-0.0038020215
260671242,260671037,0.008695444,-0.034094404,0.028465167
260692503,260692295,-0.06460134,0.0073183984,-0.011669937
260713744,260713530,-0.016962392,-0.018157959,-0.014570769
260731230,260731026,0.015260028,-0.032239757,0.022018623
260752488,260752273,-0.05524331,-0.030449035,0.011642414
260772475,260772269,-0.06306692,-0.0030201317,0.0030581867
260793743,260793518,-0.06586376,0.0067289346,0.03687974
260811214,260811013,-0.082734376,-0.023787685,0.0077321073
260832468,260832259,-0.06727084,-0.045212697,0.029019263
260853712,260853505,-0.08492047,-0.039133813,0.061871715
260871206,260871003,-0.10335375,-0.064915195,0.053447258
260892468,260892251,-0.17658484,-0.06707216,0.06155498
260912451,260912245,-0.17201942,-0.08568167,0.05265751
260933698,260933492,-0.06811015,-0.10210347,0.080257505
260951194,260950988,-0.14247338,-0.11190113,0.08265581
260972440,260972234,-0.20184523,-0.12501511,0.11480796
260993687,260993481,-0.12731281,-0.1650862,0.12400955
261011226,261011021,-0.064727515,-0.08884691,0.14374542
261032432,261032225,-0.10111485,-0.012067899,0.13715194
261052429,261052220,-0.07844147,0.008991144,0.15096503
261073678,261073467,-0.021478655,-0.042176522,0.16174887
261091170,261090962,0.056791723,-0.08901154,0.17818457
261112422,261112211,0.15189014,-0.016240314,0.16464485
261133662,261133456,0.11276614,0.11046519,0.1620751
261151158,261150953,0.050207715,0.12194326,0.16437739
261172414,261172199,0.06967395,0.062699914,0.16821547
261192425,261192219,0.10909713,0.05626452,0.1702358
261213654,261213446,0.04485275,0.10196925,0.16546892
261231140,261230939,0.036550093,0.07600528,0.16829778
261252399,261252193,0.18232584,0.0030391016,0.1681858
261273697,261273481,0.044376943,0.04172262,0.13638264
261291128,261290928,0.05636029,0.017917048,0.15305732
261312377,261312171,0.15230705,-0.013272312,0.14202154
261332383,261332173,0.20062746,0.038524754,0.119901635
261353631,261353418,0.03267348,0.1680591,0.1095539
261371119,261370914,0.008988465,0.15653227,0.119277954
261393629,261393421,0.051447958,0.15851237,0.12350102
261413615,261413407,0.077748194,0.14635493,0.107628874
261431120,261430904,0.1056852,0.12343151,0.09507771
261452361,261452150,0.08691903,0.1144581,0.07723964
261472353,261472147,0.04292651,0.07572033,0.06344741
261493601,261493394,0.011301475,0.05032639,0.069796816
261511091,261510889,-0.022003168,0.04188163,0.07390113
261532353,261532137,-0.098173246,0.06640339,0.07625256
261553591,261553382,-0.0024802776,0.046145678,0.076549314
261571103,261570902,0.0686908,0.055692576,0.06586336
261592337,261592126,0.18689005,0.062289093,0.053388048
261613586,261613372,0.22311339,0.07937459,0.051486272
261633595,261633381,0.14470144,0.08913076,0.059379492
261651067,261650865,0.02008505,0.06766035,0.0467693
261672320,261672113,0.10287011,0.009886559,0.05531278
261693572,261693358,0.11305539,-0.00833975,0.02062785
261711055,261710854,0.14810182,-0.015140376,0.024008846
261732309,261732102,0.04360251,0.011436919,0.020755239
261753559,261753348,-0.057915114,0.032796144,0.035345342
261773550,261773344,-0.024537578,-0.037294533,0.023155209
261791056,261790841,0.11355737,-0.026580194,0.023410518
261812298,261812089,0.09236611,0.00010610816,-0.004309786
261833543,261833337,0.0015653078,0.13192768,-0.012366669
261851042,261850833,-0.12666248,0.09819042,-0.012560474
261872288,261872076,-0.23825991,0.051968362,0.007193293
261893536,261893323,-0.11000995,-0.044475097,-0.011834394
261913590,261913385,-0.006979065,-0.031043692,-0.030093335
261931018,261930816,-0.08873737,0.028737355,-0.031592637
261952270,261952064,0.009659731,0.012005291,-0.018155219
261973569,261973363,0.11410182,-0.017060213,-0.011216436
261991006,261990805,0.01793811,-0.0070471857,0.023048183
262012263,262012053,0.045145605,-0.059794154,0.13397421
262033548,262033340,0.17626984,-0.118027344,0.14282316
262053500,262053295,0.29505816,-0.12943274,0.13316667
262070991,262070791,0.40242493,-0.03563855,0.13504703
262092251,262092038,0.38234064,0.10318357,0.123712376
262113489,262113285,0.31314325,0.26925397,0.113685384
262130981,262130781,0.2868591,0.38401556,0.123346336
262152245,262152034,0.22972913,0.53686714,0.10210632
262173499,262173275,0.11240026,0.6792674,0.08144863
262193475,262193270,0.082924314,0.71961147,0.08078905
262210974,262210767,0.24002017,0.6973421,0.09305282
262232233,262232014,0.2893028,0.6954504,0.0626452
262253464,262253259,0.35518053,0.6880178,0.048031002
262270957,262270756,0.38482103,0.62464327,0.052166387
262292219,262292002,0.3821076,0.52172726,0.036845103
262313461,262313249,0.3760198,0.4196048,0.037132107
262333450,262333246,0.2444369,0.39299855,0.031613894
262352207,262351994,0.1394172,0.35184905,0.013812172
262373454,262373242,0.060977187,0.30050227,0.015167282
262393445,262393236,-0.006602279,0.24163271,0.031487867
262410936,262410732,0.061170537,0.20261635,0.02693284
262432196,262431978,0.0903495,0.20114252,0.015386021
262453429,262453224,0.062684394,0.191953,0.0039497507
262473426,262473221,0.08458893,0.17481323,0.015255738
262490920,262490717,-0.04935863,0.16881305,-0.005721086
262512186,262511979,-0.098107174,0.15581009,0.0033304691
262533420,262533213,-0.084014036,0.113345325,0.0046294164
262550909,262550707,-0.10585235,0.029476497,-0.006588765
262572161,262571954,-0.11258731,-0.11302301,-0.0060210875
262593415,262593203,-0.10495818,-0.3062693,-0.007336734
262613402,262613197,-0.10235983,-0.48599064,-0.007154627
262630902,262630693,-0.089983664,-0.6091607,0.021583818
262652145,262651939,-0.18820056,-0.7373525,0.02973886
262673401,262673187,-0.18722302,-0.79878247,0.024354076
262690896,262690694,-0.12082685,-0.7819603,0.019483944
262712137,262711929,-0.26134768,-0.7444594,0.0132424
262733380,262733176,-0.389245,-0.74186176,0.01771197
262753381,262753174,-0.49520677,-0.7973204,0.01803186
262770870,262770668,-0.51432055,-0.8485299,0.043113027
262793376,262793166,-0.59352833,-0.8380914,0.02138861
262813375,262813162,-0.5894872,-0.76307714,0.019930108
262830905,262830704,-0.5735586,-0.68854046,0.048830446
262852120,262851905,-0.5031494,-0.6497783,0.036692165
262873361,262873153,-0.5095414,-0.6287405,0.020813359
262893364,262893149,-0.570703,-0.60358834,0.032752566
262910849,262910648,-0.6745797,-0.5869669,0.054448385
262932097,262931890,-0.7236027,-0.6373938,0.060832046
262953353,262953141,-0.70336455,-0.6806635,0.06473706
262970839,262970633,-0.63314474,-0.6948583,0.056701973
262993346,262993133,-0.62446135,-0.6626707,0.046912625
263013334,263013127,-0.59793925,-0.55770725,0.060409393
263033331,263033124,-0.5766396,-0.4965306,0.04143619
263052078,263051869,-0.58874345,-0.4942222,0.034124587
263073336,263073120,-0.527908,-0.36598617,0.033688277
263093323,263093115,-0.4232875,-0.35015532,0.008375477
263110813,263110610,-0.32142466,-0.2691967,0.007929792
263133325,263133107,-0.052545622,-0.0866426,0.019707585
263153311,263153104,0.07252928,0.05145651,0.00038098748
263174554,263174348,0.041070774,0.16531044,-0.0270355
263190802,263190594,0.25967392,0.22137749,0.0061482093
263212055,263211841,0.43948215,0.31168208,-0.011623924
263233295,263233089,0.53454787,0.43003494,-0.055431146
263250787,263250585,0.38869986,0.54853743,-0.054293826
263272045,263271831,0.3703177,0.52032477,-0.031049576
263293287,263293077,0.5664309,0.42677993,-0.030135486
263313294,263313075,0.71932817,0.3696123,-0.052061513
263332040,263331820,0.8806531,0.28981388,-0.07247951
263352032,263351817,0.9593147,0.27926466,-0.07381881
263373275,263373064,0.898261,0.29013845,-0.07526626
263390765,263390560,0.8784927,0.24747033,-0.06550644
263412013,263411806,0.78825,0.21891926,-0.052241508
263433264,263433054,0.7909203,0.20128132,-0.04696229
263454510,263454299,0.79946226,0.22652811,-0.054297432
263472016,263471796,0.8195444,0.26451686,-0.055651627
263493263,263493048,0.70888114,0.30358917,-0.05259471
263513248,263513041,0.5757708,0.30944014,-0.044069674
263530740,263530536,0.5818163,0.3032192,-0.021168513
263551988,263551782,0.47579026,0.29237315,-0.03680813
263573236,263573029,0.46930066,0.29468724,-0.051863536
263594485,263594275,0.5036644,0.32356957,-0.051284928
263613236,263613022,0.6404983,0.35348895,-0.046106886
263632007,263631802,0.6193718,0.4071794,-0.04699145
263653227,263653017,0.538781,0.4303355,-0.03706688
263670711,263670511,0.4608689,0.3983218,-0.03870757
263691992,263691782,0.41428995,0.3347297,-0.03794043
263713275,263713063,0.43257383,0.34073043,-0.049111914
263734452,263734250,0.45516086,0.38765153,-0.056241486
263751970,263751752,0.29702345,0.44032148,-0.06845228
263771953,263771746,0.11665411,0.44175553,-0.06982091
263793244,263793031,-0.04014054,0.37195522,-0.07461231
263810686,263810486,-0.1478626,0.31464988,-0.062628634
263833250,263833041,-0.27458274,0.19965687,-0.06670462
263853191,263852979,-0.48116148,0.15399331,-0.075373694
263874428,263874225,-0.6018078,0.101565555,-0.052959066
263891932,263891722,-0.7131344,0.036510024,-0.04762545
263911929,263911719,-0.61944413,-0.059239406,-0.043394387
263933170,263932965,-0.67369545,-0.04781738,-0.061528396
263950674,263950462,-0.9106679,0.011126365,-0.05578063
263973168,263972960,-1.1719431,0.014068599,-0.06869371
263993164,263992957,-1.1954311,-0.008216287,-0.05171331
264014403,264014201,-1.1775388,-0.07709946,-0.0518061
264033169,264032960,-1.1340847,-0.072498634,-0.052458547
264051903,264051695,-1.0677724,-0.07369583,-0.048840646
264073144,264072940,-0.9432849,-0.10801454,-0.0572685
264090639,264090437,-0.85660607,-0.105782844,-0.060864385
264111898,264111687,-0.9383929,-0.14794551,-0.08058419
264133137,264132930,-0.9923032,-0.22381209,-0.088178284
264154378,264154176,-0.87888634,-0.31538877,-0.06720006
264171889,264171674,-0.8416277,-0.38241526,-0.084367014
264191879,264191673,-0.7838453,-0.40635976,-0.09949774
264213129,264212919,-0.7423999,-0.44655347,-0.081600145
264230615,264230413,-0.6536254,-0.4751917,-0.083965875
264251887,264251680,-0.5273444,-0.50767356,-0.073414825
264273114,264272905,-0.5086139,-0.5232459,-0.081173524
264294359,264294153,-0.5693744,-0.4685118,-0.08885033
264311859,264311651,-0.49095973,-0.40774828,-0.06611515
264331886,264331679,-0.29561612,-0.3033925,-0.048915356
264353118,264352913,-0.100788444,-0.13511647,-0.06141253
264370592,264370388,0.19429336,-0.009151789,-0.0581809
264391850,264391636,0.4394067,0.14671715,-0.070093326
264413092,264412888,0.549992,0.20619088,-0.08477239
264434381,264434169,0.5956629,0.17315944,-0.0898291
264451833,264451625,0.6647514,0.09223396,-0.07971499
264471829,264471621,0.76841587,0.04444883,-0.0738102
264493081,264492869,0.87960565,0.018492438,-0.072635286
264510566,264510364,0.92735904,0.023578662,-0.05756643
264531821,264531610,1.0211697,0.050575968,-0.061118282
264553067,264552858,1.0044461,0.06283634,-0.06108499
264574306,264574103,1.0019429,0.031872623,-0.058354076
264591818,264591600,0.86925673,0.044877216,-0.04808043
264613061,264612847,0.7405607,0.053807583,-0.049075693
264633053,264632843,0.57999796,0.044413067,-0.044165403
264650544,264650339,0.4367222,0.030724468,-0.04529563
264671793,264671586,0.3165639,-0.009987386,-0.05084497
264693051,264692832,0.32875508,-0.013807975,-0.038045358
264714281,264714078,0.2335238,0.025843555,-0.020661565
264731784,264731575,0.18626042,0.023458162,-0.030690355
264753036,264752823,0.28695175,-0.011610404,-0.020115227
264773028,264772818,0.3708856,-0.05127908,-0.02247861
264790531,264790331,0.31453314,-0.041657038,-0.037429176
264811771,264811561,0.25104344,-0.018376846,-0.02802555
264833015,264832808,0.14312589,-0.012606161,-0.024368206
264854257,264854054,0.029580377,-0.018386817,-0.025859315
264873028,264872802,-0.07975031,-0.032512665,-0.033682846
264893020,264892799,-0.0998395,-0.03030559,-0.026912067
264913004,264912794,-0.07505754,-0.03159747,-0.026058976
264930493,264930293,-0.004880454,-0.017468754,-0.03930366
264951758,264951537,0.05032538,0.024097348,-0.04611346
264972992,264972783,0.065816104,0.037182968,-0.033388074
264994232,264994029,0.046793085,0.037246235,-0.023591263
265011732,265011526,-0.007460383,0.0073182518,-0.03360765
265032993,265032772,-0.06833535,-0.0144735295,-0.022216575
265052976,265052768,-0.08844877,-0.022695325,-0.016267985
265070467,265070266,-0.0701392,-0.00043925914,-0.02729765
265091718,265091512,-0.05775216,0.0061799735,-0.028833684
265112969,265112761,-0.034497898,-0.002824781,-0.031278033
265134265,265134056,-0.06241864,0.020464828,-0.04147895
265151707,265151501,-0.013187435,0.023205038,-0.03943547
265172966,265172748,-0.03996915,0.025588699,-0.047208447
265192963,265192748,-0.0140071865,0.034545816,-0.04394535
265210443,265210241,-0.066182934,0.03223028,-0.0367169
265231694,265231487,-0.04733769,0.020170841,-0.043367587
265252952,265252739,-0.049262386,-0.019968918,-0.056474186
265274181,265273980,-0.048948396,-0.000869787,-0.05805855
265291693,265291477,-0.12915327,0.026350977,-0.05391624
265312941,265312724,-0.13295111,0.004449339,-0.059326723
265332934,265332720,-0.104812935,-0.04097155,-0.0646226
265350416,265350217,-0.1489034,-0.037851907,-0.07638615
265371671,265371463,-0.12682346,-0.0325732,-0.08575788
265392935,265392713,-0.10794698,-0.027184641,-0.08843116
265414159,265413956,-0.06122385,-0.02970581,-0.07890055
265431659,265431452,-0.056251552,-0.063446395,-0.09630533
265452908,265452699,0.006359917,-0.07173325,-0.096769005
265472904,265472696,0.013266221,-0.080091886,-0.118401036
265490392,265490192,0.028326891,-0.060996942,-0.13723227
265511644,265511439,0.03989874,-0.026614342,-0.14748038
265532897,265532686,0.08689905,-0.02202538,-0.16097637
265554143,265553931,0.031725187,-0.042670958,-0.15116005
265571641,265571428,0.06176079,-0.022236371,-0.13647148
265592926,265592716,-0.06906625,0.0043548164,-0.12092317
265612904,265612700,-0.20964795,0.03812846,-0.12056512
265630414,265630212,-0.32983008,0.073715,-0.10242836
265652881,265652675,-0.5921801,0.08344209,-0.10576891
265672863,265672657,-0.7166953,0.019933729,-0.08544993
265694110,265693907,-0.79758734,-0.073060475,-0.06020373
265712863,265712654,-0.8056362,-0.119285904,-0.042855736
265732856,265732650,-0.8002135,-0.040535025,-0.03332906
265752854,265752647,-0.76542294,0.12226123,-0.024051696
265770344,265770143,-0.7749172,0.2042718,-0.029028416
265792852,265792640,-0.77930975,0.28024104,-0.009050375
265812850,265812638,-0.74944615,0.24319908,-0.0016313544
265834090,265833882,-0.5776963,0.15629503,-0.022200227
265851594,265851379,-0.36486104,0.049973443,-0.025298186
265872832,265872626,-0.20593403,-0.049573272,-0.0053085857
265892825,265892621,-0.17586453,-0.08614814,0.016710589
265910330,265910122,-0.051426247,-0.10526988,0.033210672
265931575,265931366,0.1651953,-0.12814012,0.03673993
265952831,265952616,0.48072526,-0.13953254,0.027973445
265974061,265973858,0.6620045,-0.06301585,0.02841857
265992815,265992606,0.67858547,-0.0012751938,0.024446333
266012809,266012602,0.71288097,0.0421486,0.04054748
266034062,266033847,0.73344564,0.03678574,0.042548314
266051594,266051379,0.79614043,0.033618283,0.06983097
266071566,266071361,0.90727025,0.05127509,0.066446304
266092791,266092587,0.9605103,0.10678349,0.04543581
266114041,266113832,0.97148734,0.12557235,0.042821918
266131532,266131326,0.88652885,0.14657636,0.059167527
266152785,266152576,0.8333222,0.10513283,0.06535098
266174030,266173822,0.91345316,0.010451825,0.07682768
266191531,266191319,1.0120326,-0.07235589,0.062782094
266211520,266211316,1.01292,-0.13079399,0.06438882
266232772,266232562,0.9960248,-0.17299718,0.07071278
266254013,266253808,0.84551954,-0.13935672,0.07381434
266271511,266271305,0.6021095,-0.06725764,0.07677388
266292771,266292552,0.2875985,0.03626101,0.101476304
266314017,266313798,0.108393565,0.09786672,0.114355475
266331511,266331294,-0.001312486,0.09720385,0.09366681
266351512,266351296,-0.10674455,0.058033433,0.07796636
266372787,266372580,-0.28522745,0.03309598,0.07472954
266393991,266393784,-0.4208462,0.016274163,0.07583566
266411486,266411281,-0.4945259,-0.011548019,0.05853863
266432750,266432541,-0.66705036,-0.0032374384,0.056038443
266454025,266453818,-0.83495873,-0.025072457,0.07871265
266471484,266471270,-0.9241704,-0.027892279,0.06617423
266491471,266491266,-1.0098634,-0.042582605,0.06773806
266512721,266512513,-1.0334402,-0.063627884,0.054861538
266533963,266533759,-1.0357139,-0.05487732,0.04537569
266551477,266551259,-1.0488678,-0.035379086,0.044778842
266572716,266572508,-1.1254317,-0.0013009505,0.027819036
266593968,266593749,-1.1846601,0.016555151,0.027567694
266611462,266611245,-1.21883,0.014311971,0.030115606
266631448,266631242,-1.1180704,0.03908713,0.028129647
266652703,266652491,-0.98008645,0.06125487,0.018916897
266673945,266673739,-0.76355976,0.028059483,0.019915845
266691442,266691233,-0.5258106,-0.031023737,-0.001815307
266712687,266712479,-0.21364135,-0.08819728,0.005267914
266733931,266733724,0.035587396,-0.09150686,-0.0049036248
266751433,266751221,0.17263478,-0.08430992,-0.017656824
266771423,266771217,0.30962846,-0.02247884,-0.019356584
266792669,266792464,0.4688922,0.02601093,-0.030784383
266813912,266813710,0.6923949,0.027515074,-0.030425953
266831412,266831207,0.72046095,0.062628336,-0.035944913
266852667,266852454,0.80391276,0.10043919,-0.043238323
266873902,266873699,0.9222953,0.076582834,-0.016461413
266891403,266891197,0.98090845,0.009809167,-0.020781219
266912655,266912445,1.1774002,-0.020554194,-0.01700898
266932648,266932440,1.2823085,-0.008822295,-0.029686987
266953892,266953686,1.1430771,0.049119774,-0.024820419
266971387,266971182,1.0357618,0.11367203,-0.002854084
266992637,266992429,0.9619636,0.19021909,0.0077032214
267013883,267013678,0.8028027,0.2505187,-0.0063538267
267031377,267031172,0.71989006,0.34348038,0.00085634884
267051376,267051168,0.66444606,0.46072367,0.0025383865
267072626,267072415,0.5579058,0.5971168,-0.008179708
267093873,267093672,0.4245455,0.7042902,-0.028519787
267111367,267111158,0.25880697,0.71780837,-0.034113433
267132614,267132405,0.09214819,0.66671115,-0.03600477
267153852,267153650,-0.08019266,0.559198,-0.016048104
267171354,267171148,-0.28430888,0.4765559,-0.0408334
267191354,267191144,-0.50260377,0.3789228,-0.037619643
267212609,267212393,-0.6937566,0.25491923,-0.03794261
267233839,267233636,-0.77131796,0.13807334,-0.043249387
267251345,267251133,-0.78800696,0.08549997,-0.03498649
267272588,267272381,-0.8175922,0.09301454,-0.03595997
267293830,267293626,-0.8700574,0.114722595,-0.03398017
267311329,267311123,-1.0274203,0.1365332,-0.03950995
267331349,267331143,-1.1001654,0.13354202,-0.029583633
267352585,267352366,-1.0201277,0.10583713,-0.018103156
267373814,267373612,-0.99563134,0.045954015,-0.016606988
267392575,267392364,-0.9137172,-0.049299814,-0.020986699
267412611,267412403,-0.85174286,-0.14282931,-0.026552105
267433803,267433601,-0.8679696,-0.23936841,-0.033561267
267452575,267452368,-0.851775,-0.30467266,-0.024752311
267471316,267471095,-0.7923596,-0.32615197,-0.030625707
267492551,267492343,-0.7927488,-0.3185665,-0.04842483
267513796,267513587,-0.7693096,-0.35052145,-0.06589763
267531294,267531084,-0.73213285,-0.36520693,-0.051881045
267552545,267552340,-0.65528554,-0.41441125,-0.06799321
267573780,267573577,-0.58449286,-0.45795617,-0.060892396
267591282,267591074,-0.6009774,-0.50476134,-0.07199776
267612528,267612321,-0.53145444,-0.54418105,-0.050469063
267632523,267632317,-0.44267452,-0.56104803,-0.03875959
267653778,267653563,-0.28441927,-0.56388557,-0.043078855
267671273,267671061,-0.037207555,-0.5202131,-0.0453115
267692509,267692306,0.04755335,-0.4043621,-0.051051345
267713759,267713552,0.17009692,-0.3018281,-0.044628467
267731257,267731050,0.34982932,-0.25037077,-0.036462285
267752524,267752299,0.5851824,-0.18300052,-0.042584572
267772506,267772294,0.7312372,-0.07605551,-0.052480232
267793748,267793538,0.7949503,0.0031881828,-0.05728925
267811246,267811036,0.8416594,0.0225556,-0.034722157
267832489,267832283,0.9544048,0.0073720305,-0.034279145
267853740,267853532,1.0057813,-0.0329408,-0.0485111
267871273,267871066,0.9621497,-0.038193066,-0.03002274
267892490,267892271,1.0239797,-0.026250351,-0.027658412
267912484,267912267,1.0050602,0.015413271,-0.030545017
267933715,267933514,1.026048,0.032107275,-0.036374077
267951220,267951012,0.9920658,0.053369626,-0.03325322
267972469,267972257,0.9185754,0.09975845,-0.036967244
267993709,267993503,0.9130866,0.08390061,-0.014154195
268011206,268011000,1.0164365,0.028458556,-0.005803063
268032460,268032246,1.2623482,8.628819e-05,-0.010761747
268052448,268052243,1.2539158,0.034964666,-0.027541324
268073691,268073489,1.1514065,0.04164997,-0.02700421
268091192,268090986,1.0084524,0.056639403,0.0045656785
268112451,268112234,0.9731875,0.046529282,-0.008919831
268133682,268133479,1.0491716,-0.0011095989,-0.008929667
268151183,268150975,0.978039,-0.002380806,-0.019573968
268172429,268172222,1.0475883,0.011347702,-0.008161066
268192424,268192219,1.0692073,-0.068551265,-0.0018758088
268213668,268213465,0.96683174,-0.13129345,-0.0068268087
268231166,268230961,0.9215581,-0.122311026,-0.0013803428
268252414,268252208,0.9241424,-0.1068175,-0.0062928293
268273654,268273454,0.94325256,-0.12917194,0.003326718
268291155,268290951,0.8147381,-0.1337265,-0.0005045818
268312406,268312198,0.7612454,-0.21980728,0.0217864
268332405,268332197,0.69219923,-0.3217646,0.033800155
268353644,268353440,0.578057,-0.3596331,0.02535797
268371183,268370972,0.49576253,-0.342241,0.025697209
268392398,268392183,0.2701413,-0.24724928,0.021043159
268413634,268413429,0.017946213,-0.15006211,0.03418628
268431136,268430926,-0.232807,-0.12776247,0.031475138
268452386,268452175,-0.4203001,-0.13806103,0.029602567
268472393,268472175,-0.54846215,-0.1602909,0.028167155
268493617,268493415,-0.61546755,-0.110255145,0.02229319
268511118,268510912,-0.71677333,-0.10145591,0.014946596
268532369,268532160,-0.7884219,-0.08730923,0.0099485135
268553612,268553405,-0.871614,-0.081151776,0.018605404
268571107,268570902,-0.8579534,-0.068089835,0.03576504
268592354,268592148,-0.8505193,-0.05565899,0.025522042
268612352,268612145,-0.91189367,-0.050143894,0.019670216
268633593,268633390,-1.0086793,-0.046452332,0.0006988825
268652355,268652138,-1.0614003,-0.045751065,0.012543886
268672341,268672134,-1.0971034,-0.02268676,0.008460663
268693584,268693380,-1.1803175,-0.012802768,0.012939212
268712339,268712128,-1.2149746,-0.001911042,0.014520666
268732336,268732128,-1.2662277,0.016791241,0.01905755
268752332,268752125,-1.1640823,-0.011971238,0.022899877
268773620,268773417,-1.0938369,-0.048615783,0.0085231
268792328,268792116,-1.0386347,-0.01187434,0.009681253
268812319,268812111,-0.9697787,0.07900912,0.004838258
268833574,268833372,-0.8988683,0.19510558,0.0037722534
