timestamp,armed_time_ms,armed,prearmed,ready_to_arm,lockdown,manual_lockdown,force_failsafe,in_esc_calibration_mode,soft_stop
309640084,258786,1,1,1,0,0,0,0,0
310147116,258786,1,1,1,0,0,0,0,0
310653216,258786,1,1,1,0,0,0,0,0
311160120,258786,1,1,1,0,0,0,0,0
311667430,258786,1,1,1,0,0,0,0,0
312177198,258786,1,1,1,0,0,0,0,0
312688530,258786,1,1,1,0,0,0,0,0
313197179,258786,1,1,1,0,0,0,0,0
313706144,258786,1,1,1,0,0,0,0,0
314216109,258786,1,1,1,0,0,0,0,0
314722273,258786,1,1,1,0,0,0,0,0
315228091,258786,1,1,1,0,0,0,0,0
315735251,258786,1,1,1,0,0,0,0,0
316243170,258786,1,1,1,0,0,0,0,0
316743357,258786,1,1,1,0,0,0,0,0
317243797,258786,1,1,1,0,0,0,0,0
317754087,258786,1,1,1,0,0,0,0,0
318264183,258786,1,1,1,0,0,0,0,0
318773209,258786,1,1,1,0,0,0,0,0
319283429,258786,1,1,1,0,0,0,0,0
319793242,258786,1,1,1,0,0,0,0,0
320300096,258786,1,1,1,0,0,0,0,0
320807125,258786,1,1,1,0,0,0,0,0
321313209,258786,1,1,1,0,0,0,0,0
321821086,258786,1,1,1,0,0,0,0,0
322332016,258786,1,1,1,0,0,0,0,0
322842398,258786,1,1,1,0,0,0,0,0
323349088,258786,1,1,1,0,0,0,0,0
323855170,258786,1,1,1,0,0,0,0,0
324361088,258786,1,1,1,0,0,0,0,0
324868202,258786,1,1,1,0,0,0,0,0
325375132,258786,1,1,1,0,0,0,0,0
325882258,258786,1,1,1,0,0,0,0,0
326388220,258786,1,1,1,0,0,0,0,0
326897087,258786,1,1,1,0,0,0,0,0
327398119,258786,1,1,1,0,0,0,0,0
327907316,258786,1,1,1,0,0,0,0,0
328414122,258786,1,1,1,0,0,0,0,0
328921152,258786,1,1,1,0,0,0,0,0
329428178,258786,1,1,1,0,0,0,0,0
329934189,258786,1,1,1,0,0,0,0,0
330440087,258786,1,1,1,0,0,0,0,0
330946087,258786,1,1,1,0,0,0,0,0
331452188,258786,1,1,1,0,0,0,0,0
331959508,258786,1,1,1,0,0,0,0,0
332468085,258786,1,1,1,0,0,0,0,0
332976113,258786,1,1,1,0,0,0,0,0
333483112,258786,1,1,1,0,0,0,0,0
333990226,258786,1,1,1,0,0,0,0,0
334496143,258786,1,1,1,0,0,0,0,0
335004366,258786,1,1,1,0,0,0,0,0
335511086,258786,1,1,1,0,0,0,0,0
336017340,258786,1,1,1,0,0,0,0,0
336526109,258786,1,1,1,0,0,0,0,0
337037120,258786,1,1,1,0,0,0,0,0
337537188,258786,1,1,1,0,0,0,0,0
338046088,258786,1,1,1,0,0,0,0,0
338552409,258786,1,1,1,0,0,0,0,0
339058201,258786,1,1,1,0,0,0,0,0
339565085,258786,1,1,1,0,0,0,0,0
340071413,258786,1,1,1,0,0,0,0,0
340580087,258786,1,1,1,0,0,0,0,0
341080147,258786,1,1,1,0,0,0,0,0
341580191,258786,1,1,1,0,0,0,0,0
342091092,258786,1,1,1,0,0,0,0,0
342598394,258786,1,1,1,0,0,0,0,0
343105130,258786,1,1,1,0,0,0,0,0
343614191,258786,1,1,1,0,0,0,0,0
344121186,258786,1,1,1,0,0,0,0,0
344628121,258786,1,1,1,0,0,0,0,0
345135201,258786,1,1,1,0,0,0,0,0
345643087,258786,1,1,1,0,0,0,0,0
346153091,258786,1,1,1,0,0,0,0,0
346653369,258786,1,1,1,0,0,0,0,0
347160084,258786,1,1,1,0,0,0,0,0
347668314,258786,1,1,1,0,0,0,0,0
348174177,258786,1,1,1,0,0,0,0,0
348681148,258786,1,1,1,0,0,0,0,0
349187203,258786,1,1,1,0,0,0,0,0
349693086,258786,1,1,1,0,0,0,0,0
350199144,258786,1,1,1,0,0,0,0,0
350709183,258786,1,1,1,0,0,0,0,0
351219126,258786,1,1,1,0,0,0,0,0
351725816,258786,1,1,1,0,0,0,0,0
352231149,258786,1,1,1,0,0,0,0,0
352737220,258786,1,1,1,0,0,0,0,0
353244084,258786,1,1,1,0,0,0,0,0
353751133,258786,1,1,1,0,0,0,0,0
354257087,258786,1,1,1,0,0,0,0,0
354766258,258786,1,1,1,0,0,0,0,0
355277169,258786,1,1,1,0,0,0,0,0
355788229,258786,1,1,1,0,0,0,0,0
356294912,258786,1,1,1,0,0,0,0,0
356801087,258786,1,1,1,0,0,0,0,0
357308369,258786,1,1,1,0,0,0,0,0
357814239,258786,1,1,1,0,0,0,0,0
358320140,258786,1,1,1,0,0,0,0,0
358827280,258786,1,1,1,0,0,0,0,0
359335122,258786,1,1,1,0,0,0,0,0
359846127,258786,1,1,1,0,0,0,0,0
360352328,258786,1,1,1,0,0,0,0,0
360860119,258786,1,1,1,0,0,0,0,0
361367187,258786,1,1,1,0,0,0,0,0
361873434,258786,1,1,1,0,0,0,0,0
362380117,258786,1,1,1,0,0,0,0,0
362888149,258786,1,1,1,0,0,0,0,0
363399087,258786,1,1,1,0,0,0,0,0
363909154,258786,1,1,1,0,0,0,0,0
364420086,258786,1,1,1,0,0,0,0,0
364931115,258786,1,1,1,0,0,0,0,0
365440104,258786,1,1,1,0,0,0,0,0
365949252,258786,1,1,1,0,0,0,0,0
366457436,258786,1,1,1,0,0,0,0,0
366964085,258786,1,1,1,0,0,0,0,0
367470188,258786,1,1,1,0,0,0,0,0
367978147,258786,1,1,1,0,0,0,0,0
368488143,258786,1,1,1,0,0,0,0,0
368997944,258786,1,1,1,0,0,0,0,0
369503177,258786,1,1,1,0,0,0,0,0
370011125,258786,1,1,1,0,0,0,0,0
370519157,258786,1,1,1,0,0,0,0,0
371026355,258786,1,1,1,0,0,0,0,0
371532225,258786,1,1,1,0,0,0,0,0
372039161,258786,1,1,1,0,0,0,0,0
372549095,258786,1,1,1,0,0,0,0,0
373049122,258786,1,1,1,0,0,0,0,0
373557085,258786,1,1,1,0,0,0,0,0
374063151,258786,1,1,1,0,0,0,0,0
374571242,258786,1,1,1,0,0,0,0,0
375077086,258786,1,1,1,0,0,0,0,0
375583264,258786,1,1,1,0,0,0,0,0
376089130,258786,1,1,1,0,0,0,0,0
376597204,258786,1,1,1,0,0,0,0,0
377106237,258786,1,1,1,0,0,0,0,0
377613088,258786,1,1,1,0,0,0,0,0
378120150,258786,1,1,1,0,0,0,0,0
378628087,258786,1,1,1,0,0,0,0,0
379135091,258786,1,1,1,0,0,0,0,0
379641087,258786,1,1,1,0,0,0,0,0
380147293,258786,1,1,1,0,0,0,0,0
380654131,258786,1,1,1,0,0,0,0,0
381164440,258786,1,1,1,0,0,0,0,0
381672221,258786,1,1,1,0,0,0,0,0
382180154,258786,1,1,1,0,0,0,0,0
382688087,258786,1,1,1,0,0,0,0,0
383196129,258786,1,1,1,0,0,0,0,0
383703471,258786,1,1,1,0,0,0,0,0
384213173,258786,1,1,1,0,0,0,0,0
384724212,258786,1,1,1,0,0,0,0,0
385235190,258786,1,1,1,0,0,0,0,0
385744129,258786,1,1,1,0,0,0,0,0
386251089,258786,1,1,1,0,0,0,0,0
386760083,258786,1,1,1,0,0,0,0,0
387269146,258786,1,1,1,0,0,0,0,0
387775395,258786,1,1,1,0,0,0,0,0
388282883,258786,1,1,1,0,0,0,0,0
388788087,258786,1,1,1,0,0,0,0,0
388966489,258786,1,1,1,0,0,0,0,0
389155186,258786,1,1,1,0,1,0,0,0
389666394,258786,1,1,1,0,1,0,0,0
390174183,258786,1,1,1,0,1,0,0,0
390681889,258786,1,1,1,0,1,0,0,0
391189090,258786,1,1,1,0,1,0,0,0
391695121,258786,1,1,1,0,1,0,0,0
392201089,258786,1,1,1,0,1,0,0,0
392708085,258786,1,1,1,0,1,0,0,0
393218212,258786,1,1,1,0,1,0,0,0
393729094,258786,1,1,1,0,1,0,0,0
394173273,0,0,1,1,0,1,0,0,0
394684086,0,0,1,1,0,1,0,0,0
394799130,0,0,1,1,0,1,0,0,0
