timestamp,timestamp_sample,hover_thrust,hover_thrust_var,accel_innov,accel_innov_var,accel_innov_test_ratio,accel_noise_var,valid
265862770,265861385,0.26774952,1.1595435e-05,1.2799599,5.730694,0.031764574,5.7008142,0
265962373,265961359,0.26813713,1.1462152e-05,-2.280648,5.6535044,0.102224804,5.603588,0
266062632,266061372,0.26855126,1.1328449e-05,-1.1900059,5.4270883,0.028992712,5.360152,0
266162437,266161324,0.26876682,1.1189057e-05,1.0910425,5.1924706,0.02547222,5.1612067,0
266262590,266261338,0.26764345,1.1055519e-05,2.6322248,5.5324507,0.13915086,5.5565414,0
266362357,266361289,0.26784313,1.0928696e-05,2.4618754,5.4539285,0.12347533,5.46895,0
266462568,266461273,0.26746488,1.0805406e-05,-0.4787082,5.519258,0.004613373,5.4497557,0
266562364,266561254,0.2684053,1.0677681e-05,1.9819262,5.6706953,0.0769655,5.660914,0
266662370,266661237,0.26826224,1.0558805e-05,-1.896315,5.704369,0.07004398,5.653699,0
266762525,266761219,0.26844,1.0439201e-05,1.6024468,5.488763,0.051981676,5.461238,0
266862339,266861202,0.26898375,1.0319507e-05,-2.9313622,5.3130236,0.17970274,5.3012853,0
266962355,266961184,0.26973152,1.02026615e-05,-3.0269332,5.1837444,0.19639009,5.171931,0
267062256,267061167,0.27018777,1.0091725e-05,0.96348333,5.1353297,0.020085266,5.0994844,0
267162329,267161149,0.26968265,9.99053e-06,0.522714,5.125936,0.005922603,5.0734158,0
267262158,267261132,0.26928347,9.883826e-06,2.1284647,4.973436,0.10121244,4.9725986,0
267362337,267361134,0.26996988,9.771764e-06,-2.6479132,4.89323,0.15920964,4.8759766,0
267462211,267461104,0.27004084,9.660833e-06,2.1294892,4.817694,0.10458493,4.824026,0
267562186,267561079,0.2693222,9.552174e-06,1.5608662,4.9292097,0.0549176,4.8995633,0
267662697,267661062,0.27057752,9.449474e-06,-3.984336,5.27497,0.33438697,5.3251753,0
267762165,267761044,0.2709099,9.362853e-06,-0.2749763,5.18184,0.0016213026,5.119512,0
267862381,267861078,0.27145612,9.270734e-06,-1.3252416,4.9868217,0.039131254,4.928609,0
267962050,267961010,0.27081376,9.177922e-06,0.78043973,5.0609355,0.013372279,5.0133033,0
268062187,268060991,0.27151218,9.086231e-06,-2.1500742,4.989968,0.10293586,4.9514,0
268162087,268160974,0.27201304,9.0008525e-06,-0.95838046,4.837133,0.021098198,4.7779713,0
268262187,268260961,0.2715807,8.921017e-06,0.600168,4.80846,0.00832333,4.7620034,0
268362235,268360938,0.271432,8.845512e-06,1.334405,4.7465124,0.04168292,4.7194552,0
268461989,268460924,0.27205697,8.766963e-06,-1.7697743,4.7204165,0.07372469,4.677613,0
268562259,268560903,0.2724156,8.682179e-06,-1.1589456,4.644985,0.03212915,4.590363,0
268661925,268660886,0.27267468,8.593093e-06,1.4326125,4.4733114,0.05097836,4.4580455,0
268762040,268760868,0.27303004,8.497501e-06,-2.428526,4.337047,0.15109456,4.31321,0
268861917,268860870,0.2725889,8.405464e-06,1.1251813,4.5669947,0.030801512,4.534388,0
268962036,268960833,0.2730119,8.323288e-06,-0.9566159,4.4111376,0.023050593,4.358496,0
269061946,269060816,0.27211702,8.249883e-06,4.5358543,4.6612735,0.4904233,4.8283024,0
269162131,269160799,0.2714538,8.186214e-06,0.2802311,4.9614925,0.0017586433,4.9027867,0
269261854,269260781,0.27238485,8.119362e-06,-3.5162165,5.1025867,0.26922682,5.1440864,0
269361836,269360763,0.27241945,8.057535e-06,-0.08697677,5.0748816,0.00016562965,5.014192,0
269462064,269460747,0.27241936,7.99234e-06,-1.7601464,4.9173994,0.07000347,4.880157,0
269561752,269560728,0.27199185,7.929085e-06,0.9202281,4.894607,0.01922342,4.8455725,0
269661943,269660712,0.27229246,7.867798e-06,0.66609454,4.8540936,0.010155962,4.8024893,0
269761786,269760700,0.272136,7.80656e-06,2.3368204,4.7021646,0.12903583,4.7040277,0
269862077,269860675,0.27189273,7.747217e-06,-2.6478508,4.6915517,0.16604584,4.703075,0
269961713,269960657,0.27177802,7.688069e-06,0.82887346,4.564329,0.016724648,4.515909,0
270061954,270060640,0.27242485,7.6222173e-06,-5.042318,4.4704065,0.6319328,4.6489363,0
270161806,270160630,0.27264276,7.562603e-06,-1.5294306,4.793162,0.054224424,4.7519736,0
270261718,270260605,0.272834,7.505209e-06,0.49400508,4.6163855,0.0058737877,4.566133,0
270361895,270360587,0.2729018,7.44832e-06,-1.9101077,4.412265,0.09187803,4.385889,0
270461675,270460571,0.27310166,7.390179e-06,0.74185896,4.314954,0.014171768,4.273199,0
270561713,270560552,0.27306437,7.327737e-06,-1.9637567,4.164887,0.10287969,4.1427345,0
270661636,270660560,0.272808,7.2686194e-06,2.107082,4.1303144,0.11943654,4.130509,0
270761733,270760517,0.27309233,7.210443e-06,-2.031818,4.0926933,0.11207735,4.0752287,0
270861566,270860502,0.27263623,7.1543436e-06,1.2557074,4.0417857,0.043347206,4.0103097,0
270961678,270960482,0.27297625,7.095104e-06,-2.442155,3.9561465,0.16750644,3.9592369,0
271061595,271060465,0.27284414,7.035663e-06,-0.6478614,3.9463336,0.011817563,3.90095,0
271161754,271160449,0.2730577,6.973376e-06,-1.3540466,3.7840943,0.05383475,3.7512503,0
271256474,271255430,0.27319324,6.910153e-06,-1.266221,3.6896734,0.048282374,3.655545,0
271356770,271355412,0.27338752,6.8493296e-06,-2.1828363,3.5834813,0.14773884,3.5773191,0
271456770,271455395,0.27285573,6.7914866e-06,2.0617383,3.6545217,0.12923914,3.6532822,0
271556614,271555378,0.27330548,6.734952e-06,-0.7986389,3.616665,0.019595219,3.5762928,0
271656591,271655377,0.2733682,6.6767916e-06,-2.4422164,3.6120343,0.18347374,3.6180482,0
271756663,271755342,0.27353045,6.6197513e-06,2.068776,3.583719,0.13269374,3.5900571,0
271856487,271855325,0.27323273,6.565134e-06,0.8759842,3.5739994,0.023855887,3.5394955,0
271956541,271955307,0.2741653,6.5087734e-06,-3.7096426,3.7771075,0.4048203,3.8424213,0
272056429,272055290,0.27428165,6.4598694e-06,0.2502218,3.7469347,0.0018566569,3.7048216,0
272156493,272155272,0.27439582,6.4132178e-06,0.28988254,3.64052,0.0025647096,3.6006417,0
272256340,272255254,0.27406365,6.367715e-06,-0.40688992,3.6131,0.0050913314,3.5699127,0
272356595,272355237,0.27414155,6.3205457e-06,0.18394223,3.541425,0.0010615545,3.4996634,0
272456416,272455219,0.27417895,6.265531e-06,-1.5480208,3.4486732,0.077207424,3.4231226,0
272556430,272555201,0.27441788,6.2064764e-06,3.449574,3.4733918,0.38065773,3.5645487,0
272656497,272655185,0.274437,6.1655737e-06,-1.8047283,3.651253,0.099114954,3.6322157,0
272756271,272755168,0.27455962,6.1262567e-06,1.8102093,3.551247,0.10252605,3.5501966,0
272856521,272855148,0.2744243,6.0839916e-06,0.7139731,3.458211,0.016378334,3.4241889,0
272956268,272955131,0.27500898,6.040215e-06,-0.62619376,3.482981,0.012509037,3.441783,0
273056518,273055162,0.2745217,5.995204e-06,3.3262336,3.462303,0.35505688,3.539909,0
273156167,273155096,0.27459884,5.951793e-06,0.18637848,3.4271271,0.0011262086,3.3868606,0
273256469,273255078,0.27427536,5.9127406e-06,-1.0937282,3.4620113,0.038392626,3.4312074,0
273356208,273355107,0.27407283,5.8735022e-06,2.3979895,3.3505983,0.19069079,3.3661542,0
273456164,273455047,0.27403757,5.831957e-06,-1.2358171,3.2779725,0.0517679,3.2536404,0
273556342,273555026,0.2743989,5.788882e-06,-0.24129406,3.2285168,0.0020037692,3.189375,0
273656021,273655008,0.2746296,5.7455677e-06,-2.3297138,3.1062744,0.19414349,3.1154733,0
273756163,273754991,0.2750632,5.7038546e-06,-0.59765923,3.0736327,0.012912573,3.0373888,0
273856137,273854972,0.275082,5.6623735e-06,-0.8020387,2.9478257,0.02424635,2.9149604,0
273956258,273954955,0.27476174,5.619108e-06,2.7678807,2.8873105,0.2948212,2.934092,0
274055989,274054937,0.27469933,5.5770715e-06,-2.5782957,2.9345417,0.2516997,2.959238,0
274156114,274154919,0.27426034,5.535893e-06,2.0403142,2.9312394,0.15779756,2.9348853,0
274255981,274254902,0.27460253,5.4929037e-06,-0.5914806,2.9443586,0.013202245,2.9109685,0
274355995,274354884,0.27459452,5.4517027e-06,-1.0280876,2.9052875,0.04042301,2.8790104,0
274456096,274454866,0.27488953,5.410284e-06,0.19432771,2.828392,0.0014834994,2.794528,0
274556000,274554849,0.27516446,5.3650374e-06,-2.1323261,2.706428,0.18666731,2.709649,0
274656126,274654832,0.27480146,5.3198587e-06,2.0381453,2.7956872,0.165097,2.8049316,0
274755828,274754813,0.27489957,5.2784376e-06,0.714777,2.7513337,0.020632667,2.7239249,0
274856124,274854842,0.27436683,5.240407e-06,0.9717881,2.7628107,0.037979525,2.7370882,0
274955852,274954778,0.27493623,5.2008254e-06,-0.29222283,2.8035843,0.0033843257,2.7694805,0
275055919,275054760,0.27500948,5.159558e-06,-1.4428457,2.6840706,0.086179376,2.6681461,0
275155912,275154751,0.27544567,5.1188595e-06,0.964059,2.7045922,0.038182374,2.6848106,0
275255812,275254730,0.27527758,5.0825965e-06,-0.9532895,2.6810257,0.037662238,2.6546113,0
275356017,275354708,0.27498716,5.0474046e-06,1.6502402,2.594629,0.116620935,2.5914524,0
275455802,275454689,0.27542722,5.0106382e-06,-2.5141666,2.6946435,0.26064193,2.715544,0
275555894,275554712,0.27535638,4.9751307e-06,0.21174523,2.677206,0.001860814,2.6455483,0
275655701,275654654,0.27561787,4.938848e-06,0.9221606,2.5903802,0.036475994,2.5707197,0
275755828,275754636,0.2756527,4.902026e-06,-2.9734113,2.5161142,0.39042458,2.5613458,0
275855696,275854619,0.2755585,4.866537e-06,0.607509,2.4953704,0.016433418,2.4699757,0
275955802,275954601,0.27560338,4.8287943e-06,0.8570782,2.4987435,0.032664552,2.4774299,0
276055679,276054588,0.27561375,4.790763e-06,-2.4921129,2.4137878,0.28588662,2.4385612,0
276155780,276154565,0.27587712,4.7559515e-06,2.2682087,2.5088382,0.22785097,2.5372212,0
276255718,276254549,0.2756748,4.723859e-06,-0.020020176,2.4864254,1.7910917e-05,2.4559994,0
276355550,276354531,0.27514508,4.69077e-06,1.1266761,2.636353,0.05349979,2.615404,0
276455663,276454512,0.275552,4.6609616e-06,0.2838843,2.663374,0.0033620798,2.6323435,0
276555520,276554494,0.27609575,4.6314526e-06,-1.5886524,2.8563929,0.098174185,2.840253,0
276655755,276654477,0.2759019,4.6072537e-06,-0.28598523,2.8102903,0.0032336535,2.776798,0
276755504,276754466,0.27549103,4.5834527e-06,0.77526325,2.8173387,0.023703737,2.7895334,0
276855827,276854448,0.27585566,4.559769e-06,-1.518549,2.7935114,0.09172013,2.779386,0
276955579,276954424,0.27547696,4.5388797e-06,-0.01529669,2.9157774,8.916575e-06,2.8813987,0
277055704,277054423,0.27571514,4.5198067e-06,-2.768005,2.8576207,0.29791105,2.8955479,0
277155595,277154388,0.27581975,4.49869e-06,-1.0994768,2.7972634,0.04801714,2.7736437,0
277255399,277254370,0.2763027,4.475083e-06,-0.5667504,2.8437583,0.012550138,2.810814,0
277355572,277354352,0.27592486,4.4638386e-06,2.2653317,3.2886775,0.17338033,3.3002465,0
277455455,277454334,0.2762768,4.4502453e-06,-4.6404138,3.4630096,0.6909032,3.6241622,0
277555484,277554317,0.2764886,4.441444e-06,0.24051222,3.6646698,0.0017538681,3.6249297,0
277655350,277654301,0.27690214,4.431846e-06,-2.8031554,3.63089,0.24045774,3.648195,0
277755445,277754282,0.27707547,4.421204e-06,-0.10771018,3.5457768,0.00036354622,3.5057638,0
277855364,277854264,0.27706036,4.409482e-06,-0.9185921,3.453177,0.02715089,3.4165561,0
277955316,277954246,0.27716994,4.3981804e-06,-1.6623887,3.3232753,0.09239668,3.301347,0
278055456,278054276,0.27747282,4.386417e-06,-1.2592782,3.22243,0.0546786,3.191461,0
278155329,278154210,0.2771517,4.3733603e-06,2.3696556,3.2327132,0.19300154,3.2647753,0
278255334,278254193,0.2770216,4.359829e-06,1.8827631,3.1693811,0.124272324,3.1755693,0
278355214,278354182,0.27697688,4.3447303e-06,-2.9352622,3.1618958,0.30276367,3.1998663,0
278455332,278454157,0.2770129,4.3305236e-06,2.1816711,3.1476955,0.16801317,3.1654894,0
278555146,278554139,0.2767178,4.317127e-06,1.6091921,3.1192148,0.092241846,3.1098244,0
278655422,278654122,0.27617812,4.3047608e-06,2.7854605,3.1615014,0.27268302,3.192269,0
278755269,278754104,0.27627355,4.292796e-06,-1.3864521,3.1722636,0.06732834,3.1577039,0
278855401,278854124,0.27651185,4.280042e-06,-0.28836352,3.135155,0.0029469929,3.0997307,0
278955365,278954068,0.2768503,4.267356e-06,-4.2940116,3.1310246,0.6543309,3.2666237,0
279055126,279054052,0.2766807,4.2613065e-06,0.6576691,3.276769,0.014666502,3.244596,0
279155343,279154034,0.27674064,4.2562156e-06,-0.70800865,3.1822886,0.017502297,3.1502368,0
279255051,279254016,0.27692077,4.2421525e-06,0.46107268,3.0821543,0.0076637603,3.0494397,0
279355187,279353996,0.27711242,4.246242e-06,-2.8507423,3.6094368,0.25016928,3.6265378,0
279455118,279453984,0.27749148,4.238337e-06,0.57466877,3.674427,0.009986264,3.6447942,0
279555290,279553961,0.27782336,4.231884e-06,0.40042344,3.682578,0.0048377616,3.6516943,0
279655307,279653943,0.27779806,4.2260895e-06,-2.416938,3.6431327,0.17816137,3.635767,0
279755017,279753925,0.27766538,4.2236793e-06,1.8887296,3.8460364,0.103058465,3.8569543,0
279855134,279853956,0.2779374,4.220083e-06,-0.96337926,3.8539624,0.026757443,3.812218,0
279954920,279953891,0.27819106,4.214331e-06,-3.1938741,3.6941345,0.30681768,3.7187068,0
280055031,280053872,0.2780325,4.2084876e-06,0.35188913,3.8553793,0.0035686346,3.8185155,0
280154883,280153854,0.27835152,4.2038855e-06,-1.5480378,3.7293868,0.07139753,3.6967895,0
280255266,280253836,0.27845722,4.199598e-06,-1.192436,3.5804348,0.044125725,3.5439272,0
280354823,280353819,0.2784399,4.194388e-06,-2.6392922,3.4901493,0.22176269,3.4953296,0
280454986,280453800,0.2781798,4.1883873e-06,1.4400913,3.4849079,0.06612203,3.476773,0
280555404,280553782,0.27854177,4.1815492e-06,-2.1381915,3.4130087,0.1488378,3.4015453,0
280654921,280653773,0.27858248,4.1751096e-06,2.5297213,3.2932262,0.21591423,3.3430138,0
280755084,280753795,0.2786122,4.173391e-06,-2.575684,3.3413582,0.22060719,3.3503897,0
280854837,280853725,0.27904212,4.1723856e-06,-4.2417917,3.2993987,0.60592854,3.3939438,0
280955116,280953714,0.27927178,4.1614426e-06,2.059927,3.4397094,0.13706905,3.4706848,0
281054885,281053693,0.27942353,4.152303e-06,-1.6275,3.3708537,0.08730912,3.353648,0
281155005,281153675,0.2793539,4.141517e-06,-1.0380228,3.3413892,0.035829786,3.3052344,0
281254762,281253657,0.27954406,4.13478e-06,0.7129648,3.2782629,0.017228596,3.2574766,0
281354817,281353641,0.27987278,4.131442e-06,1.7342492,3.3744032,0.09903382,3.3928668,0
281455248,281453621,0.27999654,4.128044e-06,-1.3052522,3.3592014,0.056352124,3.3255043,0
281554714,281553603,0.28028426,4.1208605e-06,-1.4454805,3.232718,0.071814835,3.2009768,0
281654899,281653625,0.27984145,4.1140456e-06,1.403928,3.3812833,0.06476877,3.377315,0
281744860,281743595,0.27996445,4.1113935e-06,0.91026664,3.2975736,0.027919024,3.2793057,0
281854772,281853550,0.27966344,4.101593e-06,-0.99957275,3.3149922,0.033489123,3.281718,0
281944888,281943533,0.2798622,4.0987643e-06,-1.5239445,3.1932833,0.08080874,3.1694865,0
282054914,282053516,0.279621,4.087322e-06,0.43401393,3.1259894,0.006695412,3.094961,0
282154655,282153496,0.2799978,4.0791565e-06,-2.437214,3.062954,0.21547869,3.0637343,0
282254825,282253480,0.2796817,4.0713007e-06,1.3653215,3.056043,0.06777474,3.0458696,0
282364669,282363458,0.27967194,4.065363e-06,0.7218015,2.9292402,0.019762326,2.9036698,0
282434826,282433446,0.27978116,4.0542677e-06,-1.1956289,2.8409643,0.055909358,2.8170664,0
282564488,282563450,0.27929753,4.0436953e-06,-0.5516902,2.9529605,0.011452239,2.908639,0
282644742,282643409,0.27955425,4.0365394e-06,-2.205614,2.8641644,0.1887203,2.8732717,0
282764430,282763386,0.27923733,4.025116e-06,-1.2799221,2.9203577,0.062328767,2.9027033,0
282844562,282843372,0.27957782,4.0180503e-06,-0.12662393,3.0808337,0.0005782569,3.0455382,0
282944374,282943354,0.279424,4.00933e-06,0.36095467,3.0508618,0.0047450443,3.0175223,0
283064666,283063335,0.2792374,3.9987917e-06,3.8264654,3.0136592,0.53983235,3.119776,0
283144360,283143318,0.27948564,3.992633e-06,-1.935633,3.1749055,0.13112113,3.1729655,0
283264510,283263297,0.2795511,3.9913916e-06,6.3329496,3.2609005,1.3665704,3.6151097,0
283334922,283333284,0.27920234,3.988656e-06,1.2392994,3.8084254,0.044808924,3.7899354,0
283464290,283463261,0.27919307,3.9887386e-06,-1.7529749,3.6853523,0.09264667,3.6816251,0
283544421,283543247,0.27901822,3.9870497e-06,3.5335388,3.6595373,0.37909758,3.7232146,0
283664264,283663224,0.27881572,3.9856072e-06,1.2514865,3.630984,0.047927584,3.598475,0
283764439,283763206,0.2787476,3.984788e-06,-1.489317,3.638405,0.067736186,3.6308892,0
283844211,283843192,0.27895612,3.983729e-06,-3.549049,3.5536141,0.39383218,3.6531608,0
283964485,283963170,0.27905512,3.981917e-06,0.39649948,3.5355332,0.0049406923,3.4963944,0
284044277,284043157,0.27879912,3.9790357e-06,1.3743979,3.472668,0.060439266,3.4458437,0
284164193,284163134,0.2785877,3.9742363e-06,-1.7355158,3.4374588,0.09735923,3.4398355,0
284244353,284243120,0.27864146,3.9711117e-06,1.8226792,3.4233851,0.107825674,3.4085422,0
284364299,284363135,0.2782676,3.966843e-06,0.51845217,3.3693628,0.008863946,3.331334,0
284444283,284443086,0.27828765,3.963546e-06,-0.18934277,3.2499876,0.001225669,3.2161252,0
284544105,284543066,0.2786692,3.9589436e-06,-0.97662807,3.3062367,0.03205398,3.2815535,0
284664247,284663045,0.27870765,3.953419e-06,-1.3125396,3.1689606,0.06040397,3.1533916,0
284744123,284743029,0.27839985,3.9490483e-06,2.6882951,3.1630783,0.25386417,3.1855206,0
284864240,284863015,0.2779663,3.9425167e-06,0.3694762,3.1830688,0.004765236,3.1467428,0
284944026,284942993,0.27827433,3.9377896e-06,-1.802246,3.2172954,0.11217464,3.2223175,0
285064198,285062972,0.27836597,3.9323495e-06,-1.2878361,3.0951562,0.059538256,3.0812676,0
285164119,285162954,0.27843046,3.9268552e-06,0.93325984,3.0288718,0.0319508,3.0004973,0
285244064,285242939,0.27831277,3.920895e-06,0.59490937,2.954287,0.013310869,2.9219794,0
285364214,285362961,0.27837014,3.911229e-06,0.73509806,2.8379252,0.02115666,2.8086216,0
285444055,285442903,0.2781055,3.903809e-06,0.5872066,2.7909172,0.01372753,2.759712,0
285564071,285562881,0.27779743,3.8934686e-06,0.4749746,2.8430169,0.008816958,2.810434,0
285643872,285642869,0.27758813,3.8858275e-06,0.48242104,2.782527,0.009293313,2.7501743,0
285764054,285762845,0.27795175,3.8749695e-06,1.8728688,2.872131,0.13569628,2.8662825,0
285864433,285862827,0.2780614,3.866841e-06,-2.1159873,2.7911677,0.17823692,2.8091047,0
285963857,285962809,0.27782825,3.857893e-06,0.9806899,2.7378733,0.03903081,2.7117443,0
286064097,286062794,0.27756628,3.8483336e-06,2.134275,2.6213324,0.19307949,2.624074,0
286143909,286142776,0.27736953,3.840947e-06,-1.9625182,2.6419778,0.16197789,2.6636698,0
286263934,286262759,0.27784523,3.8303915e-06,-1.2293425,2.7302346,0.06150399,2.71672,0
286343779,286342744,0.27754194,3.8235235e-06,1.632344,2.7375355,0.10814865,2.7249947,0
286464048,286462718,0.27743387,3.811852e-06,-1.2043719,2.63322,0.06120566,2.6230302,0
286563826,286562700,0.27778253,3.8006315e-06,-1.0620706,2.6318872,0.047620833,2.61423,0
286663983,286662682,0.27780977,3.7893856e-06,-1.0670065,2.5373394,0.049855493,2.5204237,0
286763831,286762667,0.27826384,3.779953e-06,0.13126251,2.6226985,0.0007299457,2.5927186,0
286843942,286842650,0.2782014,3.7735078e-06,1.1773157,2.5433323,0.060553636,2.5289865,0
286963784,286962627,0.2780184,3.7708035e-06,-2.0255475,2.8146987,0.161961,2.8191595,0
287043659,287042613,0.27837467,3.7653672e-06,-2.9175134,2.810304,0.33653474,2.8492754,0
287163768,287162592,0.2779724,3.7575758e-06,1.1006474,2.8718455,0.046869777,2.8515854,0
287243614,287242578,0.2782108,3.751874e-06,-1.6155,2.8063056,0.103332385,2.7955344,0
287363848,287362555,0.27846006,3.7446323e-06,2.3349414,2.8231435,0.21457373,2.8545425,0
287463632,287462537,0.27796924,3.7414727e-06,0.7314749,3.0463758,0.019515194,3.0167825,0
287543697,287542522,0.27795452,3.738581e-06,-0.41416883,2.9406178,0.006481473,2.9089587,0
287663594,287662501,0.2776698,3.7335315e-06,1.5044553,2.8978038,0.08678548,2.8831017,0
287743875,287742486,0.2773004,3.7306395e-06,1.7166601,2.9344273,0.111584224,2.9211254,0
287863857,287862465,0.27707508,3.7249247e-06,-0.9055945,2.843282,0.032048307,2.8260207,0
287943507,287942449,0.2772019,3.7201771e-06,-0.20817445,2.787103,0.0017276643,2.7571144,0
288063637,288062441,0.27721614,3.7107416e-06,-1.5822694,2.6491919,0.10500378,2.6508822,0
288163437,288162409,0.27699158,3.7020945e-06,-0.026874587,2.662189,3.0144092e-05,2.6320558,0
288243688,288242395,0.27734137,3.6967192e-06,-2.09021,2.666434,0.18205662,2.68468,0
288363424,288362373,0.2777846,3.6894999e-06,-2.543944,2.6890159,0.26741093,2.719118,0
288443593,288442358,0.2782029,3.6856122e-06,-1.9163903,2.8043027,0.14551258,2.8003976,0
288563578,288562337,0.27804178,3.6793308e-06,1.8997127,2.6884756,0.14915136,2.6980228,0
288663393,288662319,0.27812603,3.6734643e-06,0.100120276,2.6624918,0.00041832452,2.6324573,0
288763466,288762300,0.27794218,3.6662868e-06,0.072154455,2.5988624,0.00022258738,2.5689442,0
288863310,288862282,0.27816722,3.6576687e-06,-1.0935152,2.545622,0.05219311,2.5247047,0
288963485,288962263,0.27817172,3.6492406e-06,-0.6307075,2.4595287,0.01797056,2.4332056,0
289063289,289062247,0.2777617,3.64096e-06,2.8460422,2.4301324,0.37034816,2.4800384,0
