timestamp,flag_armed,flag_external_manual_override_ok,flag_control_manual_enabled,flag_control_auto_enabled,flag_control_offboard_enabled,flag_control_rates_enabled,flag_control_attitude_enabled,flag_control_yawrate_override_enabled,flag_control_rattitude_enabled,flag_control_force_enabled,flag_control_acceleration_enabled,flag_control_velocity_enabled,flag_control_position_enabled,flag_control_altitude_enabled,flag_control_climb_rate_enabled,flag_control_termination_enabled,flag_control_fixed_hdg_enabled
270068077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
270574140,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
271080112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
271588254,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
272095171,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
272601097,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
273107077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
273614300,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
274122219,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
274622239,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
275131117,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
275638164,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
276145698,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
276652451,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
277159091,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
277666054,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
278173080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
278679076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
279187265,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
279693128,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
280200077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
280708178,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
281219237,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
281728238,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
282237077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
282744708,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
283251219,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
283757100,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
284263077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
284770089,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
285279123,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
285786268,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
286295150,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
286804297,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
287311078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
287817115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
288325285,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
288831112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
289338112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
289845078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
290355077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
290866078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
291366226,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
291877345,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
292387361,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
292895080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
293402794,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
293909276,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
294416130,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
294922863,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
295428173,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
295934098,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
296443090,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
296943144,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
297453174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
297961390,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
298468088,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
298977160,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
299485083,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
299991123,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
300497074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
301004249,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
301512179,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
302022177,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
302529114,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
303037075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
303543077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
304051271,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
304557219,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
305064107,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
305572218,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
306078335,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
306584105,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
307095188,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
307606078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
308117080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
308624977,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
309132289,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
309640074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
310147103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
310653207,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
311160110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
311667420,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
312177187,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
312688519,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
313197169,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
313706134,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
314216100,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
314722264,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
315228081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
315735242,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
316242211,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
316743347,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
317243787,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
317754078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
318264139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
318773201,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
319283419,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
319793232,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
320300086,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
320807115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
321313200,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
321821076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
322332005,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
322842385,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
323349078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
323855112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
324361078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
324868193,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
325375122,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
325882248,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
326388210,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
326897078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
327398110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
327907304,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
328414112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
328921141,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
329428168,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
329934181,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
330440077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
330946077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
331452178,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
331959498,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
332468075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
332976103,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
333483102,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
333990216,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
334496133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
335004355,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
335511076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
336017330,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
336526099,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
337037115,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
337537178,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
338046078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
338552400,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
339058191,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
339565076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
340071403,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
340580078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
341080132,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
341580182,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
342091082,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
342598384,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
343105119,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
343614181,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
344121174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
344628111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
345135191,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
345643077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
346153081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
346653359,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
347160074,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
347668305,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
348174167,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
348681139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
349187193,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
349693077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
350199135,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
350709117,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
351219077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
351725806,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
352231139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
352737210,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
353244075,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
353751121,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
354257077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
354766222,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
355277157,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
355788220,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
356294904,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
356801077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
357308076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
357814228,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
358320131,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
358827269,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
359335112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
359846117,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
360352318,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
360860110,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
361367178,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
361873421,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
362380108,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
362888139,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
363399077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
363909112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
364420077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
364931105,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
365440094,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
365949243,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
366457429,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
366964076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
367470178,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
367978135,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
368488133,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
368997934,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
369503165,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
370011081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
370519148,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
371026317,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
371532216,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
372039151,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
372549085,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
373049113,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
373557076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
374063112,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
374571233,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
375077077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
375583254,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
376089118,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
376597194,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
377106186,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
377613078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
378120140,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
378628077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
379135081,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
379641077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
380147283,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
380654120,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
381164431,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
381672212,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
382180144,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
382688078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
383196119,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
383703424,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
384213163,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
384724202,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
385235179,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
385744120,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
386251079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
386760078,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
387269141,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
387775151,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
388282873,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
388788077,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
388966480,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
389155177,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
389666384,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
390174174,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
390681879,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
391189080,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
391695111,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
392201079,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
392708076,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
393218203,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
393729084,1,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
394173265,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
394684076,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
394799120,0,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0,0
